"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Rise Rail Overshoot, [mV]","Rise Rail Overshoot Limit, [mV]","Rise Rail Overshoot Margin, [mV]","Rise Rail Overshoot, [Pass/Fail]","Rise Rail Overshoot Trace Point, [ns]","Fall Rail Undershoot, [mV]","Fall Rail Undershoot Limit, [mV]","Fall Rail Undershoot Margin, [mV]","Fall Rail Undershoot, [Pass/Fail]","Fall Rail Undershoot Trace Point, [ns]","Rise Rail Overshoot Area, [V*ns]","Rise Rail Overshoot Area Limit, [V*ns]","Rise Rail Overshoot Area Margin, [V*ns]","Rise Rail Overshoot Area, [Pass/Fail]","Rise Rail Overshoot Area Trace Point, [ns]","Fall Rail Undershoot Area, [V*ns]","Fall Rail Undershoot Area Limit, [V*ns]","Fall Rail Undershoot Area Margin, [V*ns]","Fall Rail Undershoot Area, [Pass/Fail]","Fall Rail Undershoot Area Trace Point, [ns]","Monotonic, [Pass/Fail]","Monotonic Trace Point, [ns]","VIH/L(AC) Min Limit, [Pass/Fail]","VIH/L(AC) Min Limit, Trace Point, [ns]","VIH/L(DC) Monotonicity, [Pass/Fail]","VIH/L(DC) Monotonicity Trace Point, [ns]","Vref Threshold Multi Cross, [Pass/Fail]","Max Slew Time, [ps]","Max Slew Time, [Pass/Fail]","VIX Limit Low, mV","VIX Limit Hi, mV","VIX Margin, mV","VIX, [Pass/Fail]","VIX Trace Point, [ns]","VID(AC) Limit, mV","VID(AC) Margin, mV","VID(AC), [Pass/Fail]","VID(AC) Trace Point, [ns]","VID(DC) Limit, mV","VID(DC), [Pass/Fail]","VID(DC) Trace Point, [ns]","VSEH/VSEL Limit Low, mV","VSEH/VSEL Limit Hi, mV","VSEH/VSEL Margin, mV","VSEH/VSEL, [Pass/Fail]","VSEH/VSEL Trace Point, [ns]","TVAC/TDVAC Min Time Over AC, ps","TVAC/TDVAC Time Limit, ps","TVAC/TDVAC Margin, ps","TVAC/TDVAC, [Pass/Fail]","TVAC/TDVAC Trace Point, [ns]"
"DRAM_A13","Pass","Write rank(1,1)","U1.AC17","U3.T3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 194.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   770","    75","   695","Pass","26.859"
"DRAM_A13","Pass","Write rank(1,1)","U1.AC17","U4.T3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   590","    75","   515","Pass"," 5.149"
"DRAM_A13","Pass","Write rank(1,1)","U1.AC17","U5.T3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 231.1","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   612","    75","   537","Pass"," 5.002"
"DRAM_A14","Pass","Write rank(1,1)","U1.AA12","U2.T7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 168.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   767","    75","   692","Pass"," 7.274"
"DRAM_A14","Pass","Write rank(1,1)","U1.AA12","U3.T7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   767","    75","   692","Pass"," 7.148"
"DRAM_A14","Pass","Write rank(1,1)","U1.AA12","U4.T7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   778","    75","   703","Pass"," 7.018"
"DRAM_A14","Pass","Write rank(1,1)","U1.AA12","U5.T7","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 275.1","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   620","    75","   545","Pass","40.634"
"DRAM_A2","Pass","Write rank(1,1)","U1.AA14","U2.P3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 154.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   767","    75","   692","Pass","58.863"
"DRAM_A2","Pass","Write rank(1,1)","U1.AA14","U3.P3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 179.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   756","    75","   681","Pass","58.739"
"DRAM_A2","Pass","Write rank(1,1)","U1.AA14","U4.P3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 161.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   502","    75","   427","Pass","43.603"
"DRAM_A2","Pass","Write rank(1,1)","U1.AA14","U5.P3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 154.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   572","    75","   497","Pass","43.456"
"DRAM_A3","Pass","Write rank(1,1)","U1.Y14","U2.N2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 165.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   770","    75","   695","Pass","36.372"
"DRAM_A3","Pass","Write rank(1,1)","U1.Y14","U3.N2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 183.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   770","    75","   695","Pass","36.242"
"DRAM_A3","Pass","Write rank(1,1)","U1.Y14","U4.N2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 179.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   572","    75","   497","Pass","18.284"
"DRAM_A3","Pass","Write rank(1,1)","U1.Y14","U5.N2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 194.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   598","    75","   523","Pass","18.136"
"DRAM_A4","Pass","Write rank(1,1)","U1.W14","U2.P8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 165.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   770","    75","   695","Pass","19.467"
"DRAM_A4","Pass","Write rank(1,1)","U1.W14","U3.P8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 187.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   774","    75","   699","Pass","19.341"
"DRAM_A4","Pass","Write rank(1,1)","U1.W14","U4.P8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 183.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   561","    75","   486","Pass","53.927"
"DRAM_A4","Pass","Write rank(1,1)","U1.W14","U5.P8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 198.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   598","    75","   523","Pass"," 5.938"
"DRAM_A5","Pass","Write rank(1,1)","U1.AE13","U2.P2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 165.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   770","    75","   695","Pass","45.763"
"DRAM_A5","Pass","Write rank(1,1)","U1.AE13","U3.P2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   770","    75","   695","Pass","45.635"
"DRAM_A5","Pass","Write rank(1,1)","U1.AE13","U4.P2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 194.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   554","    75","   479","Pass"," 2.355"
"DRAM_A5","Pass","Write rank(1,1)","U1.AE13","U5.P2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 271.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   594","    75","   519","Pass","23.780"
"DRAM_A6","Pass","Write rank(1,1)","U1.AC13","U2.R8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 172.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   759","    75","   684","Pass"," 7.291"
"DRAM_A6","Pass","Write rank(1,1)","U1.AC13","U3.R8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   759","    75","   684","Pass"," 7.163"
"DRAM_A6","Pass","Write rank(1,1)","U1.AC13","U4.R8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   550","    75","   475","Pass","35.169"
"DRAM_A6","Pass","Write rank(1,1)","U1.AC13","U5.R8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 216.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   587","    75","   512","Pass","35.015"
"DRAM_A7","Pass","Write rank(1,1)","U1.Y13","U2.R2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 168.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   763","    75","   688","Pass","14.798"
"DRAM_A7","Pass","Write rank(1,1)","U1.Y13","U3.R2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 187.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   763","    75","   688","Pass","14.668"
"DRAM_A7","Pass","Write rank(1,1)","U1.Y13","U4.R2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 187.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   565","    75","   490","Pass","49.242"
"DRAM_A7","Pass","Write rank(1,1)","U1.Y13","U5.R2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 209.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   594","    75","   519","Pass","49.089"
"DRAM_A8","Pass","Write rank(1,1)","U1.AB13","U2.T8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 165.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   763","    75","   688","Pass"," 1.647"
"DRAM_A8","Pass","Write rank(1,1)","U1.AB13","U3.T8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   748","    75","   673","Pass"," 1.515"
"DRAM_A8","Pass","Write rank(1,1)","U1.AB13","U4.T8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 172.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   466","    75","   391","Pass","31.403"
"DRAM_A8","Pass","Write rank(1,1)","U1.AB13","U5.T8","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 150.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   554","    75","   479","Pass","39.695"
"DRAM_A9","Pass","Write rank(1,1)","U1.AE12","U2.R3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 154.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   763","    75","   688","Pass","11.987"
"DRAM_A9","Pass","Write rank(1,1)","U1.AE12","U3.R3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 190.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   752","    75","   677","Pass","11.863"
"DRAM_A9","Pass","Write rank(1,1)","U1.AE12","U4.R3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 157.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   477","    75","   402","Pass","46.449"
"DRAM_A9","Pass","Write rank(1,1)","U1.AE12","U5.R3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 143.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   557","    75","   482","Pass","46.304"
"DRAM_CAS_B","Pass","Write rank(1,1)","U1.AE16","U2.K3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 161.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   778","    75","   703","Pass","15.734"
"DRAM_CAS_B","Pass","Write rank(1,1)","U1.AE16","U3.K3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 183.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   781","    75","   706","Pass","19.363"
"DRAM_CAS_B","Pass","Write rank(1,1)","U1.AE16","U4.K3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 187.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   756","    49","   707","Pass","47.375"
"DRAM_CAS_B","Pass","Write rank(1,1)","U1.AE16","U5.K3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 242.1","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   715","    41","   674","Pass","47.248"
"DRAM_CS0_B","Pass","Write rank(1,1)","U1.Y16","U2.L2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 150.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   767","    75","   692","Pass"," 1.647"
"DRAM_CS0_B","Pass","Write rank(1,1)","U1.Y16","U3.L2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 172.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   759","    75","   684","Pass"," 1.526"
"DRAM_CS0_B","Pass","Write rank(1,1)","U1.Y16","U4.L2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 157.7","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   506","    75","   431","Pass","12.657"
"DRAM_CS0_B","Pass","Write rank(1,1)","U1.Y16","U5.L2","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A"," 0.000"," 0.250"," 0.250","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 161.4","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   579","    75","   504","Pass","19.073"
"DRAM_D0","Pass","Write rank(1,1)","U1.AD2","U2.E3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 111.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   339","    73","   266","Pass","15.079"
"DRAM_D1","Pass","Write rank(1,1)","U1.AE2","U2.H3","   0.0"," 400.0"," 400.0","Pass","N/A","   0.0"," 400.0"," 400.0","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A"," 0.000"," 0.100"," 0.100","Pass","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass"," 108.0","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","   343","    73","   270","Pass","21.174"
