.HEADER
..NAMES
Time,V U1.AD21
.DATA
0.0e+000,0.3150
3.86e-011,0.3150
7.72e-011,0.3150
1.157e-010,0.3150
1.543e-010,0.3150
1.929e-010,0.3150
2.314e-010,0.3150
2.700e-010,0.3202
3.086e-010,0.3380
3.472e-010,0.3858
3.857e-010,0.4800
4.243e-010,0.6159
4.629e-010,0.7714
5.015e-010,0.8953
5.401e-010,0.9840
5.786e-010,1.0476
6.172e-010,1.0956
6.558e-010,1.1321
6.944e-010,1.1589
7.329e-010,1.1770
7.715e-010,1.1883
8.101e-010,1.1952
8.486e-010,1.1967
8.872e-010,1.1911
9.258e-010,1.1776
9.644e-010,1.1616
1.0029e-009,1.1530
1.0415e-009,1.1537
1.0801e-009,1.1592
1.1187e-009,1.1654
1.1572e-009,1.1710
1.1958e-009,1.1753
1.2344e-009,1.1781
1.2730e-009,1.1801
1.3115e-009,1.1818
1.3501e-009,1.1828
1.3887e-009,1.1823
1.4273e-009,1.1811
1.4658e-009,1.1814
1.5044e-009,1.1832
1.5430e-009,1.1850
1.5816e-009,1.1857
1.6202e-009,1.1857
1.6587e-009,1.1879
1.6973e-009,1.1926
1.7359e-009,1.1900
1.7745e-009,1.1612
1.8130e-009,1.0776
1.8516e-009,0.9410
1.8902e-009,0.7930
1.9288e-009,0.6523
1.9673e-009,0.5306
2.0059e-009,0.4355
2.0445e-009,0.3699
2.0830e-009,0.3308
2.1216e-009,0.3095
2.1602e-009,0.2970
2.1988e-009,0.2881
2.2374e-009,0.2813
2.2759e-009,0.2790
2.3145e-009,0.2875
2.3531e-009,0.3060
2.3916e-009,0.3249
2.4302e-009,0.3388
2.4688e-009,0.3468
2.5074e-009,0.3486
2.5459e-009,0.3444
2.5845e-009,0.3369
2.6231e-009,0.3293
2.6617e-009,0.3234
2.7003e-009,0.3194
2.7388e-009,0.3168
2.7774e-009,0.3163
2.8160e-009,0.3177
2.8545e-009,0.3189
2.8931e-009,0.3179
2.9317e-009,0.3165
2.9703e-009,0.3153
3.0089e-009,0.3143
3.0474e-009,0.3135
3.0860e-009,0.3189
3.1246e-009,0.3381
3.1631e-009,0.3884
3.2017e-009,0.4851
3.2403e-009,0.6228
3.2789e-009,0.7783
3.3175e-009,0.9008
3.3560e-009,0.9876
3.3946e-009,1.0499
3.4332e-009,1.0972
3.4717e-009,1.1331
3.5103e-009,1.1593
3.5489e-009,1.2149
3.5875e-009,1.2337
3.6260e-009,1.2290
3.6646e-009,1.1856
3.7032e-009,1.0755
3.7418e-009,0.9108
3.7803e-009,0.7380
3.8189e-009,0.5829
3.8575e-009,0.4650
3.8961e-009,0.3845
3.9346e-009,0.3360
3.9732e-009,0.3126
4.0118e-009,0.2987
4.0504e-009,0.2846
4.0890e-009,0.2766
4.1275e-009,0.2741
4.1661e-009,0.2768
4.2047e-009,0.2884
