.HEADER
..NAMES
Time,V U1.AD18&AE18
.DATA
0.0e+000,1.1776
3.86e-011,1.1776
7.72e-011,1.1776
1.157e-010,1.1776
1.543e-010,1.1776
1.929e-010,1.1776
2.314e-010,1.1776
2.700e-010,1.1776
3.086e-010,1.1776
3.472e-010,1.1776
3.857e-010,1.1776
4.243e-010,1.1776
4.629e-010,1.1776
5.015e-010,1.1776
5.401e-010,1.1776
5.786e-010,1.1823
6.172e-010,1.1847
6.558e-010,1.1749
6.944e-010,1.1334
7.329e-010,1.0428
7.715e-010,0.9247
8.101e-010,0.7959
8.486e-010,0.6599
8.872e-010,0.5415
9.258e-010,0.4562
9.644e-010,0.4191
1.0029e-009,0.4115
1.0415e-009,0.4039
1.0801e-009,0.4294
1.1187e-009,0.4663
1.1572e-009,0.5377
1.1958e-009,0.6371
1.2344e-009,0.7633
1.2730e-009,0.8812
1.3115e-009,0.9723
1.3501e-009,1.0402
1.3887e-009,1.0703
1.4273e-009,1.0725
1.4658e-009,1.0488
1.5044e-009,1.0655
1.5430e-009,1.0666
1.5816e-009,1.0828
1.6202e-009,1.0837
1.6587e-009,1.0222
1.6973e-009,0.9233
1.7359e-009,0.7840
1.7745e-009,0.6504
1.8130e-009,0.5260
1.8516e-009,0.4319
1.8902e-009,0.3942
1.9288e-009,0.3947
1.9673e-009,0.4072
2.0059e-009,0.4302
2.0445e-009,0.4619
2.0830e-009,0.5142
2.1216e-009,0.5988
2.1602e-009,0.7128
2.1988e-009,0.8376
2.2374e-009,0.9371
2.2759e-009,1.0189
2.3145e-009,1.0666
2.3531e-009,1.0784
2.3916e-009,1.0609
2.4302e-009,1.0596
2.4688e-009,1.0670
2.5074e-009,1.0748
2.5459e-009,1.0854
2.5845e-009,1.0459
2.6231e-009,0.9600
2.6617e-009,0.8286
2.7003e-009,0.6934
2.7388e-009,0.5648
2.7774e-009,0.4571
2.8160e-009,0.4023
2.8545e-009,0.3897
2.8931e-009,0.4060
2.9317e-009,0.4197
2.9703e-009,0.4508
3.0089e-009,0.4946
3.0474e-009,0.5684
3.0860e-009,0.6743
3.1246e-009,0.8019
3.1631e-009,0.9071
3.2017e-009,0.9961
3.2403e-009,1.0554
3.2789e-009,1.0777
3.3175e-009,1.0693
3.3560e-009,1.0430
3.3946e-009,1.0697
3.4332e-009,1.0688
3.4717e-009,1.0845
3.5103e-009,1.0659
3.5489e-009,0.9888
3.5875e-009,0.8754
3.6260e-009,0.7355
3.6646e-009,0.6043
3.7032e-009,0.4872
3.7418e-009,0.4133
3.7803e-009,0.3896
3.8189e-009,0.4015
3.8575e-009,0.4111
3.8961e-009,0.4411
3.9346e-009,0.4778
3.9732e-009,0.5413
4.0118e-009,0.6384
4.0504e-009,0.7622
4.0890e-009,0.8760
4.1275e-009,0.9704
4.1661e-009,1.0402
4.2047e-009,1.0744
4.2433e-009,1.0755
4.2818e-009,1.0505
4.3204e-009,1.0672
4.3590e-009,1.0661
4.3975e-009,1.0810
4.4361e-009,1.0788
4.4747e-009,1.0163
4.5133e-009,0.9177
4.5519e-009,0.7784
4.5904e-009,0.6451
4.6290e-009,0.5216
4.6676e-009,0.4299
4.7062e-009,0.3935
4.7447e-009,0.3946
4.7833e-009,0.4056
4.8219e-009,0.4316
4.8604e-009,0.4638
4.8990e-009,0.5180
4.9376e-009,0.6044
4.9762e-009,0.7203
5.0147e-009,0.8439
5.0533e-009,0.9419
5.0919e-009,1.0220
5.1305e-009,1.0676
5.1691e-009,1.0782
5.2076e-009,1.0591
5.2462e-009,1.0588
5.2848e-009,1.0672
5.3234e-009,1.0755
5.3619e-009,1.0850
5.4005e-009,1.0419
5.4391e-009,0.9544
5.4776e-009,0.8224
5.5162e-009,0.6866
5.5548e-009,0.5588
5.5934e-009,0.4527
5.6320e-009,0.4008
5.6705e-009,0.3902
5.7091e-009,0.4038
5.7477e-009,0.4216
5.7863e-009,0.4521
5.8248e-009,0.4976
5.8634e-009,0.5731
5.9020e-009,0.6801
