.HEADER
..NAMES
Time,V U1.AD8&AE8
.DATA
0.0e+000,1.1776
3.86e-011,1.1776
7.72e-011,1.1776
1.157e-010,1.1776
1.543e-010,1.1776
1.929e-010,1.1776
2.314e-010,1.1776
2.700e-010,1.1776
3.086e-010,1.1776
3.472e-010,1.1776
3.857e-010,1.1776
4.243e-010,1.1776
4.629e-010,1.1776
5.015e-010,1.1776
5.401e-010,1.1776
5.786e-010,1.1825
6.172e-010,1.1870
6.558e-010,1.1762
6.944e-010,1.1266
7.329e-010,1.0190
7.715e-010,0.8810
8.101e-010,0.7573
8.486e-010,0.6449
8.872e-010,0.5405
9.258e-010,0.4589
9.644e-010,0.4128
1.0029e-009,0.4035
1.0415e-009,0.4040
1.0801e-009,0.4245
1.1187e-009,0.4699
1.1572e-009,0.5527
1.1958e-009,0.6755
1.2344e-009,0.8191
1.2730e-009,0.9206
1.3115e-009,0.9802
1.3501e-009,1.0253
1.3887e-009,1.0658
1.4273e-009,1.0860
1.4658e-009,1.0796
1.5044e-009,1.0842
1.5430e-009,1.0823
1.5816e-009,1.0796
1.6202e-009,1.0636
1.6587e-009,0.9954
1.6973e-009,0.8615
1.7359e-009,0.7328
1.7745e-009,0.6244
1.8130e-009,0.5272
1.8516e-009,0.4486
1.8902e-009,0.3985
1.9288e-009,0.3808
1.9673e-009,0.3901
2.0059e-009,0.4179
2.0445e-009,0.4604
2.0830e-009,0.5291
2.1216e-009,0.6309
2.1602e-009,0.7672
2.1988e-009,0.8888
2.2374e-009,0.9610
2.2759e-009,1.0083
2.3145e-009,1.0510
2.3531e-009,1.0802
2.3916e-009,1.0856
2.4302e-009,1.0855
2.4688e-009,1.0859
2.5074e-009,1.0817
2.5459e-009,1.0680
2.5845e-009,1.0232
2.6231e-009,0.9066
2.6617e-009,0.7701
2.7003e-009,0.6579
2.7388e-009,0.5559
2.7774e-009,0.4708
2.8160e-009,0.4127
2.8545e-009,0.3834
2.8931e-009,0.3877
2.9317e-009,0.4065
2.9703e-009,0.4438
3.0089e-009,0.5044
3.0474e-009,0.5952
3.0860e-009,0.7226
3.1246e-009,0.8567
3.1631e-009,0.9418
3.2017e-009,0.9949
3.2403e-009,1.0386
3.2789e-009,1.0734
3.3175e-009,1.0867
3.3560e-009,1.0736
3.3946e-009,1.0860
3.4332e-009,1.0837
3.4717e-009,1.0740
3.5103e-009,1.0445
3.5489e-009,0.9492
3.5875e-009,0.8102
3.6260e-009,0.6930
3.6646e-009,0.5876
3.7032e-009,0.4955
3.7418e-009,0.4272
3.7803e-009,0.3886
3.8189e-009,0.3851
3.8575e-009,0.3972
3.8961e-009,0.4306
3.9346e-009,0.4820
3.9732e-009,0.5621
4.0118e-009,0.6792
4.0504e-009,0.8187
4.0890e-009,0.9195
4.1275e-009,0.9804
4.1661e-009,1.0247
4.2047e-009,1.0642
4.2433e-009,1.0853
4.2818e-009,1.0807
4.3204e-009,1.0863
4.3590e-009,1.0841
4.3975e-009,1.0786
4.4361e-009,1.0588
4.4747e-009,0.9875
4.5133e-009,0.8541
4.5519e-009,0.7274
4.5904e-009,0.6199
4.6290e-009,0.5228
4.6676e-009,0.4457
4.7062e-009,0.3976
4.7447e-009,0.3819
4.7833e-009,0.3900
4.8219e-009,0.4189
4.8604e-009,0.4629
4.8990e-009,0.5334
4.9376e-009,0.6379
4.9762e-009,0.7753
5.0147e-009,0.8935
5.0533e-009,0.9642
5.0919e-009,1.0110
5.1305e-009,1.0532
5.1691e-009,1.0810
5.2076e-009,1.0849
5.2462e-009,1.0837
5.2848e-009,1.0852
5.3234e-009,1.0819
5.3619e-009,1.0673
5.4005e-009,1.0186
5.4391e-009,0.8993
5.4776e-009,0.7638
5.5162e-009,0.6533
5.5548e-009,0.5517
5.5934e-009,0.4670
5.6320e-009,0.4099
5.6705e-009,0.3829
5.7091e-009,0.3862
5.7477e-009,0.4079
5.7863e-009,0.4464
5.8248e-009,0.5082
5.8634e-009,0.6006
5.9020e-009,0.7299
