.HEADER
..NAMES
Time,V U1.AB20
.DATA
0.0e+000,0.3154
3.86e-011,0.3154
7.72e-011,0.3154
1.157e-010,0.3154
1.543e-010,0.3154
1.929e-010,0.3154
2.314e-010,0.3154
2.700e-010,0.3205
3.086e-010,0.3384
3.472e-010,0.3864
3.857e-010,0.4810
4.243e-010,0.6176
4.629e-010,0.7735
5.015e-010,0.8973
5.401e-010,0.9853
5.786e-010,1.0485
6.172e-010,1.0968
6.558e-010,1.1342
6.944e-010,1.1606
7.329e-010,1.1774
7.715e-010,1.1870
8.101e-010,1.1908
8.486e-010,1.1876
8.872e-010,1.1771
9.258e-010,1.1614
9.644e-010,1.1496
1.0029e-009,1.1476
1.0415e-009,1.1527
1.0801e-009,1.1600
1.1187e-009,1.1666
1.1572e-009,1.1717
1.1958e-009,1.1806
1.2344e-009,1.1886
1.2730e-009,1.1852
1.3115e-009,1.1499
1.3501e-009,1.0547
1.3887e-009,0.9104
1.4273e-009,0.7632
1.4658e-009,0.6273
1.5044e-009,0.5126
1.5430e-009,0.4231
1.5816e-009,0.3610
1.6202e-009,0.3250
1.6587e-009,0.2936
1.6973e-009,0.2840
1.7359e-009,0.3046
1.7745e-009,0.3657
1.8130e-009,0.4821
1.8516e-009,0.6533
1.8902e-009,0.8302
1.9288e-009,0.9650
1.9673e-009,1.0575
2.0059e-009,1.1172
2.0445e-009,1.1543
2.0830e-009,1.1755
2.1216e-009,1.2062
2.1602e-009,1.2376
2.1988e-009,1.2400
2.2374e-009,1.2141
2.2759e-009,1.1349
2.3145e-009,0.9885
2.3531e-009,0.8131
2.3916e-009,0.6475
2.4302e-009,0.5132
2.4688e-009,0.4168
2.5074e-009,0.3534
2.5459e-009,0.3198
2.5845e-009,0.3021
2.6231e-009,0.2878
2.6617e-009,0.2792
2.7003e-009,0.2766
2.7388e-009,0.2804
2.7774e-009,0.2940
2.8160e-009,0.3149
2.8545e-009,0.3349
2.8931e-009,0.3492
2.9317e-009,0.3549
2.9703e-009,0.3524
3.0089e-009,0.3452
3.0474e-009,0.3356
3.0860e-009,0.3311
3.1246e-009,0.3451
3.1631e-009,0.3932
3.2017e-009,0.4898
3.2403e-009,0.6292
3.2789e-009,0.7864
3.3175e-009,0.9081
3.3560e-009,0.9928
3.3946e-009,1.0526
3.4332e-009,1.0983
3.4717e-009,1.1339
3.5103e-009,1.1595
3.5489e-009,1.1765
3.5875e-009,1.1868
3.6260e-009,1.1907
3.6646e-009,1.1873
3.7032e-009,1.1764
3.7418e-009,1.1606
3.7803e-009,1.1488
3.8189e-009,1.1471
3.8575e-009,1.1525
3.8961e-009,1.1599
3.9346e-009,1.1667
3.9732e-009,1.1717
4.0118e-009,1.1751
4.0504e-009,1.1777
4.0890e-009,1.1795
4.1275e-009,1.1805
4.1661e-009,1.1804
4.2047e-009,1.1797
4.2433e-009,1.1802
4.2818e-009,1.1825
4.3204e-009,1.1844
4.3590e-009,1.1850
4.3975e-009,1.1849
4.4361e-009,1.1843
4.4747e-009,1.1839
4.5133e-009,1.1837
4.5519e-009,1.1839
4.5904e-009,1.1840
4.6290e-009,1.1838
4.6676e-009,1.1836
4.7062e-009,1.1838
4.7447e-009,1.1841
4.7833e-009,1.1842
4.8219e-009,1.1840
4.8604e-009,1.1839
4.8990e-009,1.1838
4.9376e-009,1.1860
4.9762e-009,1.1912
5.0147e-009,1.1906
5.0533e-009,1.1657
5.0919e-009,1.0881
5.1305e-009,0.9545
5.1691e-009,0.8059
5.2076e-009,0.6646
5.2462e-009,0.5408
5.2848e-009,0.4429
5.3234e-009,0.3730
5.3619e-009,0.3316
5.4005e-009,0.3091
5.4391e-009,0.2963
5.4776e-009,0.2878
5.5162e-009,0.2828
5.5548e-009,0.2855
5.5934e-009,0.3000
5.6320e-009,0.3202
5.6705e-009,0.3370
5.7091e-009,0.3477
5.7477e-009,0.3517
5.7863e-009,0.3494
5.8248e-009,0.3428
5.8634e-009,0.3346
5.9020e-009,0.3274
5.9405e-009,0.3221
5.9791e-009,0.3187
6.0177e-009,0.3177
6.0563e-009,0.3187
6.0948e-009,0.3195
6.1334e-009,0.3188
6.1720e-009,0.3169
6.2106e-009,0.3153
6.2492e-009,0.3142
6.2877e-009,0.3136
6.3263e-009,0.3136
6.3649e-009,0.3140
6.4035e-009,0.3144
6.4420e-009,0.3147
6.4806e-009,0.3150
6.5192e-009,0.3154
6.5577e-009,0.3153
6.5963e-009,0.3149
6.6349e-009,0.3147
6.6735e-009,0.3147
6.7121e-009,0.3148
6.7506e-009,0.3148
6.7892e-009,0.3150
6.8278e-009,0.3150
6.8664e-009,0.3150
6.9049e-009,0.3149
6.9435e-009,0.3149
6.9821e-009,0.3150
7.0206e-009,0.3149
7.0592e-009,0.3149
7.0978e-009,0.3149
7.1364e-009,0.3149
7.1749e-009,0.3150
7.2135e-009,0.3150
7.2521e-009,0.3150
7.2907e-009,0.3150
7.3293e-009,0.3150
7.3678e-009,0.3150
7.4064e-009,0.3150
7.4450e-009,0.3150
7.4835e-009,0.3150
7.5221e-009,0.3150
7.5607e-009,0.3150
7.5993e-009,0.3150
7.6379e-009,0.3150
7.6764e-009,0.3150
7.7150e-009,0.3150
7.7536e-009,0.3150
7.7922e-009,0.3150
7.8307e-009,0.3150
7.8693e-009,0.3151
7.9079e-009,0.3151
7.9464e-009,0.3151
7.9850e-009,0.3151
8.0236e-009,0.3151
8.0622e-009,0.3151
8.1008e-009,0.3151
8.1393e-009,0.3151
8.1779e-009,0.3151
8.2165e-009,0.3163
8.2550e-009,0.3237
8.2936e-009,0.3488
8.3322e-009,0.4104
8.3708e-009,0.5194
8.4093e-009,0.6657
8.4479e-009,0.8162
8.4865e-009,0.9276
8.5251e-009,1.0066
8.5637e-009,1.0646
8.6022e-009,1.1093
8.6408e-009,1.1435
8.6794e-009,1.1665
8.7179e-009,1.1808
8.7565e-009,1.1886
8.7951e-009,1.1904
8.8337e-009,1.1850
8.8722e-009,1.1723
8.9108e-009,1.1567
8.9494e-009,1.1478
8.9880e-009,1.1485
9.0266e-009,1.1547
9.0651e-009,1.1620
9.1037e-009,1.1682
9.1423e-009,1.1726
9.1808e-009,1.1757
9.2194e-009,1.1781
9.2580e-009,1.1799
9.2966e-009,1.1808
9.3352e-009,1.1803
9.3737e-009,1.1798
9.4123e-009,1.1808
9.4509e-009,1.1832
9.4895e-009,1.1847
9.5280e-009,1.1851
9.5666e-009,1.1848
9.6052e-009,1.1842
9.6437e-009,1.1838
9.6823e-009,1.1838
9.7209e-009,1.1840
9.7595e-009,1.1840
9.7981e-009,1.1838
9.8366e-009,1.1837
9.8752e-009,1.1839
9.9138e-009,1.1842
9.9524e-009,1.1842
9.9909e-009,1.1840
1.00295e-008,1.1839
1.00681e-008,1.1838
1.01066e-008,1.1871
1.01452e-008,1.1923
1.01838e-008,1.1874
1.02224e-008,1.1517
1.02610e-008,1.0576
1.02995e-008,0.9153
1.03381e-008,0.7683
1.03767e-008,0.6301
1.04152e-008,0.5127
1.04538e-008,0.4220
1.04924e-008,0.3598
1.05310e-008,0.3241
1.05695e-008,0.3053
