.HEADER
..NAMES
Time,V U1.AD2
.DATA
0.0e+000,0.3151
3.86e-011,0.3151
7.72e-011,0.3151
1.157e-010,0.3151
1.543e-010,0.3151
1.929e-010,0.3151
2.314e-010,0.3151
2.700e-010,0.3203
3.086e-010,0.3383
3.472e-010,0.3867
3.857e-010,0.4826
4.243e-010,0.6218
4.629e-010,0.7819
5.015e-010,0.9107
5.401e-010,1.0034
5.786e-010,1.0688
6.172e-010,1.1155
6.558e-010,1.1477
6.944e-010,1.1695
7.329e-010,1.1854
7.715e-010,1.1967
8.101e-010,1.2040
8.486e-010,1.2071
8.872e-010,1.2049
9.258e-010,1.1956
9.644e-010,1.1801
1.0029e-009,1.1623
1.0415e-009,1.1503
1.0801e-009,1.1487
1.1187e-009,1.1538
1.1572e-009,1.1604
1.1958e-009,1.1720
1.2344e-009,1.1828
1.2730e-009,1.1820
1.3115e-009,1.1487
1.3501e-009,1.0553
1.3887e-009,0.9115
1.4273e-009,0.7605
1.4658e-009,0.6158
1.5044e-009,0.4918
1.5430e-009,0.3983
1.5816e-009,0.3399
1.6202e-009,0.3107
1.6587e-009,0.2848
1.6973e-009,0.2779
1.7359e-009,0.2984
1.7745e-009,0.3561
1.8130e-009,0.4609
1.8516e-009,0.6119
1.8902e-009,0.7776
1.9288e-009,0.9230
1.9673e-009,1.0395
2.0059e-009,1.1225
2.0445e-009,1.1749
2.0830e-009,1.2037
2.1216e-009,1.2176
2.1602e-009,1.2212
2.1988e-009,1.2205
2.2374e-009,1.2197
2.2759e-009,1.2157
2.3145e-009,1.2071
2.3531e-009,1.1941
2.3916e-009,1.1777
2.4302e-009,1.1619
2.4688e-009,1.1533
2.5074e-009,1.1524
2.5459e-009,1.1555
2.5845e-009,1.1629
2.6231e-009,1.1749
2.6617e-009,1.1821
2.7003e-009,1.1680
2.7388e-009,1.1053
2.7774e-009,0.9816
2.8160e-009,0.8308
2.8545e-009,0.6822
2.8931e-009,0.5474
2.9317e-009,0.4386
2.9703e-009,0.3634
3.0089e-009,0.3212
3.0474e-009,0.3011
3.0860e-009,0.2768
3.1246e-009,0.2844
3.1631e-009,0.3227
3.2017e-009,0.4049
3.2403e-009,0.5348
3.2789e-009,0.7006
3.3175e-009,0.8570
3.3560e-009,0.9884
3.3946e-009,1.0870
3.4332e-009,1.1531
3.4717e-009,1.1921
3.5103e-009,1.2119
3.5489e-009,1.2200
3.5875e-009,1.2205
3.6260e-009,1.2199
3.6646e-009,1.2179
3.7032e-009,1.2116
3.7418e-009,1.2006
3.7803e-009,1.1855
3.8189e-009,1.1685
3.8575e-009,1.1560
3.8961e-009,1.1519
3.9346e-009,1.1535
3.9732e-009,1.1575
4.0118e-009,1.1688
4.0504e-009,1.1799
4.0890e-009,1.1785
4.1275e-009,1.1427
4.1661e-009,1.0464
4.2047e-009,0.9022
4.2433e-009,0.7518
4.2818e-009,0.6083
4.3204e-009,0.4861
4.3590e-009,0.3944
4.3975e-009,0.3373
4.4361e-009,0.3087
4.4747e-009,0.2834
4.5133e-009,0.2775
4.5519e-009,0.2997
4.5904e-009,0.3598
4.6290e-009,0.4671
4.6676e-009,0.6198
4.7062e-009,0.7851
4.7447e-009,0.9295
4.7833e-009,1.0442
4.8219e-009,1.1253
4.8604e-009,1.1763
4.8990e-009,1.2041
4.9376e-009,1.2376
4.9762e-009,1.2601
5.0147e-009,1.2595
5.0533e-009,1.2364
5.0919e-009,1.1634
5.1305e-009,1.0261
5.1691e-009,0.8547
5.2076e-009,0.6777
5.2462e-009,0.5180
5.2848e-009,0.3983
5.3234e-009,0.3250
5.3619e-009,0.2899
5.4005e-009,0.2698
5.4391e-009,0.2590
5.4776e-009,0.2758
5.5162e-009,0.3209
5.5548e-009,0.4117
5.5934e-009,0.5529
5.6320e-009,0.7222
5.6705e-009,0.8736
5.7091e-009,0.9995
5.7477e-009,1.0955
5.7863e-009,1.1609
5.8248e-009,1.1990
5.8634e-009,1.2234
5.9020e-009,1.2590
5.9405e-009,1.2630
5.9791e-009,1.2485
6.0177e-009,1.1947
6.0563e-009,1.0760
6.0948e-009,0.9111
6.1334e-009,0.7350
6.1720e-009,0.5665
6.2106e-009,0.4314
6.2492e-009,0.3433
6.2877e-009,0.2980
6.3263e-009,0.2790
6.3649e-009,0.2586
6.4035e-009,0.2677
6.4420e-009,0.3018
6.4806e-009,0.3768
6.5192e-009,0.5028
6.5577e-009,0.6692
6.5963e-009,0.8280
6.6349e-009,0.9628
6.6735e-009,1.0685
6.7121e-009,1.1432
6.7506e-009,1.1891
6.7892e-009,1.2131
6.8278e-009,1.2226
6.8664e-009,1.2225
6.9049e-009,1.2209
6.9435e-009,1.2190
6.9821e-009,1.2129
7.0206e-009,1.2024
7.0592e-009,1.1884
7.0978e-009,1.1714
7.1364e-009,1.1572
7.1749e-009,1.1516
7.2135e-009,1.1531
7.2521e-009,1.1573
7.2907e-009,1.1621
7.3293e-009,1.1676
7.3678e-009,1.1729
7.4064e-009,1.1769
7.4450e-009,1.1799
7.4835e-009,1.1819
7.5221e-009,1.1823
7.5607e-009,1.1819
7.5993e-009,1.1815
7.6379e-009,1.1811
7.6764e-009,1.1815
7.7150e-009,1.1830
7.7536e-009,1.1845
7.7922e-009,1.1850
7.8307e-009,1.1849
7.8693e-009,1.1848
7.9079e-009,1.1849
7.9464e-009,1.1847
7.9850e-009,1.1845
8.0236e-009,1.1843
8.0622e-009,1.1841
8.1008e-009,1.1839
8.1393e-009,1.1839
8.1779e-009,1.1840
8.2165e-009,1.1862
8.2550e-009,1.1914
8.2936e-009,1.1921
8.3322e-009,1.1708
8.3708e-009,1.0994
8.4093e-009,0.9689
8.4479e-009,0.8170
8.4865e-009,0.6698
8.5251e-009,0.5379
8.5637e-009,0.4329
8.6022e-009,0.3607
8.6408e-009,0.3202
8.6794e-009,0.2964
8.7179e-009,0.2755
8.7565e-009,0.2858
8.7951e-009,0.3282
8.8337e-009,0.4152
8.8722e-009,0.5493
8.9108e-009,0.7162
8.9494e-009,0.8704
8.9880e-009,0.9991
9.0266e-009,1.0949
9.0651e-009,1.1581
9.1037e-009,1.1946
9.1423e-009,1.2127
9.1808e-009,1.2545
9.2194e-009,1.2615
9.2580e-009,1.2501
9.2966e-009,1.2022
9.3352e-009,1.0910
9.3737e-009,0.9284
9.4123e-009,0.7519
9.4509e-009,0.5813
9.4895e-009,0.4430
9.5280e-009,0.3503
9.5666e-009,0.3010
9.6052e-009,0.2796
9.6437e-009,0.2717
9.6823e-009,0.2696
9.7209e-009,0.2657
9.7595e-009,0.2621
9.7981e-009,0.2641
9.8366e-009,0.2716
9.8752e-009,0.2859
9.9138e-009,0.3070
9.9524e-009,0.3288
9.9909e-009,0.3455
1.00295e-008,0.3548
1.00681e-008,0.3567
1.01066e-008,0.3518
1.01452e-008,0.3420
1.01838e-008,0.3318
1.02224e-008,0.3243
1.02610e-008,0.3192
1.02995e-008,0.3164
1.03381e-008,0.3159
1.03767e-008,0.3165
1.04152e-008,0.3170
1.04538e-008,0.3180
1.04924e-008,0.3181
1.05310e-008,0.3170
1.05695e-008,0.3175
1.06081e-008,0.3259
1.06467e-008,0.3560
1.06853e-008,0.4271
1.07239e-008,0.5462
1.07624e-008,0.7021
1.08010e-008,0.8513
1.08396e-008,0.9610
1.08781e-008,1.0391
1.09167e-008,1.0945
1.09553e-008,1.1334
1.09939e-008,1.1596
1.10324e-008,1.1778
1.10710e-008,1.1908
1.11096e-008,1.1999
1.11482e-008,1.2052
1.11868e-008,1.2059
1.12253e-008,1.2003
1.12639e-008,1.1877
1.13025e-008,1.1705
1.13410e-008,1.1545
1.13796e-008,1.1477
1.14182e-008,1.1502
1.14568e-008,1.1565
1.14953e-008,1.1627
1.15339e-008,1.1683
1.15725e-008,1.1735
1.16111e-008,1.1778
1.16497e-008,1.1806
1.16882e-008,1.1819
1.17268e-008,1.1823
1.17654e-008,1.1818
1.18039e-008,1.1813
1.18425e-008,1.1807
