.HEADER
..NAMES
Time,V U1.AD23&AE23
.DATA
0.0e+000,1.1777
3.86e-011,1.1777
7.72e-011,1.1777
1.157e-010,1.1777
1.543e-010,1.1777
1.929e-010,1.1777
2.314e-010,1.1777
2.700e-010,1.1777
3.086e-010,1.1777
3.472e-010,1.1777
3.857e-010,1.1777
4.243e-010,1.1777
4.629e-010,1.1777
5.015e-010,1.1777
5.401e-010,1.1777
5.786e-010,1.1825
6.172e-010,1.1863
6.558e-010,1.1759
6.944e-010,1.1307
7.329e-010,1.0303
7.715e-010,0.9013
8.101e-010,0.7772
8.486e-010,0.6497
8.872e-010,0.5328
9.258e-010,0.4364
9.644e-010,0.3732
1.0029e-009,0.3484
1.0415e-009,0.3322
1.0801e-009,0.3563
1.1187e-009,0.4176
1.1572e-009,0.5118
1.1958e-009,0.6360
1.2344e-009,0.7728
1.2730e-009,0.8887
1.3115e-009,0.9783
1.3501e-009,1.0500
1.3887e-009,1.1006
1.4273e-009,1.1290
1.4658e-009,1.1333
1.5044e-009,1.1472
1.5430e-009,1.1413
1.5816e-009,1.1142
1.6202e-009,1.0795
1.6587e-009,1.0028
1.6973e-009,0.8881
1.7359e-009,0.7716
1.7745e-009,0.6460
1.8130e-009,0.5329
1.8516e-009,0.4384
1.8902e-009,0.3668
1.9288e-009,0.3332
1.9673e-009,0.3178
2.0059e-009,0.3302
2.0445e-009,0.3856
2.0830e-009,0.4703
2.1216e-009,0.5877
2.1602e-009,0.7263
2.1988e-009,0.8541
2.2374e-009,0.9507
2.2759e-009,1.0266
2.3145e-009,1.0836
2.3531e-009,1.1204
2.3916e-009,1.1344
2.4302e-009,1.1416
2.4688e-009,1.1475
2.5074e-009,1.1233
2.5459e-009,1.0942
2.5845e-009,1.0334
2.6231e-009,0.9254
2.6617e-009,0.8090
2.7003e-009,0.6846
2.7388e-009,0.5655
2.7774e-009,0.4659
2.8160e-009,0.3856
2.8545e-009,0.3398
2.8931e-009,0.3250
2.9317e-009,0.3212
2.9703e-009,0.3653
3.0089e-009,0.4399
3.0474e-009,0.5473
3.0860e-009,0.6812
3.1246e-009,0.8173
3.1631e-009,0.9230
3.2017e-009,1.0046
3.2403e-009,1.0680
3.2789e-009,1.1112
3.3175e-009,1.1330
3.3560e-009,1.1297
3.3946e-009,1.1484
3.4332e-009,1.1327
3.4717e-009,1.1043
3.5103e-009,1.0581
3.5489e-009,0.9626
3.5875e-009,0.8452
3.6260e-009,0.7258
3.6646e-009,0.6014
3.7032e-009,0.4957
3.7418e-009,0.4084
3.7803e-009,0.3500
3.8189e-009,0.3292
3.8575e-009,0.3163
3.8961e-009,0.3469
3.9346e-009,0.4129
3.9732e-009,0.5100
4.0118e-009,0.6372
4.0504e-009,0.7770
4.0890e-009,0.8928
4.1275e-009,0.9808
4.1661e-009,1.0502
4.2047e-009,1.0998
4.2433e-009,1.1288
4.2818e-009,1.1332
4.3204e-009,1.1467
4.3590e-009,1.1409
4.3975e-009,1.1134
4.4361e-009,1.0775
4.4747e-009,0.9979
4.5133e-009,0.8815
4.5519e-009,0.7653
4.5904e-009,0.6394
4.6290e-009,0.5270
4.6676e-009,0.4338
4.7062e-009,0.3641
4.7447e-009,0.3326
4.7833e-009,0.3165
4.8219e-009,0.3323
4.8604e-009,0.3893
4.8990e-009,0.4757
4.9376e-009,0.5945
4.9762e-009,0.7334
5.0147e-009,0.8599
5.0533e-009,0.9553
5.0919e-009,1.0303
5.1305e-009,1.0863
5.1691e-009,1.1219
5.2076e-009,1.1345
5.2462e-009,1.1409
5.2848e-009,1.1467
5.3234e-009,1.1221
5.3619e-009,1.0920
5.4005e-009,1.0289
5.4391e-009,0.9191
5.4776e-009,0.8032
5.5162e-009,0.6788
5.5548e-009,0.5602
5.5934e-009,0.4615
5.6320e-009,0.3824
5.6705e-009,0.3387
5.7091e-009,0.3219
5.7477e-009,0.3220
5.7863e-009,0.3684
5.8248e-009,0.4445
5.8634e-009,0.5539
5.9020e-009,0.6885
5.9405e-009,0.8238
5.9791e-009,0.9280
6.0177e-009,1.0086
6.0563e-009,1.0710
6.0948e-009,1.1131
6.1334e-009,1.1336
6.1720e-009,1.1289
6.2106e-009,1.1491
6.2492e-009,1.1310
6.2877e-009,1.1032
6.3263e-009,1.0548
6.3649e-009,0.9569
6.4035e-009,0.8397
6.4420e-009,0.7189
6.4806e-009,0.5955
6.5192e-009,0.4909
6.5577e-009,0.4044
6.5963e-009,0.3481
6.6349e-009,0.3289
6.6735e-009,0.3175
6.7121e-009,0.3498
6.7506e-009,0.4173
6.7892e-009,0.5160
6.8278e-009,0.6445
6.8664e-009,0.7841
6.9049e-009,0.8978
6.9435e-009,0.9848
6.9821e-009,1.0533
7.0206e-009,1.1018
7.0592e-009,1.1297
7.0978e-009,1.1330
7.1364e-009,1.1489
7.1749e-009,1.1396
7.2135e-009,1.1122
7.2521e-009,1.0750
7.2907e-009,0.9927
7.3293e-009,0.8762
7.3678e-009,0.7587
7.4064e-009,0.6329
7.4450e-009,0.5219
7.4835e-009,0.4297
7.5221e-009,0.3616
7.5607e-009,0.3319
7.5993e-009,0.3172
7.6379e-009,0.3346
7.6764e-009,0.3932
7.7150e-009,0.4811
7.7536e-009,0.6015
7.7922e-009,0.7409
7.8307e-009,0.8655
7.8693e-009,0.9595
7.9079e-009,1.0337
7.9464e-009,1.0886
7.9850e-009,1.1233
8.0236e-009,1.1346
8.0622e-009,1.1446
8.1008e-009,1.1463
8.1393e-009,1.1207
8.1779e-009,1.0902
8.2165e-009,1.0243
8.2550e-009,0.9135
8.2936e-009,0.7971
8.3322e-009,0.6720
8.3708e-009,0.5547
8.4093e-009,0.4570
8.4479e-009,0.3793
8.4865e-009,0.3377
8.5251e-009,0.3223
8.5637e-009,0.3238
8.6022e-009,0.3718
8.6408e-009,0.4495
8.6794e-009,0.5604
8.7179e-009,0.6959
8.7565e-009,0.8300
8.7951e-009,0.9325
8.8337e-009,1.0122
8.8722e-009,1.0736
8.9108e-009,1.1147
8.9494e-009,1.1342
8.9880e-009,1.1284
9.0266e-009,1.1484
9.0651e-009,1.1299
9.1037e-009,1.1013
9.1423e-009,1.0510
9.1808e-009,0.9508
9.2194e-009,0.8338
9.2580e-009,0.7130
9.2966e-009,0.5898
9.3352e-009,0.4861
9.3737e-009,0.4009
9.4123e-009,0.3463
9.4509e-009,0.3286
9.4895e-009,0.3173
9.5280e-009,0.3526
9.5666e-009,0.4215
9.6052e-009,0.5220
9.6437e-009,0.6515
9.6823e-009,0.7907
9.7209e-009,0.9031
9.7595e-009,0.9890
9.7981e-009,1.0564
9.8366e-009,1.1038
9.8752e-009,1.1305
9.9138e-009,1.1324
9.9524e-009,1.1478
9.9909e-009,1.1385
1.00295e-008,1.1107
1.00681e-008,1.0719
1.01066e-008,0.9870
1.01452e-008,0.8699
1.01838e-008,0.7528
1.02224e-008,0.6271
1.02610e-008,0.5168
1.02995e-008,0.4256
1.03381e-008,0.3592
1.03767e-008,0.3314
1.04152e-008,0.3160
1.04538e-008,0.3367
1.04924e-008,0.3968
1.05310e-008,0.4866
1.05695e-008,0.6084
1.06081e-008,0.7479
1.06467e-008,0.8711
1.06853e-008,0.9640
1.07239e-008,1.0372
1.07624e-008,1.0911
1.08010e-008,1.1246
1.08396e-008,1.1344
1.08781e-008,1.1436
1.09167e-008,1.1452
1.09553e-008,1.1193
1.09939e-008,1.0879
1.10324e-008,1.0194
1.10710e-008,0.9070
1.11096e-008,0.7913
1.11482e-008,0.6662
1.11868e-008,0.5494
1.12253e-008,0.4525
1.12639e-008,0.3761
1.13025e-008,0.3367
1.13410e-008,0.3196
1.13796e-008,0.3249
1.14182e-008,0.3750
1.14568e-008,0.4543
