.HEADER
..NAMES
Time,V U1.AD8&AE8
.DATA
0.0e+000,0.3152
3.86e-011,0.3152
7.72e-011,0.3152
1.157e-010,0.3152
1.543e-010,0.3152
1.929e-010,0.3152
2.314e-010,0.3152
2.700e-010,0.3152
3.086e-010,0.3152
3.472e-010,0.3152
3.857e-010,0.3152
4.243e-010,0.3152
4.629e-010,0.3152
5.015e-010,0.3197
5.401e-010,0.3362
5.786e-010,0.3818
6.172e-010,0.4748
6.558e-010,0.6130
6.944e-010,0.7765
7.329e-010,0.9120
7.715e-010,1.0094
8.101e-010,1.0752
8.486e-010,1.1144
8.872e-010,1.1307
9.258e-010,1.1322
9.644e-010,1.1681
1.0029e-009,1.1840
1.0415e-009,1.1720
1.0801e-009,1.1121
1.1187e-009,0.9762
1.1572e-009,0.7908
1.1958e-009,0.6148
1.2344e-009,0.4668
1.2730e-009,0.3661
1.3115e-009,0.3067
1.3501e-009,0.2854
1.3887e-009,0.2947
1.4273e-009,0.2981
1.4658e-009,0.3124
1.5044e-009,0.3568
1.5430e-009,0.4532
1.5816e-009,0.6115
1.6202e-009,0.8127
1.6587e-009,0.9940
1.6973e-009,1.1167
1.7359e-009,1.1848
1.7745e-009,1.2126
1.8130e-009,1.2103
1.8516e-009,1.1891
1.8902e-009,1.1884
1.9288e-009,1.1977
1.9673e-009,1.1881
2.0059e-009,1.1441
2.0445e-009,1.0304
2.0830e-009,0.8496
2.1216e-009,0.6630
2.1602e-009,0.5029
2.1988e-009,0.3888
2.2374e-009,0.3192
2.2759e-009,0.2877
2.3145e-009,0.2910
2.3531e-009,0.3004
2.3916e-009,0.3087
2.4302e-009,0.3417
2.4688e-009,0.4182
2.5074e-009,0.5565
2.5459e-009,0.7472
2.5845e-009,0.9438
2.6231e-009,1.0855
2.6617e-009,1.1695
2.7003e-009,1.2080
2.7388e-009,1.2138
2.7774e-009,1.1973
2.8160e-009,1.1788
2.8545e-009,1.1968
2.8931e-009,1.1932
2.9317e-009,1.1631
2.9703e-009,1.0747
3.0089e-009,0.9106
3.0474e-009,0.7195
3.0860e-009,0.5493
3.1246e-009,0.4194
3.1631e-009,0.3369
3.2017e-009,0.2936
3.2403e-009,0.2868
