.HEADER
..NAMES
Time,V U1.Y13
.DATA
0.0e+000,0.3243
3.67e-011,0.3243
7.33e-011,0.3243
1.100e-010,0.3257
1.467e-010,0.3336
1.834e-010,0.3583
2.201e-010,0.4164
2.567e-010,0.5131
2.934e-010,0.6352
3.301e-010,0.7579
3.667e-010,0.8499
4.034e-010,0.9169
4.401e-010,0.9676
4.768e-010,1.0085
5.135e-010,1.0416
5.501e-010,1.0668
5.868e-010,1.0841
6.235e-010,1.0963
6.601e-010,1.1049
6.968e-010,1.1111
7.335e-010,1.1157
7.702e-010,1.1189
8.068e-010,1.1202
8.435e-010,1.1198
8.802e-010,1.1175
9.169e-010,1.1140
9.536e-010,1.1104
9.902e-010,1.1067
1.0269e-009,1.1010
1.0636e-009,1.0901
1.1003e-009,1.0722
1.1369e-009,1.0493
1.1736e-009,1.0275
1.2103e-009,1.0142
1.2469e-009,1.0125
1.2836e-009,1.0189
1.3203e-009,1.0272
1.3570e-009,1.0310
1.3936e-009,1.0278
1.4303e-009,1.0200
1.4670e-009,1.0120
1.5037e-009,1.0074
1.5403e-009,1.0074
1.5770e-009,1.0109
1.6137e-009,1.0152
1.6504e-009,1.0181
1.6871e-009,1.0184
1.7237e-009,1.0163
1.7604e-009,1.0131
1.7971e-009,1.0102
1.8338e-009,1.0082
1.8704e-009,1.0074
1.9071e-009,1.0082
1.9438e-009,1.0104
1.9805e-009,1.0144
2.0171e-009,1.0224
2.0538e-009,1.0291
2.0905e-009,1.0216
2.1272e-009,0.9804
2.1638e-009,0.8868
2.2005e-009,0.7622
2.2372e-009,0.6414
2.2738e-009,0.5408
2.3105e-009,0.4664
2.3472e-009,0.4156
2.3839e-009,0.3823
2.4205e-009,0.3585
2.4572e-009,0.3390
2.4939e-009,0.3223
2.5306e-009,0.3089
2.5672e-009,0.2996
2.6039e-009,0.2948
2.6406e-009,0.2938
2.6773e-009,0.2949
2.7139e-009,0.2973
2.7506e-009,0.3005
2.7873e-009,0.3040
2.8240e-009,0.3072
2.8606e-009,0.3092
2.8973e-009,0.3109
2.9340e-009,0.3160
2.9707e-009,0.3376
3.0073e-009,0.3915
3.0440e-009,0.4983
3.0807e-009,0.6498
3.1174e-009,0.8152
3.1540e-009,0.9439
3.1907e-009,1.0154
3.2274e-009,1.0526
3.2641e-009,1.0788
3.3007e-009,1.1071
3.3374e-009,1.1385
3.3741e-009,1.1669
3.4108e-009,1.1881
3.4475e-009,1.2004
3.4841e-009,1.2049
3.5208e-009,1.2044
3.5575e-009,1.2024
3.5942e-009,1.2011
3.6308e-009,1.2010
3.6675e-009,1.2011
3.7042e-009,1.2006
3.7408e-009,1.1996
3.7775e-009,1.1986
3.8142e-009,1.1964
3.8509e-009,1.1897
3.8875e-009,1.1737
3.9242e-009,1.1468
3.9609e-009,1.1132
3.9976e-009,1.0830
4.0342e-009,1.0660
4.0709e-009,1.0636
4.1076e-009,1.0694
4.1443e-009,1.0732
4.1809e-009,1.0673
4.2176e-009,1.0510
4.2543e-009,1.0300
4.2910e-009,1.0122
4.3276e-009,1.0038
4.3643e-009,1.0062
4.4010e-009,1.0156
4.4377e-009,1.0261
4.4743e-009,1.0325
4.5110e-009,1.0326
4.5477e-009,1.0272
4.5844e-009,1.0191
4.6211e-009,1.0114
4.6577e-009,1.0061
4.6944e-009,1.0041
4.7311e-009,1.0057
4.7678e-009,1.0099
4.8044e-009,1.0167
4.8411e-009,1.0273
4.8778e-009,1.0329
4.9145e-009,1.0197
4.9511e-009,0.9648
4.9878e-009,0.8583
5.0245e-009,0.7301
5.0612e-009,0.6118
5.0978e-009,0.5178
5.1345e-009,0.4516
5.1712e-009,0.4089
5.2079e-009,0.3804
5.2445e-009,0.3581
5.2812e-009,0.3371
5.3179e-009,0.3174
5.3546e-009,0.3011
5.3912e-009,0.2908
5.4279e-009,0.2869
