.HEADER
..NAMES
Time,V U1.AB25
.DATA
0.0e+000,1.1836
3.86e-011,1.1836
7.72e-011,1.1836
1.157e-010,1.1836
1.543e-010,1.1836
1.929e-010,1.1836
2.314e-010,1.1836
2.700e-010,1.1887
3.086e-010,1.1923
3.472e-010,1.1803
3.857e-010,1.1278
4.243e-010,1.0139
4.629e-010,0.8632
5.015e-010,0.7153
5.401e-010,0.5820
5.786e-010,0.4788
6.172e-010,0.4099
6.558e-010,0.3678
6.944e-010,0.3410
7.329e-010,0.3236
7.715e-010,0.3102
8.101e-010,0.2997
8.486e-010,0.2949
8.872e-010,0.3010
9.258e-010,0.3164
9.644e-010,0.3367
1.0029e-009,0.3571
1.0415e-009,0.3714
1.0801e-009,0.3754
1.1187e-009,0.3700
1.1572e-009,0.3600
1.1958e-009,0.3496
1.2344e-009,0.3494
1.2730e-009,0.3763
1.3115e-009,0.4517
1.3501e-009,0.5763
1.3887e-009,0.7324
1.4273e-009,0.8704
1.4658e-009,0.9668
1.5044e-009,1.0283
1.5430e-009,1.0672
1.5816e-009,1.0952
1.6202e-009,1.1225
1.6587e-009,1.1779
1.6973e-009,1.2133
1.7359e-009,1.2181
1.7745e-009,1.1874
1.8130e-009,1.0935
1.8516e-009,0.9251
1.8902e-009,0.7436
1.9288e-009,0.5841
1.9673e-009,0.4580
2.0059e-009,0.3785
2.0445e-009,0.3411
2.0830e-009,0.3258
2.1216e-009,0.3029
2.1602e-009,0.2892
2.1988e-009,0.3050
2.2374e-009,0.3567
2.2759e-009,0.4599
2.3145e-009,0.6254
2.3531e-009,0.8145
2.3916e-009,0.9618
2.4302e-009,1.0664
2.4688e-009,1.1316
2.5074e-009,1.1635
2.5459e-009,1.1740
2.5845e-009,1.1981
2.6231e-009,1.2328
2.6617e-009,1.2358
2.7003e-009,1.2129
2.7388e-009,1.1429
2.7774e-009,0.9986
2.8160e-009,0.8111
2.8545e-009,0.6399
2.8931e-009,0.4973
2.9317e-009,0.3981
2.9703e-009,0.3437
3.0089e-009,0.3238
3.0474e-009,0.3125
3.0860e-009,0.2881
3.1246e-009,0.2958
3.1631e-009,0.3358
3.2017e-009,0.4233
3.2403e-009,0.5681
3.2789e-009,0.7580
3.3175e-009,0.9196
3.3560e-009,1.0378
3.3946e-009,1.1141
3.4332e-009,1.1562
3.4717e-009,1.1721
3.5103e-009,1.1822
3.5489e-009,1.2275
3.5875e-009,1.2380
3.6260e-009,1.2245
3.6646e-009,1.1724
3.7032e-009,1.0522
3.7418e-009,0.8694
3.7803e-009,0.6920
3.8189e-009,0.5381
3.8575e-009,0.4243
3.8961e-009,0.3567
3.9346e-009,0.3286
3.9732e-009,0.3162
4.0118e-009,0.3047
4.0504e-009,0.2963
4.0890e-009,0.2892
4.1275e-009,0.2857
4.1661e-009,0.2906
4.2047e-009,0.3086
4.2433e-009,0.3325
4.2818e-009,0.3547
4.3204e-009,0.3715
4.3590e-009,0.3793
4.3975e-009,0.3759
4.4361e-009,0.3637
4.4747e-009,0.3514
4.5133e-009,0.3491
4.5519e-009,0.3717
4.5904e-009,0.4398
4.6290e-009,0.5595
4.6676e-009,0.7154
4.7062e-009,0.8586
4.7447e-009,0.9590
4.7833e-009,1.0240
4.8219e-009,1.0652
4.8604e-009,1.0930
4.8990e-009,1.1196
4.9376e-009,1.1463
4.9762e-009,1.1650
5.0147e-009,1.1750
5.0533e-009,1.1771
5.0919e-009,1.1711
5.1305e-009,1.1567
5.1691e-009,1.1413
5.2076e-009,1.1305
5.2462e-009,1.1262
5.2848e-009,1.1299
5.3234e-009,1.1402
5.3619e-009,1.1526
5.4005e-009,1.1648
5.4391e-009,1.1786
5.4776e-009,1.1852
5.5162e-009,1.1683
5.5548e-009,1.0996
5.5934e-009,0.9692
5.6320e-009,0.8164
5.6705e-009,0.6719
5.7091e-009,0.5469
5.7477e-009,0.4550
5.7863e-009,0.3975
5.8248e-009,0.3617
5.8634e-009,0.3378
5.9020e-009,0.3212
5.9405e-009,0.3081
5.9791e-009,0.2978
6.0177e-009,0.2952
6.0563e-009,0.3045
6.0948e-009,0.3221
6.1334e-009,0.3431
6.1720e-009,0.3625
6.2106e-009,0.3746
6.2492e-009,0.3756
6.2877e-009,0.3683
6.3263e-009,0.3574
6.3649e-009,0.3446
6.4035e-009,0.3318
6.4420e-009,0.3227
6.4806e-009,0.3191
6.5192e-009,0.3183
6.5577e-009,0.3180
6.5963e-009,0.3185
6.6349e-009,0.3191
6.6735e-009,0.3181
6.7121e-009,0.3159
6.7506e-009,0.3139
6.7892e-009,0.3126
6.8278e-009,0.3119
6.8664e-009,0.3118
6.9049e-009,0.3124
6.9435e-009,0.3133
6.9821e-009,0.3140
7.0206e-009,0.3146
7.0592e-009,0.3148
7.0978e-009,0.3147
7.1364e-009,0.3143
7.1749e-009,0.3141
7.2135e-009,0.3139
7.2521e-009,0.3137
7.2907e-009,0.3162
7.3293e-009,0.3278
7.3678e-009,0.3624
7.4064e-009,0.4395
7.4450e-009,0.5632
7.4835e-009,0.7187
7.5221e-009,0.8590
7.5607e-009,0.9569
7.5993e-009,1.0200
7.6379e-009,1.0620
7.6764e-009,1.0931
7.7150e-009,1.1225
7.7536e-009,1.1499
7.7922e-009,1.1686
7.8307e-009,1.1781
7.8693e-009,1.1786
7.9079e-009,1.1708
7.9464e-009,1.1557
7.9850e-009,1.1403
8.0236e-009,1.1296
8.0622e-009,1.1260
8.1008e-009,1.1307
8.1393e-009,1.1414
8.1779e-009,1.1535
8.2165e-009,1.1663
8.2550e-009,1.1797
8.2936e-009,1.1852
8.3322e-009,1.1662
8.3708e-009,1.0942
8.4093e-009,0.9617
8.4479e-009,0.8090
8.4865e-009,0.6652
8.5251e-009,0.5418
