.HEADER
..NAMES
Time,V U1.AD23&AE23
.DATA
0.0e+000,0.3152
3.86e-011,0.3152
7.72e-011,0.3152
1.157e-010,0.3152
1.543e-010,0.3152
1.929e-010,0.3152
2.314e-010,0.3152
2.700e-010,0.3152
3.086e-010,0.3152
3.472e-010,0.3152
3.857e-010,0.3152
4.243e-010,0.3152
4.629e-010,0.3152
5.015e-010,0.3197
5.401e-010,0.3361
5.786e-010,0.3813
6.172e-010,0.4734
6.558e-010,0.6097
6.944e-010,0.7704
7.329e-010,0.9023
7.715e-010,0.9953
8.101e-010,1.0558
8.486e-010,1.0922
8.872e-010,1.1124
9.258e-010,1.1265
9.644e-010,1.1792
1.0029e-009,1.2064
1.0415e-009,1.2052
1.0801e-009,1.1620
1.1187e-009,1.0499
1.1572e-009,0.8764
1.1958e-009,0.6872
1.2344e-009,0.5200
1.2730e-009,0.3955
1.3115e-009,0.3222
1.3501e-009,0.2957
1.3887e-009,0.2952
1.4273e-009,0.2892
1.4658e-009,0.2985
1.5044e-009,0.3312
1.5430e-009,0.4039
1.5816e-009,0.5271
1.6202e-009,0.6983
1.6587e-009,0.8755
1.6973e-009,1.0146
1.7359e-009,1.1118
1.7745e-009,1.1696
1.8130e-009,1.1952
1.8516e-009,1.2002
1.8902e-009,1.2205
1.9288e-009,1.2384
1.9673e-009,1.2332
2.0059e-009,1.1986
2.0445e-009,1.1055
2.0830e-009,0.9449
2.1216e-009,0.7536
2.1602e-009,0.5750
2.1988e-009,0.4326
2.2374e-009,0.3389
2.2759e-009,0.2971
2.3145e-009,0.2914
2.3531e-009,0.2894
2.3916e-009,0.2915
2.4302e-009,0.3160
2.4688e-009,0.3745
2.5074e-009,0.4823
2.5459e-009,0.6395
2.5845e-009,0.8229
2.6231e-009,0.9747
2.6617e-009,1.0855
2.7003e-009,1.1556
2.7388e-009,1.1904
2.7774e-009,1.2003
2.8160e-009,1.2064
2.8545e-009,1.2365
2.8931e-009,1.2377
2.9317e-009,1.2144
2.9703e-009,1.1428
3.0089e-009,1.0014
3.0474e-009,0.8139
3.0860e-009,0.6282
3.1246e-009,0.4725
3.1631e-009,0.3625
3.2017e-009,0.3051
3.2403e-009,0.2906
