.HEADER
..NAMES
Time,V U1.AD6&AE6
.DATA
0.0e+000,-0.8628
3.86e-011,-0.8628
7.72e-011,-0.8628
1.157e-010,-0.8628
1.543e-010,-0.8628
1.929e-010,-0.8628
2.314e-010,-0.8628
2.700e-010,-0.8628
3.086e-010,-0.8628
3.472e-010,-0.8628
3.857e-010,-0.8628
4.243e-010,-0.8628
4.629e-010,-0.8628
5.015e-010,-0.8583
5.401e-010,-0.8419
5.786e-010,-0.8003
6.172e-010,-0.7121
6.558e-010,-0.5687
6.944e-010,-0.3727
7.329e-010,-0.1546
7.715e-010,0.0589
8.101e-010,0.2399
8.486e-010,0.4060
8.872e-010,0.5479
9.258e-010,0.6627
9.644e-010,0.7855
1.0029e-009,0.8368
1.0415e-009,0.8430
1.0801e-009,0.7775
1.1187e-009,0.6067
1.1572e-009,0.3524
1.1958e-009,0.0496
1.2344e-009,-0.2455
1.2730e-009,-0.4756
1.3115e-009,-0.6374
1.3501e-009,-0.7311
1.3887e-009,-0.7812
1.4273e-009,-0.8147
1.4658e-009,-0.8072
1.5044e-009,-0.7768
1.5430e-009,-0.6996
1.5816e-009,-0.5486
1.6202e-009,-0.3523
1.6587e-009,-0.1103
1.6973e-009,0.1315
1.7359e-009,0.3232
1.7745e-009,0.4975
1.8130e-009,0.6290
1.8516e-009,0.7266
1.8902e-009,0.8241
1.9288e-009,0.8780
1.9673e-009,0.8779
2.0059e-009,0.8351
2.0445e-009,0.6843
2.0830e-009,0.4510
2.1216e-009,0.1547
2.1602e-009,-0.1519
2.1988e-009,-0.4092
2.2374e-009,-0.5943
2.2759e-009,-0.7094
2.3145e-009,-0.7674
2.3531e-009,-0.8056
2.3916e-009,-0.8154
2.4302e-009,-0.7815
2.4688e-009,-0.7357
2.5074e-009,-0.5992
2.5459e-009,-0.4208
2.5845e-009,-0.1883
2.6231e-009,0.0583
2.6617e-009,0.2679
2.7003e-009,0.4463
2.7388e-009,0.5943
2.7774e-009,0.6984
2.8160e-009,0.7885
2.8545e-009,0.8707
2.8931e-009,0.8777
2.9317e-009,0.8598
2.9703e-009,0.7410
3.0089e-009,0.5326
3.0474e-009,0.2516
3.0860e-009,-0.0570
3.1246e-009,-0.3374
3.1631e-009,-0.5427
3.2017e-009,-0.6816
3.2403e-009,-0.7528
3.2789e-009,-0.7905
3.3175e-009,-0.8174
3.3560e-009,-0.7923
3.3946e-009,-0.7590
3.4332e-009,-0.6489
3.4717e-009,-0.4824
3.5103e-009,-0.2657
3.5489e-009,-0.0194
3.5875e-009,0.2098
3.6260e-009,0.3888
3.6646e-009,0.5533
3.7032e-009,0.6677
3.7418e-009,0.7571
3.7803e-009,0.8548
3.8189e-009,0.8803
3.8575e-009,0.8735
3.8961e-009,0.7907
3.9346e-009,0.6073
3.9732e-009,0.3461
4.0118e-009,0.0404
4.0504e-009,-0.2570
4.0890e-009,-0.4844
4.1275e-009,-0.6460
4.1661e-009,-0.7353
4.2047e-009,-0.7818
4.2433e-009,-0.8147
4.2818e-009,-0.8056
4.3204e-009,-0.7739
4.3590e-009,-0.6940
4.3975e-009,-0.5388
4.4361e-009,-0.3400
4.4747e-009,-0.0983
4.5133e-009,0.1435
4.5519e-009,0.3328
4.5904e-009,0.5061
4.6290e-009,0.6354
4.6676e-009,0.7308
4.7062e-009,0.8308
4.7447e-009,0.8793
4.7833e-009,0.8786
4.8219e-009,0.8296
4.8604e-009,0.6737
4.8990e-009,0.4362
4.9376e-009,0.1382
4.9762e-009,-0.1676
5.0147e-009,-0.4205
5.0533e-009,-0.6029
5.0919e-009,-0.7139
5.1305e-009,-0.7701
5.1691e-009,-0.8065
5.2076e-009,-0.8147
5.2462e-009,-0.7792
5.2848e-009,-0.7307
5.3234e-009,-0.5914
5.3619e-009,-0.4099
5.4005e-009,-0.1765
5.4391e-009,0.0704
5.4776e-009,0.2770
5.5162e-009,0.4539
5.5548e-009,0.5999
5.5934e-009,0.7026
5.6320e-009,0.7974
5.6705e-009,0.8729
5.7091e-009,0.8765
5.7477e-009,0.8569
5.7863e-009,0.7322
5.8248e-009,0.5198
5.8634e-009,0.2354
5.9020e-009,-0.0731
5.9405e-009,-0.3497
5.9791e-009,-0.5522
6.0177e-009,-0.6869
6.0563e-009,-0.7561
6.0948e-009,-0.7921
6.1334e-009,-0.8182
6.1720e-009,-0.7901
6.2106e-009,-0.7572
6.2492e-009,-0.6410
6.2877e-009,-0.4734
6.3263e-009,-0.2535
6.3649e-009,-0.0070
6.4035e-009,0.2187
6.4420e-009,0.3984
6.4806e-009,0.5601
6.5192e-009,0.6724
6.5577e-009,0.7610
6.5963e-009,0.8566
6.6349e-009,0.8795
6.6735e-009,0.8710
6.7121e-009,0.7829
6.7506e-009,0.5951
6.7892e-009,0.3309
6.8278e-009,0.0242
6.8664e-009,-0.2712
6.9049e-009,-0.4945
6.9435e-009,-0.6525
6.9821e-009,-0.7384
7.0206e-009,-0.7834
7.0592e-009,-0.8166
7.0978e-009,-0.8042
7.1364e-009,-0.7743
7.1749e-009,-0.6870
7.2135e-009,-0.5307
7.2521e-009,-0.3287
7.2907e-009,-0.0859
7.3293e-009,0.1540
7.3678e-009,0.3418
7.4064e-009,0.5144
7.4450e-009,0.6404
7.4835e-009,0.7353
7.5221e-009,0.8335
7.5607e-009,0.8791
7.5993e-009,0.8771
7.6379e-009,0.8236
7.6764e-009,0.6628
7.7150e-009,0.4217
7.7536e-009,0.1224
7.7922e-009,-0.1829
7.8307e-009,-0.4317
7.8693e-009,-0.6107
7.9079e-009,-0.7179
7.9464e-009,-0.7721
7.9850e-009,-0.8096
8.0236e-009,-0.8141
