.HEADER
..NAMES
Time,V U1.Y20
.DATA
0.0e+000,0.3152
3.86e-011,0.3152
7.72e-011,0.3152
1.157e-010,0.3152
1.543e-010,0.3152
1.929e-010,0.3152
2.314e-010,0.3152
2.700e-010,0.3203
3.086e-010,0.3380
3.472e-010,0.3854
3.857e-010,0.4786
4.243e-010,0.6124
4.629e-010,0.7651
5.015e-010,0.8865
5.401e-010,0.9743
5.786e-010,1.0391
6.172e-010,1.0899
6.558e-010,1.1295
6.944e-010,1.1573
7.329e-010,1.2112
7.715e-010,1.2323
8.101e-010,1.2291
8.486e-010,1.1865
8.872e-010,1.0755
9.258e-010,0.9107
9.644e-010,0.7429
1.0029e-009,0.5957
1.0415e-009,0.4818
1.0801e-009,0.3997
1.1187e-009,0.3484
1.1572e-009,0.3202
1.1958e-009,0.2999
1.2344e-009,0.2851
1.2730e-009,0.2774
1.3115e-009,0.2739
1.3501e-009,0.2787
1.3887e-009,0.2950
1.4273e-009,0.3165
1.4658e-009,0.3355
1.5044e-009,0.3474
1.5430e-009,0.3508
1.5816e-009,0.3475
1.6202e-009,0.3396
1.6587e-009,0.3313
1.6973e-009,0.3343
1.7359e-009,0.3619
1.7745e-009,0.4309
1.8130e-009,0.5469
1.8516e-009,0.6977
1.8902e-009,0.8395
1.9288e-009,0.9413
1.9673e-009,1.0137
2.0059e-009,1.0684
2.0445e-009,1.1114
2.0830e-009,1.1436
2.1216e-009,1.1662
2.1602e-009,1.1817
2.1988e-009,1.1918
2.2374e-009,1.1957
2.2759e-009,1.1909
2.3145e-009,1.1771
2.3531e-009,1.1608
2.3916e-009,1.1522
2.4302e-009,1.1529
2.4688e-009,1.1586
2.5074e-009,1.1653
2.5459e-009,1.1706
2.5845e-009,1.1743
2.6231e-009,1.1771
2.6617e-009,1.1794
2.7003e-009,1.1812
2.7388e-009,1.1817
2.7774e-009,1.1806
2.8160e-009,1.1799
2.8545e-009,1.1811
2.8931e-009,1.1835
2.9317e-009,1.1849
2.9703e-009,1.1853
3.0089e-009,1.1850
3.0474e-009,1.1843
3.0860e-009,1.1893
3.1246e-009,1.1925
3.1631e-009,1.1796
3.2017e-009,1.1249
3.2403e-009,1.0103
