.HEADER
..NAMES
Time,V U1.AD6&AE6
.DATA
0.0e+000,1.1776
3.86e-011,1.1776
7.72e-011,1.1776
1.157e-010,1.1776
1.543e-010,1.1776
1.929e-010,1.1776
2.314e-010,1.1776
2.700e-010,1.1776
3.086e-010,1.1776
3.472e-010,1.1776
3.857e-010,1.1776
4.243e-010,1.1776
4.629e-010,1.1776
5.015e-010,1.1776
5.401e-010,1.1776
5.786e-010,1.1813
6.172e-010,1.1856
6.558e-010,1.1792
6.944e-010,1.1450
7.329e-010,1.0595
7.715e-010,0.9391
8.101e-010,0.8174
8.486e-010,0.6856
8.872e-010,0.5621
9.258e-010,0.4597
9.644e-010,0.3902
1.0029e-009,0.3659
1.0415e-009,0.3559
1.0801e-009,0.3733
1.1187e-009,0.4242
1.1572e-009,0.4999
1.1958e-009,0.6105
1.2344e-009,0.7425
1.2730e-009,0.8557
1.3115e-009,0.9520
1.3501e-009,1.0278
1.3887e-009,1.0819
1.4273e-009,1.1112
1.4658e-009,1.1132
1.5044e-009,1.1164
1.5430e-009,1.1171
1.5816e-009,1.0973
1.6202e-009,1.0799
1.6587e-009,1.0219
1.6973e-009,0.9171
1.7359e-009,0.8144
1.7745e-009,0.6863
1.8130e-009,0.5682
1.8516e-009,0.4675
1.8902e-009,0.3866
1.9288e-009,0.3501
1.9673e-009,0.3443
2.0059e-009,0.3491
2.0445e-009,0.4011
2.0830e-009,0.4681
2.1216e-009,0.5688
2.1602e-009,0.6986
2.1988e-009,0.8208
2.2374e-009,0.9211
2.2759e-009,1.0040
2.3145e-009,1.0632
2.3531e-009,1.1023
2.3916e-009,1.1155
2.4302e-009,1.1064
2.4688e-009,1.1229
2.5074e-009,1.1020
2.5459e-009,1.0887
2.5845e-009,1.0470
2.6231e-009,0.9524
2.6617e-009,0.8467
2.7003e-009,0.7275
2.7388e-009,0.6015
2.7774e-009,0.4978
2.8160e-009,0.4086
2.8545e-009,0.3554
2.8931e-009,0.3495
2.9317e-009,0.3414
2.9703e-009,0.3836
3.0089e-009,0.4441
3.0474e-009,0.5330
3.0860e-009,0.6554
3.1246e-009,0.7862
3.1631e-009,0.8902
3.2017e-009,0.9812
3.2403e-009,1.0464
3.2789e-009,1.0925
3.3175e-009,1.1149
3.3560e-009,1.1067
3.3946e-009,1.1209
3.4332e-009,1.1093
3.4717e-009,1.0928
3.5103e-009,1.0655
3.5489e-009,0.9871
3.5875e-009,0.8770
3.6260e-009,0.7708
3.6646e-009,0.6386
3.7032e-009,0.5294
3.7418e-009,0.4348
3.7803e-009,0.3667
3.8189e-009,0.3487
3.8575e-009,0.3397
3.8961e-009,0.3656
3.9346e-009,0.4232
3.9732e-009,0.5011
4.0118e-009,0.6138
4.0504e-009,0.7481
4.0890e-009,0.8583
4.1275e-009,0.9553
4.1661e-009,1.0281
4.2047e-009,1.0803
4.2433e-009,1.1108
4.2818e-009,1.1121
4.3204e-009,1.1158
4.3590e-009,1.1173
4.3975e-009,1.0966
4.4361e-009,1.0786
4.4747e-009,1.0181
4.5133e-009,0.9107
4.5519e-009,0.8084
4.5904e-009,0.6793
4.6290e-009,0.5620
4.6676e-009,0.4629
4.7062e-009,0.3834
4.7447e-009,0.3497
4.7833e-009,0.3428
4.8219e-009,0.3510
4.8604e-009,0.4043
4.8990e-009,0.4726
4.9376e-009,0.5748
4.9762e-009,0.7059
5.0147e-009,0.8262
5.0533e-009,0.9265
5.0919e-009,1.0080
5.1305e-009,1.0660
5.1691e-009,1.1039
5.2076e-009,1.1155
5.2462e-009,1.1060
5.2848e-009,1.1222
5.3234e-009,1.1012
5.3619e-009,1.0873
5.4005e-009,1.0436
5.4391e-009,0.9466
5.4776e-009,0.8415
5.5162e-009,0.7217
5.5548e-009,0.5960
5.5934e-009,0.4930
5.6320e-009,0.4050
5.6705e-009,0.3541
5.7091e-009,0.3499
5.7477e-009,0.3418
5.7863e-009,0.3863
5.8248e-009,0.4477
5.8634e-009,0.5386
5.9020e-009,0.6625
