.HEADER
..NAMES
Time,V U1.AA25&AA24
.DATA
0.0e+000,0.3148
3.86e-011,0.3148
7.72e-011,0.3148
1.157e-010,0.3148
1.543e-010,0.3148
1.929e-010,0.3148
2.314e-010,0.3148
2.700e-010,0.3148
3.086e-010,0.3148
3.472e-010,0.3148
3.857e-010,0.3148
4.243e-010,0.3148
4.629e-010,0.3148
5.015e-010,0.3193
5.401e-010,0.3358
5.786e-010,0.3814
6.172e-010,0.4746
6.558e-010,0.6130
6.944e-010,0.7770
7.329e-010,0.9128
7.715e-010,1.0102
8.101e-010,1.0753
8.486e-010,1.1132
8.872e-010,1.1286
9.258e-010,1.1298
9.644e-010,1.1665
1.0029e-009,1.1833
1.0415e-009,1.1726
1.0801e-009,1.1166
1.1187e-009,0.9888
1.1572e-009,0.8119
1.1958e-009,0.6356
1.2344e-009,0.4783
1.2730e-009,0.3680
1.3115e-009,0.3035
1.3501e-009,0.2824
1.3887e-009,0.2937
1.4273e-009,0.2974
1.4658e-009,0.3133
1.5044e-009,0.3622
1.5430e-009,0.4603
1.5816e-009,0.6135
1.6202e-009,0.8040
1.6587e-009,0.9765
1.6973e-009,1.0981
1.7359e-009,1.1709
1.7745e-009,1.2022
1.8130e-009,1.2018
1.8516e-009,1.1849
1.8902e-009,1.1901
1.9288e-009,1.2030
1.9673e-009,1.1930
2.0059e-009,1.1484
2.0445e-009,1.0393
2.0830e-009,0.8691
2.1216e-009,0.6885
2.1602e-009,0.5211
2.1988e-009,0.3946
2.2374e-009,0.3159
2.2759e-009,0.2831
2.3145e-009,0.2893
2.3531e-009,0.2996
2.3916e-009,0.3074
2.4302e-009,0.3441
2.4688e-009,0.4245
2.5074e-009,0.5615
2.5459e-009,0.7430
2.5845e-009,0.9282
2.6231e-009,1.0653
2.6617e-009,1.1528
2.7003e-009,1.1969
2.7388e-009,1.2051
2.7774e-009,1.1915
2.8160e-009,1.1784
2.8545e-009,1.2016
2.8931e-009,1.1989
2.9317e-009,1.1679
2.9703e-009,1.0816
3.0089e-009,0.9260
3.0474e-009,0.7438
3.0860e-009,0.5705
3.1246e-009,0.4292
3.1631e-009,0.3357
3.2017e-009,0.2885
3.2403e-009,0.2841
3.2789e-009,0.3026
3.3175e-009,0.3032
3.3560e-009,0.3289
3.3946e-009,0.3929
3.4332e-009,0.5122
3.4717e-009,0.6820
3.5103e-009,0.8741
3.5489e-009,1.0268
3.5875e-009,1.1300
3.6260e-009,1.1872
3.6646e-009,1.2055
3.7032e-009,1.1968
3.7418e-009,1.1771
3.7803e-009,1.1983
3.8189e-009,1.2021
3.8575e-009,1.1819
3.8961e-009,1.1168
3.9346e-009,0.9812
3.9732e-009,0.8009
4.0118e-009,0.6236
4.0504e-009,0.4685
4.0890e-009,0.3602
4.1275e-009,0.2986
4.1661e-009,0.2817
4.2047e-009,0.2961
4.2433e-009,0.3006
4.2818e-009,0.3171
4.3204e-009,0.3672
4.3590e-009,0.4683
4.3975e-009,0.6240
4.4361e-009,0.8150
4.4747e-009,0.9838
4.5133e-009,1.1026
4.5519e-009,1.1736
4.5904e-009,1.2033
4.6290e-009,1.2015
4.6676e-009,1.1836
4.7062e-009,1.1929
4.7447e-009,1.2032
4.7833e-009,1.1917
4.8219e-009,1.1443
4.8604e-009,1.0312
4.8990e-009,0.8590
4.9376e-009,0.6787
4.9762e-009,0.5128
5.0147e-009,0.3894
5.0533e-009,0.3129
5.0919e-009,0.2824
5.1305e-009,0.2900
5.1691e-009,0.3004
5.2076e-009,0.3086
5.2462e-009,0.3470
5.2848e-009,0.4299
5.3234e-009,0.5696
5.3619e-009,0.7530
5.4005e-009,0.9361
5.4391e-009,1.0706
5.4776e-009,1.1559
5.5162e-009,1.1978
5.5548e-009,1.2045
5.5934e-009,1.1901
5.6320e-009,1.1837
5.6705e-009,1.2024
5.7091e-009,1.1981
5.7477e-009,1.1650
5.7863e-009,1.0751
5.8248e-009,0.9168
5.8634e-009,0.7346
5.9020e-009,0.5614
5.9405e-009,0.4231
5.9791e-009,0.3321
6.0177e-009,0.2873
6.0563e-009,0.2846
6.0948e-009,0.3033
6.1334e-009,0.3030
6.1720e-009,0.3310
6.2106e-009,0.3975
6.2492e-009,0.5195
6.2877e-009,0.6916
6.3263e-009,0.8831
6.3649e-009,1.0335
6.4035e-009,1.1339
6.4420e-009,1.1887
6.4806e-009,1.2054
6.5192e-009,1.1959
6.5577e-009,1.1760
6.5963e-009,1.1977
6.6349e-009,1.2013
6.6735e-009,1.1798
6.7121e-009,1.1115
6.7506e-009,0.9723
6.7892e-009,0.7912
6.8278e-009,0.6151
6.8664e-009,0.4617
6.9049e-009,0.3556
6.9435e-009,0.2964
6.9821e-009,0.2820
7.0206e-009,0.2973
7.0592e-009,0.3001
7.0978e-009,0.3184
7.1364e-009,0.3707
7.1749e-009,0.4749
7.2135e-009,0.6331
7.2521e-009,0.8246
7.2907e-009,0.9911
7.3293e-009,1.1072
7.3678e-009,1.1758
7.4064e-009,1.2038
7.4450e-009,1.2009
7.4835e-009,1.1825
7.5221e-009,1.1921
7.5607e-009,1.2027
7.5993e-009,1.1902
7.6379e-009,1.1402
7.6764e-009,1.0233
7.7150e-009,0.8492
7.7536e-009,0.6698
7.7922e-009,0.5055
7.8307e-009,0.3841
7.8693e-009,0.3099
7.9079e-009,0.2819
7.9464e-009,0.2909
7.9850e-009,0.2991
8.0236e-009,0.3094
8.0622e-009,0.3496
8.1008e-009,0.4356
8.1393e-009,0.5780
8.1779e-009,0.7630
8.2165e-009,0.9441
8.2550e-009,1.0760
8.2936e-009,1.1588
8.3322e-009,1.1988
8.3708e-009,1.2041
8.4093e-009,1.1890
8.4479e-009,1.1832
8.4865e-009,1.2020
8.5251e-009,1.1971
8.5637e-009,1.1620
8.6022e-009,1.0684
8.6408e-009,0.9072
8.6794e-009,0.7253
8.7179e-009,0.5535
8.7565e-009,0.4171
8.7951e-009,0.3285
8.8337e-009,0.2861
8.8722e-009,0.2853
8.9108e-009,0.3044
8.9494e-009,0.3043
8.9880e-009,0.3332
9.0266e-009,0.4022
9.0651e-009,0.5273
9.1037e-009,0.7012
9.1423e-009,0.8918
9.1808e-009,1.0394
9.2194e-009,1.1376
9.2580e-009,1.1905
9.2966e-009,1.2054
9.3352e-009,1.1949
9.3737e-009,1.1748
9.4123e-009,1.1994
9.4509e-009,1.2012
9.4895e-009,1.1777
9.5280e-009,1.1060
9.5666e-009,0.9636
9.6052e-009,0.7820
9.6437e-009,0.6059
9.6823e-009,0.4549
9.7209e-009,0.3516
9.7595e-009,0.2945
9.7981e-009,0.2821
9.8366e-009,0.2981
9.8752e-009,0.3009
9.9138e-009,0.3204
9.9524e-009,0.3747
9.9909e-009,0.4817
1.00295e-008,0.6422
1.00681e-008,0.8344
1.01066e-008,0.9980
1.01452e-008,1.1117
1.01838e-008,1.1782
1.02224e-008,1.2042
1.02610e-008,1.2000
1.02995e-008,1.1814
1.03381e-008,1.1948
1.03767e-008,1.2030
1.04152e-008,1.1888
1.04538e-008,1.1361
1.04924e-008,1.0156
1.05310e-008,0.8399
1.05695e-008,0.6605
1.06081e-008,0.4977
1.06467e-008,0.3792
1.06853e-008,0.3075
1.07239e-008,0.2816
1.07624e-008,0.2916
1.08010e-008,0.3000
1.08396e-008,0.3109
1.08781e-008,0.3529
1.09167e-008,0.4416
1.09553e-008,0.5865
1.09939e-008,0.7731
1.10324e-008,0.9519
1.10710e-008,1.0812
1.11096e-008,1.1618
1.11482e-008,1.1997
1.11868e-008,1.2035
1.12253e-008,1.1878
1.12639e-008,1.1875
1.13025e-008,1.2028
1.13410e-008,1.1963
1.13796e-008,1.1589
1.14182e-008,1.0615
1.14568e-008,0.8981
1.14953e-008,0.7162
1.15339e-008,0.5450
1.15725e-008,0.4114
1.16111e-008,0.3253
1.16497e-008,0.2851
1.16882e-008,0.2861
1.17268e-008,0.3016
1.17654e-008,0.3044
1.18039e-008,0.3356
1.18425e-008,0.4072
1.18811e-008,0.5351
1.19197e-008,0.7111
1.19583e-008,0.9008
1.19968e-008,1.0459
1.20354e-008,1.1412
1.20740e-008,1.1920
1.21126e-008,1.2053
1.21511e-008,1.1940
1.21897e-008,1.1738
1.22283e-008,1.1989
1.22668e-008,1.2004
1.23054e-008,1.1754
1.23440e-008,1.1003
1.23826e-008,0.9546
1.24212e-008,0.7726
1.24597e-008,0.5976
1.24983e-008,0.4484
1.25369e-008,0.3473
1.25755e-008,0.2927
1.26140e-008,0.2825
1.26526e-008,0.2992
1.26912e-008,0.3007
1.27297e-008,0.3219
1.27683e-008,0.3786
1.28069e-008,0.4887
1.28455e-008,0.6514
1.28841e-008,0.8439
1.29226e-008,1.0051
1.29612e-008,1.1161
1.29998e-008,1.1803
1.30383e-008,1.2045
1.30769e-008,1.1993
1.31155e-008,1.1804
1.31541e-008,1.1943
1.31926e-008,1.2025
1.32312e-008,1.1871
1.32698e-008,1.1316
1.33084e-008,1.0073
1.33470e-008,0.8300
1.33855e-008,0.6518
1.34241e-008,0.4907
1.34627e-008,0.3742
1.35012e-008,0.3050
1.35398e-008,0.2814
1.35784e-008,0.2927
1.36170e-008,0.2991
1.36555e-008,0.3119
1.36941e-008,0.3559
1.37327e-008,0.4476
1.37713e-008,0.5951
1.38099e-008,0.7830
1.38484e-008,0.9597
1.38870e-008,1.0865
1.39256e-008,1.1646
1.39641e-008,1.2006
1.40027e-008,1.2031
1.40413e-008,1.1868
1.40799e-008,1.1867
1.41185e-008,1.2024
1.41570e-008,1.1951
1.41956e-008,1.1555
1.42342e-008,1.0544
1.42728e-008,0.8884
1.43113e-008,0.7071
1.43499e-008,0.5374
1.43885e-008,0.4057
1.44270e-008,0.3220
1.44656e-008,0.2841
1.45042e-008,0.2870
1.45428e-008,0.3029
1.45814e-008,0.3058
1.46199e-008,0.3381
1.46585e-008,0.4123
1.46971e-008,0.5431
1.47357e-008,0.7208
1.47742e-008,0.9093
1.48128e-008,1.0515
1.48514e-008,1.1448
1.48899e-008,1.1936
1.49285e-008,1.2052
1.49671e-008,1.1930
1.50057e-008,1.1727
1.50443e-008,1.2004
1.50828e-008,1.2001
1.51214e-008,1.1731
1.51600e-008,1.0945
1.51985e-008,0.9458
1.52371e-008,0.7635
1.52757e-008,0.5885
1.53143e-008,0.4420
1.53528e-008,0.3435
1.53914e-008,0.2911
1.54300e-008,0.2827
1.54686e-008,0.3000
1.55071e-008,0.3016
1.55457e-008,0.3241
1.55843e-008,0.3829
1.56229e-008,0.4958
1.56615e-008,0.6608
1.57000e-008,0.8535
1.57386e-008,1.0118
1.57772e-008,1.1204
1.58158e-008,1.1825
1.58543e-008,1.2048
1.58929e-008,1.1983
1.59315e-008,1.1793
1.59701e-008,1.1966
1.60086e-008,1.2026
1.60472e-008,1.1856
1.60858e-008,1.1271
1.61243e-008,0.9993
1.61629e-008,0.8209
1.62015e-008,0.6425
1.62401e-008,0.4832
1.62786e-008,0.3696
1.63172e-008,0.3029
1.63558e-008,0.2812
1.63944e-008,0.2935
1.64329e-008,0.2999
1.64715e-008,0.3135
1.65101e-008,0.3594
1.65487e-008,0.4539
1.65873e-008,0.6040
1.66258e-008,0.7930
1.66644e-008,0.9673
1.67030e-008,1.0915
1.67416e-008,1.1675
1.67801e-008,1.2015
1.68187e-008,1.2025
1.68573e-008,1.1857
1.68959e-008,1.1903
1.69344e-008,1.2030
1.69730e-008,1.1941
1.70116e-008,1.1521
1.70501e-008,1.0472
1.70887e-008,0.8792
1.71273e-008,0.6979
1.71659e-008,0.5291
1.72044e-008,0.4004
1.72430e-008,0.3190
1.72816e-008,0.2834
1.73202e-008,0.2878
1.73588e-008,0.3008
1.73973e-008,0.3061
1.74359e-008,0.3407
1.74745e-008,0.4176
1.75131e-008,0.5512
1.75516e-008,0.7308
1.75902e-008,0.9179
1.76288e-008,1.0577
1.76674e-008,1.1483
1.77059e-008,1.1948
1.77445e-008,1.2049
1.77831e-008,1.1922
1.78216e-008,1.1718
1.78602e-008,1.1999
1.78988e-008,1.1992
1.79374e-008,1.1706
1.79759e-008,1.0885
1.80145e-008,0.9365
1.80531e-008,0.7542
1.80917e-008,0.5804
1.81302e-008,0.4358
1.81688e-008,0.3395
1.82074e-008,0.2897
1.82460e-008,0.2832
1.82846e-008,0.3012
1.83231e-008,0.3016
1.83617e-008,0.3258
1.84003e-008,0.3872
1.84389e-008,0.5031
1.84774e-008,0.6702
1.85160e-008,0.8627
1.85546e-008,1.0187
1.85932e-008,1.1247
1.86317e-008,1.1844
1.86703e-008,1.2049
1.87089e-008,1.1975
1.87474e-008,1.1782
1.87860e-008,1.1961
1.88246e-008,1.2020
1.88632e-008,1.1837
1.89017e-008,1.1223
1.89403e-008,0.9907
1.89789e-008,0.8112
1.90175e-008,0.6340
1.90560e-008,0.4763
1.90946e-008,0.3648
1.91332e-008,0.3006
1.91718e-008,0.2813
1.92104e-008,0.2948
1.92489e-008,0.2992
1.92875e-008,0.3147
1.93261e-008,0.3626
1.93647e-008,0.4602
1.94032e-008,0.6130
1.94418e-008,0.8029
1.94804e-008,0.9749
1.95190e-008,1.0966
1.95575e-008,1.1701
1.95961e-008,1.2022
1.96347e-008,1.2020
1.96732e-008,1.1846
1.97118e-008,1.1896
1.97504e-008,1.2026
1.97890e-008,1.1928
1.98275e-008,1.1485
1.98661e-008,1.0397
1.99047e-008,0.8695
1.99433e-008,0.6890
1.99819e-008,0.5217
2.00204e-008,0.3950
2.00590e-008,0.3159
2.00976e-008,0.2827
2.01362e-008,0.2888
2.01747e-008,0.2991
2.02133e-008,0.3068
2.02519e-008,0.3431
2.02905e-008,0.4229
2.03290e-008,0.5594
2.03676e-008,0.7406
2.04062e-008,0.9262
2.04447e-008,1.0637
2.04833e-008,1.1516
2.05219e-008,1.1961
2.05605e-008,1.2047
2.05990e-008,1.1912
2.06376e-008,1.1781
2.06762e-008,1.2013
2.07148e-008,1.1987
2.07533e-008,1.1680
2.07919e-008,1.0823
2.08305e-008,0.9272
2.08691e-008,0.7448
2.09077e-008,0.5713
2.09462e-008,0.4297
2.09848e-008,0.3359
2.10234e-008,0.2883
2.10620e-008,0.2836
2.11005e-008,0.3020
2.11391e-008,0.3027
2.11777e-008,0.3282
2.12163e-008,0.3917
2.12548e-008,0.5103
2.12934e-008,0.6798
2.13320e-008,0.8720
2.13705e-008,1.0252
2.14091e-008,1.1288
2.14477e-008,1.1864
2.14863e-008,1.2051
2.15248e-008,1.1967
2.15634e-008,1.1770
2.16020e-008,1.1981
2.16406e-008,1.2019
2.16791e-008,1.1820
2.17177e-008,1.1174
2.17563e-008,0.9824
2.17949e-008,0.8021
2.18335e-008,0.6247
2.18720e-008,0.4692
2.19106e-008,0.3606
2.19492e-008,0.2986
2.19878e-008,0.2814
2.20263e-008,0.2956
2.20649e-008,0.3001
2.21035e-008,0.3166
2.21420e-008,0.3663
2.21806e-008,0.4667
2.22192e-008,0.6220
2.22578e-008,0.8129
2.22963e-008,0.9822
2.23349e-008,1.1014
2.23735e-008,1.1728
2.24121e-008,1.2029
2.24506e-008,1.2013
2.24892e-008,1.1836
2.25278e-008,1.1927
2.25664e-008,1.2030
2.26050e-008,1.1917
2.26435e-008,1.1448
2.26821e-008,1.0323
2.27207e-008,0.8603
2.27593e-008,0.6798
2.27978e-008,0.5137
2.28364e-008,0.3900
2.28750e-008,0.3131
2.29136e-008,0.2822
2.29521e-008,0.2895
2.29907e-008,0.3000
2.30293e-008,0.3082
2.30678e-008,0.3462
2.31064e-008,0.4286
2.31450e-008,0.5677
2.31836e-008,0.7508
2.32221e-008,0.9343
2.32607e-008,1.0693
2.32993e-008,1.1549
2.33379e-008,1.1973
2.33764e-008,1.2043
2.34150e-008,1.1901
2.34536e-008,1.1776
2.34922e-008,1.2008
2.35308e-008,1.1977
2.35693e-008,1.1652
2.36079e-008,1.0760
2.36465e-008,0.9180
2.36851e-008,0.7360
2.37236e-008,0.5634
2.37622e-008,0.4237
2.38008e-008,0.3322
2.38394e-008,0.2873
2.38779e-008,0.2844
2.39165e-008,0.3031
2.39551e-008,0.3028
2.39936e-008,0.3301
2.40322e-008,0.3964
2.40708e-008,0.5180
2.41094e-008,0.6895
2.41479e-008,0.8809
2.41865e-008,1.0319
2.42251e-008,1.1328
2.42637e-008,1.1882
2.43023e-008,1.2052
2.43408e-008,1.1958
2.43794e-008,1.1759
2.44180e-008,1.1977
2.44566e-008,1.2013
2.44951e-008,1.1799
2.45337e-008,1.1121
2.45723e-008,0.9735
2.46109e-008,0.7926
2.46494e-008,0.6163
2.46880e-008,0.4626
2.47266e-008,0.3561
2.47651e-008,0.2965
2.48037e-008,0.2817
2.48423e-008,0.2969
2.48809e-008,0.2997
2.49194e-008,0.3179
2.49580e-008,0.3698
2.49966e-008,0.4734
2.50352e-008,0.6311
2.50737e-008,0.8226
2.51123e-008,0.9895
2.51509e-008,1.1061
2.51895e-008,1.1751
2.52281e-008,1.2034
2.52666e-008,1.2008
2.53052e-008,1.1825
2.53438e-008,1.1921
