.HEADER
..NAMES
Time,V U1.AA20
.DATA
0.0e+000,1.1831
3.86e-011,1.1831
7.72e-011,1.1831
1.157e-010,1.1831
1.543e-010,1.1831
1.929e-010,1.1831
2.314e-010,1.1831
2.700e-010,1.1882
3.086e-010,1.1918
3.472e-010,1.1797
3.857e-010,1.1272
4.243e-010,1.0134
4.629e-010,0.8644
5.015e-010,0.7187
5.401e-010,0.5855
5.786e-010,0.4768
6.172e-010,0.3957
6.558e-010,0.3442
6.944e-010,0.3166
7.329e-010,0.3021
7.715e-010,0.2929
8.101e-010,0.2864
8.486e-010,0.2856
8.872e-010,0.2955
9.258e-010,0.3136
9.644e-010,0.3313
1.0029e-009,0.3441
1.0415e-009,0.3504
1.0801e-009,0.3501
1.1187e-009,0.3448
1.1572e-009,0.3372
1.1958e-009,0.3314
1.2344e-009,0.3375
1.2730e-009,0.3698
1.3115e-009,0.4483
1.3501e-009,0.5748
1.3887e-009,0.7322
1.4273e-009,0.8701
1.4658e-009,0.9670
1.5044e-009,1.0342
1.5430e-009,1.0836
1.5816e-009,1.1220
1.6202e-009,1.1502
1.6587e-009,1.1968
1.6973e-009,1.2258
1.7359e-009,1.2280
1.7745e-009,1.1977
1.8130e-009,1.1046
1.8516e-009,0.9458
1.8902e-009,0.7720
1.9288e-009,0.6161
1.9673e-009,0.4935
2.0059e-009,0.4052
2.0445e-009,0.3489
2.0830e-009,0.3190
2.1216e-009,0.2923
2.1602e-009,0.2762
2.1988e-009,0.2929
2.2374e-009,0.3482
2.2759e-009,0.4562
2.3145e-009,0.6205
2.3531e-009,0.8032
2.3916e-009,0.9483
2.4302e-009,1.0493
2.4688e-009,1.1134
2.5074e-009,1.1515
2.5459e-009,1.1720
2.5845e-009,1.1962
2.6231e-009,1.2311
2.6617e-009,1.2372
2.7003e-009,1.2178
2.7388e-009,1.1491
2.7774e-009,1.0105
2.8160e-009,0.8360
2.8545e-009,0.6683
2.8931e-009,0.5288
2.9317e-009,0.4264
2.9703e-009,0.3592
3.0089e-009,0.3227
3.0474e-009,0.3040
3.0860e-009,0.2909
3.1246e-009,0.2831
3.1631e-009,0.2799
3.2017e-009,0.2822
3.2403e-009,0.2941
3.2789e-009,0.3135
3.3175e-009,0.3330
3.3560e-009,0.3472
3.3946e-009,0.3535
3.4332e-009,0.3521
3.4717e-009,0.3453
3.5103e-009,0.3358
3.5489e-009,0.3274
3.5875e-009,0.3220
3.6260e-009,0.3190
3.6646e-009,0.3179
3.7032e-009,0.3185
3.7418e-009,0.3193
3.7803e-009,0.3192
3.8189e-009,0.3179
3.8575e-009,0.3161
3.8961e-009,0.3148
3.9346e-009,0.3139
3.9732e-009,0.3137
4.0118e-009,0.3141
4.0504e-009,0.3147
4.0890e-009,0.3152
4.1275e-009,0.3154
4.1661e-009,0.3156
4.2047e-009,0.3156
4.2433e-009,0.3153
4.2818e-009,0.3151
4.3204e-009,0.3151
4.3590e-009,0.3151
4.3975e-009,0.3151
4.4361e-009,0.3152
4.4747e-009,0.3153
4.5133e-009,0.3153
4.5519e-009,0.3153
4.5904e-009,0.3152
4.6290e-009,0.3152
4.6676e-009,0.3152
4.7062e-009,0.3152
4.7447e-009,0.3152
4.7833e-009,0.3152
4.8219e-009,0.3152
4.8604e-009,0.3152
4.8990e-009,0.3153
4.9376e-009,0.3169
4.9762e-009,0.3255
5.0147e-009,0.3535
5.0533e-009,0.4205
5.0919e-009,0.5347
5.1305e-009,0.6850
5.1691e-009,0.8328
5.2076e-009,0.9405
5.2462e-009,1.0162
5.2848e-009,1.0714
5.3234e-009,1.1137
5.3619e-009,1.1453
5.4005e-009,1.1663
5.4391e-009,1.1791
5.4776e-009,1.1862
5.5162e-009,1.1876
5.5548e-009,1.1816
5.5934e-009,1.1684
5.6320e-009,1.1543
5.6705e-009,1.1475
5.7091e-009,1.1491
5.7477e-009,1.1555
5.7863e-009,1.1627
5.8248e-009,1.1686
5.8634e-009,1.1734
5.9020e-009,1.1840
5.9405e-009,1.1891
5.9791e-009,1.1755
6.0177e-009,1.1168
6.0563e-009,0.9955
6.0948e-009,0.8447
6.1334e-009,0.7008
