.HEADER
..NAMES
Time,V U1.AA17
.DATA
0.0e+000,1.1823
3.86e-011,1.1823
7.72e-011,1.1823
1.157e-010,1.1823
1.543e-010,1.1823
1.929e-010,1.1823
2.314e-010,1.1823
2.700e-010,1.1874
3.086e-010,1.1909
3.472e-010,1.1789
3.857e-010,1.1264
4.243e-010,1.0130
4.629e-010,0.8672
5.015e-010,0.7288
5.401e-010,0.6079
5.786e-010,0.5120
6.172e-010,0.4346
6.558e-010,0.3792
6.944e-010,0.3467
7.329e-010,0.3294
7.715e-010,0.3252
8.101e-010,0.3334
8.486e-010,0.3489
8.872e-010,0.3673
9.258e-010,0.3815
9.644e-010,0.3855
1.0029e-009,0.3802
1.0415e-009,0.3693
1.0801e-009,0.3556
1.1187e-009,0.3433
1.1572e-009,0.3343
1.1958e-009,0.3284
1.2344e-009,0.3252
1.2730e-009,0.3231
1.3115e-009,0.3210
1.3501e-009,0.3187
1.3887e-009,0.3166
1.4273e-009,0.3151
1.4658e-009,0.3147
1.5044e-009,0.3148
1.5430e-009,0.3154
1.5816e-009,0.3161
1.6202e-009,0.3165
1.6587e-009,0.3186
1.6973e-009,0.3283
1.7359e-009,0.3591
1.7745e-009,0.4302
1.8130e-009,0.5464
1.8516e-009,0.6940
1.8902e-009,0.8292
1.9288e-009,0.9213
1.9673e-009,0.9844
2.0059e-009,1.0339
2.0445e-009,1.0803
2.0830e-009,1.1179
2.1216e-009,1.1383
2.1602e-009,1.1420
2.1988e-009,1.1337
2.2374e-009,1.1198
2.2759e-009,1.1092
2.3145e-009,1.1068
2.3531e-009,1.1130
2.3916e-009,1.1263
2.4302e-009,1.1406
2.4688e-009,1.1517
2.5074e-009,1.1593
2.5459e-009,1.1643
2.5845e-009,1.1677
2.6231e-009,1.1710
2.6617e-009,1.1742
2.7003e-009,1.1770
2.7388e-009,1.1795
2.7774e-009,1.1811
2.8160e-009,1.1817
2.8545e-009,1.1818
2.8931e-009,1.1817
2.9317e-009,1.1814
2.9703e-009,1.1814
3.0089e-009,1.1816
3.0474e-009,1.1819
3.0860e-009,1.1822
3.1246e-009,1.1824
3.1631e-009,1.1823
3.2017e-009,1.1822
3.2403e-009,1.1821
3.2789e-009,1.1821
3.3175e-009,1.1822
3.3560e-009,1.1822
3.3946e-009,1.1824
3.4332e-009,1.1825
3.4717e-009,1.1825
3.5103e-009,1.1825
3.5489e-009,1.1824
3.5875e-009,1.1824
3.6260e-009,1.1824
3.6646e-009,1.1824
3.7032e-009,1.1824
3.7418e-009,1.1824
3.7803e-009,1.1824
3.8189e-009,1.1824
3.8575e-009,1.1824
3.8961e-009,1.1824
3.9346e-009,1.1824
3.9732e-009,1.1824
4.0118e-009,1.1824
4.0504e-009,1.1824
4.0890e-009,1.1824
4.1275e-009,1.1824
4.1661e-009,1.1824
4.2047e-009,1.1824
4.2433e-009,1.1824
4.2818e-009,1.1824
4.3204e-009,1.1824
4.3590e-009,1.1824
4.3975e-009,1.1824
4.4361e-009,1.1824
4.4747e-009,1.1824
4.5133e-009,1.1824
4.5519e-009,1.1824
4.5904e-009,1.1824
4.6290e-009,1.1824
4.6676e-009,1.1824
4.7062e-009,1.1824
4.7447e-009,1.1824
4.7833e-009,1.1824
4.8219e-009,1.1824
4.8604e-009,1.1824
4.8990e-009,1.1824
4.9376e-009,1.1846
4.9762e-009,1.1897
5.0147e-009,1.1889
5.0533e-009,1.1639
5.0919e-009,1.0859
5.1305e-009,0.9529
5.1691e-009,0.8080
5.2076e-009,0.6754
5.2462e-009,0.5651
5.2848e-009,0.4776
5.3234e-009,0.4083
5.3619e-009,0.3634
5.4005e-009,0.3380
5.4391e-009,0.3260
5.4776e-009,0.3275
5.5162e-009,0.3393
5.5548e-009,0.3566
5.5934e-009,0.3743
5.6320e-009,0.3846
5.6705e-009,0.3842
5.7091e-009,0.3762
5.7477e-009,0.3637
5.7863e-009,0.3501
5.8248e-009,0.3392
5.8634e-009,0.3315
5.9020e-009,0.3268
5.9405e-009,0.3243
5.9791e-009,0.3223
6.0177e-009,0.3200
6.0563e-009,0.3178
6.0948e-009,0.3159
6.1334e-009,0.3148
6.1720e-009,0.3146
6.2106e-009,0.3150
6.2492e-009,0.3157
6.2877e-009,0.3163
6.3263e-009,0.3166
6.3649e-009,0.3212
6.4035e-009,0.3377
6.4420e-009,0.3829
6.4806e-009,0.4739
6.5192e-009,0.6056
6.5577e-009,0.7560
6.5963e-009,0.8724
6.6349e-009,0.9505
6.6735e-009,1.0062
6.7121e-009,1.0537
