.HEADER
..NAMES
Time,V U1.AC20
.DATA
0.0e+000,1.1828
3.86e-011,1.1828
7.72e-011,1.1828
1.157e-010,1.1828
1.543e-010,1.1828
1.929e-010,1.1828
2.314e-010,1.1828
2.700e-010,1.1878
3.086e-010,1.1914
3.472e-010,1.1794
3.857e-010,1.1272
4.243e-010,1.0146
4.629e-010,0.8676
5.015e-010,0.7239
5.401e-010,0.5917
5.786e-010,0.4828
6.172e-010,0.4006
6.558e-010,0.3473
6.944e-010,0.3172
7.329e-010,0.3003
7.715e-010,0.2909
8.101e-010,0.2883
8.486e-010,0.2947
8.872e-010,0.3121
9.258e-010,0.3338
9.644e-010,0.3502
1.0029e-009,0.3587
1.0415e-009,0.3601
1.0801e-009,0.3554
1.1187e-009,0.3467
1.1572e-009,0.3370
1.1958e-009,0.3304
1.2344e-009,0.3372
1.2730e-009,0.3710
1.3115e-009,0.4506
1.3501e-009,0.5762
1.3887e-009,0.7296
1.4273e-009,0.8627
1.4658e-009,0.9572
1.5044e-009,1.0254
1.5430e-009,1.0775
1.5816e-009,1.1188
1.6202e-009,1.1496
1.6587e-009,1.1697
1.6973e-009,1.1798
1.7359e-009,1.1808
1.7745e-009,1.1731
1.8130e-009,1.1590
1.8516e-009,1.1432
1.8902e-009,1.1347
1.9288e-009,1.1374
1.9673e-009,1.1460
2.0059e-009,1.1549
2.0445e-009,1.1621
2.0830e-009,1.1678
2.1216e-009,1.1717
2.1602e-009,1.1744
2.1988e-009,1.1761
2.2374e-009,1.1769
2.2759e-009,1.1774
2.3145e-009,1.1783
2.3531e-009,1.1805
2.3916e-009,1.1829
2.4302e-009,1.1840
2.4688e-009,1.1837
2.5074e-009,1.1832
2.5459e-009,1.1828
2.5845e-009,1.1842
2.6231e-009,1.1890
2.6617e-009,1.1907
2.7003e-009,1.1729
2.7388e-009,1.1086
2.7774e-009,0.9852
2.8160e-009,0.8378
2.8545e-009,0.6953
2.8931e-009,0.5671
2.9317e-009,0.4632
2.9703e-009,0.3874
3.0089e-009,0.3394
3.0474e-009,0.3131
3.0860e-009,0.2847
3.1246e-009,0.2921
3.1631e-009,0.3366
3.2017e-009,0.4365
3.2403e-009,0.5966
3.2789e-009,0.7857
3.3175e-009,0.9359
3.3560e-009,1.0377
3.3946e-009,1.1023
3.4332e-009,1.1425
3.4717e-009,1.1668
3.5103e-009,1.1816
3.5489e-009,1.1912
3.5875e-009,1.1930
3.6260e-009,1.1874
3.6646e-009,1.1764
3.7032e-009,1.1604
3.7418e-009,1.1421
3.7803e-009,1.1328
3.8189e-009,1.1357
3.8575e-009,1.1449
3.8961e-009,1.1545
3.9346e-009,1.1628
3.9732e-009,1.1693
4.0118e-009,1.1736
4.0504e-009,1.1759
4.0890e-009,1.1770
4.1275e-009,1.1777
4.1661e-009,1.1778
4.2047e-009,1.1784
4.2433e-009,1.1808
4.2818e-009,1.1835
4.3204e-009,1.1843
4.3590e-009,1.1839
4.3975e-009,1.1834
4.4361e-009,1.1830
4.4747e-009,1.1854
4.5133e-009,1.1906
4.5519e-009,1.1875
4.5904e-009,1.1563
4.6290e-009,1.0690
4.6676e-009,0.9309
4.7062e-009,0.7848
4.7447e-009,0.6461
4.7833e-009,0.5260
4.8219e-009,0.4318
4.8604e-009,0.3666
4.8990e-009,0.3279
4.9376e-009,0.3066
4.9762e-009,0.2944
5.0147e-009,0.2887
5.0533e-009,0.2909
5.0919e-009,0.3038
5.1305e-009,0.3252
5.1691e-009,0.3445
5.2076e-009,0.3561
5.2462e-009,0.3604
5.2848e-009,0.3582
5.3234e-009,0.3509
5.3619e-009,0.3413
5.4005e-009,0.3322
5.4391e-009,0.3255
5.4776e-009,0.3218
5.5162e-009,0.3206
5.5548e-009,0.3208
5.5934e-009,0.3207
5.6320e-009,0.3189
5.6705e-009,0.3167
5.7091e-009,0.3148
5.7477e-009,0.3138
5.7863e-009,0.3134
5.8248e-009,0.3136
5.8634e-009,0.3141
5.9020e-009,0.3147
5.9405e-009,0.3152
5.9791e-009,0.3154
6.0177e-009,0.3154
6.0563e-009,0.3151
6.0948e-009,0.3147
6.1334e-009,0.3147
6.1720e-009,0.3149
6.2106e-009,0.3151
6.2492e-009,0.3151
6.2877e-009,0.3152
6.3263e-009,0.3152
6.3649e-009,0.3198
6.4035e-009,0.3364
6.4420e-009,0.3818
6.4806e-009,0.4731
6.5192e-009,0.6064
6.5577e-009,0.7613
6.5963e-009,0.8866
6.6349e-009,0.9765
6.6735e-009,1.0415
6.7121e-009,1.0913
6.7506e-009,1.1298
6.7892e-009,1.1574
6.8278e-009,1.1739
6.8664e-009,1.1811
6.9049e-009,1.1795
6.9435e-009,1.1699
6.9821e-009,1.1553
7.0206e-009,1.1409
7.0592e-009,1.1353
7.0978e-009,1.1397
7.1364e-009,1.1484
7.1749e-009,1.1568
7.2135e-009,1.1638
7.2521e-009,1.1690
7.2907e-009,1.1727
7.3293e-009,1.1753
7.3678e-009,1.1767
7.4064e-009,1.1774
7.4450e-009,1.1780
7.4835e-009,1.1792
7.5221e-009,1.1815
7.5607e-009,1.1836
7.5993e-009,1.1843
7.6379e-009,1.1838
7.6764e-009,1.1834
7.7150e-009,1.1831
7.7536e-009,1.1830
7.7922e-009,1.1830
7.8307e-009,1.1831
7.8693e-009,1.1830
7.9079e-009,1.1831
7.9464e-009,1.1834
7.9850e-009,1.1836
8.0236e-009,1.1834
8.0622e-009,1.1831
8.1008e-009,1.1830
8.1393e-009,1.1831
8.1779e-009,1.1832
8.2165e-009,1.1852
8.2550e-009,1.1901
8.2936e-009,1.1906
8.3322e-009,1.1695
8.3708e-009,1.0990
8.4093e-009,0.9708
8.4479e-009,0.8230
8.4865e-009,0.6814
8.5251e-009,0.5556
8.5637e-009,0.4547
8.6022e-009,0.3816
8.6408e-009,0.3365
8.6794e-009,0.3114
8.7179e-009,0.2971
8.7565e-009,0.2897
8.7951e-009,0.2895
8.8337e-009,0.2994
8.8722e-009,0.3193
8.9108e-009,0.3402
8.9494e-009,0.3540
8.9880e-009,0.3602
9.0266e-009,0.3596
9.0651e-009,0.3534
