.HEADER
..NAMES
Time,V U1.Y9
.DATA
0.0e+000,0.3156
3.86e-011,0.3156
7.72e-011,0.3156
1.157e-010,0.3156
1.543e-010,0.3156
1.929e-010,0.3156
2.314e-010,0.3156
2.700e-010,0.3207
3.086e-010,0.3385
3.472e-010,0.3863
3.857e-010,0.4801
4.243e-010,0.6138
4.629e-010,0.7637
5.015e-010,0.8773
5.401e-010,0.9533
5.786e-010,1.0081
6.172e-010,1.0569
6.558e-010,1.1042
6.944e-010,1.1399
7.329e-010,1.1609
7.715e-010,1.1693
8.101e-010,1.1663
8.486e-010,1.1566
8.872e-010,1.1454
9.258e-010,1.1351
9.644e-010,1.1290
1.0029e-009,1.1307
1.0415e-009,1.1390
1.0801e-009,1.1501
1.1187e-009,1.1601
1.1572e-009,1.1667
1.1958e-009,1.1702
1.2344e-009,1.1728
1.2730e-009,1.1748
1.3115e-009,1.1767
1.3501e-009,1.1787
1.3887e-009,1.1805
1.4273e-009,1.1819
1.4658e-009,1.1831
1.5044e-009,1.1841
1.5430e-009,1.1845
1.5816e-009,1.1845
1.6202e-009,1.1841
1.6587e-009,1.1862
1.6973e-009,1.1912
1.7359e-009,1.1890
1.7745e-009,1.1602
1.8130e-009,1.0758
1.8516e-009,0.9392
1.8902e-009,0.7952
1.9288e-009,0.6643
1.9673e-009,0.5571
2.0059e-009,0.4715
2.0445e-009,0.4045
2.0830e-009,0.3607
2.1216e-009,0.3323
2.1602e-009,0.3131
2.1988e-009,0.3042
2.2374e-009,0.3050
2.2759e-009,0.3139
2.3145e-009,0.3304
2.3531e-009,0.3497
2.3916e-009,0.3647
2.4302e-009,0.3713
2.4688e-009,0.3689
2.5074e-009,0.3599
2.5459e-009,0.3490
2.5845e-009,0.3392
2.6231e-009,0.3368
2.6617e-009,0.3548
2.7003e-009,0.4102
2.7388e-009,0.5138
2.7774e-009,0.6533
2.8160e-009,0.7978
2.8545e-009,0.8993
2.8931e-009,0.9666
2.9317e-009,1.0173
2.9703e-009,1.0653
3.0089e-009,1.1112
3.0474e-009,1.1442
3.0860e-009,1.2041
3.1246e-009,1.2156
3.1631e-009,1.1944
3.2017e-009,1.1201
3.2403e-009,0.9786
3.2789e-009,0.8139
3.3175e-009,0.6632
3.3560e-009,0.5448
3.3946e-009,0.4666
3.4332e-009,0.4037
3.4717e-009,0.3568
3.5103e-009,0.3276
3.5489e-009,0.2900
3.5875e-009,0.2882
3.6260e-009,0.3285
3.6646e-009,0.4245
3.7032e-009,0.5788
3.7418e-009,0.7653
3.7803e-009,0.9194
3.8189e-009,1.0192
3.8575e-009,1.0747
3.8961e-009,1.1102
3.9346e-009,1.1413
3.9732e-009,1.1651
4.0118e-009,1.2123
4.0504e-009,1.2300
4.0890e-009,1.2177
4.1275e-009,1.1634
4.1661e-009,1.0383
4.2047e-009,0.8709
4.2433e-009,0.7081
4.2818e-009,0.5718
4.3204e-009,0.4809
4.3590e-009,0.4165
4.3975e-009,0.3666
4.4361e-009,0.3360
4.4747e-009,0.3015
4.5133e-009,0.2867
4.5519e-009,0.3116
4.5904e-009,0.3872
