.HEADER
..NAMES
Time,V U1.AD18&AE18
.DATA
0.0e+000,0.3154
3.86e-011,0.3154
7.72e-011,0.3154
1.157e-010,0.3154
1.543e-010,0.3154
1.929e-010,0.3154
2.314e-010,0.3154
2.700e-010,0.3154
3.086e-010,0.3154
3.472e-010,0.3154
3.857e-010,0.3154
4.243e-010,0.3154
4.629e-010,0.3154
5.015e-010,0.3200
5.401e-010,0.3364
5.786e-010,0.3816
6.172e-010,0.4738
6.558e-010,0.6101
6.944e-010,0.7696
7.329e-010,0.8978
7.715e-010,0.9836
8.101e-010,1.0351
8.486e-010,1.0662
8.872e-010,1.0878
9.258e-010,1.1094
9.644e-010,1.1639
1.0029e-009,1.1813
1.0415e-009,1.1625
1.0801e-009,1.0970
1.1187e-009,0.9604
1.1572e-009,0.7683
1.1958e-009,0.6018
1.2344e-009,0.4800
1.2730e-009,0.4044
1.3115e-009,0.3674
1.3501e-009,0.3532
1.3887e-009,0.3467
1.4273e-009,0.3241
1.4658e-009,0.3252
1.5044e-009,0.3664
1.5430e-009,0.4663
1.5816e-009,0.6267
1.6202e-009,0.8301
1.6587e-009,1.0037
1.6973e-009,1.1056
1.7359e-009,1.1464
1.7745e-009,1.1497
1.8130e-009,1.1408
1.8516e-009,1.1361
1.8902e-009,1.1666
1.9288e-009,1.1906
1.9673e-009,1.1802
2.0059e-009,1.1285
2.0445e-009,1.0111
2.0830e-009,0.8249
2.1216e-009,0.6410
2.1602e-009,0.5048
2.1988e-009,0.4176
2.2374e-009,0.3755
2.2759e-009,0.3595
2.3145e-009,0.3550
2.3531e-009,0.3371
2.3916e-009,0.3250
2.4302e-009,0.3505
2.4688e-009,0.4282
2.5074e-009,0.5700
2.5459e-009,0.7637
2.5845e-009,0.9577
2.6231e-009,1.0815
2.6617e-009,1.1401
2.7003e-009,1.1517
2.7388e-009,1.1444
2.7774e-009,1.1358
2.8160e-009,1.1461
2.8545e-009,1.1868
2.8931e-009,1.1868
2.9317e-009,1.1504
2.9703e-009,1.0564
3.0089e-009,0.8887
3.0474e-009,0.6942
3.0860e-009,0.5428
3.1246e-009,0.4396
3.1631e-009,0.3848
3.2017e-009,0.3623
3.2403e-009,0.3560
3.2789e-009,0.3493
3.3175e-009,0.3259
3.3560e-009,0.3384
3.3946e-009,0.3967
3.4332e-009,0.5189
3.4717e-009,0.6976
3.5103e-009,0.9026
3.5489e-009,1.0499
3.5875e-009,1.1280
3.6260e-009,1.1511
3.6646e-009,1.1474
3.7032e-009,1.1373
3.7418e-009,1.1364
3.7803e-009,1.1804
3.8189e-009,1.1901
3.8575e-009,1.1670
3.8961e-009,1.0941
3.9346e-009,0.9491
3.9732e-009,0.7523
4.0118e-009,0.5858
4.0504e-009,0.4668
4.0890e-009,0.3974
4.1275e-009,0.3671
4.1661e-009,0.3574
4.2047e-009,0.3520
4.2433e-009,0.3292
4.2818e-009,0.3302
4.3204e-009,0.3717
4.3590e-009,0.4735
4.3975e-009,0.6360
4.4361e-009,0.8404
4.4747e-009,1.0113
4.5133e-009,1.1100
4.5519e-009,1.1481
4.5904e-009,1.1500
4.6290e-009,1.1403
4.6676e-009,1.1353
4.7062e-009,1.1699
4.7447e-009,1.1905
4.7833e-009,1.1785
4.8219e-009,1.1242
4.8604e-009,1.0031
4.8990e-009,0.8144
4.9376e-009,0.6332
4.9762e-009,0.4993
5.0147e-009,0.4143
5.0533e-009,0.3736
5.0919e-009,0.3589
5.1305e-009,0.3543
5.1691e-009,0.3366
5.2076e-009,0.3257
5.2462e-009,0.3532
5.2848e-009,0.4342
5.3234e-009,0.5789
5.3619e-009,0.7742
5.4005e-009,0.9656
5.4391e-009,1.0860
5.4776e-009,1.1414
5.5162e-009,1.1513
5.5548e-009,1.1436
5.5934e-009,1.1355
5.6320e-009,1.1532
5.6705e-009,1.1881
5.7091e-009,1.1860
5.7477e-009,1.1474
5.7863e-009,1.0496
5.8248e-009,0.8778
5.8634e-009,0.6852
5.9020e-009,0.5364
5.9405e-009,0.4357
5.9791e-009,0.3829
6.0177e-009,0.3616
6.0563e-009,0.3558
6.0948e-009,0.3486
6.1334e-009,0.3248
6.1720e-009,0.3398
6.2106e-009,0.4015
6.2492e-009,0.5269
6.2877e-009,0.7083
6.3263e-009,0.9121
6.3649e-009,1.0554
6.4035e-009,1.1301
6.4420e-009,1.1511
6.4806e-009,1.1469
6.5192e-009,1.1369
6.5577e-009,1.1366
6.5963e-009,1.1804
6.6349e-009,1.1894
6.6735e-009,1.1644
6.7121e-009,1.0883
6.7506e-009,0.9397
6.7892e-009,0.7427
6.8278e-009,0.5783
6.8664e-009,0.4618
6.9049e-009,0.3950
6.9435e-009,0.3663
6.9821e-009,0.3573
7.0206e-009,0.3517
7.0592e-009,0.3276
7.0978e-009,0.3310
7.1364e-009,0.3750
7.1749e-009,0.4801
7.2135e-009,0.6456
7.2521e-009,0.8510
7.2907e-009,1.0178
7.3293e-009,1.1130
7.3678e-009,1.1488
7.4064e-009,1.1498
7.4450e-009,1.1398
7.4835e-009,1.1355
7.5221e-009,1.1700
7.5607e-009,1.1902
7.5993e-009,1.1767
7.6379e-009,1.1196
7.6764e-009,0.9948
7.7150e-009,0.8045
7.7536e-009,0.6250
7.7922e-009,0.4934
7.8307e-009,0.4111
7.8693e-009,0.3724
7.9079e-009,0.3586
7.9464e-009,0.3539
7.9850e-009,0.3339
8.0236e-009,0.3259
8.0622e-009,0.3556
8.1008e-009,0.4398
8.1393e-009,0.5874
8.1779e-009,0.7853
8.2165e-009,0.9734
8.2550e-009,1.0900
8.2936e-009,1.1427
8.3322e-009,1.1513
8.3708e-009,1.1431
8.4093e-009,1.1353
8.4479e-009,1.1541
8.4865e-009,1.1881
8.5251e-009,1.1848
8.5637e-009,1.1438
8.6022e-009,1.0425
8.6408e-009,0.8680
8.6794e-009,0.6764
8.7179e-009,0.5297
8.7565e-009,0.4317
8.7951e-009,0.3813
8.8337e-009,0.3611
8.8722e-009,0.3555
8.9108e-009,0.3482
8.9494e-009,0.3254
8.9880e-009,0.3418
9.0266e-009,0.4061
9.0651e-009,0.5347
9.1037e-009,0.7183
9.1423e-009,0.9210
9.1808e-009,1.0608
9.2194e-009,1.1323
9.2580e-009,1.1514
9.2966e-009,1.1464
9.3352e-009,1.1365
9.3737e-009,1.1367
9.4123e-009,1.1828
9.4509e-009,1.1893
9.4895e-009,1.1622
9.5280e-009,1.0827
9.5666e-009,0.9300
9.6052e-009,0.7328
9.6437e-009,0.5713
9.6823e-009,0.4572
9.7209e-009,0.3928
9.7595e-009,0.3650
9.7981e-009,0.3570
9.8366e-009,0.3511
9.8752e-009,0.3276
9.9138e-009,0.3323
9.9524e-009,0.3790
9.9909e-009,0.4875
1.00295e-008,0.6553
1.00681e-008,0.8611
1.01066e-008,1.0244
1.01452e-008,1.1163
1.01838e-008,1.1493
1.02224e-008,1.1492
1.02610e-008,1.1392
1.02995e-008,1.1356
1.03381e-008,1.1738
1.03767e-008,1.1907
1.04152e-008,1.1752
1.04538e-008,1.1152
1.04924e-008,0.9864
1.05310e-008,0.7937
1.05695e-008,0.6173
