.HEADER
..NAMES
Time,V U1.AA14
.DATA
0.0e+000,1.0942
3.67e-011,1.0943
7.33e-011,1.0952
1.100e-010,1.0969
1.467e-010,1.1016
1.834e-010,1.1030
2.201e-010,1.0898
2.567e-010,1.0433
2.934e-010,0.9468
3.301e-010,0.8197
3.667e-010,0.6905
4.034e-010,0.5770
4.401e-010,0.4884
4.768e-010,0.4256
5.135e-010,0.3831
5.501e-010,0.3550
5.868e-010,0.3354
6.235e-010,0.3221
6.601e-010,0.3128
6.968e-010,0.3064
7.335e-010,0.3017
7.702e-010,0.2981
8.068e-010,0.2954
8.435e-010,0.2947
8.802e-010,0.2976
9.169e-010,0.3054
9.536e-010,0.3164
9.902e-010,0.3261
1.0269e-009,0.3327
1.0636e-009,0.3388
1.1003e-009,0.3488
1.1369e-009,0.3656
1.1736e-009,0.3876
1.2103e-009,0.4081
1.2469e-009,0.4204
1.2836e-009,0.4206
1.3203e-009,0.4108
1.3570e-009,0.3971
1.3936e-009,0.3868
1.4303e-009,0.3842
1.4670e-009,0.3897
1.5037e-009,0.4003
1.5403e-009,0.4109
1.5770e-009,0.4169
1.6137e-009,0.4162
1.6504e-009,0.4106
1.6871e-009,0.4039
1.7237e-009,0.3995
1.7604e-009,0.3987
1.7971e-009,0.4009
1.8338e-009,0.4044
1.8704e-009,0.4076
1.9071e-009,0.4095
1.9438e-009,0.4099
1.9805e-009,0.4097
2.0171e-009,0.4141
2.0538e-009,0.4325
2.0905e-009,0.4826
2.1272e-009,0.5710
2.1638e-009,0.6811
2.2005e-009,0.7930
2.2372e-009,0.8745
2.2738e-009,0.9328
2.3105e-009,0.9769
2.3472e-009,1.0120
2.3839e-009,1.0385
2.4205e-009,1.0581
2.4572e-009,1.0732
2.4939e-009,1.0865
2.5306e-009,1.1001
2.5672e-009,1.1131
2.6039e-009,1.1236
2.6406e-009,1.1292
2.6773e-009,1.1282
2.7139e-009,1.1201
2.7506e-009,1.1060
2.7873e-009,1.0896
2.8240e-009,1.0763
2.8606e-009,1.0685
2.8973e-009,1.0643
2.9340e-009,1.0571
2.9707e-009,1.0440
3.0073e-009,1.0273
3.0440e-009,1.0132
3.0807e-009,1.0076
3.1174e-009,1.0110
3.1540e-009,1.0189
3.1907e-009,1.0255
3.2274e-009,1.0266
3.2641e-009,1.0220
3.3007e-009,1.0142
3.3374e-009,1.0067
3.3741e-009,1.0024
3.4108e-009,1.0026
3.4475e-009,1.0066
3.4841e-009,1.0117
3.5208e-009,1.0148
3.5575e-009,1.0142
3.5942e-009,1.0110
3.6308e-009,1.0076
3.6675e-009,1.0059
3.7042e-009,1.0062
3.7408e-009,1.0080
3.7775e-009,1.0106
3.8142e-009,1.0141
3.8509e-009,1.0193
3.8875e-009,1.0270
3.9242e-009,1.0366
3.9609e-009,1.0471
3.9976e-009,1.0568
4.0342e-009,1.0648
4.0709e-009,1.0713
4.1076e-009,1.0771
4.1443e-009,1.0828
4.1809e-009,1.0886
4.2176e-009,1.0940
4.2543e-009,1.0975
4.2910e-009,1.0979
4.3276e-009,1.0949
4.3643e-009,1.0898
4.4010e-009,1.0846
4.4377e-009,1.0814
4.4743e-009,1.0816
4.5110e-009,1.0850
4.5477e-009,1.0904
4.5844e-009,1.0961
4.6211e-009,1.1004
4.6577e-009,1.1026
4.6944e-009,1.1020
4.7311e-009,1.1002
4.7678e-009,1.0980
4.8044e-009,1.0968
4.8411e-009,1.0993
4.8778e-009,1.0984
4.9145e-009,1.0827
4.9511e-009,1.0316
4.9878e-009,0.9328
5.0245e-009,0.8082
5.0612e-009,0.6835
5.0978e-009,0.5734
5.1345e-009,0.4862
5.1712e-009,0.4233
5.2079e-009,0.3804
5.2445e-009,0.3521
5.2812e-009,0.3336
5.3179e-009,0.3221
5.3546e-009,0.3149
5.3912e-009,0.3100
5.4279e-009,0.3061
5.4646e-009,0.3023
5.5013e-009,0.2987
5.5379e-009,0.2970
5.5746e-009,0.2992
5.6113e-009,0.3069
5.6480e-009,0.3177
5.6846e-009,0.3271
5.7213e-009,0.3339
5.7580e-009,0.3409
5.7947e-009,0.3522
5.8313e-009,0.3701
5.8680e-009,0.3919
5.9047e-009,0.4110
5.9414e-009,0.4212
5.9780e-009,0.4197
6.0147e-009,0.4090
6.0514e-009,0.3958
6.0881e-009,0.3870
6.1247e-009,0.3860
6.1614e-009,0.3927
6.1981e-009,0.4035
6.2348e-009,0.4136
6.2714e-009,0.4184
6.3081e-009,0.4166
6.3448e-009,0.4104
6.3815e-009,0.4038
6.4181e-009,0.3998
6.4548e-009,0.3994
6.4915e-009,0.4018
6.5282e-009,0.4053
6.5648e-009,0.4085
6.6015e-009,0.4106
6.6382e-009,0.4109
6.6749e-009,0.4089
6.7115e-009,0.4035
6.7482e-009,0.3947
6.7849e-009,0.3832
6.8215e-009,0.3705
6.8582e-009,0.3588
6.8949e-009,0.3492
6.9316e-009,0.3422
6.9682e-009,0.3370
7.0049e-009,0.3322
7.0416e-009,0.3269
7.0783e-009,0.3214
7.1149e-009,0.3167
7.1516e-009,0.3147
7.1883e-009,0.3164
7.2250e-009,0.3213
7.2616e-009,0.3276
7.2983e-009,0.3329
7.3350e-009,0.3353
7.3717e-009,0.3338
7.4083e-009,0.3291
7.4450e-009,0.3227
7.4817e-009,0.3166
7.5184e-009,0.3126
7.5550e-009,0.3113
7.5917e-009,0.3129
7.6284e-009,0.3191
7.6651e-009,0.3359
7.7018e-009,0.3749
7.7384e-009,0.4522
7.7751e-009,0.5612
7.8118e-009,0.6871
7.8484e-009,0.7948
7.8851e-009,0.8713
7.9218e-009,0.9281
7.9585e-009,0.9744
7.9952e-009,1.0146
8.0318e-009,1.0474
8.0685e-009,1.0716
8.1052e-009,1.0883
8.1418e-009,1.0990
8.1785e-009,1.1054
8.2152e-009,1.1089
8.2519e-009,1.1110
8.2886e-009,1.1120
8.3252e-009,1.1114
8.3619e-009,1.1075
8.3986e-009,1.1004
8.4352e-009,1.0920
8.4719e-009,1.0862
8.5086e-009,1.0823
8.5453e-009,1.0766
8.5820e-009,1.0670
8.6186e-009,1.0491
8.6553e-009,1.0143
8.6920e-009,0.9477
8.7286e-009,0.8342
8.7653e-009,0.7005
8.8020e-009,0.5828
8.8387e-009,0.4875
8.8754e-009,0.4099
8.9120e-009,0.3461
8.9487e-009,0.2961
8.9854e-009,0.2593
9.0220e-009,0.2356
9.0587e-009,0.2240
9.0954e-009,0.2212
9.1321e-009,0.2223
9.1688e-009,0.2228
9.2054e-009,0.2205
9.2421e-009,0.2158
9.2788e-009,0.2122
9.3154e-009,0.2133
9.3521e-009,0.2214
9.3888e-009,0.2343
9.4255e-009,0.2457
9.4622e-009,0.2541
9.4988e-009,0.2653
9.5355e-009,0.2852
9.5722e-009,0.3152
9.6088e-009,0.3503
9.6455e-009,0.3803
9.6822e-009,0.3972
9.7189e-009,0.3993
9.7556e-009,0.3919
9.7922e-009,0.3832
9.8289e-009,0.3806
9.8656e-009,0.3860
9.9022e-009,0.3970
9.9389e-009,0.4085
9.9756e-009,0.4153
1.00123e-008,0.4142
1.00490e-008,0.4061
1.00856e-008,0.3961
1.01223e-008,0.3902
1.01590e-008,0.3910
1.01956e-008,0.3974
1.02323e-008,0.4062
1.02690e-008,0.4138
1.03057e-008,0.4182
1.03424e-008,0.4188
1.03790e-008,0.4161
1.04157e-008,0.4116
1.04524e-008,0.4103
1.04890e-008,0.4213
1.05257e-008,0.4609
1.05624e-008,0.5422
1.05991e-008,0.6509
1.06358e-008,0.7704
1.06724e-008,0.8630
1.07091e-008,0.9283
1.07458e-008,0.9747
1.07824e-008,1.0084
1.08191e-008,1.0337
1.08558e-008,1.0529
1.08925e-008,1.0696
1.09292e-008,1.0863
1.09658e-008,1.1033
1.10025e-008,1.1188
1.10392e-008,1.1303
1.10758e-008,1.1352
1.11125e-008,1.1326
1.11492e-008,1.1231
1.11859e-008,1.1078
1.12226e-008,1.0910
1.12592e-008,1.0775
1.12959e-008,1.0701
1.13326e-008,1.0675
1.13693e-008,1.0629
1.14059e-008,1.0517
1.14426e-008,1.0353
1.14793e-008,1.0190
1.15159e-008,1.0096
1.15526e-008,1.0097
1.15893e-008,1.0158
1.16260e-008,1.0228
1.16627e-008,1.0262
1.16993e-008,1.0244
1.17360e-008,1.0188
1.17727e-008,1.0121
1.18093e-008,1.0071
1.18460e-008,1.0055
1.18827e-008,1.0076
1.19194e-008,1.0115
1.19561e-008,1.0145
1.19927e-008,1.0147
1.20294e-008,1.0123
1.20661e-008,1.0096
1.21027e-008,1.0081
1.21394e-008,1.0083
1.21761e-008,1.0099
1.22128e-008,1.0120
1.22495e-008,1.0149
1.22861e-008,1.0195
1.23228e-008,1.0265
1.23595e-008,1.0359
1.23961e-008,1.0464
1.24328e-008,1.0564
1.24695e-008,1.0649
1.25062e-008,1.0717
1.25429e-008,1.0775
1.25795e-008,1.0829
1.26162e-008,1.0885
1.26529e-008,1.0939
1.26895e-008,1.0979
1.27262e-008,1.0992
1.27629e-008,1.0972
1.27996e-008,1.0926
1.28363e-008,1.0874
1.28729e-008,1.0836
1.29096e-008,1.0828
1.29463e-008,1.0852
1.29829e-008,1.0901
1.30196e-008,1.0957
1.30563e-008,1.1005
1.30930e-008,1.1034
1.31297e-008,1.1039
1.31663e-008,1.1023
1.32030e-008,1.0993
1.32397e-008,1.0958
1.32763e-008,1.0929
1.33130e-008,1.0912
1.33497e-008,1.0911
1.33864e-008,1.0926
1.34231e-008,1.0952
1.34597e-008,1.0983
1.34964e-008,1.1006
1.35331e-008,1.1015
1.35697e-008,1.1007
1.36064e-008,1.0986
1.36431e-008,1.0963
1.36798e-008,1.0948
1.37165e-008,1.0946
1.37531e-008,1.0957
1.37898e-008,1.0974
1.38265e-008,1.0990
1.38631e-008,1.1000
1.38998e-008,1.1001
1.39365e-008,1.0993
1.39732e-008,1.0979
1.40099e-008,1.0964
1.40465e-008,1.0954
1.40832e-008,1.0946
1.41199e-008,1.0954
1.41565e-008,1.0970
1.41932e-008,1.1003
1.42299e-008,1.1055
1.42666e-008,1.1037
1.43033e-008,1.0816
1.43399e-008,1.0177
1.43766e-008,0.9062
1.44133e-008,0.7753
1.44499e-008,0.6491
1.44866e-008,0.5433
1.45233e-008,0.4644
1.45600e-008,0.4103
1.45967e-008,0.3748
1.46333e-008,0.3503
1.46700e-008,0.3334
1.47067e-008,0.3213
1.47433e-008,0.3126
1.47800e-008,0.3063
1.48167e-008,0.3017
1.48534e-008,0.2981
1.48901e-008,0.2960
1.49267e-008,0.2965
1.49634e-008,0.3011
1.50001e-008,0.3108
1.50368e-008,0.3221
1.50734e-008,0.3308
1.51101e-008,0.3370
1.51468e-008,0.3440
1.51834e-008,0.3561
1.52201e-008,0.3749
1.52568e-008,0.3969
1.52935e-008,0.4150
1.53301e-008,0.4231
1.53668e-008,0.4193
1.54035e-008,0.4072
1.54402e-008,0.3941
1.54769e-008,0.3864
1.55135e-008,0.3870
1.55502e-008,0.3950
1.55869e-008,0.4063
1.56236e-008,0.4157
1.56602e-008,0.4193
1.56969e-008,0.4163
1.57336e-008,0.4096
1.57703e-008,0.4032
1.58069e-008,0.3998
1.58436e-008,0.4003
1.58803e-008,0.4034
1.59169e-008,0.4072
1.59536e-008,0.4103
1.59903e-008,0.4119
1.60270e-008,0.4114
1.60636e-008,0.4122
1.61003e-008,0.4200
1.61370e-008,0.4473
1.61737e-008,0.5125
1.62104e-008,0.6106
1.62470e-008,0.7255
1.62837e-008,0.8280
1.63204e-008,0.9000
1.63571e-008,0.9525
1.63937e-008,0.9930
1.64304e-008,1.0246
1.64671e-008,1.0484
1.65037e-008,1.0654
1.65404e-008,1.0791
1.65771e-008,1.0924
1.66138e-008,1.1060
1.66504e-008,1.1184
1.66871e-008,1.1275
1.67238e-008,1.1311
1.67605e-008,1.1277
1.67972e-008,1.1171
1.68338e-008,1.1014
1.68705e-008,1.0855
1.69072e-008,1.0738
1.69439e-008,1.0678
1.69805e-008,1.0631
1.70172e-008,1.0540
1.70539e-008,1.0391
1.70905e-008,1.0227
1.71272e-008,1.0113
1.71639e-008,1.0093
1.72006e-008,1.0150
1.72372e-008,1.0231
1.72739e-008,1.0279
1.73106e-008,1.0267
1.73473e-008,1.0205
1.73840e-008,1.0123
1.74206e-008,1.0056
1.74573e-008,1.0029
1.74940e-008,1.0049
1.75307e-008,1.0098
1.75673e-008,1.0145
1.76040e-008,1.0163
1.76407e-008,1.0145
1.76773e-008,1.0108
1.77140e-008,1.0078
1.77507e-008,1.0068
1.77874e-008,1.0077
1.78240e-008,1.0099
1.78607e-008,1.0137
1.78974e-008,1.0192
1.79341e-008,1.0274
1.79708e-008,1.0405
1.80074e-008,1.0498
1.80441e-008,1.0420
1.80808e-008,0.9957
1.81175e-008,0.8983
1.81541e-008,0.7750
1.81908e-008,0.6552
1.82275e-008,0.5541
1.82641e-008,0.4770
1.83008e-008,0.4231
1.83375e-008,0.3853
1.83742e-008,0.3572
1.84108e-008,0.3342
1.84475e-008,0.3156
1.84842e-008,0.3017
1.85209e-008,0.2932
1.85576e-008,0.2901
1.85942e-008,0.2911
1.86309e-008,0.2945
1.86676e-008,0.2997
1.87043e-008,0.3071
1.87409e-008,0.3170
1.87776e-008,0.3271
1.88143e-008,0.3334
1.88509e-008,0.3360
1.88876e-008,0.3395
1.89243e-008,0.3488
1.89610e-008,0.3664
1.89976e-008,0.3894
1.90343e-008,0.4106
1.90710e-008,0.4233
1.91077e-008,0.4238
1.91444e-008,0.4145
1.91810e-008,0.4012
1.92177e-008,0.3910
1.92544e-008,0.3881
1.92911e-008,0.3932
1.93277e-008,0.4033
1.93644e-008,0.4136
1.94011e-008,0.4196
1.94377e-008,0.4192
1.94744e-008,0.4143
1.95111e-008,0.4084
1.95478e-008,0.4043
1.95844e-008,0.4032
1.96211e-008,0.4044
1.96578e-008,0.4068
1.96945e-008,0.4091
1.97312e-008,0.4107
1.97678e-008,0.4110
1.98045e-008,0.4090
1.98412e-008,0.4039
1.98779e-008,0.3952
1.99145e-008,0.3839
1.99512e-008,0.3714
1.99879e-008,0.3596
2.00245e-008,0.3500
2.00612e-008,0.3428
2.00979e-008,0.3374
2.01346e-008,0.3327
2.01712e-008,0.3276
2.02079e-008,0.3223
2.02446e-008,0.3180
2.02813e-008,0.3163
2.03179e-008,0.3182
2.03546e-008,0.3231
2.03913e-008,0.3292
2.04280e-008,0.3342
2.04647e-008,0.3361
2.05013e-008,0.3343
2.05380e-008,0.3293
2.05747e-008,0.3228
2.06114e-008,0.3168
2.06480e-008,0.3130
2.06847e-008,0.3122
2.07214e-008,0.3142
2.07580e-008,0.3205
2.07947e-008,0.3368
2.08314e-008,0.3740
2.08681e-008,0.4485
2.09047e-008,0.5554
2.09414e-008,0.6800
2.09781e-008,0.7890
2.10148e-008,0.8667
2.10515e-008,0.9247
2.10881e-008,0.9721
2.11248e-008,1.0133
2.11615e-008,1.0473
2.11982e-008,1.0723
2.12348e-008,1.0893
2.12715e-008,1.1000
2.13082e-008,1.1061
2.13448e-008,1.1092
2.13815e-008,1.1111
2.14182e-008,1.1121
2.14549e-008,1.1118
2.14915e-008,1.1085
2.15282e-008,1.1018
2.15649e-008,1.0938
2.16016e-008,1.0866
2.16383e-008,1.0814
2.16749e-008,1.0743
2.17116e-008,1.0606
2.17483e-008,1.0407
2.17850e-008,1.0195
2.18216e-008,1.0049
2.18583e-008,1.0023
2.18950e-008,1.0099
2.19316e-008,1.0219
2.19683e-008,1.0312
2.20050e-008,1.0333
2.20417e-008,1.0281
2.20783e-008,1.0185
2.21150e-008,1.0086
2.21517e-008,1.0024
2.21884e-008,1.0020
2.22251e-008,1.0067
2.22617e-008,1.0132
2.22984e-008,1.0180
2.23351e-008,1.0189
2.23718e-008,1.0168
2.24084e-008,1.0136
2.24451e-008,1.0110
2.24818e-008,1.0098
2.25184e-008,1.0098
2.25551e-008,1.0112
2.25918e-008,1.0147
2.26285e-008,1.0209
2.26651e-008,1.0300
2.27018e-008,1.0409
2.27385e-008,1.0520
2.27752e-008,1.0615
2.28119e-008,1.0690
2.28485e-008,1.0748
2.28852e-008,1.0799
2.29219e-008,1.0852
2.29586e-008,1.0909
2.29952e-008,1.0962
2.30319e-008,1.0995
2.30686e-008,1.0996
2.31052e-008,1.0964
2.31419e-008,1.0912
2.31786e-008,1.0861
2.32153e-008,1.0833
2.32519e-008,1.0838
2.32886e-008,1.0875
2.33253e-008,1.0929
2.33620e-008,1.0984
2.33987e-008,1.1024
2.34353e-008,1.1040
2.34720e-008,1.1030
2.35087e-008,1.1012
2.35454e-008,1.0992
2.35820e-008,1.0998
2.36187e-008,1.1020
2.36554e-008,1.0956
2.36920e-008,1.0661
2.37287e-008,0.9915
2.37654e-008,0.8764
2.38021e-008,0.7494
2.38387e-008,0.6297
2.38754e-008,0.5299
2.39121e-008,0.4545
2.39488e-008,0.4022
2.39855e-008,0.3665
2.40221e-008,0.3438
2.40588e-008,0.3290
2.40955e-008,0.3201
2.41322e-008,0.3143
2.41688e-008,0.3100
2.42055e-008,0.3061
2.42422e-008,0.3019
2.42788e-008,0.2986
2.43155e-008,0.2984
2.43522e-008,0.3031
2.43889e-008,0.3130
2.44255e-008,0.3240
2.44622e-008,0.3322
2.44989e-008,0.3393
2.45356e-008,0.3564
2.45723e-008,0.3992
2.46089e-008,0.4886
2.46456e-008,0.6265
2.46823e-008,0.7843
2.47190e-008,0.9198
2.47556e-008,0.9991
2.47923e-008,1.0410
2.48290e-008,1.0683
2.48657e-008,1.0954
2.49023e-008,1.1255
2.49390e-008,1.1552
2.49757e-008,1.1796
2.50123e-008,1.1960
2.50490e-008,1.2031
2.50857e-008,1.2029
2.51224e-008,1.1994
2.51590e-008,1.1959
2.51957e-008,1.1932
2.52324e-008,1.1898
2.52691e-008,1.1834
2.53058e-008,1.1749
2.53424e-008,1.1677
2.53791e-008,1.1636
2.54158e-008,1.1587
2.54525e-008,1.1444
2.54891e-008,1.1181
2.55258e-008,1.0848
2.55625e-008,1.0551
2.55991e-008,1.0387
2.56358e-008,1.0374
2.56725e-008,1.0451
2.57092e-008,1.0523
2.57458e-008,1.0515
2.57825e-008,1.0408
2.58192e-008,1.0235
2.58559e-008,1.0059
2.58926e-008,0.9947
2.59292e-008,0.9939
2.59659e-008,1.0034
2.60026e-008,1.0179
2.60393e-008,1.0303
2.60759e-008,1.0353
2.61126e-008,1.0323
2.61493e-008,1.0243
2.61859e-008,1.0148
2.62226e-008,1.0070
2.62593e-008,1.0022
2.62960e-008,1.0013
2.63326e-008,1.0051
2.63693e-008,1.0139
2.64060e-008,1.0272
2.64427e-008,1.0430
2.64794e-008,1.0582
2.65160e-008,1.0699
2.65527e-008,1.0769
2.65894e-008,1.0799
2.66261e-008,1.0808
2.66627e-008,1.0823
2.66994e-008,1.0859
2.67361e-008,1.0915
2.67727e-008,1.0971
2.68094e-008,1.0999
2.68461e-008,1.0984
2.68828e-008,1.0929
2.69194e-008,1.0858
2.69561e-008,1.0802
2.69928e-008,1.0784
2.70295e-008,1.0812
2.70662e-008,1.0873
2.71028e-008,1.0947
2.71395e-008,1.1011
2.71762e-008,1.1048
2.72129e-008,1.1051
2.72495e-008,1.1025
2.72862e-008,1.0984
2.73229e-008,1.0941
2.73595e-008,1.0910
2.73962e-008,1.0896
2.74329e-008,1.0901
2.74696e-008,1.0925
2.75062e-008,1.0962
2.75429e-008,1.0999
2.75796e-008,1.1023
2.76163e-008,1.1026
2.76530e-008,1.1007
2.76896e-008,1.0975
2.77263e-008,1.0945
2.77630e-008,1.0929
2.77997e-008,1.0933
2.78363e-008,1.0953
2.78730e-008,1.0978
2.79097e-008,1.0999
2.79463e-008,1.1009
2.79830e-008,1.1004
2.80197e-008,1.0988
2.80564e-008,1.0968
2.80930e-008,1.0951
2.81297e-008,1.0944
2.81664e-008,1.0945
