.HEADER
..NAMES
Time,V U1.AC3
.DATA
0.0e+000,0.3155
3.86e-011,0.3155
7.72e-011,0.3155
1.157e-010,0.3155
1.543e-010,0.3155
1.929e-010,0.3155
2.314e-010,0.3155
2.700e-010,0.3207
3.086e-010,0.3386
3.472e-010,0.3868
3.857e-010,0.4818
4.243e-010,0.6192
4.629e-010,0.7765
5.015e-010,0.9018
5.401e-010,0.9908
5.786e-010,1.0537
6.172e-010,1.1005
6.558e-010,1.1360
6.944e-010,1.1622
7.329e-010,1.2159
7.715e-010,1.2372
8.101e-010,1.2344
8.486e-010,1.1949
8.872e-010,1.0903
9.258e-010,0.9294
9.644e-010,0.7553
1.0029e-009,0.5893
1.0415e-009,0.4587
1.0801e-009,0.3727
1.1187e-009,0.3243
1.1572e-009,0.3004
1.1958e-009,0.2760
1.2344e-009,0.2747
1.2730e-009,0.2965
1.3115e-009,0.3591
1.3501e-009,0.4740
1.3887e-009,0.6358
1.4273e-009,0.8014
1.4658e-009,0.9411
1.5044e-009,1.0484
1.5430e-009,1.1234
1.5816e-009,1.1713
1.6202e-009,1.1979
1.6587e-009,1.2330
1.6973e-009,1.2523
1.7359e-009,1.2516
1.7745e-009,1.2236
1.8130e-009,1.1402
1.8516e-009,0.9945
1.8902e-009,0.8243
1.9288e-009,0.6525
1.9673e-009,0.5045
2.0059e-009,0.3987
2.0445e-009,0.3351
2.0830e-009,0.3026
2.1216e-009,0.2882
2.1602e-009,0.2811
2.1988e-009,0.2731
2.2374e-009,0.2673
2.2759e-009,0.2680
2.3145e-009,0.2748
2.3531e-009,0.2890
2.3916e-009,0.3103
2.4302e-009,0.3316
2.4688e-009,0.3473
2.5074e-009,0.3559
2.5459e-009,0.3570
2.5845e-009,0.3510
2.6231e-009,0.3410
2.6617e-009,0.3314
2.7003e-009,0.3242
2.7388e-009,0.3197
2.7774e-009,0.3179
2.8160e-009,0.3179
2.8545e-009,0.3185
2.8931e-009,0.3188
2.9317e-009,0.3190
2.9703e-009,0.3183
3.0089e-009,0.3168
3.0474e-009,0.3155
3.0860e-009,0.3200
3.1246e-009,0.3381
3.1631e-009,0.3879
3.2017e-009,0.4857
3.2403e-009,0.6255
3.2789e-009,0.7831
3.3175e-009,0.9071
3.3560e-009,0.9947
3.3946e-009,1.0567
3.4332e-009,1.1027
3.4717e-009,1.1374
3.5103e-009,1.1629
3.5489e-009,1.1808
3.5875e-009,1.1925
3.6260e-009,1.1993
3.6646e-009,1.2011
3.7032e-009,1.1963
3.7418e-009,1.1845
3.7803e-009,1.1680
3.8189e-009,1.1532
3.8575e-009,1.1472
3.8961e-009,1.1500
3.9346e-009,1.1565
3.9732e-009,1.1632
4.0118e-009,1.1692
4.0504e-009,1.1740
4.0890e-009,1.1772
4.1275e-009,1.1793
4.1661e-009,1.1806
4.2047e-009,1.1811
4.2433e-009,1.1808
4.2818e-009,1.1805
4.3204e-009,1.1805
4.3590e-009,1.1815
4.3975e-009,1.1833
4.4361e-009,1.1846
4.4747e-009,1.1849
4.5133e-009,1.1846
4.5519e-009,1.1843
4.5904e-009,1.1840
4.6290e-009,1.1838
4.6676e-009,1.1837
4.7062e-009,1.1837
4.7447e-009,1.1837
4.7833e-009,1.1836
4.8219e-009,1.1836
4.8604e-009,1.1837
4.8990e-009,1.1840
4.9376e-009,1.1841
4.9762e-009,1.1840
5.0147e-009,1.1838
5.0533e-009,1.1837
5.0919e-009,1.1837
5.1305e-009,1.1837
5.1691e-009,1.1838
5.2076e-009,1.1838
5.2462e-009,1.1838
5.2848e-009,1.1838
5.3234e-009,1.1837
5.3619e-009,1.1838
5.4005e-009,1.1854
5.4391e-009,1.1903
5.4776e-009,1.1915
5.5162e-009,1.1720
5.5548e-009,1.1043
5.5934e-009,0.9771
5.6320e-009,0.8271
5.6705e-009,0.6825
5.7091e-009,0.5537
5.7477e-009,0.4510
5.7863e-009,0.3784
5.8248e-009,0.3341
5.8634e-009,0.3100
5.9020e-009,0.2961
5.9405e-009,0.2864
5.9791e-009,0.2791
6.0177e-009,0.2755
6.0563e-009,0.2780
6.0948e-009,0.2899
6.1334e-009,0.3103
6.1720e-009,0.3311
6.2106e-009,0.3460
6.2492e-009,0.3535
6.2877e-009,0.3545
6.3263e-009,0.3497
6.3649e-009,0.3412
6.4035e-009,0.3322
6.4420e-009,0.3253
6.4806e-009,0.3208
6.5192e-009,0.3183
6.5577e-009,0.3174
6.5963e-009,0.3178
6.6349e-009,0.3187
6.6735e-009,0.3189
6.7121e-009,0.3180
6.7506e-009,0.3165
6.7892e-009,0.3151
6.8278e-009,0.3177
6.8664e-009,0.3308
6.9049e-009,0.3702
6.9435e-009,0.4551
6.9821e-009,0.5851
7.0206e-009,0.7428
7.0592e-009,0.8775
7.0978e-009,0.9737
7.1364e-009,1.0417
7.1749e-009,1.0915
7.2135e-009,1.1289
7.2521e-009,1.1567
7.2907e-009,1.2068
7.3293e-009,1.2342
7.3678e-009,1.2368
7.4064e-009,1.2074
7.4450e-009,1.1183
7.4835e-009,0.9658
7.5221e-009,0.7925
7.5607e-009,0.6222
7.5993e-009,0.4824
7.6379e-009,0.3868
7.6764e-009,0.3314
7.7150e-009,0.3034
7.7536e-009,0.2907
7.7922e-009,0.2830
7.8307e-009,0.2737
7.8693e-009,0.2673
7.9079e-009,0.2682
7.9464e-009,0.2759
7.9850e-009,0.2911
8.0236e-009,0.3126
8.0622e-009,0.3336
8.1008e-009,0.3489
8.1393e-009,0.3567
8.1779e-009,0.3568
8.2165e-009,0.3506
8.2550e-009,0.3474
8.2936e-009,0.3643
8.3322e-009,0.4204
8.3708e-009,0.5259
8.4093e-009,0.6714
8.4479e-009,0.8231
8.4865e-009,0.9364
8.5251e-009,1.0168
8.5637e-009,1.0744
8.6022e-009,1.1161
8.6408e-009,1.1469
8.6794e-009,1.1686
8.7179e-009,1.1833
8.7565e-009,1.1929
8.7951e-009,1.1985
8.8337e-009,1.1991
8.8722e-009,1.1927
8.9108e-009,1.1799
8.9494e-009,1.1636
8.9880e-009,1.1509
9.0266e-009,1.1475
9.0651e-009,1.1516
9.1037e-009,1.1582
9.1423e-009,1.1646
9.1808e-009,1.1780
9.2194e-009,1.1860
9.2580e-009,1.1764
9.2966e-009,1.1254
9.3352e-009,1.0127
9.3737e-009,0.8636
9.4123e-009,0.7164
9.4509e-009,0.5808
9.4895e-009,0.4710
9.5280e-009,0.3919
9.5666e-009,0.3431
9.6052e-009,0.3158
9.6437e-009,0.2865
9.6823e-009,0.2857
9.7209e-009,0.3143
9.7595e-009,0.3859
9.7981e-009,0.5074
9.8366e-009,0.6730
9.8752e-009,0.8354
9.9138e-009,0.9688
9.9524e-009,1.0667
9.9909e-009,1.1325
1.00295e-008,1.1736
1.00681e-008,1.1969
1.01066e-008,1.2067
1.01452e-008,1.2099
1.01838e-008,1.2121
1.02224e-008,1.2109
1.02610e-008,1.2046
1.02995e-008,1.1935
1.03381e-008,1.1788
1.03767e-008,1.1629
1.04152e-008,1.1525
1.04538e-008,1.1499
1.04924e-008,1.1528
1.05310e-008,1.1582
1.05695e-008,1.1645
1.06081e-008,1.1703
1.06467e-008,1.1746
1.06853e-008,1.1779
1.07239e-008,1.1802
1.07624e-008,1.1810
1.08010e-008,1.1809
1.08396e-008,1.1807
1.08781e-008,1.1806
1.09167e-008,1.1810
1.09553e-008,1.1822
1.09939e-008,1.1836
1.10324e-008,1.1843
1.10710e-008,1.1844
1.11096e-008,1.1843
1.11482e-008,1.1840
1.11868e-008,1.1838
1.12253e-008,1.1836
1.12639e-008,1.1835
1.13025e-008,1.1834
1.13410e-008,1.1833
1.13796e-008,1.1833
1.14182e-008,1.1834
1.14568e-008,1.1836
1.14953e-008,1.1838
1.15339e-008,1.1838
1.15725e-008,1.1836
1.16111e-008,1.1835
1.16497e-008,1.1835
1.16882e-008,1.1835
1.17268e-008,1.1835
1.17654e-008,1.1835
1.18039e-008,1.1836
1.18425e-008,1.1835
1.18811e-008,1.1835
1.19197e-008,1.1835
1.19583e-008,1.1836
1.19968e-008,1.1836
1.20354e-008,1.1835
1.20740e-008,1.1835
1.21126e-008,1.1835
1.21511e-008,1.1835
1.21897e-008,1.1835
1.22283e-008,1.1835
1.22668e-008,1.1835
1.23054e-008,1.1835
1.23440e-008,1.1835
1.23826e-008,1.1835
1.24212e-008,1.1835
1.24597e-008,1.1879
1.24983e-008,1.1921
1.25369e-008,1.1829
1.25755e-008,1.1367
1.26140e-008,1.0295
1.26526e-008,0.8821
1.26912e-008,0.7350
1.27297e-008,0.5984
1.27683e-008,0.4854
1.28069e-008,0.4016
1.28455e-008,0.3475
1.28841e-008,0.3170
1.29226e-008,0.2869
1.29612e-008,0.2835
1.29998e-008,0.3091
1.30383e-008,0.3759
1.30769e-008,0.4920
1.31155e-008,0.6539
1.31541e-008,0.8186
1.31926e-008,0.9557
1.32312e-008,1.0574
1.32698e-008,1.1264
1.33084e-008,1.1698
1.33470e-008,1.1944
1.33855e-008,1.2055
1.34241e-008,1.2094
1.34627e-008,1.2118
1.35012e-008,1.2112
1.35398e-008,1.2054
1.35784e-008,1.1946
1.36170e-008,1.1802
1.36555e-008,1.1642
1.36941e-008,1.1529
1.37327e-008,1.1496
1.37713e-008,1.1521
1.38099e-008,1.1573
1.38484e-008,1.1676
1.38870e-008,1.1797
1.39256e-008,1.1830
1.39641e-008,1.1607
1.40027e-008,1.0847
1.40413e-008,0.9511
1.40799e-008,0.8008
1.41185e-008,0.6571
1.41570e-008,0.5314
1.41956e-008,0.4338
1.42342e-008,0.3673
1.42728e-008,0.3288
1.43113e-008,0.3076
1.43499e-008,0.2948
1.43885e-008,0.2852
1.44270e-008,0.2780
1.44656e-008,0.2750
1.45042e-008,0.2790
1.45428e-008,0.2926
1.45814e-008,0.3135
1.46199e-008,0.3336
1.46585e-008,0.3474
1.46971e-008,0.3539
1.47357e-008,0.3541
1.47742e-008,0.3484
1.48128e-008,0.3450
1.48514e-008,0.3570
1.48899e-008,0.4038
1.49285e-008,0.4999
1.49671e-008,0.6380
1.50057e-008,0.7931
1.50443e-008,0.9146
1.50828e-008,1.0016
1.51214e-008,1.0633
1.51600e-008,1.1076
1.51985e-008,1.1401
1.52371e-008,1.1637
1.52757e-008,1.2177
1.53143e-008,1.2360
1.53528e-008,1.2305
1.53914e-008,1.1857
1.54300e-008,1.0744
1.54686e-008,0.9107
1.55071e-008,0.7371
1.55457e-008,0.5740
1.55843e-008,0.4481
1.56229e-008,0.3659
1.56615e-008,0.3204
1.57000e-008,0.2980
1.57386e-008,0.2739
1.57772e-008,0.2749
1.58158e-008,0.2998
1.58543e-008,0.3672
1.58929e-008,0.4872
1.59315e-008,0.6521
1.59701e-008,0.8156
1.60086e-008,0.9524
1.60472e-008,1.0564
1.60858e-008,1.1285
1.61243e-008,1.1740
1.61629e-008,1.1989
1.62015e-008,1.2085
1.62401e-008,1.2108
1.62786e-008,1.2122
1.63172e-008,1.2106
1.63558e-008,1.2046
1.63944e-008,1.1947
1.64329e-008,1.1807
1.64715e-008,1.1642
1.65101e-008,1.1528
1.65487e-008,1.1499
1.65873e-008,1.1527
1.66258e-008,1.1578
1.66644e-008,1.1637
1.67030e-008,1.1695
1.67416e-008,1.1739
1.67801e-008,1.1774
1.68187e-008,1.1799
1.68573e-008,1.1809
1.68959e-008,1.1809
1.69344e-008,1.1808
1.69730e-008,1.1806
1.70116e-008,1.1807
1.70501e-008,1.1820
1.70887e-008,1.1834
1.71273e-008,1.1861
1.71659e-008,1.1911
1.72044e-008,1.1917
1.72430e-008,1.1705
1.72816e-008,1.0996
1.73202e-008,0.9701
1.73588e-008,0.8199
1.73973e-008,0.6755
1.74359e-008,0.5476
1.74745e-008,0.4464
1.75131e-008,0.3752
1.75516e-008,0.3324
1.75902e-008,0.3091
1.76288e-008,0.2956
1.76674e-008,0.2859
1.77059e-008,0.2787
1.77445e-008,0.2752
1.77831e-008,0.2781
1.78216e-008,0.2905
1.78602e-008,0.3111
1.78988e-008,0.3318
1.79374e-008,0.3464
1.79759e-008,0.3536
1.80145e-008,0.3543
1.80531e-008,0.3493
1.80917e-008,0.3407
1.81302e-008,0.3317
1.81688e-008,0.3248
1.82074e-008,0.3204
1.82460e-008,0.3180
1.82846e-008,0.3172
1.83231e-008,0.3177
1.83617e-008,0.3185
1.84003e-008,0.3188
1.84389e-008,0.3178
1.84774e-008,0.3163
1.85160e-008,0.3149
1.85546e-008,0.3178
1.85932e-008,0.3318
1.86317e-008,0.3729
1.86703e-008,0.4601
1.87089e-008,0.5917
1.87474e-008,0.7497
1.87860e-008,0.8825
1.88246e-008,0.9772
1.88632e-008,1.0441
1.89017e-008,1.0932
1.89403e-008,1.1301
1.89789e-008,1.1577
1.90175e-008,1.2073
1.90560e-008,1.2344
1.90946e-008,1.2360
1.91332e-008,1.2047
1.91718e-008,1.1122
1.92104e-008,0.9576
1.92489e-008,0.7840
1.92875e-008,0.6145
1.93261e-008,0.4767
1.93647e-008,0.3834
1.94032e-008,0.3295
