.HEADER
..NAMES
Time,V U1.AB4
.DATA
0.0e+000,0.3159
3.86e-011,0.3159
7.72e-011,0.3159
1.157e-010,0.3159
1.543e-010,0.3159
1.929e-010,0.3159
2.314e-010,0.3159
2.700e-010,0.3211
3.086e-010,0.3391
3.472e-010,0.3875
3.857e-010,0.4831
4.243e-010,0.6213
4.629e-010,0.7792
5.015e-010,0.9044
5.401e-010,0.9926
5.786e-010,1.0547
6.172e-010,1.1012
6.558e-010,1.1371
6.944e-010,1.1634
7.329e-010,1.1811
7.715e-010,1.1917
8.101e-010,1.1963
8.486e-010,1.1942
8.872e-010,1.1848
9.258e-010,1.1696
9.644e-010,1.1530
1.0029e-009,1.1420
1.0415e-009,1.1411
1.0801e-009,1.1473
1.1187e-009,1.1555
1.1572e-009,1.1629
1.1958e-009,1.1690
1.2344e-009,1.1735
1.2730e-009,1.1764
1.3115e-009,1.1783
1.3501e-009,1.1792
1.3887e-009,1.1792
1.4273e-009,1.1790
1.4658e-009,1.1795
1.5044e-009,1.1809
1.5430e-009,1.1828
1.5816e-009,1.1843
1.6202e-009,1.1847
1.6587e-009,1.1844
1.6973e-009,1.1840
1.7359e-009,1.1836
1.7745e-009,1.1834
1.8130e-009,1.1833
1.8516e-009,1.1833
1.8902e-009,1.1833
1.9288e-009,1.1833
1.9673e-009,1.1833
2.0059e-009,1.1835
2.0445e-009,1.1837
2.0830e-009,1.1837
2.1216e-009,1.1835
2.1602e-009,1.1834
2.1988e-009,1.1833
2.2374e-009,1.1834
2.2759e-009,1.1834
2.3145e-009,1.1835
2.3531e-009,1.1835
2.3916e-009,1.1834
2.4302e-009,1.1834
2.4688e-009,1.1834
2.5074e-009,1.1834
2.5459e-009,1.1834
2.5845e-009,1.1849
2.6231e-009,1.1897
2.6617e-009,1.1914
2.7003e-009,1.1736
2.7388e-009,1.1087
2.7774e-009,0.9832
2.8160e-009,0.8323
2.8545e-009,0.6869
2.8931e-009,0.5576
2.9317e-009,0.4544
2.9703e-009,0.3804
3.0089e-009,0.3345
3.0474e-009,0.3098
3.0860e-009,0.2956
3.1246e-009,0.2859
3.1631e-009,0.2797
3.2017e-009,0.2792
3.2403e-009,0.2866
3.2789e-009,0.3039
3.3175e-009,0.3264
3.3560e-009,0.3457
3.3946e-009,0.3573
3.4332e-009,0.3611
3.4717e-009,0.3581
3.5103e-009,0.3502
3.5489e-009,0.3402
3.5875e-009,0.3312
3.6260e-009,0.3248
3.6646e-009,0.3210
3.7032e-009,0.3194
3.7418e-009,0.3194
3.7803e-009,0.3202
3.8189e-009,0.3203
3.8575e-009,0.3191
3.8961e-009,0.3172
3.9346e-009,0.3155
3.9732e-009,0.3144
4.0118e-009,0.3170
4.0504e-009,0.3299
4.0890e-009,0.3683
4.1275e-009,0.4516
4.1661e-009,0.5804
4.2047e-009,0.7382
4.2433e-009,0.8751
4.2818e-009,0.9722
4.3204e-009,1.0400
4.3590e-009,1.0897
4.3975e-009,1.1280
4.4361e-009,1.1567
4.4747e-009,1.2036
4.5133e-009,1.2331
4.5519e-009,1.2353
4.5904e-009,1.2043
4.6290e-009,1.1104
4.6676e-009,0.9514
4.7062e-009,0.7735
4.7447e-009,0.6055
4.7833e-009,0.4731
4.8219e-009,0.3839
4.8604e-009,0.3309
4.8990e-009,0.3031
4.9376e-009,0.2900
4.9762e-009,0.2806
5.0147e-009,0.2713
5.0533e-009,0.2680
5.0919e-009,0.2729
5.1305e-009,0.2854
5.1691e-009,0.3059
5.2076e-009,0.3302
5.2462e-009,0.3501
5.2848e-009,0.3618
5.3234e-009,0.3643
5.3619e-009,0.3587
5.4005e-009,0.3487
5.4391e-009,0.3441
5.4776e-009,0.3600
5.5162e-009,0.4148
5.5548e-009,0.5207
5.5934e-009,0.6673
5.6320e-009,0.8219
5.6705e-009,0.9369
5.7091e-009,1.0171
5.7477e-009,1.0728
5.7863e-009,1.1137
5.8248e-009,1.1448
5.8634e-009,1.1739
5.9020e-009,1.2228
5.9405e-009,1.2361
5.9791e-009,1.2236
6.0177e-009,1.1634
6.0563e-009,1.0321
6.0948e-009,0.8579
6.1334e-009,0.6827
6.1720e-009,0.5307
6.2106e-009,0.4214
6.2492e-009,0.3523
6.2877e-009,0.3134
6.3263e-009,0.2949
6.3649e-009,0.2850
6.4035e-009,0.2752
6.4420e-009,0.2686
6.4806e-009,0.2701
6.5192e-009,0.2788
6.5577e-009,0.2954
6.5963e-009,0.3189
6.6349e-009,0.3416
6.6735e-009,0.3574
6.7121e-009,0.3642
6.7506e-009,0.3622
6.7892e-009,0.3534
6.8278e-009,0.3420
6.8664e-009,0.3318
6.9049e-009,0.3245
6.9435e-009,0.3206
6.9821e-009,0.3195
7.0206e-009,0.3197
7.0592e-009,0.3202
7.0978e-009,0.3205
7.1364e-009,0.3196
7.1749e-009,0.3180
7.2135e-009,0.3161
7.2521e-009,0.3146
7.2907e-009,0.3163
7.3293e-009,0.3274
7.3678e-009,0.3623
7.4064e-009,0.4404
7.4450e-009,0.5651
7.4835e-009,0.7216
7.5221e-009,0.8630
7.5607e-009,0.9637
7.5993e-009,1.0339
7.6379e-009,1.0851
7.6764e-009,1.1244
7.7150e-009,1.1541
7.7536e-009,1.1748
7.7922e-009,1.1880
7.8307e-009,1.1950
7.8693e-009,1.1958
7.9079e-009,1.1891
7.9464e-009,1.1756
7.9850e-009,1.1587
8.0236e-009,1.1447
8.0622e-009,1.1400
8.1008e-009,1.1442
8.1393e-009,1.1521
8.1779e-009,1.1601
8.2165e-009,1.1702
8.2550e-009,1.1815
8.2936e-009,1.1852
8.3322e-009,1.1654
8.3708e-009,1.0942
8.4093e-009,0.9630
8.4479e-009,0.8111
8.4865e-009,0.6664
8.5251e-009,0.5405
8.5637e-009,0.4429
8.6022e-009,0.3743
8.6408e-009,0.3325
8.6794e-009,0.3091
8.7179e-009,0.2949
8.7565e-009,0.2848
8.7951e-009,0.2789
8.8337e-009,0.2791
8.8722e-009,0.2879
8.9108e-009,0.3062
8.9494e-009,0.3289
8.9880e-009,0.3475
9.0266e-009,0.3584
9.0651e-009,0.3614
9.1037e-009,0.3577
9.1423e-009,0.3492
9.1808e-009,0.3390
9.2194e-009,0.3302
9.2580e-009,0.3241
9.2966e-009,0.3207
9.3352e-009,0.3195
9.3737e-009,0.3196
9.4123e-009,0.3204
9.4509e-009,0.3203
9.4895e-009,0.3189
9.5280e-009,0.3171
9.5666e-009,0.3155
9.6052e-009,0.3144
9.6437e-009,0.3139
9.6823e-009,0.3139
9.7209e-009,0.3144
9.7595e-009,0.3151
9.7981e-009,0.3156
9.8366e-009,0.3159
9.8752e-009,0.3160
9.9138e-009,0.3160
9.9524e-009,0.3158
9.9909e-009,0.3155
1.00295e-008,0.3153
1.00681e-008,0.3153
1.01066e-008,0.3183
1.01452e-008,0.3305
1.01838e-008,0.3668
1.02224e-008,0.4469
1.02610e-008,0.5730
1.02995e-008,0.7294
1.03381e-008,0.8683
1.03767e-008,0.9671
1.04152e-008,1.0364
1.04538e-008,1.0871
1.04924e-008,1.1263
1.05310e-008,1.1556
1.05695e-008,1.1759
1.06081e-008,1.1886
1.06467e-008,1.1952
1.06853e-008,1.1955
1.07239e-008,1.1883
1.07624e-008,1.1746
1.08010e-008,1.1578
1.08396e-008,1.1443
1.08781e-008,1.1401
1.09167e-008,1.1446
1.09553e-008,1.1526
1.09939e-008,1.1604
1.10324e-008,1.1670
1.10710e-008,1.1720
1.11096e-008,1.1753
1.11482e-008,1.1775
1.11868e-008,1.1788
1.12253e-008,1.1790
1.12639e-008,1.1788
1.13025e-008,1.1790
1.13410e-008,1.1801
1.13796e-008,1.1819
1.14182e-008,1.1837
1.14568e-008,1.1844
1.14953e-008,1.1843
1.15339e-008,1.1839
1.15725e-008,1.1835
1.16111e-008,1.1832
1.16497e-008,1.1831
1.16882e-008,1.1831
1.17268e-008,1.1831
1.17654e-008,1.1831
1.18039e-008,1.1831
1.18425e-008,1.1833
1.18811e-008,1.1834
1.19197e-008,1.1835
1.19583e-008,1.1834
1.19968e-008,1.1832
1.20354e-008,1.1832
1.20740e-008,1.1832
1.21126e-008,1.1832
1.21511e-008,1.1833
1.21897e-008,1.1833
1.22283e-008,1.1833
1.22668e-008,1.1833
1.23054e-008,1.1833
1.23440e-008,1.1833
1.23826e-008,1.1833
1.24212e-008,1.1833
1.24597e-008,1.1832
1.24983e-008,1.1832
1.25369e-008,1.1832
1.25755e-008,1.1832
1.26140e-008,1.1832
1.26526e-008,1.1832
1.26912e-008,1.1832
1.27297e-008,1.1832
1.27683e-008,1.1832
1.28069e-008,1.1832
1.28455e-008,1.1832
1.28841e-008,1.1832
1.29226e-008,1.1867
1.29612e-008,1.1917
1.29998e-008,1.1857
1.30383e-008,1.1473
1.30769e-008,1.0493
1.31155e-008,0.9040
1.31541e-008,0.7553
1.31926e-008,0.6162
1.32312e-008,0.4999
1.32698e-008,0.4119
1.33084e-008,0.3529
1.33470e-008,0.3195
1.33855e-008,0.3015
1.34241e-008,0.2899
1.34627e-008,0.2819
1.35012e-008,0.2784
1.35398e-008,0.2817
1.35784e-008,0.2943
1.36170e-008,0.3153
1.36555e-008,0.3371
1.36941e-008,0.3526
1.37327e-008,0.3600
1.37713e-008,0.3601
1.38099e-008,0.3543
1.38484e-008,0.3449
1.38870e-008,0.3350
1.39256e-008,0.3273
1.39641e-008,0.3223
1.40027e-008,0.3198
1.40413e-008,0.3191
1.40799e-008,0.3196
1.41185e-008,0.3203
1.41570e-008,0.3196
1.41956e-008,0.3179
1.42342e-008,0.3161
1.42728e-008,0.3147
1.43113e-008,0.3149
1.43499e-008,0.3215
1.43885e-008,0.3454
1.44270e-008,0.4053
1.44656e-008,0.5135
1.45042e-008,0.6604
1.45428e-008,0.8149
1.45814e-008,0.9298
1.46199e-008,1.0102
1.46585e-008,1.0674
1.46971e-008,1.1106
1.47357e-008,1.1440
1.47742e-008,1.1748
1.48128e-008,1.2244
1.48514e-008,1.2376
1.48899e-008,1.2248
1.49285e-008,1.1644
1.49671e-008,1.0330
1.50057e-008,0.8583
1.50443e-008,0.6828
1.50828e-008,0.5307
1.51214e-008,0.4214
1.51600e-008,0.3523
1.51985e-008,0.3135
1.52371e-008,0.2949
1.52757e-008,0.2849
1.53143e-008,0.2749
1.53528e-008,0.2683
1.53914e-008,0.2697
1.54300e-008,0.2784
1.54686e-008,0.2951
1.55071e-008,0.3186
1.55457e-008,0.3414
1.55843e-008,0.3572
1.56229e-008,0.3641
1.56615e-008,0.3621
1.57000e-008,0.3533
1.57386e-008,0.3444
1.57772e-008,0.3486
1.58158e-008,0.3820
1.58543e-008,0.4638
1.58929e-008,0.5930
1.59315e-008,0.7514
1.59701e-008,0.8864
1.60086e-008,0.9822
1.60472e-008,1.0483
1.60858e-008,1.0953
1.61243e-008,1.1308
1.61629e-008,1.1572
1.62015e-008,1.2059
1.62401e-008,1.2323
1.62786e-008,1.2333
1.63172e-008,1.2004
1.63558e-008,1.1034
1.63944e-008,0.9429
1.64329e-008,0.7654
1.64715e-008,0.5986
1.65101e-008,0.4681
1.65487e-008,0.3808
1.65873e-008,0.3288
1.66258e-008,0.3019
1.66644e-008,0.2796
1.67030e-008,0.2699
1.67416e-008,0.2855
1.67801e-008,0.3416
1.68187e-008,0.4517
1.68573e-008,0.6144
1.68959e-008,0.7940
1.69344e-008,0.9443
1.69730e-008,1.0554
1.70116e-008,1.1290
1.70501e-008,1.1733
1.70887e-008,1.1965
1.71273e-008,1.2228
1.71659e-008,1.2480
1.72044e-008,1.2504
1.72430e-008,1.2277
1.72816e-008,1.1536
1.73202e-008,1.0119
1.73588e-008,0.8367
1.73973e-008,0.6612
1.74359e-008,0.5114
1.74745e-008,0.4045
1.75131e-008,0.3383
1.75516e-008,0.3036
1.75902e-008,0.2884
1.76288e-008,0.2803
1.76674e-008,0.2723
1.77059e-008,0.2682
1.77445e-008,0.2712
1.77831e-008,0.2812
1.78216e-008,0.2994
1.78602e-008,0.3231
1.78988e-008,0.3445
1.79374e-008,0.3586
1.79759e-008,0.3640
1.80145e-008,0.3609
1.80531e-008,0.3516
1.80917e-008,0.3403
1.81302e-008,0.3305
1.81688e-008,0.3236
1.82074e-008,0.3201
1.82460e-008,0.3193
1.82846e-008,0.3195
1.83231e-008,0.3201
1.83617e-008,0.3202
1.84003e-008,0.3192
1.84389e-008,0.3174
1.84774e-008,0.3157
1.85160e-008,0.3143
1.85546e-008,0.3135
1.85932e-008,0.3135
1.86317e-008,0.3141
1.86703e-008,0.3149
1.87089e-008,0.3155
1.87474e-008,0.3159
1.87860e-008,0.3160
1.88246e-008,0.3159
1.88632e-008,0.3157
1.89017e-008,0.3155
1.89403e-008,0.3153
1.89789e-008,0.3152
1.90175e-008,0.3153
1.90560e-008,0.3154
1.90946e-008,0.3155
1.91332e-008,0.3156
1.91718e-008,0.3157
1.92104e-008,0.3156
1.92489e-008,0.3155
1.92875e-008,0.3155
1.93261e-008,0.3154
1.93647e-008,0.3154
1.94032e-008,0.3155
1.94418e-008,0.3155
1.94804e-008,0.3175
1.95190e-008,0.3274
1.95575e-008,0.3585
1.95961e-008,0.4305
1.96347e-008,0.5495
1.96732e-008,0.7031
1.97118e-008,0.8485
1.97504e-008,0.9532
1.97890e-008,1.0265
1.98275e-008,1.0797
1.98661e-008,1.1205
1.99047e-008,1.1514
1.99433e-008,1.1922
1.99819e-008,1.2297
2.00204e-008,1.2370
2.00590e-008,1.2151
2.00976e-008,1.1370
2.01362e-008,0.9894
2.01747e-008,0.8120
2.02133e-008,0.6400
2.02519e-008,0.4983
2.02905e-008,0.4003
2.03290e-008,0.3400
2.03676e-008,0.3078
2.04062e-008,0.2861
2.04447e-008,0.2697
2.04833e-008,0.2784
2.05219e-008,0.3215
2.05605e-008,0.4169
2.05990e-008,0.5668
2.06376e-008,0.7485
2.06762e-008,0.9081
2.07148e-008,1.0301
2.07533e-008,1.1130
2.07919e-008,1.1642
2.08305e-008,1.1924
2.08691e-008,1.2043
2.09077e-008,1.2079
2.09462e-008,1.2093
2.09848e-008,1.2077
2.10234e-008,1.2015
2.10620e-008,1.1906
2.11005e-008,1.1754
2.11391e-008,1.1579
2.11777e-008,1.1453
2.12163e-008,1.1418
2.12548e-008,1.1453
2.12934e-008,1.1521
2.13320e-008,1.1597
2.13705e-008,1.1738
2.14091e-008,1.1836
2.14477e-008,1.1777
2.14863e-008,1.1330
2.15248e-008,1.0254
2.15634e-008,0.8763
2.16020e-008,0.7280
2.16406e-008,0.5915
2.16791e-008,0.4805
2.17177e-008,0.3993
2.17563e-008,0.3469
2.17949e-008,0.3172
2.18335e-008,0.2870
2.18720e-008,0.2830
2.19106e-008,0.3086
2.19492e-008,0.3784
2.19878e-008,0.5024
2.20263e-008,0.6750
2.20649e-008,0.8475
2.21035e-008,0.9841
2.21420e-008,1.0795
2.21806e-008,1.1406
2.22192e-008,1.1776
2.22578e-008,1.1974
2.22963e-008,1.2055
2.23349e-008,1.2086
2.23735e-008,1.2095
2.24121e-008,1.2055
2.24506e-008,1.1959
2.24892e-008,1.1819
2.25278e-008,1.1651
2.25664e-008,1.1497
2.26050e-008,1.1420
2.26435e-008,1.1428
2.26821e-008,1.1487
2.27207e-008,1.1565
2.27593e-008,1.1641
2.27978e-008,1.1701
2.28364e-008,1.1746
2.28750e-008,1.1776
2.29136e-008,1.1790
2.29521e-008,1.1792
2.29907e-008,1.1791
2.30293e-008,1.1792
2.30678e-008,1.1799
2.31064e-008,1.1813
2.31450e-008,1.1829
2.31836e-008,1.1839
2.32221e-008,1.1857
2.32607e-008,1.1905
2.32993e-008,1.1914
2.33379e-008,1.1719
2.33764e-008,1.1042
2.34150e-008,0.9762
2.34536e-008,0.8251
2.34922e-008,0.6801
2.35308e-008,0.5519
2.35693e-008,0.4501
2.36079e-008,0.3776
2.36465e-008,0.3332
2.36851e-008,0.3091
2.37236e-008,0.2950
2.37622e-008,0.2852
2.38008e-008,0.2793
2.38394e-008,0.2790
2.38779e-008,0.2869
2.39165e-008,0.3046
2.39551e-008,0.3272
2.39936e-008,0.3462
2.40322e-008,0.3575
2.40708e-008,0.3609
2.41094e-008,0.3577
2.41479e-008,0.3496
2.41865e-008,0.3433
2.42251e-008,0.3517
2.42637e-008,0.3922
2.43023e-008,0.4819
2.43408e-008,0.6163
2.43794e-008,0.7746
2.44180e-008,0.9032
2.44566e-008,0.9938
2.44951e-008,1.0558
2.45337e-008,1.1005
2.45723e-008,1.1348
2.46109e-008,1.1604
2.46494e-008,1.1778
2.46880e-008,1.1888
2.47266e-008,1.1944
2.47651e-008,1.1933
2.48037e-008,1.1847
2.48423e-008,1.1701
2.48809e-008,1.1536
2.49194e-008,1.1421
2.49580e-008,1.1405
2.49966e-008,1.1462
2.50352e-008,1.1542
2.50737e-008,1.1619
2.51123e-008,1.1735
2.51509e-008,1.1838
2.51895e-008,1.1824
2.52281e-008,1.1503
2.52666e-008,1.0591
2.53052e-008,0.9157
2.53438e-008,0.7653
2.53824e-008,0.6247
2.54209e-008,0.5071
2.54595e-008,0.4183
2.54981e-008,0.3585
2.55367e-008,0.3233
2.55752e-008,0.2938
2.56138e-008,0.2811
2.56524e-008,0.2979
2.56909e-008,0.3544
2.57295e-008,0.4635
2.57681e-008,0.6258
2.58067e-008,0.8048
2.58452e-008,0.9519
2.58838e-008,1.0580
2.59224e-008,1.1271
2.59610e-008,1.1694
2.59995e-008,1.1931
2.60381e-008,1.2039
2.60767e-008,1.2077
2.61153e-008,1.2093
2.61539e-008,1.2070
2.61924e-008,1.1989
2.62310e-008,1.1860
2.62696e-008,1.1696
2.63082e-008,1.1531
2.63467e-008,1.1429
2.63853e-008,1.1418
2.64239e-008,1.1467
2.64625e-008,1.1543
2.65010e-008,1.1633
2.65396e-008,1.1773
2.65782e-008,1.1844
2.66167e-008,1.1711
2.66553e-008,1.1109
2.66939e-008,0.9879
2.67325e-008,0.8363
2.67710e-008,0.6900
2.68096e-008,0.5595
2.68482e-008,0.4562
2.68868e-008,0.3827
2.69254e-008,0.3369
2.69639e-008,0.3118
2.70025e-008,0.2970
2.70411e-008,0.2863
2.70797e-008,0.2794
2.71182e-008,0.2785
2.71568e-008,0.2855
2.71954e-008,0.3022
2.72340e-008,0.3248
2.72725e-008,0.3446
2.73111e-008,0.3568
2.73497e-008,0.3610
2.73882e-008,0.3585
2.74268e-008,0.3506
2.74654e-008,0.3405
2.75040e-008,0.3313
2.75425e-008,0.3247
2.75811e-008,0.3209
2.76197e-008,0.3193
2.76583e-008,0.3193
2.76968e-008,0.3200
2.77354e-008,0.3202
2.77740e-008,0.3190
2.78126e-008,0.3171
2.78512e-008,0.3154
2.78897e-008,0.3143
2.79283e-008,0.3137
2.79669e-008,0.3136
2.80055e-008,0.3141
2.80440e-008,0.3147
2.80826e-008,0.3153
2.81212e-008,0.3156
2.81598e-008,0.3158
2.81983e-008,0.3158
2.82369e-008,0.3156
2.82755e-008,0.3154
2.83140e-008,0.3151
2.83526e-008,0.3151
2.83912e-008,0.3152
2.84298e-008,0.3153
2.84683e-008,0.3154
2.85069e-008,0.3155
2.85455e-008,0.3155
2.85841e-008,0.3155
2.86226e-008,0.3154
2.86612e-008,0.3154
2.86998e-008,0.3153
2.87384e-008,0.3153
2.87770e-008,0.3153
2.88155e-008,0.3153
2.88541e-008,0.3154
2.88927e-008,0.3154
2.89313e-008,0.3154
2.89698e-008,0.3154
2.90084e-008,0.3154
2.90470e-008,0.3154
2.90855e-008,0.3154
2.91241e-008,0.3154
2.91627e-008,0.3154
2.92013e-008,0.3154
2.92398e-008,0.3154
2.92784e-008,0.3154
2.93170e-008,0.3162
2.93556e-008,0.3227
2.93941e-008,0.3450
2.94327e-008,0.4018
2.94713e-008,0.5066
2.95099e-008,0.6512
2.95485e-008,0.8066
2.95870e-008,0.9235
2.96256e-008,1.0057
2.96642e-008,1.0643
2.97028e-008,1.1086
2.97413e-008,1.1428
2.97799e-008,1.1670
2.98185e-008,1.1832
2.98570e-008,1.1927
2.98956e-008,1.1960
2.99342e-008,1.1926
2.99728e-008,1.1818
3.00113e-008,1.1660
3.00499e-008,1.1498
3.00885e-008,1.1407
3.01271e-008,1.1416
3.01657e-008,1.1485
3.02042e-008,1.1567
3.02428e-008,1.1639
3.02814e-008,1.1697
3.03199e-008,1.1738
3.03585e-008,1.1765
3.03971e-008,1.1782
3.04357e-008,1.1790
3.04743e-008,1.1789
3.05128e-008,1.1787
3.05514e-008,1.1794
3.05900e-008,1.1809
3.06285e-008,1.1828
3.06671e-008,1.1841
3.07057e-008,1.1843
3.07443e-008,1.1875
3.07829e-008,1.1921
3.08214e-008,1.1860
3.08600e-008,1.1479
3.08986e-008,1.0504
3.09372e-008,0.9053
3.09757e-008,0.7564
3.10143e-008,0.6172
3.10529e-008,0.5008
3.10914e-008,0.4127
3.11300e-008,0.3537
3.11686e-008,0.3201
3.12072e-008,0.2903
3.12458e-008,0.2813
3.12843e-008,0.3020
3.13229e-008,0.3638
3.13615e-008,0.4785
3.14000e-008,0.6450
3.14386e-008,0.8217
3.14772e-008,0.9646
