.HEADER
..NAMES
Time,V U1.AA5
.DATA
0.0e+000,0.3153
3.86e-011,0.3153
7.72e-011,0.3153
1.157e-010,0.3153
1.543e-010,0.3153
1.929e-010,0.3153
2.314e-010,0.3153
2.700e-010,0.3204
3.086e-010,0.3383
3.472e-010,0.3863
3.857e-010,0.4812
4.243e-010,0.6181
4.629e-010,0.7746
5.015e-010,0.8991
5.401e-010,0.9875
5.786e-010,1.0505
6.172e-010,1.0980
6.558e-010,1.1348
6.944e-010,1.1619
7.329e-010,1.1805
7.715e-010,1.1929
8.101e-010,1.2008
8.486e-010,1.2048
8.872e-010,1.2032
9.258e-010,1.1947
9.644e-010,1.1795
1.0029e-009,1.1628
1.0415e-009,1.1538
1.0801e-009,1.1541
1.1187e-009,1.1593
1.1572e-009,1.1655
1.1958e-009,1.1768
1.2344e-009,1.1866
1.2730e-009,1.1840
1.3115e-009,1.1493
1.3501e-009,1.0558
1.3887e-009,0.9137
1.4273e-009,0.7662
1.4658e-009,0.6263
1.5044e-009,0.5071
1.5430e-009,0.4170
1.5816e-009,0.3577
1.6202e-009,0.3243
1.6587e-009,0.2942
1.6973e-009,0.2844
1.7359e-009,0.3028
1.7745e-009,0.3587
1.8130e-009,0.4612
1.8516e-009,0.6092
1.8902e-009,0.7716
1.9288e-009,0.9126
1.9673e-009,1.0226
2.0059e-009,1.1010
2.0445e-009,1.1535
2.0830e-009,1.1861
2.1216e-009,1.2026
2.1602e-009,1.2083
2.1988e-009,1.2118
2.2374e-009,1.2139
2.2759e-009,1.2116
2.3145e-009,1.2048
2.3531e-009,1.1931
2.3916e-009,1.1772
2.4302e-009,1.1634
2.4688e-009,1.1570
2.5074e-009,1.1566
2.5459e-009,1.1599
2.5845e-009,1.1651
2.6231e-009,1.1705
2.6617e-009,1.1746
2.7003e-009,1.1778
2.7388e-009,1.1806
2.7774e-009,1.1822
2.8160e-009,1.1826
2.8545e-009,1.1825
2.8931e-009,1.1822
2.9317e-009,1.1816
2.9703e-009,1.1822
3.0089e-009,1.1835
3.0474e-009,1.1845
3.0860e-009,1.1850
3.1246e-009,1.1851
3.1631e-009,1.1849
3.2017e-009,1.1846
3.2403e-009,1.1844
3.2789e-009,1.1844
3.3175e-009,1.1843
3.3560e-009,1.1842
3.3946e-009,1.1841
