.HEADER
..NAMES
Time,V U1.AC13
.DATA
0.0e+000,0.3243
3.67e-011,0.3243
7.33e-011,0.3243
1.100e-010,0.3256
1.467e-010,0.3336
1.834e-010,0.3582
2.201e-010,0.4161
2.567e-010,0.5124
2.934e-010,0.6340
3.301e-010,0.7561
3.667e-010,0.8477
4.034e-010,0.9143
4.401e-010,0.9650
4.768e-010,1.0060
5.135e-010,1.0395
5.501e-010,1.0654
5.868e-010,1.0834
6.235e-010,1.0961
6.601e-010,1.1051
6.968e-010,1.1115
7.335e-010,1.1163
7.702e-010,1.1199
8.068e-010,1.1225
8.435e-010,1.1244
8.802e-010,1.1253
9.169e-010,1.1248
9.536e-010,1.1224
9.902e-010,1.1169
1.0269e-009,1.1075
1.0636e-009,1.0924
1.1003e-009,1.0714
1.1369e-009,1.0470
1.1736e-009,1.0252
1.2103e-009,1.0134
1.2469e-009,1.0134
1.2836e-009,1.0212
1.3203e-009,1.0302
1.3570e-009,1.0339
1.3936e-009,1.0297
1.4303e-009,1.0204
1.4670e-009,1.0111
1.5037e-009,1.0062
1.5403e-009,1.0074
1.5770e-009,1.0124
1.6137e-009,1.0177
1.6504e-009,1.0203
1.6871e-009,1.0195
1.7237e-009,1.0161
1.7604e-009,1.0118
1.7971e-009,1.0082
1.8338e-009,1.0059
1.8704e-009,1.0052
1.9071e-009,1.0065
1.9438e-009,1.0095
1.9805e-009,1.0143
2.0171e-009,1.0234
2.0538e-009,1.0308
2.0905e-009,1.0236
2.1272e-009,0.9824
2.1638e-009,0.8885
2.2005e-009,0.7639
2.2372e-009,0.6436
2.2738e-009,0.5440
2.3105e-009,0.4707
2.3472e-009,0.4207
2.3839e-009,0.3873
2.4205e-009,0.3625
2.4572e-009,0.3414
2.4939e-009,0.3230
2.5306e-009,0.3080
2.5672e-009,0.2980
2.6039e-009,0.2934
2.6406e-009,0.2930
2.6773e-009,0.2946
2.7139e-009,0.2963
2.7506e-009,0.2968
2.7873e-009,0.2962
2.8240e-009,0.2953
2.8606e-009,0.2957
2.8973e-009,0.2988
2.9340e-009,0.3075
2.9707e-009,0.3335
3.0073e-009,0.3919
3.0440e-009,0.5021
3.0807e-009,0.6546
3.1174e-009,0.8183
3.1540e-009,0.9433
3.1907e-009,1.0109
3.2274e-009,1.0455
3.2641e-009,1.0712
3.3007e-009,1.1011
3.3374e-009,1.1356
3.3741e-009,1.1670
3.4108e-009,1.1898
3.4475e-009,1.2019
3.4841e-009,1.2050
3.5208e-009,1.2031
3.5575e-009,1.2006
3.5942e-009,1.2005
3.6308e-009,1.2033
3.6675e-009,1.2081
3.7042e-009,1.2130
3.7408e-009,1.2157
3.7775e-009,1.2144
3.8142e-009,1.2078
3.8509e-009,1.1946
3.8875e-009,1.1726
3.9242e-009,1.1417
3.9609e-009,1.1067
3.9976e-009,1.0779
4.0342e-009,1.0643
4.0709e-009,1.0655
4.1076e-009,1.0735
4.1443e-009,1.0775
4.1809e-009,1.0698
4.2176e-009,1.0504
4.2543e-009,1.0264
4.2910e-009,1.0074
4.3276e-009,1.0003
4.3643e-009,1.0058
4.4010e-009,1.0186
4.4377e-009,1.0309
4.4743e-009,1.0368
4.5110e-009,1.0347
4.5477e-009,1.0269
4.5844e-009,1.0169
4.6211e-009,1.0082
4.6577e-009,1.0028
4.6944e-009,1.0013
4.7311e-009,1.0031
4.7678e-009,1.0071
4.8044e-009,1.0126
4.8411e-009,1.0196
4.8778e-009,1.0276
4.9145e-009,1.0354
4.9511e-009,1.0422
4.9878e-009,1.0478
5.0245e-009,1.0535
5.0612e-009,1.0608
5.0978e-009,1.0703
5.1345e-009,1.0814
5.1712e-009,1.0921
5.2079e-009,1.0996
5.2445e-009,1.1014
5.2812e-009,1.0968
5.3179e-009,1.0883
5.3546e-009,1.0802
5.3912e-009,1.0764
5.4279e-009,1.0783
