.HEADER
..NAMES
Time,V U1.AD20&AE20
.DATA
0.0e+000,-0.8624
3.86e-011,-0.8624
7.72e-011,-0.8624
1.157e-010,-0.8624
1.543e-010,-0.8624
1.929e-010,-0.8624
2.314e-010,-0.8624
2.700e-010,-0.8624
3.086e-010,-0.8624
3.472e-010,-0.8624
3.857e-010,-0.8624
4.243e-010,-0.8624
4.629e-010,-0.8624
5.015e-010,-0.8579
5.401e-010,-0.8414
5.786e-010,-0.7998
6.172e-010,-0.7105
6.558e-010,-0.5665
6.944e-010,-0.3701
7.329e-010,-0.1525
7.715e-010,0.0603
8.101e-010,0.2463
8.486e-010,0.4115
8.872e-010,0.5404
9.258e-010,0.6365
9.644e-010,0.7373
1.0029e-009,0.7785
1.0415e-009,0.7870
1.0801e-009,0.7232
1.1187e-009,0.5687
1.1572e-009,0.3216
1.1958e-009,0.0405
1.2344e-009,-0.2296
1.2730e-009,-0.4478
1.3115e-009,-0.5956
1.3501e-009,-0.6825
1.3887e-009,-0.7203
1.4273e-009,-0.7512
1.4658e-009,-0.7464
1.5044e-009,-0.7241
1.5430e-009,-0.6366
1.5816e-009,-0.4893
1.6202e-009,-0.2974
1.6587e-009,-0.0765
1.6973e-009,0.1326
1.7359e-009,0.3110
1.7745e-009,0.4667
1.8130e-009,0.5862
1.8516e-009,0.6706
1.8902e-009,0.7533
1.9288e-009,0.7960
1.9673e-009,0.7985
2.0059e-009,0.7561
2.0445e-009,0.6253
2.0830e-009,0.4051
2.1216e-009,0.1263
2.1602e-009,-0.1513
2.1988e-009,-0.3873
2.2374e-009,-0.5533
2.2759e-009,-0.6567
2.3145e-009,-0.7078
2.3531e-009,-0.7403
2.3916e-009,-0.7517
2.4302e-009,-0.7255
2.4688e-009,-0.6751
2.5074e-009,-0.5406
2.5459e-009,-0.3635
2.5845e-009,-0.1453
2.6231e-009,0.0731
2.6617e-009,0.2554
2.7003e-009,0.4218
2.7388e-009,0.5530
2.7774e-009,0.6470
2.8160e-009,0.7213
2.8545e-009,0.7884
2.8931e-009,0.7978
2.9317e-009,0.7793
2.9703e-009,0.6758
3.0089e-009,0.4842
3.0474e-009,0.2158
3.0860e-009,-0.0654
3.1246e-009,-0.3205
3.1631e-009,-0.5084
3.2017e-009,-0.6305
3.2403e-009,-0.6964
3.2789e-009,-0.7254
3.3175e-009,-0.7528
3.3560e-009,-0.7318
3.3946e-009,-0.7040
3.4332e-009,-0.5868
3.4717e-009,-0.4246
3.5103e-009,-0.2161
3.5489e-009,0.0061
3.5875e-009,0.1993
3.6260e-009,0.3718
3.6646e-009,0.5150
3.7032e-009,0.6208
3.7418e-009,0.6947
3.7803e-009,0.7764
3.8189e-009,0.7996
3.8575e-009,0.7941
3.8961e-009,0.7181
3.9346e-009,0.5546
3.9732e-009,0.3044
4.0118e-009,0.0231
4.0504e-009,-0.2455
4.0890e-009,-0.4569
4.1275e-009,-0.5986
4.1661e-009,-0.6807
4.2047e-009,-0.7181
4.2433e-009,-0.7497
4.2818e-009,-0.7434
4.3204e-009,-0.7197
4.3590e-009,-0.6302
4.3975e-009,-0.4806
4.4361e-009,-0.2859
4.4747e-009,-0.0640
4.5133e-009,0.1431
4.5519e-009,0.3189
4.5904e-009,0.4736
4.6290e-009,0.5915
4.6676e-009,0.6739
4.7062e-009,0.7584
4.7447e-009,0.7965
4.7833e-009,0.8001
4.8219e-009,0.7512
4.8604e-009,0.6160
4.8990e-009,0.3907
4.9376e-009,0.1119
4.9762e-009,-0.1644
5.0147e-009,-0.3984
5.0533e-009,-0.5609
5.0919e-009,-0.6608
5.1305e-009,-0.7093
5.1691e-009,-0.7411
5.2076e-009,-0.7511
5.2462e-009,-0.7231
5.2848e-009,-0.6693
5.3234e-009,-0.5321
5.3619e-009,-0.3533
5.4005e-009,-0.1345
5.4391e-009,0.0837
5.4776e-009,0.2638
5.5162e-009,0.4288
5.5548e-009,0.5581
5.5934e-009,0.6509
5.6320e-009,0.7303
5.6705e-009,0.7902
5.7091e-009,0.7982
5.7477e-009,0.7763
5.7863e-009,0.6686
5.8248e-009,0.4714
5.8634e-009,0.2008
5.9020e-009,-0.0795
5.9405e-009,-0.3322
5.9791e-009,-0.5167
6.0177e-009,-0.6355
6.0563e-009,-0.6984
6.0948e-009,-0.7265
6.1334e-009,-0.7537
6.1720e-009,-0.7300
6.2106e-009,-0.7011
6.2492e-009,-0.5795
6.2877e-009,-0.4156
6.3263e-009,-0.2048
6.3649e-009,0.0174
6.4035e-009,0.2080
6.4420e-009,0.3802
6.4806e-009,0.5210
6.5192e-009,0.6251
6.5577e-009,0.6981
6.5963e-009,0.7772
6.6349e-009,0.7990
6.6735e-009,0.7912
6.7121e-009,0.7116
6.7506e-009,0.5435
6.7892e-009,0.2902
6.8278e-009,0.0086
6.8664e-009,-0.2586
6.9049e-009,-0.4655
6.9435e-009,-0.6042
6.9821e-009,-0.6836
7.0206e-009,-0.7195
7.0592e-009,-0.7517
7.0978e-009,-0.7421
7.1364e-009,-0.7204
7.1749e-009,-0.6238
7.2135e-009,-0.4726
7.2521e-009,-0.2747
7.2907e-009,-0.0526
7.3293e-009,0.1513
7.3678e-009,0.3280
7.4064e-009,0.4804
7.4450e-009,0.5964
7.4835e-009,0.6775
7.5221e-009,0.7598
7.5607e-009,0.7969
7.5993e-009,0.7978
7.6379e-009,0.7462
7.6764e-009,0.6062
7.7150e-009,0.3773
7.7536e-009,0.0975
7.7922e-009,-0.1786
7.8307e-009,-0.4081
7.8693e-009,-0.5676
7.9079e-009,-0.6644
7.9464e-009,-0.7112
7.9850e-009,-0.7443
8.0236e-009,-0.7503
8.0622e-009,-0.7271
8.1008e-009,-0.6635
8.1393e-009,-0.5251
8.1779e-009,-0.3426
8.2165e-009,-0.1229
8.2550e-009,0.0929
8.2936e-009,0.2730
8.3322e-009,0.4363
8.3708e-009,0.5639
8.4093e-009,0.6545
8.4479e-009,0.7332
8.4865e-009,0.7909
8.5251e-009,0.7969
8.5637e-009,0.7724
8.6022e-009,0.6601
8.6408e-009,0.4590
8.6794e-009,0.1866
8.7179e-009,-0.0941
8.7565e-009,-0.3435
8.7951e-009,-0.5243
8.8337e-009,-0.6399
8.8722e-009,-0.7007
8.9108e-009,-0.7277
8.9494e-009,-0.7530
8.9880e-009,-0.7275
9.0266e-009,-0.6963
9.0651e-009,-0.5722
9.1037e-009,-0.4057
9.1423e-009,-0.1937
9.1808e-009,0.0281
9.2194e-009,0.2168
9.2580e-009,0.3880
9.2966e-009,0.5273
9.3352e-009,0.6293
9.3737e-009,0.7008
9.4123e-009,0.7806
9.4509e-009,0.7994
9.4895e-009,0.7903
9.5280e-009,0.7053
9.5666e-009,0.5326
9.6052e-009,0.2755
9.6437e-009,-0.0059
9.6823e-009,-0.2709
9.7209e-009,-0.4745
9.7595e-009,-0.6100
9.7981e-009,-0.6863
9.8366e-009,-0.7208
9.8752e-009,-0.7517
9.9138e-009,-0.7404
