.HEADER
..NAMES
Time,V U1.AA8
.DATA
0.0e+000,1.1825
3.86e-011,1.1825
7.72e-011,1.1825
1.157e-010,1.1825
1.543e-010,1.1825
1.929e-010,1.1825
2.314e-010,1.1825
2.700e-010,1.1876
3.086e-010,1.1912
3.472e-010,1.1791
3.857e-010,1.1258
4.243e-010,1.0103
4.629e-010,0.8609
5.015e-010,0.7193
5.401e-010,0.5973
5.786e-010,0.5023
6.172e-010,0.4265
6.558e-010,0.3730
6.944e-010,0.3401
7.329e-010,0.3182
7.715e-010,0.3066
8.101e-010,0.3071
8.486e-010,0.3184
8.872e-010,0.3388
9.258e-010,0.3617
9.644e-010,0.3782
1.0029e-009,0.3846
1.0415e-009,0.3808
1.0801e-009,0.3696
1.1187e-009,0.3560
1.1572e-009,0.3433
1.1958e-009,0.3336
1.2344e-009,0.3276
1.2730e-009,0.3248
1.3115e-009,0.3234
1.3501e-009,0.3222
1.3887e-009,0.3203
1.4273e-009,0.3180
1.4658e-009,0.3156
1.5044e-009,0.3137
1.5430e-009,0.3132
1.5816e-009,0.3137
1.6202e-009,0.3146
1.6587e-009,0.3155
1.6973e-009,0.3160
1.7359e-009,0.3162
1.7745e-009,0.3160
1.8130e-009,0.3157
1.8516e-009,0.3155
1.8902e-009,0.3154
1.9288e-009,0.3154
1.9673e-009,0.3156
2.0059e-009,0.3158
2.0445e-009,0.3158
2.0830e-009,0.3158
2.1216e-009,0.3157
2.1602e-009,0.3155
2.1988e-009,0.3155
2.2374e-009,0.3155
2.2759e-009,0.3155
2.3145e-009,0.3155
2.3531e-009,0.3156
2.3916e-009,0.3156
2.4302e-009,0.3156
2.4688e-009,0.3156
2.5074e-009,0.3156
2.5459e-009,0.3156
2.5845e-009,0.3164
2.6231e-009,0.3230
2.6617e-009,0.3457
2.7003e-009,0.4033
2.7388e-009,0.5086
2.7774e-009,0.6517
2.8160e-009,0.8013
2.8545e-009,0.9070
2.8931e-009,0.9765
2.9317e-009,1.0269
2.9703e-009,1.0734
3.0089e-009,1.1166
3.0474e-009,1.1464
3.0860e-009,1.2034
3.1246e-009,1.2110
3.1631e-009,1.1838
3.2017e-009,1.0994
3.2403e-009,0.9468
3.2789e-009,0.7749
3.3175e-009,0.6272
3.3560e-009,0.5196
3.3946e-009,0.4505
3.4332e-009,0.3917
3.4717e-009,0.3469
3.5103e-009,0.3180
3.5489e-009,0.2818
3.5875e-009,0.2855
3.6260e-009,0.3344
3.6646e-009,0.4448
3.7032e-009,0.6184
3.7418e-009,0.8191
3.7803e-009,0.9728
3.8189e-009,1.0602
3.8575e-009,1.0984
3.8961e-009,1.1206
3.9346e-009,1.1457
3.9732e-009,1.1672
4.0118e-009,1.1808
4.0504e-009,1.1836
4.0890e-009,1.1721
4.1275e-009,1.1511
4.1661e-009,1.1285
4.2047e-009,1.1109
4.2433e-009,1.1053
4.2818e-009,1.1128
4.3204e-009,1.1283
4.3590e-009,1.1451
4.3975e-009,1.1584
4.4361e-009,1.1661
4.4747e-009,1.1699
4.5133e-009,1.1718
4.5519e-009,1.1730
4.5904e-009,1.1744
4.6290e-009,1.1765
4.6676e-009,1.1790
4.7062e-009,1.1814
4.7447e-009,1.1835
4.7833e-009,1.1843
4.8219e-009,1.1839
4.8604e-009,1.1828
4.8990e-009,1.1819
4.9376e-009,1.1816
4.9762e-009,1.1818
5.0147e-009,1.1822
5.0533e-009,1.1826
5.0919e-009,1.1828
5.1305e-009,1.1829
5.1691e-009,1.1828
5.2076e-009,1.1826
5.2462e-009,1.1825
5.2848e-009,1.1824
5.3234e-009,1.1824
5.3619e-009,1.1826
5.4005e-009,1.1844
5.4391e-009,1.1894
5.4776e-009,1.1906
5.5162e-009,1.1710
5.5548e-009,1.1020
5.5934e-009,0.9727
5.6320e-009,0.8232
5.6705e-009,0.6853
5.7091e-009,0.5707
5.7477e-009,0.4811
5.7863e-009,0.4105
5.8248e-009,0.3631
5.8634e-009,0.3300
5.9020e-009,0.3002
5.9405e-009,0.3101
5.9791e-009,0.3650
6.0177e-009,0.4839
6.0563e-009,0.6586
6.0948e-009,0.8482
6.1334e-009,0.9862
6.1720e-009,1.0645
6.2106e-009,1.1021
6.2492e-009,1.1291
6.2877e-009,1.1553
6.3263e-009,1.1735
6.3649e-009,1.1834
6.4035e-009,1.1816
6.4420e-009,1.1666
6.4806e-009,1.1453
6.5192e-009,1.1243
6.5577e-009,1.1097
6.5963e-009,1.1074
6.6349e-009,1.1168
6.6735e-009,1.1322
6.7121e-009,1.1479
6.7506e-009,1.1596
6.7892e-009,1.1663
6.8278e-009,1.1698
6.8664e-009,1.1719
6.9049e-009,1.1733
6.9435e-009,1.1749
6.9821e-009,1.1772
7.0206e-009,1.1795
7.0592e-009,1.1817
7.0978e-009,1.1836
7.1364e-009,1.1840
7.1749e-009,1.1834
7.2135e-009,1.1825
7.2521e-009,1.1817
7.2907e-009,1.1816
7.3293e-009,1.1819
7.3678e-009,1.1822
7.4064e-009,1.1825
7.4450e-009,1.1827
7.4835e-009,1.1827
7.5221e-009,1.1826
7.5607e-009,1.1825
7.5993e-009,1.1824
7.6379e-009,1.1823
7.6764e-009,1.1824
7.7150e-009,1.1825
7.7536e-009,1.1827
7.7922e-009,1.1827
7.8307e-009,1.1827
7.8693e-009,1.1827
7.9079e-009,1.1826
7.9464e-009,1.1826
7.9850e-009,1.1826
8.0236e-009,1.1826
8.0622e-009,1.1826
8.1008e-009,1.1826
8.1393e-009,1.1826
8.1779e-009,1.1827
8.2165e-009,1.1826
8.2550e-009,1.1826
8.2936e-009,1.1826
8.3322e-009,1.1826
8.3708e-009,1.1826
8.4093e-009,1.1826
