.HEADER
..NAMES
Time,V U1.Y8
.DATA
0.0e+000,1.1830
3.86e-011,1.1830
7.72e-011,1.1830
1.157e-010,1.1830
1.543e-010,1.1830
1.929e-010,1.1830
2.314e-010,1.1830
2.700e-010,1.1881
3.086e-010,1.1917
3.472e-010,1.1797
3.857e-010,1.1268
4.243e-010,1.0125
4.629e-010,0.8650
5.015e-010,0.7252
5.401e-010,0.6042
5.786e-010,0.5089
6.172e-010,0.4316
6.558e-010,0.3764
6.944e-010,0.3424
7.329e-010,0.3061
7.715e-010,0.3053
8.101e-010,0.3434
8.486e-010,0.4340
8.872e-010,0.5801
9.258e-010,0.7571
9.644e-010,0.9074
1.0029e-009,1.0085
1.0415e-009,1.0677
1.0801e-009,1.1074
1.1187e-009,1.1418
1.1572e-009,1.1652
1.1958e-009,1.2104
1.2344e-009,1.2268
1.2730e-009,1.2144
1.3115e-009,1.1629
1.3501e-009,1.0441
1.3887e-009,0.8803
1.4273e-009,0.7173
1.4658e-009,0.5795
1.5044e-009,0.4849
1.5430e-009,0.4158
1.5816e-009,0.3647
1.6202e-009,0.3347
1.6587e-009,0.3009
1.6973e-009,0.2880
1.7359e-009,0.3134
1.7745e-009,0.3865
1.8130e-009,0.5197
1.8516e-009,0.6976
1.8902e-009,0.8675
1.9288e-009,0.9861
1.9673e-009,1.0569
2.0059e-009,1.0979
2.0445e-009,1.1314
2.0830e-009,1.1578
2.1216e-009,1.1733
2.1602e-009,1.1803
2.1988e-009,1.1783
2.2374e-009,1.1688
2.2759e-009,1.1573
2.3145e-009,1.1452
2.3531e-009,1.1339
2.3916e-009,1.1290
2.4302e-009,1.1318
2.4688e-009,1.1407
2.5074e-009,1.1530
2.5459e-009,1.1635
2.5845e-009,1.1696
2.6231e-009,1.1733
2.6617e-009,1.1750
2.7003e-009,1.1758
2.7388e-009,1.1773
2.7774e-009,1.1791
2.8160e-009,1.1805
2.8545e-009,1.1817
2.8931e-009,1.1828
2.9317e-009,1.1832
2.9703e-009,1.1837
3.0089e-009,1.1838
3.0474e-009,1.1833
