.HEADER
..NAMES
Time,V U1.AD8&AE8
.DATA
0.0e+000,-0.8624
3.86e-011,-0.8624
7.72e-011,-0.8624
1.157e-010,-0.8624
1.543e-010,-0.8624
1.929e-010,-0.8624
2.314e-010,-0.8624
2.700e-010,-0.8624
3.086e-010,-0.8624
3.472e-010,-0.8624
3.857e-010,-0.8624
4.243e-010,-0.8624
4.629e-010,-0.8624
5.015e-010,-0.8578
5.401e-010,-0.8413
5.786e-010,-0.8008
6.172e-010,-0.7122
6.558e-010,-0.5632
6.944e-010,-0.3501
7.329e-010,-0.1070
7.715e-010,0.1285
8.101e-010,0.3179
8.486e-010,0.4695
8.872e-010,0.5902
9.258e-010,0.6733
9.644e-010,0.7553
1.0029e-009,0.7805
1.0415e-009,0.7680
1.0801e-009,0.6875
1.1187e-009,0.5063
1.1572e-009,0.2381
1.1958e-009,-0.0606
1.2344e-009,-0.3523
1.2730e-009,-0.5544
1.3115e-009,-0.6735
1.3501e-009,-0.7399
1.3887e-009,-0.7710
1.4273e-009,-0.7879
1.4658e-009,-0.7672
1.5044e-009,-0.7274
1.5430e-009,-0.6292
1.5816e-009,-0.4681
1.6202e-009,-0.2509
1.6587e-009,-0.0014
1.6973e-009,0.2551
1.7359e-009,0.4520
1.7745e-009,0.5882
1.8130e-009,0.6831
1.8516e-009,0.7404
1.8902e-009,0.7899
1.9288e-009,0.8169
1.9673e-009,0.7980
2.0059e-009,0.7262
2.0445e-009,0.5700
2.0830e-009,0.3205
2.1216e-009,0.0320
2.1602e-009,-0.2644
2.1988e-009,-0.4999
2.2374e-009,-0.6418
2.2759e-009,-0.7206
2.3145e-009,-0.7600
2.3531e-009,-0.7798
2.3916e-009,-0.7770
2.4302e-009,-0.7438
2.4688e-009,-0.6678
2.5074e-009,-0.5252
2.5459e-009,-0.3208
2.5845e-009,-0.0794
2.6231e-009,0.1789
2.6617e-009,0.3994
2.7003e-009,0.5501
2.7388e-009,0.6580
2.7774e-009,0.7265
2.8160e-009,0.7661
2.8545e-009,0.8134
2.8931e-009,0.8055
2.9317e-009,0.7566
2.9703e-009,0.6309
3.0089e-009,0.4062
3.0474e-009,0.1242
3.0860e-009,-0.1733
3.1246e-009,-0.4374
3.1631e-009,-0.6049
3.2017e-009,-0.7013
3.2403e-009,-0.7518
3.2789e-009,-0.7702
3.3175e-009,-0.7822
3.3560e-009,-0.7457
3.3946e-009,-0.6983
3.4332e-009,-0.5776
3.4717e-009,-0.3911
3.5103e-009,-0.1581
3.5489e-009,0.0973
3.5875e-009,0.3383
3.6260e-009,0.5068
3.6646e-009,0.6272
3.7032e-009,0.7083
3.7418e-009,0.7521
3.7803e-009,0.8063
3.8189e-009,0.8114
3.8575e-009,0.7798
3.8961e-009,0.6808
3.9346e-009,0.4870
3.9732e-009,0.2163
4.0118e-009,-0.0791
4.0504e-009,-0.3639
4.0890e-009,-0.5609
4.1275e-009,-0.6771
4.1661e-009,-0.7393
4.2047e-009,-0.7672
4.2433e-009,-0.7836
4.2818e-009,-0.7633
4.3204e-009,-0.7230
4.3590e-009,-0.6224
4.3975e-009,-0.4566
4.4361e-009,-0.2351
4.4747e-009,0.0147
4.5133e-009,0.2683
4.5519e-009,0.4606
4.5904e-009,0.5935
4.6290e-009,0.6868
4.6676e-009,0.7419
4.7062e-009,0.7935
4.7447e-009,0.8158
4.7833e-009,0.7965
4.8219e-009,0.7207
4.8604e-009,0.5591
4.8990e-009,0.3061
4.9376e-009,0.0160
4.9762e-009,-0.2799
5.0147e-009,-0.5092
5.0533e-009,-0.6477
5.0919e-009,-0.7240
5.1305e-009,-0.7616
5.1691e-009,-0.7798
5.2076e-009,-0.7752
5.2462e-009,-0.7393
5.2848e-009,-0.6613
5.3234e-009,-0.5167
5.3619e-009,-0.3093
5.4005e-009,-0.0664
5.4391e-009,0.1915
5.4776e-009,0.4085
5.5162e-009,0.5557
5.5548e-009,0.6615
5.5934e-009,0.7287
5.6320e-009,0.7738
5.6705e-009,0.8147
5.7091e-009,0.8064
5.7477e-009,0.7525
5.7863e-009,0.6216
5.8248e-009,0.3925
5.8634e-009,0.1094
5.9020e-009,-0.1891
5.9405e-009,-0.4486
5.9791e-009,-0.6117
6.0177e-009,-0.7050
6.0563e-009,-0.7536
6.0948e-009,-0.7706
6.1334e-009,-0.7824
6.1720e-009,-0.7434
6.2106e-009,-0.6946
6.2492e-009,-0.5699
6.2877e-009,-0.3796
6.3263e-009,-0.1460
6.3649e-009,0.1105
6.4035e-009,0.3486
6.4420e-009,0.5139
6.4806e-009,0.6327
6.5192e-009,0.7115
6.5577e-009,0.7530
6.5963e-009,0.8065
6.6349e-009,0.8096
6.6735e-009,0.7756
6.7121e-009,0.6732
6.7506e-009,0.4742
6.7892e-009,0.2010
6.8278e-009,-0.0943
6.8664e-009,-0.3766
6.9049e-009,-0.5688
6.9435e-009,-0.6813
6.9821e-009,-0.7414
7.0206e-009,-0.7680
7.0592e-009,-0.7846
7.0978e-009,-0.7612
7.1364e-009,-0.7215
7.1749e-009,-0.6160
7.2135e-009,-0.4459
7.2521e-009,-0.2234
7.2907e-009,0.0277
7.3293e-009,0.2799
7.3678e-009,0.4680
7.4064e-009,0.5999
7.4450e-009,0.6908
7.4835e-009,0.7433
7.5221e-009,0.7938
7.5607e-009,0.8149
7.5993e-009,0.7931
7.6379e-009,0.7146
7.6764e-009,0.5480
7.7150e-009,0.2912
7.7536e-009,0.0005
7.7922e-009,-0.2937
7.8307e-009,-0.5185
7.8693e-009,-0.6530
7.9079e-009,-0.7268
7.9464e-009,-0.7629
7.9850e-009,-0.7822
8.0236e-009,-0.7740
8.0622e-009,-0.7400
8.1008e-009,-0.6561
8.1393e-009,-0.5072
8.1779e-009,-0.2977
8.2165e-009,-0.0538
8.2550e-009,0.2041
8.2936e-009,0.4169
8.3322e-009,0.5624
8.3708e-009,0.6662
8.4093e-009,0.7308
8.4479e-009,0.7748
8.4865e-009,0.8144
8.5251e-009,0.8036
8.5637e-009,0.7474
8.6022e-009,0.6122
8.6408e-009,0.3785
8.6794e-009,0.0938
8.7179e-009,-0.2038
8.7565e-009,-0.4593
8.7951e-009,-0.6180
8.8337e-009,-0.7084
8.8722e-009,-0.7552
8.9108e-009,-0.7710
8.9494e-009,-0.7812
8.9880e-009,-0.7400
9.0266e-009,-0.6889
9.0651e-009,-0.5619
9.1037e-009,-0.3692
9.1423e-009,-0.1332
9.1808e-009,0.1237
9.2194e-009,0.3587
9.2580e-009,0.5206
9.2966e-009,0.6370
9.3352e-009,0.7143
9.3737e-009,0.7544
9.4123e-009,0.8092
9.4509e-009,0.8087
9.4895e-009,0.7729
9.5280e-009,0.6655
9.5666e-009,0.4614
9.6052e-009,0.1865
9.6437e-009,-0.1101
9.6823e-009,-0.3893
9.7209e-009,-0.5762
9.7595e-009,-0.6860
9.7981e-009,-0.7437
9.8366e-009,-0.7685
9.8752e-009,-0.7839
9.9138e-009,-0.7585
