.HEADER
..NAMES
Time,V U1.AC12
.DATA
0.0e+000,1.0942
3.67e-011,1.0943
7.33e-011,1.0953
1.100e-010,1.0969
1.467e-010,1.1015
1.834e-010,1.1029
2.201e-010,1.0899
2.567e-010,1.0439
2.934e-010,0.9488
3.301e-010,0.8239
3.667e-010,0.6972
4.034e-010,0.5851
4.401e-010,0.4971
4.768e-010,0.4344
5.135e-010,0.3912
5.501e-010,0.3619
5.868e-010,0.3409
6.235e-010,0.3261
6.601e-010,0.3156
6.968e-010,0.3082
7.335e-010,0.3030
7.702e-010,0.2992
8.068e-010,0.2962
8.435e-010,0.2936
8.802e-010,0.2921
9.169e-010,0.2930
9.536e-010,0.2979
9.902e-010,0.3079
1.0269e-009,0.3205
1.0636e-009,0.3340
1.1003e-009,0.3501
1.1369e-009,0.3705
1.1736e-009,0.3932
1.2103e-009,0.4132
1.2469e-009,0.4247
1.2836e-009,0.4240
1.3203e-009,0.4125
1.3570e-009,0.3967
1.3936e-009,0.3847
1.4303e-009,0.3819
1.4670e-009,0.3887
1.5037e-009,0.4012
1.5403e-009,0.4132
1.5770e-009,0.4194
1.6137e-009,0.4181
1.6504e-009,0.4112
1.6871e-009,0.4028
1.7237e-009,0.3968
1.7604e-009,0.3962
1.7971e-009,0.4008
1.8338e-009,0.4079
1.8704e-009,0.4136
1.9071e-009,0.4156
1.9438e-009,0.4131
1.9805e-009,0.4070
2.0171e-009,0.3989
2.0538e-009,0.3900
2.0905e-009,0.3808
2.1272e-009,0.3716
2.1638e-009,0.3625
2.2005e-009,0.3541
2.2372e-009,0.3466
2.2738e-009,0.3399
2.3105e-009,0.3335
2.3472e-009,0.3270
2.3839e-009,0.3206
2.4205e-009,0.3153
2.4572e-009,0.3129
2.4939e-009,0.3144
2.5306e-009,0.3195
2.5672e-009,0.3266
2.6039e-009,0.3331
2.6406e-009,0.3364
2.6773e-009,0.3354
2.7139e-009,0.3303
2.7506e-009,0.3229
2.7873e-009,0.3157
2.8240e-009,0.3109
2.8606e-009,0.3096
2.8973e-009,0.3116
2.9340e-009,0.3155
2.9707e-009,0.3198
3.0073e-009,0.3229
3.0440e-009,0.3243
3.0807e-009,0.3241
3.1174e-009,0.3230
3.1540e-009,0.3216
3.1907e-009,0.3201
3.2274e-009,0.3188
3.2641e-009,0.3179
3.3007e-009,0.3176
3.3374e-009,0.3179
3.3741e-009,0.3185
3.4108e-009,0.3191
3.4475e-009,0.3192
3.4841e-009,0.3188
3.5208e-009,0.3181
3.5575e-009,0.3175
3.5942e-009,0.3174
3.6308e-009,0.3180
3.6675e-009,0.3190
3.7042e-009,0.3201
3.7408e-009,0.3208
3.7775e-009,0.3210
3.8142e-009,0.3207
3.8509e-009,0.3207
3.8875e-009,0.3252
3.9242e-009,0.3428
3.9609e-009,0.3879
3.9976e-009,0.4724
4.0342e-009,0.5855
4.0709e-009,0.7104
4.1076e-009,0.8097
4.1443e-009,0.8827
4.1809e-009,0.9386
4.2176e-009,0.9841
4.2543e-009,1.0220
4.2910e-009,1.0515
4.3276e-009,1.0730
4.3643e-009,1.0878
4.4010e-009,1.0979
4.4377e-009,1.1050
4.4743e-009,1.1103
4.5110e-009,1.1141
4.5477e-009,1.1170
4.5844e-009,1.1188
4.6211e-009,1.1184
4.6577e-009,1.1143
4.6944e-009,1.1061
4.7311e-009,1.0958
4.7678e-009,1.0835
4.8044e-009,1.0712
4.8411e-009,1.0594
4.8778e-009,1.0381
4.9145e-009,0.9966
4.9511e-009,0.9157
4.9878e-009,0.7918
5.0245e-009,0.6627
5.0612e-009,0.5560
5.0978e-009,0.4708
5.1345e-009,0.3998
5.1712e-009,0.3400
5.2079e-009,0.2911
5.2445e-009,0.2556
5.2812e-009,0.2341
5.3179e-009,0.2249
5.3546e-009,0.2235
5.3912e-009,0.2247
5.4279e-009,0.2245
5.4646e-009,0.2211
5.5013e-009,0.2145
5.5379e-009,0.2067
5.5746e-009,0.2016
5.6113e-009,0.2035
5.6480e-009,0.2146
5.6846e-009,0.2332
5.7213e-009,0.2532
5.7580e-009,0.2752
5.7947e-009,0.3135
5.8313e-009,0.3854
5.8680e-009,0.5068
5.9047e-009,0.6610
5.9414e-009,0.8154
5.9780e-009,0.9213
6.0147e-009,0.9803
6.0514e-009,1.0187
6.0881e-009,1.0562
6.1247e-009,1.0990
6.1614e-009,1.1408
6.1981e-009,1.1728
6.2348e-009,1.1902
6.2714e-009,1.1938
6.3081e-009,1.1887
6.3448e-009,1.1821
6.3815e-009,1.1795
6.4181e-009,1.1838
6.4548e-009,1.1944
6.4915e-009,1.2062
6.5282e-009,1.2119
6.5648e-009,1.2065
6.6015e-009,1.1905
6.6382e-009,1.1690
6.6749e-009,1.1467
6.7115e-009,1.1257
6.7482e-009,1.0981
6.7849e-009,1.0544
6.8215e-009,0.9794
6.8582e-009,0.8621
6.8949e-009,0.7326
6.9316e-009,0.6192
6.9682e-009,0.5225
7.0049e-009,0.4367
7.0416e-009,0.3602
7.0783e-009,0.2962
7.1149e-009,0.2511
7.1516e-009,0.2274
7.1883e-009,0.2237
7.2250e-009,0.2322
7.2616e-009,0.2433
7.2983e-009,0.2488
7.3350e-009,0.2447
7.3717e-009,0.2314
7.4083e-009,0.2135
7.4450e-009,0.1980
7.4817e-009,0.1925
7.5184e-009,0.2003
7.5550e-009,0.2202
7.5917e-009,0.2450
7.6284e-009,0.2698
7.6651e-009,0.2968
7.7018e-009,0.3283
7.7384e-009,0.3611
7.7751e-009,0.3886
7.8118e-009,0.4041
7.8484e-009,0.4048
7.8851e-009,0.3951
7.9218e-009,0.3835
7.9585e-009,0.3789
7.9952e-009,0.3845
8.0318e-009,0.3972
8.0685e-009,0.4101
8.1052e-009,0.4163
8.1418e-009,0.4128
8.1785e-009,0.4022
8.2152e-009,0.3905
8.2519e-009,0.3838
8.2886e-009,0.3851
8.3252e-009,0.3944
8.3619e-009,0.4083
8.3986e-009,0.4207
8.4352e-009,0.4267
8.4719e-009,0.4247
8.5086e-009,0.4165
8.5453e-009,0.4072
8.5820e-009,0.4052
8.6186e-009,0.4213
8.6553e-009,0.4717
8.6920e-009,0.5623
8.7286e-009,0.6749
8.7653e-009,0.7886
8.8020e-009,0.8704
8.8387e-009,0.9277
8.8754e-009,0.9707
8.9120e-009,1.0051
8.9487e-009,1.0321
8.9854e-009,1.0533
9.0220e-009,1.0710
9.0587e-009,1.0876
9.0954e-009,1.1039
9.1321e-009,1.1187
9.1688e-009,1.1296
9.2054e-009,1.1348
9.2421e-009,1.1339
9.2788e-009,1.1280
9.3154e-009,1.1185
9.3521e-009,1.1061
9.3888e-009,1.0927
9.4255e-009,1.0802
9.4622e-009,1.0693
9.4988e-009,1.0584
9.5355e-009,1.0442
9.5722e-009,1.0258
9.6088e-009,1.0092
9.6455e-009,1.0015
9.6822e-009,1.0056
9.7189e-009,1.0175
9.7556e-009,1.0296
9.7922e-009,1.0349
9.8289e-009,1.0308
9.8656e-009,1.0197
9.9022e-009,1.0074
9.9389e-009,0.9993
9.9756e-009,0.9983
1.00123e-008,1.0033
1.00490e-008,1.0107
1.00856e-008,1.0166
1.01223e-008,1.0185
1.01590e-008,1.0161
1.01956e-008,1.0110
1.02323e-008,1.0057
1.02690e-008,1.0031
1.03057e-008,1.0044
1.03424e-008,1.0091
1.03790e-008,1.0155
1.04157e-008,1.0227
1.04524e-008,1.0303
1.04890e-008,1.0386
1.05257e-008,1.0476
1.05624e-008,1.0566
1.05991e-008,1.0645
1.06358e-008,1.0710
1.06724e-008,1.0763
1.07091e-008,1.0813
1.07458e-008,1.0869
1.07824e-008,1.0928
1.08191e-008,1.0978
1.08558e-008,1.1000
1.08925e-008,1.0983
1.09292e-008,1.0934
1.09658e-008,1.0873
1.10025e-008,1.0826
1.10392e-008,1.0811
1.10758e-008,1.0836
1.11125e-008,1.0891
1.11492e-008,1.0957
1.11859e-008,1.1013
1.12226e-008,1.1043
1.12592e-008,1.1044
1.12959e-008,1.1021
1.13326e-008,1.0987
1.13693e-008,1.0955
1.14059e-008,1.0934
1.14426e-008,1.0926
1.14793e-008,1.0929
1.15159e-008,1.0938
1.15526e-008,1.0951
1.15893e-008,1.0965
1.16260e-008,1.0980
1.16627e-008,1.0992
1.16993e-008,1.0996
1.17360e-008,1.0992
1.17727e-008,1.0982
1.18093e-008,1.0972
1.18460e-008,1.0968
1.18827e-008,1.0971
1.19194e-008,1.0979
1.19561e-008,1.0986
1.19927e-008,1.0987
1.20294e-008,1.0983
1.20661e-008,1.0976
1.21027e-008,1.0968
1.21394e-008,1.0963
1.21761e-008,1.0962
1.22128e-008,1.0964
1.22495e-008,1.0966
1.22861e-008,1.0967
1.23228e-008,1.0965
1.23595e-008,1.0961
1.23961e-008,1.0957
1.24328e-008,1.0955
1.24695e-008,1.0957
1.25062e-008,1.0961
1.25429e-008,1.0965
1.25795e-008,1.0967
1.26162e-008,1.0965
1.26529e-008,1.0962
1.26895e-008,1.0959
1.27262e-008,1.0957
1.27629e-008,1.0957
1.27996e-008,1.0959
1.28363e-008,1.0962
1.28729e-008,1.0964
1.29096e-008,1.0965
1.29463e-008,1.0965
1.29829e-008,1.0963
1.30196e-008,1.0960
1.30563e-008,1.0957
1.30930e-008,1.0954
1.31297e-008,1.0952
1.31663e-008,1.0952
1.32030e-008,1.0954
1.32397e-008,1.0958
1.32763e-008,1.0963
1.33130e-008,1.0968
1.33497e-008,1.0969
1.33864e-008,1.0967
1.34231e-008,1.0962
1.34597e-008,1.0955
1.34964e-008,1.0950
1.35331e-008,1.0947
1.35697e-008,1.0948
1.36064e-008,1.0952
1.36431e-008,1.0957
1.36798e-008,1.0962
1.37165e-008,1.0964
1.37531e-008,1.0965
1.37898e-008,1.0963
1.38265e-008,1.0959
1.38631e-008,1.0956
1.38998e-008,1.0953
1.39365e-008,1.0952
1.39732e-008,1.0952
1.40099e-008,1.0953
1.40465e-008,1.0956
1.40832e-008,1.0955
1.41199e-008,1.0964
1.41565e-008,1.0974
1.41932e-008,1.1000
1.42299e-008,1.1045
1.42666e-008,1.1019
1.43033e-008,1.0797
1.43399e-008,1.0164
1.43766e-008,0.9071
1.44133e-008,0.7798
1.44499e-008,0.6568
1.44866e-008,0.5526
1.45233e-008,0.4737
1.45600e-008,0.4186
1.45967e-008,0.3814
1.46333e-008,0.3550
1.46700e-008,0.3365
1.47067e-008,0.3231
1.47433e-008,0.3138
1.47800e-008,0.3073
1.48167e-008,0.3027
1.48534e-008,0.2992
1.48901e-008,0.2965
1.49267e-008,0.2943
1.49634e-008,0.2934
1.50001e-008,0.2955
1.50368e-008,0.3023
1.50734e-008,0.3135
1.51101e-008,0.3263
1.51468e-008,0.3403
1.51834e-008,0.3579
1.52201e-008,0.3796
1.52568e-008,0.4020
1.52935e-008,0.4196
1.53301e-008,0.4271
1.53668e-008,0.4222
1.54035e-008,0.4083
1.54402e-008,0.3930
1.54769e-008,0.3838
1.55135e-008,0.3845
1.55502e-008,0.3939
1.55869e-008,0.4068
1.56236e-008,0.4172
1.56602e-008,0.4208
1.56969e-008,0.4172
1.57336e-008,0.4093
1.57703e-008,0.4014
1.58069e-008,0.3972
1.58436e-008,0.3986
1.58803e-008,0.4045
1.59169e-008,0.4113
1.59536e-008,0.4158
1.59903e-008,0.4162
1.60270e-008,0.4122
1.60636e-008,0.4052
1.61003e-008,0.3968
1.61370e-008,0.3878
1.61737e-008,0.3787
1.62104e-008,0.3695
1.62470e-008,0.3606
1.62837e-008,0.3525
1.63204e-008,0.3452
1.63571e-008,0.3386
1.63937e-008,0.3322
1.64304e-008,0.3256
1.64671e-008,0.3194
1.65037e-008,0.3150
1.65404e-008,0.3140
1.65771e-008,0.3169
1.66138e-008,0.3230
1.66504e-008,0.3301
1.66871e-008,0.3357
1.67238e-008,0.3376
1.67605e-008,0.3349
1.67972e-008,0.3288
1.68338e-008,0.3211
1.68705e-008,0.3146
1.69072e-008,0.3109
1.69439e-008,0.3109
1.69805e-008,0.3141
1.70172e-008,0.3228
1.70539e-008,0.3435
1.70905e-008,0.3893
1.71272e-008,0.4727
1.71639e-008,0.5840
1.72006e-008,0.7075
1.72372e-008,0.8067
1.72739e-008,0.8792
1.73106e-008,0.9347
1.73473e-008,0.9800
1.73840e-008,1.0182
1.74206e-008,1.0483
1.74573e-008,1.0706
1.74940e-008,1.0862
1.75307e-008,1.0966
1.75673e-008,1.1035
1.76040e-008,1.1083
1.76407e-008,1.1120
1.76773e-008,1.1151
1.77140e-008,1.1176
1.77507e-008,1.1181
1.77874e-008,1.1149
1.78240e-008,1.1068
1.78607e-008,1.0950
1.78974e-008,1.0811
1.79341e-008,1.0665
1.79708e-008,1.0502
1.80074e-008,1.0309
1.80441e-008,1.0127
1.80808e-008,1.0020
1.81175e-008,1.0022
1.81541e-008,1.0113
1.81908e-008,1.0235
1.82275e-008,1.0316
1.82641e-008,1.0318
1.83008e-008,1.0244
1.83375e-008,1.0135
1.83742e-008,1.0043
1.84108e-008,1.0006
1.84475e-008,1.0031
1.84842e-008,1.0095
1.85209e-008,1.0159
1.85576e-008,1.0193
1.85942e-008,1.0184
1.86309e-008,1.0140
1.86676e-008,1.0083
1.87043e-008,1.0042
1.87409e-008,1.0040
1.87776e-008,1.0080
1.88143e-008,1.0151
1.88509e-008,1.0236
1.88876e-008,1.0339
1.89243e-008,1.0446
1.89610e-008,1.0456
1.89976e-008,1.0223
1.90343e-008,0.9533
1.90710e-008,0.8424
1.91077e-008,0.7222
1.91444e-008,0.6126
1.91810e-008,0.5240
1.92177e-008,0.4587
1.92544e-008,0.4133
1.92911e-008,0.3805
1.93277e-008,0.3546
1.93644e-008,0.3326
1.94011e-008,0.3141
1.94377e-008,0.3003
1.94744e-008,0.2919
1.95111e-008,0.2892
1.95478e-008,0.2907
1.95844e-008,0.2944
1.96211e-008,0.2982
1.96578e-008,0.3016
1.96945e-008,0.3056
1.97312e-008,0.3120
1.97678e-008,0.3209
1.98045e-008,0.3307
1.98412e-008,0.3500
1.98779e-008,0.3933
1.99145e-008,0.4798
1.99512e-008,0.6144
1.99879e-008,0.7697
2.00245e-008,0.9071
2.00612e-008,0.9878
2.00979e-008,1.0294
2.01346e-008,1.0558
2.01712e-008,1.0833
2.02079e-008,1.1160
2.02446e-008,1.1497
2.02813e-008,1.1779
2.03179e-008,1.1966
2.03546e-008,1.2050
2.03913e-008,1.2050
2.04280e-008,1.2009
2.04647e-008,1.1967
2.05013e-008,1.1955
2.05380e-008,1.1982
2.05747e-008,1.2016
2.06114e-008,1.2004
2.06480e-008,1.1915
2.06847e-008,1.1763
2.07214e-008,1.1575
2.07580e-008,1.1361
2.07947e-008,1.1098
2.08314e-008,1.0795
2.08681e-008,1.0527
2.09047e-008,1.0377
2.09414e-008,1.0373
2.09781e-008,1.0468
2.10148e-008,1.0564
2.10515e-008,1.0569
2.10881e-008,1.0451
2.11248e-008,1.0244
2.11615e-008,1.0033
2.11982e-008,0.9903
2.12348e-008,0.9904
2.12715e-008,1.0023
2.13082e-008,1.0195
2.13448e-008,1.0341
2.13815e-008,1.0404
2.14182e-008,1.0365
2.14549e-008,1.0246
2.14915e-008,1.0099
2.15282e-008,0.9985
2.15649e-008,0.9946
2.16016e-008,0.9991
2.16383e-008,1.0097
2.16749e-008,1.0233
2.17116e-008,1.0397
2.17483e-008,1.0534
2.17850e-008,1.0529
2.18216e-008,1.0214
2.18583e-008,0.9396
2.18950e-008,0.8213
2.19316e-008,0.6987
2.19683e-008,0.5894
2.20050e-008,0.5039
2.20417e-008,0.4435
2.20783e-008,0.4032
2.21150e-008,0.3734
2.21517e-008,0.3486
2.21884e-008,0.3260
2.22251e-008,0.3067
2.22617e-008,0.2926
2.22984e-008,0.2853
2.23351e-008,0.2849
2.23718e-008,0.2893
2.24084e-008,0.2955
2.24451e-008,0.3009
2.24818e-008,0.3048
2.25184e-008,0.3084
2.25551e-008,0.3140
2.25918e-008,0.3216
2.26285e-008,0.3308
2.26651e-008,0.3445
2.27018e-008,0.3646
2.27385e-008,0.3890
2.27752e-008,0.4115
2.28119e-008,0.4258
2.28485e-008,0.4276
2.28852e-008,0.4180
2.29219e-008,0.4027
2.29586e-008,0.3901
2.29952e-008,0.3858
2.30319e-008,0.3909
2.30686e-008,0.4025
2.31052e-008,0.4148
2.31419e-008,0.4224
2.31786e-008,0.4227
2.32153e-008,0.4167
2.32519e-008,0.4080
2.32886e-008,0.4008
2.33253e-008,0.3984
2.33620e-008,0.4018
2.33987e-008,0.4086
2.34353e-008,0.4151
2.34720e-008,0.4183
2.35087e-008,0.4169
2.35454e-008,0.4112
2.35820e-008,0.4027
2.36187e-008,0.3928
2.36554e-008,0.3826
2.36920e-008,0.3727
2.37287e-008,0.3639
2.37654e-008,0.3563
2.38021e-008,0.3498
2.38387e-008,0.3440
2.38754e-008,0.3379
2.39121e-008,0.3311
2.39488e-008,0.3239
2.39855e-008,0.3176
2.40221e-008,0.3143
2.40588e-008,0.3151
2.40955e-008,0.3199
2.41322e-008,0.3272
2.41688e-008,0.3342
2.42055e-008,0.3382
2.42422e-008,0.3378
2.42788e-008,0.3330
2.43155e-008,0.3255
2.43522e-008,0.3179
2.43889e-008,0.3124
2.44255e-008,0.3105
2.44622e-008,0.3123
2.44989e-008,0.3177
2.45356e-008,0.3305
2.45723e-008,0.3594
2.46089e-008,0.4199
2.46456e-008,0.5161
2.46823e-008,0.6344
2.47190e-008,0.7507
2.47556e-008,0.8374
2.47923e-008,0.9017
2.48290e-008,0.9528
2.48657e-008,0.9958
2.49023e-008,1.0317
2.49390e-008,1.0596
2.49757e-008,1.0788
2.50123e-008,1.0920
2.50490e-008,1.1006
2.50857e-008,1.1062
2.51224e-008,1.1101
2.51590e-008,1.1136
2.51957e-008,1.1165
2.52324e-008,1.1184
2.52691e-008,1.1178
2.53058e-008,1.1127
2.53424e-008,1.1031
2.53791e-008,1.0903
2.54158e-008,1.0761
2.54525e-008,1.0610
2.54891e-008,1.0434
2.55258e-008,1.0237
2.55625e-008,1.0077
2.55991e-008,1.0012
2.56358e-008,1.0055
2.56725e-008,1.0167
2.57092e-008,1.0280
2.57458e-008,1.0332
2.57825e-008,1.0300
2.58192e-008,1.0206
2.58559e-008,1.0098
2.58926e-008,1.0025
2.59292e-008,1.0015
2.59659e-008,1.0060
2.60026e-008,1.0128
2.60393e-008,1.0182
2.60759e-008,1.0199
2.61126e-008,1.0173
2.61493e-008,1.0120
2.61859e-008,1.0067
2.62226e-008,1.0041
2.62593e-008,1.0056
2.62960e-008,1.0111
2.63326e-008,1.0189
2.63693e-008,1.0277
2.64060e-008,1.0389
2.64427e-008,1.0471
2.64794e-008,1.0408
2.65160e-008,1.0021
2.65527e-008,0.9137
2.65894e-008,0.7956
2.66261e-008,0.6782
2.66627e-008,0.5760
2.66994e-008,0.4965
2.67361e-008,0.4394
2.67727e-008,0.3997
2.68094e-008,0.3702
2.68461e-008,0.3458
2.68828e-008,0.3251
2.69194e-008,0.3084
2.69561e-008,0.2967
2.69928e-008,0.2907
2.70295e-008,0.2899
2.70662e-008,0.2927
2.71028e-008,0.2965
2.71395e-008,0.3000
2.71762e-008,0.3034
2.72129e-008,0.3080
2.72495e-008,0.3155
2.72862e-008,0.3247
2.73229e-008,0.3352
2.73595e-008,0.3496
2.73962e-008,0.3701
2.74329e-008,0.3937
2.74696e-008,0.4146
2.75062e-008,0.4266
2.75429e-008,0.4261
2.75796e-008,0.4154
2.76163e-008,0.4003
2.76530e-008,0.3892
2.76896e-008,0.3868
2.77263e-008,0.3935
2.77630e-008,0.4055
2.77997e-008,0.4171
2.78363e-008,0.4233
2.78730e-008,0.4224
2.79097e-008,0.4160
2.79463e-008,0.4077
2.79830e-008,0.4015
2.80197e-008,0.4002
2.80564e-008,0.4041
2.80930e-008,0.4105
2.81297e-008,0.4159
2.81664e-008,0.4178
