.HEADER
..NAMES
Time,V U1.Y22
.DATA
0.0e+000,1.1838
3.86e-011,1.1838
7.72e-011,1.1838
1.157e-010,1.1838
1.543e-010,1.1838
1.929e-010,1.1838
2.314e-010,1.1838
2.700e-010,1.1889
3.086e-010,1.1925
3.472e-010,1.1805
3.857e-010,1.1283
4.243e-010,1.0147
4.629e-010,0.8669
5.015e-010,0.7252
5.401e-010,0.6006
5.786e-010,0.5043
6.172e-010,0.4313
6.558e-010,0.3787
6.944e-010,0.3461
7.329e-010,0.3244
7.715e-010,0.3082
8.101e-010,0.2989
8.486e-010,0.2966
8.872e-010,0.2990
9.258e-010,0.3082
9.644e-010,0.3241
1.0029e-009,0.3407
1.0415e-009,0.3525
1.0801e-009,0.3575
1.1187e-009,0.3554
1.1572e-009,0.3478
1.1958e-009,0.3402
1.2344e-009,0.3437
1.2730e-009,0.3734
1.3115e-009,0.4499
1.3501e-009,0.5735
1.3887e-009,0.7250
1.4273e-009,0.8551
1.4658e-009,0.9429
1.5044e-009,1.0015
1.5430e-009,1.0460
1.5816e-009,1.0882
1.6202e-009,1.1259
1.6587e-009,1.1524
1.6973e-009,1.1683
1.7359e-009,1.1761
1.7745e-009,1.1762
1.8130e-009,1.1722
1.8516e-009,1.1664
1.8902e-009,1.1574
1.9288e-009,1.1474
1.9673e-009,1.1426
2.0059e-009,1.1453
2.0445e-009,1.1527
2.0830e-009,1.1619
2.1216e-009,1.1697
2.1602e-009,1.1743
2.1988e-009,1.1767
2.2374e-009,1.1779
2.2759e-009,1.1783
2.3145e-009,1.1790
2.3531e-009,1.1807
2.3916e-009,1.1821
2.4302e-009,1.1826
2.4688e-009,1.1828
2.5074e-009,1.1834
2.5459e-009,1.1840
2.5845e-009,1.1861
2.6231e-009,1.1911
2.6617e-009,1.1924
2.7003e-009,1.1743
2.7388e-009,1.1096
2.7774e-009,0.9844
2.8160e-009,0.8360
2.8545e-009,0.6970
2.8931e-009,0.5786
2.9317e-009,0.4878
2.9703e-009,0.4190
3.0089e-009,0.3704
3.0474e-009,0.3411
3.0860e-009,0.3209
3.1246e-009,0.3059
3.1631e-009,0.2982
3.2017e-009,0.2968
3.2403e-009,0.3005
3.2789e-009,0.3113
3.3175e-009,0.3279
3.3560e-009,0.3439
3.3946e-009,0.3544
3.4332e-009,0.3579
3.4717e-009,0.3543
3.5103e-009,0.3460
3.5489e-009,0.3398
3.5875e-009,0.3473
3.6260e-009,0.3854
3.6646e-009,0.4726
3.7032e-009,0.6040
3.7418e-009,0.7565
3.7803e-009,0.8770
3.8189e-009,0.9574
