.HEADER
..NAMES
Time,V U1.W25
.DATA
4.11209e-008,0.3448
4.11595e-008,0.4033
4.11981e-008,0.5096
4.12367e-008,0.6551
4.12752e-008,0.8089
4.13138e-008,0.9225
4.13524e-008,0.9983
4.13910e-008,1.0473
4.14296e-008,1.0819
4.14681e-008,1.1108
4.15067e-008,1.1391
4.15453e-008,1.1610
4.15838e-008,1.1743
4.16224e-008,1.1800
4.16610e-008,1.1804
4.16996e-008,1.1753
4.17382e-008,1.1658
4.17767e-008,1.1548
4.18153e-008,1.1454
4.18539e-008,1.1423
4.18924e-008,1.1467
4.19310e-008,1.1554
4.19696e-008,1.1635
4.20082e-008,1.1701
4.20468e-008,1.1760
4.20853e-008,1.1796
4.21239e-008,1.1804
4.21625e-008,1.1802
4.22011e-008,1.1811
4.22396e-008,1.1820
4.22782e-008,1.1822
4.23168e-008,1.1821
4.23553e-008,1.1829
4.23939e-008,1.1842
4.24325e-008,1.1851
4.24711e-008,1.1854
4.25097e-008,1.1854
4.25482e-008,1.1852
4.25868e-008,1.1848
4.26254e-008,1.1845
4.26639e-008,1.1842
4.27025e-008,1.1842
4.27411e-008,1.1845
4.27797e-008,1.1847
4.28183e-008,1.1846
4.28568e-008,1.1844
4.28954e-008,1.1846
4.29340e-008,1.1878
4.29726e-008,1.1929
4.30111e-008,1.1890
4.30497e-008,1.1564
4.30883e-008,1.0669
4.31268e-008,0.9251
4.31654e-008,0.7746
4.32040e-008,0.6337
4.32426e-008,0.5171
4.32812e-008,0.4344
4.33197e-008,0.3831
4.33583e-008,0.3510
4.33969e-008,0.3205
4.34354e-008,0.3070
4.34740e-008,0.3246
4.35126e-008,0.3815
4.35512e-008,0.4879
4.35898e-008,0.6447
4.36283e-008,0.8115
4.36669e-008,0.9433
4.37055e-008,1.0406
4.37440e-008,1.1036
4.37826e-008,1.1394
4.38212e-008,1.1611
4.38598e-008,1.1982
4.38983e-008,1.2300
4.39369e-008,1.2323
4.39755e-008,1.2106
4.40141e-008,1.1410
4.40527e-008,0.9992
4.40912e-008,0.8225
4.41298e-008,0.6595
4.41684e-008,0.5176
4.42069e-008,0.4152
4.42455e-008,0.3570
4.42841e-008,0.3324
4.43227e-008,0.3140
4.43613e-008,0.2939
4.43998e-008,0.3056
4.44384e-008,0.3480
4.44770e-008,0.4356
4.45155e-008,0.5763
4.45541e-008,0.7537
4.45927e-008,0.8996
4.46313e-008,1.0092
4.46699e-008,1.0862
4.47084e-008,1.1337
4.47470e-008,1.1573
4.47856e-008,1.1746
4.48242e-008,1.1873
4.48627e-008,1.1902
4.49013e-008,1.1889
4.49399e-008,1.1869
4.49784e-008,1.1820
4.50170e-008,1.1707
4.50556e-008,1.1592
4.50942e-008,1.1500
4.51328e-008,1.1443
4.51713e-008,1.1445
4.52099e-008,1.1514
4.52485e-008,1.1604
4.52870e-008,1.1735
4.53256e-008,1.1839
4.53642e-008,1.1808
4.54028e-008,1.1402
4.54414e-008,1.0363
4.54799e-008,0.8881
4.55185e-008,0.7406
4.55571e-008,0.6039
4.55957e-008,0.4932
4.56342e-008,0.4187
4.56728e-008,0.3743
4.57114e-008,0.3460
4.57499e-008,0.3279
4.57885e-008,0.3154
4.58271e-008,0.3053
4.58657e-008,0.2974
4.59043e-008,0.2957
4.59428e-008,0.3021
4.59814e-008,0.3151
4.60200e-008,0.3326
4.60585e-008,0.3487
4.60971e-008,0.3573
4.61357e-008,0.3576
4.61743e-008,0.3535
4.62129e-008,0.3472
4.62514e-008,0.3461
4.62900e-008,0.3674
4.63286e-008,0.4335
4.63671e-008,0.5498
4.64057e-008,0.7011
4.64443e-008,0.8445
4.64829e-008,0.9478
4.65214e-008,1.0167
4.65600e-008,1.0609
4.65986e-008,1.0915
4.66372e-008,1.1189
4.66758e-008,1.1455
4.67143e-008,1.1640
4.67529e-008,1.1747
4.67915e-008,1.1790
4.68300e-008,1.1785
4.68686e-008,1.1726
4.69072e-008,1.1631
4.69458e-008,1.1523
4.69844e-008,1.1437
4.70229e-008,1.1428
4.70615e-008,1.1490
4.71001e-008,1.1577
4.71386e-008,1.1647
4.71772e-008,1.1713
4.72158e-008,1.1771
4.72544e-008,1.1799
4.72930e-008,1.1800
4.73315e-008,1.1801
4.73701e-008,1.1814
4.74087e-008,1.1820
4.74473e-008,1.1819
4.74858e-008,1.1819
4.75244e-008,1.1830
4.75630e-008,1.1843
4.76015e-008,1.1850
4.76401e-008,1.1851
4.76787e-008,1.1851
4.77173e-008,1.1849
4.77559e-008,1.1846
4.77944e-008,1.1842
4.78330e-008,1.1839
4.78716e-008,1.1840
4.79101e-008,1.1844
4.79487e-008,1.1845
4.79873e-008,1.1842
4.80259e-008,1.1842
4.80645e-008,1.1845
4.81030e-008,1.1890
4.81416e-008,1.1931
4.81802e-008,1.1842
4.82188e-008,1.1391
4.82573e-008,1.0332
4.82959e-008,0.8850
4.83345e-008,0.7362
4.83730e-008,0.6000
4.84116e-008,0.4918
4.84502e-008,0.4184
4.84888e-008,0.3733
4.85274e-008,0.3448
4.85659e-008,0.3127
4.86045e-008,0.3083
4.86431e-008,0.3346
4.86816e-008,0.4040
4.87202e-008,0.5239
4.87588e-008,0.6906
4.87974e-008,0.8487
4.88360e-008,0.9719
4.88745e-008,1.0599
4.89131e-008,1.1152
4.89517e-008,1.1456
4.89902e-008,1.1663
4.90288e-008,1.2092
4.90674e-008,1.2319
4.91060e-008,1.2293
4.91445e-008,1.1983
4.91831e-008,1.1112
4.92217e-008,0.9533
4.92603e-008,0.7783
4.92989e-008,0.6195
4.93374e-008,0.4863
4.93760e-008,0.3955
4.94146e-008,0.3481
4.94531e-008,0.3282
4.94917e-008,0.3036
4.95303e-008,0.2941
4.95689e-008,0.3130
4.96075e-008,0.3662
4.96460e-008,0.4666
4.96846e-008,0.6217
4.97232e-008,0.7953
4.97617e-008,0.9312
4.98003e-008,1.0320
4.98389e-008,1.1009
4.98775e-008,1.1414
4.99160e-008,1.1618
4.99546e-008,1.1789
4.99932e-008,1.1886
5.00318e-008,1.1900
5.00704e-008,1.1884
5.01089e-008,1.1862
5.01475e-008,1.1794
5.01861e-008,1.1673
5.02246e-008,1.1565
5.02632e-008,1.1480
5.03018e-008,1.1436
5.03404e-008,1.1456
5.03790e-008,1.1538
5.04175e-008,1.1622
5.04561e-008,1.1681
5.04947e-008,1.1740
5.05332e-008,1.1787
5.05718e-008,1.1805
5.06104e-008,1.1803
5.06490e-008,1.1811
5.06876e-008,1.1822
5.07261e-008,1.1823
5.07647e-008,1.1818
5.08033e-008,1.1826
5.08419e-008,1.1840
5.08804e-008,1.1845
5.09190e-008,1.1894
5.09576e-008,1.1938
5.09961e-008,1.1837
5.10347e-008,1.1353
5.10733e-008,1.0260
5.11119e-008,0.8768
5.11505e-008,0.7283
5.11890e-008,0.5931
5.12276e-008,0.4869
5.12662e-008,0.4151
5.13047e-008,0.3711
5.13433e-008,0.3435
5.13819e-008,0.3127
5.14205e-008,0.3092
5.14591e-008,0.3369
5.14976e-008,0.4087
5.15362e-008,0.5314
5.15748e-008,0.6992
5.16133e-008,0.8556
5.16519e-008,0.9772
5.16905e-008,1.0637
5.17291e-008,1.1173
5.17676e-008,1.1467
5.18062e-008,1.1673
5.18448e-008,1.1831
5.18834e-008,1.1881
5.19220e-008,1.1888
5.19605e-008,1.1886
5.19991e-008,1.1852
5.20377e-008,1.1746
5.20762e-008,1.1624
5.21148e-008,1.1526
5.21534e-008,1.1453
5.21920e-008,1.1434
5.22306e-008,1.1485
5.22691e-008,1.1575
5.23077e-008,1.1686
5.23463e-008,1.1810
5.23848e-008,1.1850
5.24234e-008,1.1615
5.24620e-008,1.0816
5.25006e-008,0.9450
5.25391e-008,0.7946
5.25777e-008,0.6521
5.26163e-008,0.5299
5.26549e-008,0.4420
5.26935e-008,0.3881
5.27320e-008,0.3551
5.27706e-008,0.3244
5.28092e-008,0.3069
5.28477e-008,0.3199
5.28863e-008,0.3686
5.29249e-008,0.4662
5.29635e-008,0.6157
5.30021e-008,0.7862
5.30406e-008,0.9234
5.30792e-008,1.0270
5.31178e-008,1.0955
5.31563e-008,1.1350
5.31949e-008,1.1575
5.32335e-008,1.1769
5.32721e-008,1.1870
5.33107e-008,1.1886
5.33492e-008,1.1887
5.33878e-008,1.1877
5.34264e-008,1.1804
5.34650e-008,1.1677
5.35035e-008,1.1570
5.35421e-008,1.1483
5.35807e-008,1.1435
5.36192e-008,1.1452
5.36578e-008,1.1532
5.36964e-008,1.1615
5.37350e-008,1.1677
5.37736e-008,1.1738
5.38121e-008,1.1785
5.38507e-008,1.1801
5.38893e-008,1.1801
5.39278e-008,1.1812
5.39664e-008,1.1821
5.40050e-008,1.1819
5.40436e-008,1.1816
5.40822e-008,1.1826
5.41207e-008,1.1839
5.41593e-008,1.1842
5.41979e-008,1.1847
5.42365e-008,1.1851
5.42750e-008,1.1849
5.43136e-008,1.1843
5.43522e-008,1.1841
5.43907e-008,1.1841
5.44293e-008,1.1839
5.44679e-008,1.1839
5.45065e-008,1.1842
5.45451e-008,1.1842
5.45836e-008,1.1840
5.46222e-008,1.1841
5.46608e-008,1.1844
5.46993e-008,1.1844
5.47379e-008,1.1841
5.47765e-008,1.1841
5.48151e-008,1.1843
5.48537e-008,1.1841
5.48922e-008,1.1840
5.49308e-008,1.1842
5.49694e-008,1.1843
5.50079e-008,1.1842
5.50465e-008,1.1841
5.50851e-008,1.1842
5.51237e-008,1.1842
5.51622e-008,1.1841
5.52008e-008,1.1841
5.52394e-008,1.1842
5.52780e-008,1.1841
5.53166e-008,1.1841
5.53551e-008,1.1841
5.53937e-008,1.1841
5.54323e-008,1.1841
5.54708e-008,1.1841
5.55094e-008,1.1841
5.55480e-008,1.1841
5.55866e-008,1.1841
5.56252e-008,1.1841
5.56637e-008,1.1841
5.57023e-008,1.1841
5.57409e-008,1.1841
5.57794e-008,1.1841
5.58180e-008,1.1841
5.58566e-008,1.1841
5.58952e-008,1.1840
5.59338e-008,1.1841
5.59723e-008,1.1840
5.60109e-008,1.1840
5.60495e-008,1.1840
5.60881e-008,1.1840
5.61266e-008,1.1840
5.61652e-008,1.1840
5.62038e-008,1.1840
5.62423e-008,1.1840
5.62809e-008,1.1840
5.63195e-008,1.1840
5.63581e-008,1.1840
5.63967e-008,1.1840
5.64352e-008,1.1840
5.64738e-008,1.1840
5.65124e-008,1.1840
5.65509e-008,1.1840
5.65895e-008,1.1840
5.66281e-008,1.1840
5.66667e-008,1.1840
5.67053e-008,1.1840
5.67438e-008,1.1840
5.67824e-008,1.1840
5.68210e-008,1.1840
5.68596e-008,1.1840
5.68981e-008,1.1840
5.69367e-008,1.1840
5.69753e-008,1.1840
5.70138e-008,1.1882
5.70524e-008,1.1926
5.70910e-008,1.1839
5.71296e-008,1.1389
5.71682e-008,1.0331
5.72067e-008,0.8849
5.72453e-008,0.7363
5.72839e-008,0.6000
5.73224e-008,0.4915
5.73610e-008,0.4180
5.73996e-008,0.3729
5.74382e-008,0.3445
5.74768e-008,0.3265
5.75153e-008,0.3138
5.75539e-008,0.3038
5.75925e-008,0.2967
5.76310e-008,0.2958
5.76696e-008,0.3022
5.77082e-008,0.3154
5.77468e-008,0.3332
5.77853e-008,0.3487
5.78239e-008,0.3567
5.78625e-008,0.3570
5.79011e-008,0.3530
5.79397e-008,0.3464
5.79782e-008,0.3458
5.80168e-008,0.3689
5.80554e-008,0.4375
5.80939e-008,0.5556
5.81325e-008,0.7075
5.81711e-008,0.8495
5.82097e-008,0.9511
5.82483e-008,1.0185
5.82868e-008,1.0619
5.83254e-008,1.0923
5.83640e-008,1.1197
5.84025e-008,1.1715
5.84411e-008,1.2109
5.84797e-008,1.2189
5.85183e-008,1.1963
5.85569e-008,1.1195
5.85954e-008,0.9720
5.86340e-008,0.7992
5.86726e-008,0.6388
5.87112e-008,0.5006
5.87497e-008,0.4065
5.87883e-008,0.3556
5.88269e-008,0.3331
5.88654e-008,0.3173
5.89040e-008,0.3081
5.89426e-008,0.3011
5.89812e-008,0.2919
5.90198e-008,0.2862
5.90583e-008,0.2913
5.90969e-008,0.3062
5.91355e-008,0.3227
5.91740e-008,0.3400
5.92126e-008,0.3544
5.92512e-008,0.3605
5.92898e-008,0.3575
5.93284e-008,0.3501
5.93669e-008,0.3406
5.94055e-008,0.3295
5.94441e-008,0.3209
5.94827e-008,0.3170
5.95212e-008,0.3161
5.95598e-008,0.3153
5.95984e-008,0.3156
5.96370e-008,0.3168
5.96755e-008,0.3170
5.97141e-008,0.3157
5.97527e-008,0.3144
5.97912e-008,0.3138
5.98298e-008,0.3129
5.98684e-008,0.3121
5.99070e-008,0.3121
5.99455e-008,0.3128
5.99841e-008,0.3133
6.00227e-008,0.3137
6.00613e-008,0.3142
6.00999e-008,0.3143
6.01384e-008,0.3140
6.01770e-008,0.3139
6.02156e-008,0.3139
6.02542e-008,0.3137
6.02927e-008,0.3134
6.03313e-008,0.3136
6.03699e-008,0.3138
6.04085e-008,0.3137
6.04470e-008,0.3137
6.04856e-008,0.3139
6.05242e-008,0.3139
6.05627e-008,0.3138
6.06013e-008,0.3137
6.06399e-008,0.3138
6.06785e-008,0.3138
6.07170e-008,0.3137
6.07556e-008,0.3137
6.07942e-008,0.3138
6.08328e-008,0.3138
6.08714e-008,0.3138
6.09099e-008,0.3139
6.09485e-008,0.3139
6.09871e-008,0.3138
6.10257e-008,0.3139
6.10642e-008,0.3139
6.11028e-008,0.3139
6.11414e-008,0.3138
6.11800e-008,0.3139
6.12185e-008,0.3139
6.12571e-008,0.3139
6.12957e-008,0.3139
6.13342e-008,0.3139
6.13728e-008,0.3139
6.14114e-008,0.3139
6.14500e-008,0.3139
6.14885e-008,0.3139
6.15271e-008,0.3140
6.15657e-008,0.3140
6.16043e-008,0.3140
6.16429e-008,0.3140
6.16814e-008,0.3140
6.17200e-008,0.3140
6.17586e-008,0.3140
6.17972e-008,0.3140
6.18357e-008,0.3140
6.18743e-008,0.3140
