.HEADER
..NAMES
Time,V U1.AB8
.DATA
0.0e+000,0.3162
3.86e-011,0.3162
7.72e-011,0.3162
1.157e-010,0.3162
1.543e-010,0.3162
1.929e-010,0.3162
2.314e-010,0.3162
2.700e-010,0.3213
3.086e-010,0.3390
3.472e-010,0.3862
3.857e-010,0.4783
4.243e-010,0.6088
4.629e-010,0.7542
5.015e-010,0.8641
5.401e-010,0.9403
5.786e-010,0.9988
6.172e-010,1.0537
6.558e-010,1.1045
6.944e-010,1.1396
7.329e-010,1.1952
7.715e-010,1.2087
8.101e-010,1.1896
8.486e-010,1.1230
8.872e-010,0.9914
9.258e-010,0.8321
9.644e-010,0.6890
1.0029e-009,0.5782
1.0415e-009,0.4983
1.0801e-009,0.4257
1.1187e-009,0.3677
1.1572e-009,0.3286
1.1958e-009,0.2883
1.2344e-009,0.2855
1.2730e-009,0.3236
1.3115e-009,0.4180
1.3501e-009,0.5733
1.3887e-009,0.7581
1.4273e-009,0.9127
1.4658e-009,1.0069
1.5044e-009,1.0567
1.5430e-009,1.0933
1.5816e-009,1.1308
1.6202e-009,1.1608
1.6587e-009,1.2057
1.6973e-009,1.2264
1.7359e-009,1.2129
1.7745e-009,1.1606
1.8130e-009,1.0415
1.8516e-009,0.8784
1.8902e-009,0.7219
1.9288e-009,0.5981
1.9673e-009,0.5149
2.0059e-009,0.4457
2.0445e-009,0.3852
2.0830e-009,0.3423
2.1216e-009,0.3105
2.1602e-009,0.2937
2.1988e-009,0.2936
2.2374e-009,0.3060
2.2759e-009,0.3292
2.3145e-009,0.3551
2.3531e-009,0.3743
2.3916e-009,0.3825
2.4302e-009,0.3788
2.4688e-009,0.3673
2.5074e-009,0.3543
2.5459e-009,0.3433
2.5845e-009,0.3356
2.6231e-009,0.3306
2.6617e-009,0.3275
2.7003e-009,0.3253
2.7388e-009,0.3229
2.7774e-009,0.3203
2.8160e-009,0.3177
2.8545e-009,0.3155
2.8931e-009,0.3141
2.9317e-009,0.3139
2.9703e-009,0.3146
3.0089e-009,0.3157
3.0474e-009,0.3164
3.0860e-009,0.3221
3.1246e-009,0.3407
3.1631e-009,0.3898
3.2017e-009,0.4839
3.2403e-009,0.6158
3.2789e-009,0.7605
3.3175e-009,0.8685
3.3560e-009,0.9436
3.3946e-009,1.0019
3.4332e-009,1.0568
3.4717e-009,1.1067
3.5103e-009,1.1407
3.5489e-009,1.1977
3.5875e-009,1.2085
3.6260e-009,1.1875
3.6646e-009,1.1171
3.7032e-009,0.9835
3.7418e-009,0.8243
3.7803e-009,0.6822
3.8189e-009,0.5735
3.8575e-009,0.4942
3.8961e-009,0.4217
3.9346e-009,0.3650
3.9732e-009,0.3265
4.0118e-009,0.3008
4.0504e-009,0.2919
4.0890e-009,0.2974
4.1275e-009,0.3140
4.1661e-009,0.3389
4.2047e-009,0.3624
4.2433e-009,0.3774
4.2818e-009,0.3812
4.3204e-009,0.3745
4.3590e-009,0.3625
4.3975e-009,0.3504
4.4361e-009,0.3407
4.4747e-009,0.3339
4.5133e-009,0.3294
4.5519e-009,0.3266
4.5904e-009,0.3243
4.6290e-009,0.3218
4.6676e-009,0.3193
4.7062e-009,0.3168
4.7447e-009,0.3150
4.7833e-009,0.3140
4.8219e-009,0.3141
4.8604e-009,0.3150
4.8990e-009,0.3160
4.9376e-009,0.3180
