.HEADER
..NAMES
Time,V U1.Y23
.DATA
0.0e+000,1.1833
3.86e-011,1.1833
7.72e-011,1.1833
1.157e-010,1.1833
1.543e-010,1.1833
1.929e-010,1.1833
2.314e-010,1.1833
2.700e-010,1.1884
3.086e-010,1.1919
3.472e-010,1.1799
3.857e-010,1.1280
4.243e-010,1.0153
4.629e-010,0.8692
5.015e-010,0.7292
5.401e-010,0.6055
5.786e-010,0.5092
6.172e-010,0.4360
6.558e-010,0.3824
6.944e-010,0.3483
7.329e-010,0.3257
7.715e-010,0.3091
8.101e-010,0.3005
8.486e-010,0.3004
8.872e-010,0.3061
9.258e-010,0.3184
9.644e-010,0.3363
1.0029e-009,0.3522
1.0415e-009,0.3605
1.0801e-009,0.3613
1.1187e-009,0.3558
1.1572e-009,0.3461
1.1958e-009,0.3361
1.2344e-009,0.3278
1.2730e-009,0.3220
1.3115e-009,0.3196
1.3501e-009,0.3191
1.3887e-009,0.3183
1.4273e-009,0.3173
1.4658e-009,0.3168
1.5044e-009,0.3157
1.5430e-009,0.3143
1.5816e-009,0.3131
1.6202e-009,0.3126
1.6587e-009,0.3146
1.6973e-009,0.3246
1.7359e-009,0.3558
1.7745e-009,0.4269
1.8130e-009,0.5432
1.8516e-009,0.6914
1.8902e-009,0.8279
1.9288e-009,0.9214
1.9673e-009,0.9845
2.0059e-009,1.0326
2.0445e-009,1.0767
2.0830e-009,1.1180
2.1216e-009,1.1483
2.1602e-009,1.1656
2.1988e-009,1.1730
2.2374e-009,1.1718
2.2759e-009,1.1647
2.3145e-009,1.1563
2.3531e-009,1.1475
2.3916e-009,1.1393
2.4302e-009,1.1372
2.4688e-009,1.1430
2.5074e-009,1.1523
2.5459e-009,1.1615
2.5845e-009,1.1714
2.6231e-009,1.1820
2.6617e-009,1.1855
2.7003e-009,1.1683
2.7388e-009,1.1037
2.7774e-009,0.9792
2.8160e-009,0.8345
2.8545e-009,0.6990
2.8931e-009,0.5820
2.9317e-009,0.4919
2.9703e-009,0.4239
3.0089e-009,0.3744
3.0474e-009,0.3438
3.0860e-009,0.3086
3.1246e-009,0.3096
3.1631e-009,0.3499
3.2017e-009,0.4433
3.2403e-009,0.5889
3.2789e-009,0.7586
3.3175e-009,0.9019
3.3560e-009,1.0042
3.3946e-009,1.0682
3.4332e-009,1.1089
3.4717e-009,1.1437
3.5103e-009,1.1675
3.5489e-009,1.1798
3.5875e-009,1.1854
3.6260e-009,1.1853
3.6646e-009,1.1774
3.7032e-009,1.1673
3.7418e-009,1.1565
3.7803e-009,1.1446
3.8189e-009,1.1370
3.8575e-009,1.1382
3.8961e-009,1.1448
3.9346e-009,1.1538
3.9732e-009,1.1637
4.0118e-009,1.1767
4.0504e-009,1.1853
4.0890e-009,1.1809
4.1275e-009,1.1433
4.1661e-009,1.0449
4.2047e-009,0.9028
4.2433e-009,0.7622
4.2818e-009,0.6339
4.3204e-009,0.5311
4.3590e-009,0.4542
4.3975e-009,0.3953
4.4361e-009,0.3565
4.4747e-009,0.3203
4.5133e-009,0.3056
4.5519e-009,0.3247
4.5904e-009,0.3921
4.6290e-009,0.5142
4.6676e-009,0.6784
4.7062e-009,0.8385
4.7447e-009,0.9609
4.7833e-009,1.0418
4.8219e-009,1.0910
4.8604e-009,1.1280
4.8990e-009,1.1578
4.9376e-009,1.1983
4.9762e-009,1.2264
5.0147e-009,1.2280
5.0533e-009,1.1974
5.0919e-009,1.1061
5.1305e-009,0.9532
5.1691e-009,0.7900
5.2076e-009,0.6353
5.2462e-009,0.5128
5.2848e-009,0.4339
5.3234e-009,0.3794
5.3619e-009,0.3427
5.4005e-009,0.3235
5.4391e-009,0.3083
5.4776e-009,0.2928
5.5162e-009,0.2886
5.5548e-009,0.2947
5.5934e-009,0.3056
5.6320e-009,0.3236
5.6705e-009,0.3453
5.7091e-009,0.3590
5.7477e-009,0.3640
5.7863e-009,0.3627
5.8248e-009,0.3541
5.8634e-009,0.3418
5.9020e-009,0.3324
5.9405e-009,0.3251
5.9791e-009,0.3200
6.0177e-009,0.3189
6.0563e-009,0.3194
6.0948e-009,0.3185
6.1334e-009,0.3178
6.1720e-009,0.3171
6.2106e-009,0.3154
6.2492e-009,0.3138
6.2877e-009,0.3132
6.3263e-009,0.3128
6.3649e-009,0.3127
6.4035e-009,0.3135
6.4420e-009,0.3142
6.4806e-009,0.3143
6.5192e-009,0.3147
6.5577e-009,0.3149
6.5963e-009,0.3145
6.6349e-009,0.3142
6.6735e-009,0.3143
6.7121e-009,0.3143
6.7506e-009,0.3142
6.7892e-009,0.3144
6.8278e-009,0.3179
6.8664e-009,0.3315
6.9049e-009,0.3707
6.9435e-009,0.4542
6.9821e-009,0.5800
7.0206e-009,0.7310
7.0592e-009,0.8563
7.0978e-009,0.9408
7.1364e-009,0.9987
7.1749e-009,1.0449
7.2135e-009,1.0889
7.2521e-009,1.1278
7.2907e-009,1.1866
7.3293e-009,1.2153
7.3678e-009,1.2137
7.4064e-009,1.1746
