.HEADER
..NAMES
Time,V U1.AD18&AE18
.DATA
0.0e+000,-0.8622
3.86e-011,-0.8622
7.72e-011,-0.8622
1.157e-010,-0.8622
1.543e-010,-0.8622
1.929e-010,-0.8622
2.314e-010,-0.8622
2.700e-010,-0.8622
3.086e-010,-0.8622
3.472e-010,-0.8622
3.857e-010,-0.8622
4.243e-010,-0.8622
4.629e-010,-0.8622
5.015e-010,-0.8576
5.401e-010,-0.8412
5.786e-010,-0.8007
6.172e-010,-0.7109
6.558e-010,-0.5648
6.944e-010,-0.3639
7.329e-010,-0.1450
7.715e-010,0.0589
8.101e-010,0.2392
8.486e-010,0.4063
8.872e-010,0.5463
9.258e-010,0.6532
9.644e-010,0.7448
1.0029e-009,0.7698
1.0415e-009,0.7586
1.0801e-009,0.6676
1.1187e-009,0.4940
1.1572e-009,0.2307
1.1958e-009,-0.0353
1.2344e-009,-0.2833
1.2730e-009,-0.4767
1.3115e-009,-0.6049
1.3501e-009,-0.6870
1.3887e-009,-0.7237
1.4273e-009,-0.7484
1.4658e-009,-0.7236
1.5044e-009,-0.6991
1.5430e-009,-0.6004
1.5816e-009,-0.4561
1.6202e-009,-0.2536
1.6587e-009,-0.0186
1.6973e-009,0.1823
1.7359e-009,0.3624
1.7745e-009,0.4993
1.8130e-009,0.6147
1.8516e-009,0.7042
1.8902e-009,0.7724
1.9288e-009,0.7959
1.9673e-009,0.7730
2.0059e-009,0.6983
2.0445e-009,0.5491
2.0830e-009,0.3107
2.1216e-009,0.0422
2.1602e-009,-0.2081
2.1988e-009,-0.4200
2.2374e-009,-0.5617
2.2759e-009,-0.6593
2.3145e-009,-0.7116
2.3531e-009,-0.7413
2.3916e-009,-0.7358
2.4302e-009,-0.7091
2.4688e-009,-0.6388
2.5074e-009,-0.5048
2.5459e-009,-0.3217
2.5845e-009,-0.0881
2.6231e-009,0.1216
2.6617e-009,0.3115
2.7003e-009,0.4583
2.7388e-009,0.5796
2.7774e-009,0.6787
2.8160e-009,0.7438
2.8545e-009,0.7972
2.8931e-009,0.7808
2.9317e-009,0.7307
2.9703e-009,0.6056
3.0089e-009,0.3941
3.0474e-009,0.1258
3.0860e-009,-0.1315
3.1246e-009,-0.3624
3.1631e-009,-0.5222
3.2017e-009,-0.6338
3.2403e-009,-0.6994
3.2789e-009,-0.7284
3.3175e-009,-0.7434
3.3560e-009,-0.7046
3.3946e-009,-0.6731
3.4332e-009,-0.5499
3.4717e-009,-0.3869
3.5103e-009,-0.1633
3.5489e-009,0.0611
3.5875e-009,0.2525
3.6260e-009,0.4156
3.6646e-009,0.5431
3.7032e-009,0.6501
3.7418e-009,0.7231
3.7803e-009,0.7908
3.8189e-009,0.7887
3.8575e-009,0.7559
3.8961e-009,0.6530
3.9346e-009,0.4713
3.9732e-009,0.2110
4.0118e-009,-0.0525
4.0504e-009,-0.2954
4.0890e-009,-0.4786
4.1275e-009,-0.6033
4.1661e-009,-0.6828
4.2047e-009,-0.7224
4.2433e-009,-0.7462
4.2818e-009,-0.7203
4.3204e-009,-0.6955
4.3590e-009,-0.5926
4.3975e-009,-0.4450
4.4361e-009,-0.2384
4.4747e-009,-0.0050
4.5133e-009,0.1923
4.5519e-009,0.3697
4.5904e-009,0.5048
4.6290e-009,0.6187
4.6676e-009,0.7054
4.7062e-009,0.7764
4.7447e-009,0.7960
4.7833e-009,0.7729
4.8219e-009,0.6926
4.8604e-009,0.5393
4.8990e-009,0.2964
4.9376e-009,0.0288
4.9762e-009,-0.2211
5.0147e-009,-0.4296
5.0533e-009,-0.5683
5.0919e-009,-0.6631
5.1305e-009,-0.7133
5.1691e-009,-0.7416
5.2076e-009,-0.7334
5.2462e-009,-0.7056
5.2848e-009,-0.6329
5.3234e-009,-0.4966
5.3619e-009,-0.3108
5.4005e-009,-0.0764
5.4391e-009,0.1316
5.4776e-009,0.3190
5.5162e-009,0.4647
5.5548e-009,0.5848
5.5934e-009,0.6828
5.6320e-009,0.7524
5.6705e-009,0.7979
5.7091e-009,0.7822
5.7477e-009,0.7259
5.7863e-009,0.5975
5.8248e-009,0.3802
5.8634e-009,0.1120
5.9020e-009,-0.1437
5.9405e-009,-0.3733
5.9791e-009,-0.5291
6.0177e-009,-0.6386
6.0563e-009,-0.7016
6.0948e-009,-0.7295
6.1334e-009,-0.7434
6.1720e-009,-0.7031
6.2106e-009,-0.6684
6.2492e-009,-0.5431
6.2877e-009,-0.3772
6.3263e-009,-0.1512
6.3649e-009,0.0703
6.4035e-009,0.2630
6.4420e-009,0.4225
6.4806e-009,0.5490
6.5192e-009,0.6550
6.5577e-009,0.7251
6.5963e-009,0.7912
6.6349e-009,0.7862
6.6735e-009,0.7518
6.7121e-009,0.6455
6.7506e-009,0.4591
6.7892e-009,0.1972
6.8278e-009,-0.0662
6.8664e-009,-0.3065
6.9049e-009,-0.4861
6.9435e-009,-0.6085
6.9821e-009,-0.6858
7.0206e-009,-0.7237
7.0592e-009,-0.7470
7.0978e-009,-0.7185
7.1364e-009,-0.6944
7.1749e-009,-0.5863
7.2135e-009,-0.4367
7.2521e-009,-0.2264
7.2907e-009,0.0053
7.3293e-009,0.2025
7.3678e-009,0.3776
7.4064e-009,0.5112
7.4450e-009,0.6240
7.4835e-009,0.7082
7.5221e-009,0.7777
7.5607e-009,0.7941
7.5993e-009,0.7694
7.6379e-009,0.6865
7.6764e-009,0.5285
7.7150e-009,0.2831
7.7536e-009,0.0148
7.7922e-009,-0.2334
7.8307e-009,-0.4379
7.8693e-009,-0.5744
7.9079e-009,-0.6667
7.9464e-009,-0.7154
7.9850e-009,-0.7440
8.0236e-009,-0.7321
8.0622e-009,-0.7074
8.1008e-009,-0.6267
8.1393e-009,-0.4897
8.1779e-009,-0.2993
8.2165e-009,-0.0648
8.2550e-009,0.1409
8.2936e-009,0.3282
8.3322e-009,0.4712
8.3708e-009,0.5905
8.4093e-009,0.6864
8.4479e-009,0.7547
8.4865e-009,0.7971
8.5251e-009,0.7789
8.5637e-009,0.7208
8.6022e-009,0.5882
8.6408e-009,0.3673
8.6794e-009,0.0980
8.7179e-009,-0.1570
8.7565e-009,-0.3827
8.7951e-009,-0.5358
8.8337e-009,-0.6429
8.8722e-009,-0.7041
8.9108e-009,-0.7301
8.9494e-009,-0.7416
8.9880e-009,-0.7005
9.0266e-009,-0.6634
9.0651e-009,-0.5357
9.1037e-009,-0.3669
9.1423e-009,-0.1394
9.1808e-009,0.0810
9.2194e-009,0.2711
9.2580e-009,0.4295
9.2966e-009,0.5547
9.3352e-009,0.6595
9.3737e-009,0.7273
