.HEADER
..NAMES
Time,V U1.AC19
.DATA
0.0e+000,1.1830
3.86e-011,1.1830
7.72e-011,1.1830
1.157e-010,1.1830
1.543e-010,1.1830
1.929e-010,1.1830
2.314e-010,1.1830
2.700e-010,1.1881
3.086e-010,1.1916
3.472e-010,1.1796
3.857e-010,1.1273
4.243e-010,1.0141
4.629e-010,0.8679
5.015e-010,0.7291
5.401e-010,0.6076
5.786e-010,0.5120
6.172e-010,0.4355
6.558e-010,0.3799
6.944e-010,0.3463
7.329e-010,0.3117
7.715e-010,0.3133
8.101e-010,0.3560
8.486e-010,0.4537
8.872e-010,0.6089
9.258e-010,0.7905
9.644e-010,0.9339
1.0029e-009,1.0215
1.0415e-009,1.0683
1.0801e-009,1.0993
1.1187e-009,1.1304
1.1572e-009,1.1542
1.1958e-009,1.1665
1.2344e-009,1.1687
1.2730e-009,1.1590
1.3115e-009,1.1432
1.3501e-009,1.1298
1.3887e-009,1.1203
1.4273e-009,1.1182
1.4658e-009,1.1266
1.5044e-009,1.1402
1.5430e-009,1.1533
1.5816e-009,1.1634
1.6202e-009,1.1690
1.6587e-009,1.1715
1.6973e-009,1.1735
1.7359e-009,1.1750
1.7745e-009,1.1768
1.8130e-009,1.1793
1.8516e-009,1.1810
1.8902e-009,1.1819
1.9288e-009,1.1831
1.9673e-009,1.1838
2.0059e-009,1.1834
2.0445e-009,1.1828
2.0830e-009,1.1823
2.1216e-009,1.1822
2.1602e-009,1.1826
2.1988e-009,1.1829
2.2374e-009,1.1831
2.2759e-009,1.1833
2.3145e-009,1.1831
2.3531e-009,1.1829
2.3916e-009,1.1829
2.4302e-009,1.1830
2.4688e-009,1.1830
2.5074e-009,1.1830
2.5459e-009,1.1831
2.5845e-009,1.1847
2.6231e-009,1.1895
2.6617e-009,1.1912
2.7003e-009,1.1734
2.7388e-009,1.1087
2.7774e-009,0.9844
2.8160e-009,0.8381
2.8545e-009,0.7017
2.8931e-009,0.5858
2.9317e-009,0.4947
2.9703e-009,0.4222
3.0089e-009,0.3712
3.0474e-009,0.3413
