.HEADER
..NAMES
Time,V U1.Y18
.DATA
0.0e+000,1.1829
3.86e-011,1.1829
7.72e-011,1.1829
1.157e-010,1.1829
1.543e-010,1.1829
1.929e-010,1.1829
2.314e-010,1.1829
2.700e-010,1.1880
3.086e-010,1.1916
3.472e-010,1.1795
3.857e-010,1.1267
4.243e-010,1.0127
4.629e-010,0.8659
5.015e-010,0.7272
5.401e-010,0.6070
5.786e-010,0.5112
6.172e-010,0.4328
6.558e-010,0.3771
6.944e-010,0.3437
7.329e-010,0.3239
7.715e-010,0.3158
8.101e-010,0.3169
8.486e-010,0.3246
8.872e-010,0.3398
9.258e-010,0.3565
9.644e-010,0.3672
1.0029e-009,0.3700
1.0415e-009,0.3646
1.0801e-009,0.3543
1.1187e-009,0.3437
1.1572e-009,0.3342
1.1958e-009,0.3275
1.2344e-009,0.3240
1.2730e-009,0.3217
1.3115e-009,0.3200
1.3501e-009,0.3190
1.3887e-009,0.3176
1.4273e-009,0.3162
1.4658e-009,0.3149
1.5044e-009,0.3136
1.5430e-009,0.3136
1.5816e-009,0.3142
1.6202e-009,0.3148
1.6587e-009,0.3153
1.6973e-009,0.3154
1.7359e-009,0.3153
1.7745e-009,0.3151
1.8130e-009,0.3149
1.8516e-009,0.3149
1.8902e-009,0.3150
1.9288e-009,0.3150
1.9673e-009,0.3151
2.0059e-009,0.3151
2.0445e-009,0.3151
2.0830e-009,0.3150
2.1216e-009,0.3150
2.1602e-009,0.3149
2.1988e-009,0.3149
2.2374e-009,0.3149
2.2759e-009,0.3150
2.3145e-009,0.3150
2.3531e-009,0.3150
2.3916e-009,0.3150
2.4302e-009,0.3150
2.4688e-009,0.3150
2.5074e-009,0.3150
2.5459e-009,0.3150
2.5845e-009,0.3151
2.6231e-009,0.3151
2.6617e-009,0.3151
2.7003e-009,0.3151
2.7388e-009,0.3151
2.7774e-009,0.3151
2.8160e-009,0.3151
2.8545e-009,0.3151
2.8931e-009,0.3151
2.9317e-009,0.3151
2.9703e-009,0.3151
3.0089e-009,0.3151
3.0474e-009,0.3151
3.0860e-009,0.3208
3.1246e-009,0.3397
3.1631e-009,0.3897
3.2017e-009,0.4863
3.2403e-009,0.6222
3.2789e-009,0.7719
3.3175e-009,0.8833
3.3560e-009,0.9577
3.3946e-009,1.0120
3.4332e-009,1.0611
3.4717e-009,1.1065
3.5103e-009,1.1373
3.5489e-009,1.1926
3.5875e-009,1.2031
3.6260e-009,1.1833
3.6646e-009,1.1164
3.7032e-009,0.9839
3.7418e-009,0.8234
3.7803e-009,0.6784
3.8189e-009,0.5654
3.8575e-009,0.4860
3.8961e-009,0.4164
3.9346e-009,0.3641
3.9732e-009,0.3319
4.0118e-009,0.2961
4.0504e-009,0.2977
4.0890e-009,0.3410
4.1275e-009,0.4372
4.1661e-009,0.5938
4.2047e-009,0.7779
4.2433e-009,0.9257
4.2818e-009,1.0159
4.3204e-009,1.0615
4.3590e-009,1.0925
4.3975e-009,1.1265
4.4361e-009,1.1516
4.4747e-009,1.1937
4.5133e-009,1.2149
4.5519e-009,1.2009
4.5904e-009,1.1503
4.6290e-009,1.0326
4.6676e-009,0.8694
4.7062e-009,0.7145
4.7447e-009,0.5897
4.7833e-009,0.5045
4.8219e-009,0.4372
4.8604e-009,0.3800
4.8990e-009,0.3428
4.9376e-009,0.3069
4.9762e-009,0.2931
5.0147e-009,0.3222
5.0533e-009,0.3995
5.0919e-009,0.5388
5.1305e-009,0.7199
5.1691e-009,0.8868
5.2076e-009,0.9941
5.2462e-009,1.0509
5.2848e-009,1.0827
5.3234e-009,1.1153
5.3619e-009,1.1444
5.4005e-009,1.1622
5.4391e-009,1.1695
5.4776e-009,1.1637
5.5162e-009,1.1503
5.5548e-009,1.1374
5.5934e-009,1.1259
5.6320e-009,1.1208
5.6705e-009,1.1259
5.7091e-009,1.1371
5.7477e-009,1.1509
5.7863e-009,1.1626
5.8248e-009,1.1687
5.8634e-009,1.1725
5.9020e-009,1.1819
5.9405e-009,1.1856
5.9791e-009,1.1722
6.0177e-009,1.1147
6.0563e-009,0.9961
6.0948e-009,0.8508
6.1334e-009,0.7146
6.1720e-009,0.5975
6.2106e-009,0.5037
6.2492e-009,0.4262
6.2877e-009,0.3720
6.3263e-009,0.3405
6.3649e-009,0.3077
6.4035e-009,0.3155
6.4420e-009,0.3640
6.4806e-009,0.4691
6.5192e-009,0.6287
6.5577e-009,0.8076
6.5963e-009,0.9430
6.6349e-009,1.0244
6.6735e-009,1.0680
6.7121e-009,1.1021
6.7506e-009,1.1349
6.7892e-009,1.1568
6.8278e-009,1.1681
6.8664e-009,1.1675
6.9049e-009,1.1562
6.9435e-009,1.1430
6.9821e-009,1.1311
7.0206e-009,1.1227
7.0592e-009,1.1233
7.0978e-009,1.1317
7.1364e-009,1.1444
7.1749e-009,1.1573
7.2135e-009,1.1658
7.2521e-009,1.1701
7.2907e-009,1.1726
7.3293e-009,1.1741
7.3678e-009,1.1756
7.4064e-009,1.1781
7.4450e-009,1.1801
7.4835e-009,1.1814
7.5221e-009,1.1824
7.5607e-009,1.1831
