.HEADER
..NAMES
Time,V U1.AB22
.DATA
0.0e+000,0.3154
3.86e-011,0.3154
7.72e-011,0.3154
1.157e-010,0.3154
1.543e-010,0.3154
1.929e-010,0.3154
2.314e-010,0.3154
2.700e-010,0.3206
3.086e-010,0.3385
3.472e-010,0.3865
3.857e-010,0.4811
4.243e-010,0.6176
4.629e-010,0.7734
5.015e-010,0.8971
5.401e-010,0.9851
5.786e-010,1.0483
6.172e-010,1.0968
6.558e-010,1.1346
6.944e-010,1.1621
7.329e-010,1.2161
7.715e-010,1.2379
8.101e-010,1.2363
8.486e-010,1.1998
8.872e-010,1.1034
9.258e-010,0.9571
9.644e-010,0.7950
1.0029e-009,0.6303
1.0415e-009,0.4884
1.0801e-009,0.3874
1.1187e-009,0.3291
1.1572e-009,0.3014
1.1958e-009,0.2887
1.2344e-009,0.2820
1.2730e-009,0.2753
1.3115e-009,0.2677
1.3501e-009,0.2647
1.3887e-009,0.2673
1.4273e-009,0.2758
1.4658e-009,0.2923
1.5044e-009,0.3129
1.5430e-009,0.3305
1.5816e-009,0.3429
1.6202e-009,0.3497
1.6587e-009,0.3513
1.6973e-009,0.3561
1.7359e-009,0.3805
1.7745e-009,0.4466
1.8130e-009,0.5597
1.8516e-009,0.7068
1.8902e-009,0.8467
1.9288e-009,0.9490
1.9673e-009,1.0225
2.0059e-009,1.0780
2.0445e-009,1.1215
2.0830e-009,1.1536
2.1216e-009,1.1940
2.1602e-009,1.2312
2.1988e-009,1.2398
2.2374e-009,1.2222
2.2759e-009,1.1552
2.3145e-009,1.0275
2.3531e-009,0.8702
2.3916e-009,0.7051
2.4302e-009,0.5505
2.4688e-009,0.4298
2.5074e-009,0.3523
2.5459e-009,0.3124
2.5845e-009,0.2878
2.6231e-009,0.2719
2.6617e-009,0.2846
2.7003e-009,0.3259
2.7388e-009,0.4102
2.7774e-009,0.5418
2.8160e-009,0.6989
2.8545e-009,0.8383
2.8931e-009,0.9573
2.9317e-009,1.0525
2.9703e-009,1.1229
3.0089e-009,1.1719
3.0474e-009,1.2015
3.0860e-009,1.2506
3.1246e-009,1.2598
3.1631e-009,1.2478
3.2017e-009,1.1984
3.2403e-009,1.0875
3.2789e-009,0.9340
3.3175e-009,0.7705
3.3560e-009,0.6089
3.3946e-009,0.4731
3.4332e-009,0.3781
3.4717e-009,0.3237
3.5103e-009,0.2970
3.5489e-009,0.2703
3.5875e-009,0.2752
3.6260e-009,0.3063
3.6646e-009,0.3760
3.7032e-009,0.4936
3.7418e-009,0.6485
3.7803e-009,0.7948
3.8189e-009,0.9203
3.8575e-009,1.0236
3.8961e-009,1.1024
3.9346e-009,1.1581
3.9732e-009,1.1939
4.0118e-009,1.2420
4.0504e-009,1.2592
4.0890e-009,1.2542
4.1275e-009,1.2202
4.1661e-009,1.1294
4.2047e-009,0.9846
4.2433e-009,0.8233
4.2818e-009,0.6585
4.3204e-009,0.5120
4.3590e-009,0.4034
4.3975e-009,0.3371
4.4361e-009,0.3033
4.4747e-009,0.2873
4.5133e-009,0.2796
4.5519e-009,0.2736
4.5904e-009,0.2664
4.6290e-009,0.2633
4.6676e-009,0.2658
4.7062e-009,0.2736
4.7447e-009,0.2890
4.7833e-009,0.3097
4.8219e-009,0.3284
4.8604e-009,0.3415
4.8990e-009,0.3489
4.9376e-009,0.3498
4.9762e-009,0.3445
5.0147e-009,0.3360
5.0533e-009,0.3279
5.0919e-009,0.3222
5.1305e-009,0.3186
5.1691e-009,0.3170
5.2076e-009,0.3168
5.2462e-009,0.3166
5.2848e-009,0.3171
5.3234e-009,0.3179
5.3619e-009,0.3179
5.4005e-009,0.3171
5.4391e-009,0.3160
5.4776e-009,0.3151
5.5162e-009,0.3142
5.5548e-009,0.3137
5.5934e-009,0.3137
5.6320e-009,0.3142
5.6705e-009,0.3148
5.7091e-009,0.3152
5.7477e-009,0.3154
5.7863e-009,0.3154
5.8248e-009,0.3153
5.8634e-009,0.3154
5.9020e-009,0.3153
5.9405e-009,0.3151
5.9791e-009,0.3150
6.0177e-009,0.3150
6.0563e-009,0.3150
6.0948e-009,0.3150
6.1334e-009,0.3151
6.1720e-009,0.3152
6.2106e-009,0.3152
6.2492e-009,0.3152
6.2877e-009,0.3152
6.3263e-009,0.3151
6.3649e-009,0.3151
6.4035e-009,0.3151
6.4420e-009,0.3152
6.4806e-009,0.3151
6.5192e-009,0.3151
6.5577e-009,0.3152
6.5963e-009,0.3152
6.6349e-009,0.3152
6.6735e-009,0.3152
6.7121e-009,0.3152
6.7506e-009,0.3152
6.7892e-009,0.3152
6.8278e-009,0.3152
6.8664e-009,0.3152
6.9049e-009,0.3152
6.9435e-009,0.3152
6.9821e-009,0.3152
7.0206e-009,0.3152
7.0592e-009,0.3152
7.0978e-009,0.3152
7.1364e-009,0.3152
7.1749e-009,0.3152
7.2135e-009,0.3152
7.2521e-009,0.3152
7.2907e-009,0.3152
7.3293e-009,0.3152
7.3678e-009,0.3152
7.4064e-009,0.3152
7.4450e-009,0.3153
7.4835e-009,0.3153
7.5221e-009,0.3153
7.5607e-009,0.3153
7.5993e-009,0.3153
7.6379e-009,0.3153
7.6764e-009,0.3153
7.7150e-009,0.3153
7.7536e-009,0.3153
7.7922e-009,0.3153
7.8307e-009,0.3153
7.8693e-009,0.3153
7.9079e-009,0.3153
7.9464e-009,0.3153
7.9850e-009,0.3153
8.0236e-009,0.3153
8.0622e-009,0.3153
8.1008e-009,0.3153
8.1393e-009,0.3153
8.1779e-009,0.3153
8.2165e-009,0.3165
8.2550e-009,0.3240
8.2936e-009,0.3490
8.3322e-009,0.4107
8.3708e-009,0.5197
8.4093e-009,0.6659
8.4479e-009,0.8163
8.4865e-009,0.9276
8.5251e-009,1.0066
8.5637e-009,1.0646
8.6022e-009,1.1095
8.6408e-009,1.1443
8.6794e-009,1.1686
8.7179e-009,1.1851
8.7565e-009,1.1961
8.7951e-009,1.2032
8.8337e-009,1.2069
8.8722e-009,1.2066
8.9108e-009,1.2007
8.9494e-009,1.1882
8.9880e-009,1.1718
9.0266e-009,1.1587
9.0651e-009,1.1546
9.1037e-009,1.1577
9.1423e-009,1.1635
9.1808e-009,1.1693
9.2194e-009,1.1739
9.2580e-009,1.1772
9.2966e-009,1.1795
9.3352e-009,1.1809
9.3737e-009,1.1818
9.4123e-009,1.1824
9.4509e-009,1.1830
9.4895e-009,1.1827
9.5280e-009,1.1818
9.5666e-009,1.1815
9.6052e-009,1.1825
9.6437e-009,1.1840
9.6823e-009,1.1850
9.7209e-009,1.1852
9.7595e-009,1.1849
9.7981e-009,1.1845
9.8366e-009,1.1842
9.8752e-009,1.1840
9.9138e-009,1.1840
9.9524e-009,1.1840
9.9909e-009,1.1841
1.00295e-008,1.1840
1.00681e-008,1.1839
1.01066e-008,1.1838
1.01452e-008,1.1840
1.01838e-008,1.1842
1.02224e-008,1.1843
1.02610e-008,1.1842
1.02995e-008,1.1840
1.03381e-008,1.1839
1.03767e-008,1.1839
1.04152e-008,1.1839
1.04538e-008,1.1840
1.04924e-008,1.1840
1.05310e-008,1.1840
1.05695e-008,1.1840
