.HEADER
..NAMES
Time,V U1.AA23
.DATA
0.0e+000,1.1833
3.86e-011,1.1833
7.72e-011,1.1833
1.157e-010,1.1833
1.543e-010,1.1833
1.929e-010,1.1833
2.314e-010,1.1833
2.700e-010,1.1884
3.086e-010,1.1919
3.472e-010,1.1799
3.857e-010,1.1278
4.243e-010,1.0148
4.629e-010,0.8683
5.015e-010,0.7282
5.401e-010,0.6047
5.786e-010,0.5088
6.172e-010,0.4353
6.558e-010,0.3818
6.944e-010,0.3480
7.329e-010,0.3112
7.715e-010,0.3056
8.101e-010,0.3360
8.486e-010,0.4171
8.872e-010,0.5526
9.258e-010,0.7224
9.644e-010,0.8743
1.0029e-009,0.9856
1.0415e-009,1.0572
1.0801e-009,1.1017
1.1187e-009,1.1375
1.1572e-009,1.1637
1.1958e-009,1.2108
1.2344e-009,1.2303
1.2730e-009,1.2254
1.3115e-009,1.1824
1.3501e-009,1.0706
1.3887e-009,0.9102
1.4273e-009,0.7469
1.4658e-009,0.5974
1.5044e-009,0.4874
1.5430e-009,0.4176
1.5816e-009,0.3668
1.6202e-009,0.3366
1.6587e-009,0.3194
1.6973e-009,0.3022
1.7359e-009,0.2887
1.7745e-009,0.2878
1.8130e-009,0.2948
1.8516e-009,0.3082
1.8902e-009,0.3291
1.9288e-009,0.3494
1.9673e-009,0.3608
2.0059e-009,0.3645
2.0445e-009,0.3609
2.0830e-009,0.3503
2.1216e-009,0.3389
2.1602e-009,0.3301
2.1988e-009,0.3231
2.2374e-009,0.3194
2.2759e-009,0.3193
2.3145e-009,0.3191
2.3531e-009,0.3184
2.3916e-009,0.3181
2.4302e-009,0.3168
2.4688e-009,0.3149
2.5074e-009,0.3137
2.5459e-009,0.3131
2.5845e-009,0.3127
2.6231e-009,0.3130
2.6617e-009,0.3138
2.7003e-009,0.3143
2.7388e-009,0.3146
2.7774e-009,0.3150
2.8160e-009,0.3149
2.8545e-009,0.3145
2.8931e-009,0.3144
2.9317e-009,0.3144
2.9703e-009,0.3143
3.0089e-009,0.3144
3.0474e-009,0.3145
3.0860e-009,0.3201
3.1246e-009,0.3389
3.1631e-009,0.3886
3.2017e-009,0.4844
3.2403e-009,0.6196
3.2789e-009,0.7699
3.3175e-009,0.8833
3.3560e-009,0.9588
3.3946e-009,1.0122
3.4332e-009,1.0571
3.4717e-009,1.1009
3.5103e-009,1.1368
3.5489e-009,1.1602
3.5875e-009,1.1722
3.6260e-009,1.1754
3.6646e-009,1.1705
3.7032e-009,1.1620
3.7418e-009,1.1524
3.7803e-009,1.1427
3.8189e-009,1.1374
3.8575e-009,1.1401
3.8961e-009,1.1484
3.9346e-009,1.1579
3.9732e-009,1.1662
4.0118e-009,1.1716
4.0504e-009,1.1744
4.0890e-009,1.1759
4.1275e-009,1.1772
4.1661e-009,1.1782
4.2047e-009,1.1795
4.2433e-009,1.1810
4.2818e-009,1.1821
4.3204e-009,1.1827
4.3590e-009,1.1836
4.3975e-009,1.1843
4.4361e-009,1.1844
4.4747e-009,1.1870
4.5133e-009,1.1918
4.5519e-009,1.1882
4.5904e-009,1.1571
4.6290e-009,1.0698
4.6676e-009,0.9313
4.7062e-009,0.7870
4.7447e-009,0.6549
4.7833e-009,0.5470
4.8219e-009,0.4645
4.8604e-009,0.4023
4.8990e-009,0.3608
4.9376e-009,0.3347
4.9762e-009,0.3153
5.0147e-009,0.3024
5.0533e-009,0.2984
5.0919e-009,0.3015
5.1305e-009,0.3117
5.1691e-009,0.3287
5.2076e-009,0.3467
5.2462e-009,0.3586
5.2848e-009,0.3626
5.3234e-009,0.3593
5.3619e-009,0.3508
5.4005e-009,0.3412
5.4391e-009,0.3385
5.4776e-009,0.3559
5.5162e-009,0.4117
5.5548e-009,0.5170
5.5934e-009,0.6587
5.6320e-009,0.8038
5.6705e-009,0.9069
5.7091e-009,0.9751
5.7477e-009,1.0238
5.7863e-009,1.0665
5.8248e-009,1.1087
5.8634e-009,1.1488
5.9020e-009,1.2051
5.9405e-009,1.2192
5.9791e-009,1.2030
6.0177e-009,1.1350
6.0563e-009,0.9964
6.0948e-009,0.8338
6.1334e-009,0.6775
6.1720e-009,0.5457
6.2106e-009,0.4576
6.2492e-009,0.3992
6.2877e-009,0.3554
6.3263e-009,0.3308
6.3649e-009,0.3133
6.4035e-009,0.2954
6.4420e-009,0.2865
6.4806e-009,0.2900
6.5192e-009,0.2999
6.5577e-009,0.3170
6.5963e-009,0.3395
6.6349e-009,0.3561
6.6735e-009,0.3634
6.7121e-009,0.3639
6.7506e-009,0.3571
6.7892e-009,0.3451
6.8278e-009,0.3349
6.8664e-009,0.3271
6.9049e-009,0.3214
6.9435e-009,0.3195
6.9821e-009,0.3198
7.0206e-009,0.3192
7.0592e-009,0.3186
7.0978e-009,0.3181
7.1364e-009,0.3163
7.1749e-009,0.3145
7.2135e-009,0.3137
7.2521e-009,0.3132
7.2907e-009,0.3131
7.3293e-009,0.3137
7.3678e-009,0.3144
7.4064e-009,0.3147
