.HEADER
..NAMES
Time,V U1.Y7
.DATA
0.0e+000,0.3156
3.86e-011,0.3156
7.72e-011,0.3156
1.157e-010,0.3156
1.543e-010,0.3156
1.929e-010,0.3156
2.314e-010,0.3156
2.700e-010,0.3208
3.086e-010,0.3387
3.472e-010,0.3866
3.857e-010,0.4808
4.243e-010,0.6151
4.629e-010,0.7655
5.015e-010,0.8792
5.401e-010,0.9553
5.786e-010,1.0103
6.172e-010,1.0598
6.558e-010,1.1072
6.944e-010,1.1422
7.329e-010,1.1626
7.715e-010,1.1706
8.101e-010,1.1677
8.486e-010,1.1592
8.872e-010,1.1494
9.258e-010,1.1398
9.644e-010,1.1335
1.0029e-009,1.1342
1.0415e-009,1.1415
1.0801e-009,1.1522
1.1187e-009,1.1620
1.1572e-009,1.1683
1.1958e-009,1.1716
1.2344e-009,1.1739
1.2730e-009,1.1757
1.3115e-009,1.1774
1.3501e-009,1.1794
1.3887e-009,1.1812
1.4273e-009,1.1824
1.4658e-009,1.1835
1.5044e-009,1.1842
1.5430e-009,1.1846
1.5816e-009,1.1849
1.6202e-009,1.1846
1.6587e-009,1.1866
1.6973e-009,1.1916
1.7359e-009,1.1894
1.7745e-009,1.1604
1.8130e-009,1.0758
1.8516e-009,0.9387
1.8902e-009,0.7943
1.9288e-009,0.6634
1.9673e-009,0.5561
2.0059e-009,0.4696
2.0445e-009,0.4021
2.0830e-009,0.3585
2.1216e-009,0.3218
2.1602e-009,0.3005
2.1988e-009,0.3174
2.2374e-009,0.3794
2.2759e-009,0.5002
2.3145e-009,0.6666
2.3531e-009,0.8375
2.3916e-009,0.9632
2.4302e-009,1.0414
2.4688e-009,1.0881
2.5074e-009,1.1259
2.5459e-009,1.1564
2.5845e-009,1.1751
2.6231e-009,1.1845
2.6617e-009,1.1842
2.7003e-009,1.1754
2.7388e-009,1.1629
2.7774e-009,1.1491
2.8160e-009,1.1367
2.8545e-009,1.1305
2.8931e-009,1.1325
2.9317e-009,1.1410
2.9703e-009,1.1527
3.0089e-009,1.1632
3.0474e-009,1.1696
3.0860e-009,1.1809
3.1246e-009,1.1862
3.1631e-009,1.1734
3.2017e-009,1.1177
3.2403e-009,1.0017
3.2789e-009,0.8567
3.3175e-009,0.7203
3.3560e-009,0.6028
3.3946e-009,0.5089
3.4332e-009,0.4317
3.4717e-009,0.3767
3.5103e-009,0.3420
3.5489e-009,0.3035
3.5875e-009,0.3033
3.6260e-009,0.3420
3.6646e-009,0.4352
3.7032e-009,0.5832
3.7418e-009,0.7608
3.7803e-009,0.9098
3.8189e-009,1.0095
3.8575e-009,1.0675
3.8961e-009,1.1079
3.9346e-009,1.1429
3.9732e-009,1.1673
4.0118e-009,1.2137
4.0504e-009,1.2303
4.0890e-009,1.2175
4.1275e-009,1.1637
4.1661e-009,1.0414
4.2047e-009,0.8764
4.2433e-009,0.7142
4.2818e-009,0.5780
4.3204e-009,0.4854
4.3590e-009,0.4170
4.3975e-009,0.3659
4.4361e-009,0.3350
4.4747e-009,0.3115
4.5133e-009,0.2948
4.5519e-009,0.2903
4.5904e-009,0.2953
