.HEADER
..NAMES
Time,V U1.AE11
.DATA
0.0e+000,1.1839
3.86e-011,1.1839
7.72e-011,1.1839
1.157e-010,1.1839
1.543e-010,1.1839
1.929e-010,1.1839
2.314e-010,1.1839
2.700e-010,1.1890
3.086e-010,1.1926
3.472e-010,1.1806
3.857e-010,1.1279
4.243e-010,1.0132
4.629e-010,0.8617
5.015e-010,0.7123
5.401e-010,0.5754
5.786e-010,0.4649
6.172e-010,0.3854
6.558e-010,0.3365
6.944e-010,0.3104
7.329e-010,0.2971
7.715e-010,0.2885
8.101e-010,0.2809
8.486e-010,0.2731
8.872e-010,0.2687
9.258e-010,0.2744
9.644e-010,0.2910
1.0029e-009,0.3106
1.0415e-009,0.3271
1.0801e-009,0.3384
1.1187e-009,0.3438
1.1572e-009,0.3425
1.1958e-009,0.3383
1.2344e-009,0.3437
1.2730e-009,0.3751
1.3115e-009,0.4519
1.3501e-009,0.5753
1.3887e-009,0.7309
1.4273e-009,0.8721
1.4658e-009,0.9755
1.5044e-009,1.0473
1.5430e-009,1.0971
1.5816e-009,1.1326
1.6202e-009,1.1579
1.6587e-009,1.1755
1.6973e-009,1.1877
1.7359e-009,1.1975
1.7745e-009,1.2050
1.8130e-009,1.2075
1.8516e-009,1.2019
1.8902e-009,1.1876
1.9288e-009,1.1710
1.9673e-009,1.1611
2.0059e-009,1.1591
2.0445e-009,1.1619
2.0830e-009,1.1666
2.1216e-009,1.1716
2.1602e-009,1.1757
2.1988e-009,1.1785
2.2374e-009,1.1807
2.2759e-009,1.1828
2.3145e-009,1.1839
2.3531e-009,1.1835
2.3916e-009,1.1820
2.4302e-009,1.1809
2.4688e-009,1.1813
2.5074e-009,1.1827
2.5459e-009,1.1840
2.5845e-009,1.1846
2.6231e-009,1.1848
2.6617e-009,1.1846
2.7003e-009,1.1842
2.7388e-009,1.1840
2.7774e-009,1.1842
2.8160e-009,1.1843
2.8545e-009,1.1841
2.8931e-009,1.1837
2.9317e-009,1.1835
2.9703e-009,1.1837
3.0089e-009,1.1841
3.0474e-009,1.1843
3.0860e-009,1.1842
3.1246e-009,1.1842
3.1631e-009,1.1840
3.2017e-009,1.1839
3.2403e-009,1.1839
3.2789e-009,1.1840
3.3175e-009,1.1841
3.3560e-009,1.1841
3.3946e-009,1.1840
3.4332e-009,1.1839
3.4717e-009,1.1840
3.5103e-009,1.1841
3.5489e-009,1.1886
3.5875e-009,1.1928
3.6260e-009,1.1834
3.6646e-009,1.1367
3.7032e-009,1.0282
3.7418e-009,0.8783
3.7803e-009,0.7283
3.8189e-009,0.5893
3.8575e-009,0.4755
3.8961e-009,0.3926
3.9346e-009,0.3406
3.9732e-009,0.3126
4.0118e-009,0.2850
4.0504e-009,0.2837
4.0890e-009,0.3101
4.1275e-009,0.3749
4.1661e-009,0.4857
4.2047e-009,0.6434
4.2433e-009,0.8068
4.2818e-009,0.9429
4.3204e-009,1.0451
4.3590e-009,1.1164
4.3975e-009,1.1622
4.4361e-009,1.1873
4.4747e-009,1.2235
4.5133e-009,1.2468
4.5519e-009,1.2493
4.5904e-009,1.2231
4.6290e-009,1.1412
4.6676e-009,0.9967
4.7062e-009,0.8266
4.7447e-009,0.6543
4.7833e-009,0.5064
4.8219e-009,0.3997
4.8604e-009,0.3352
4.8990e-009,0.3037
4.9376e-009,0.2921
4.9762e-009,0.2849
5.0147e-009,0.2760
5.0533e-009,0.2697
5.0919e-009,0.2661
5.1305e-009,0.2677
5.1691e-009,0.2784
5.2076e-009,0.2965
5.2462e-009,0.3154
5.2848e-009,0.3315
5.3234e-009,0.3424
5.3619e-009,0.3458
5.4005e-009,0.3421
5.4391e-009,0.3348
5.4776e-009,0.3269
5.5162e-009,0.3203
5.5548e-009,0.3166
5.5934e-009,0.3147
5.6320e-009,0.3142
5.6705e-009,0.3151
5.7091e-009,0.3162
5.7477e-009,0.3168
5.7863e-009,0.3167
5.8248e-009,0.3162
5.8634e-009,0.3152
5.9020e-009,0.3138
5.9405e-009,0.3130
5.9791e-009,0.3128
6.0177e-009,0.3130
6.0563e-009,0.3135
6.0948e-009,0.3140
6.1334e-009,0.3142
6.1720e-009,0.3144
6.2106e-009,0.3146
6.2492e-009,0.3145
6.2877e-009,0.3144
6.3263e-009,0.3142
6.3649e-009,0.3141
6.4035e-009,0.3139
6.4420e-009,0.3139
6.4806e-009,0.3141
6.5192e-009,0.3142
6.5577e-009,0.3143
6.5963e-009,0.3143
6.6349e-009,0.3143
6.6735e-009,0.3142
6.7121e-009,0.3142
6.7506e-009,0.3142
6.7892e-009,0.3142
6.8278e-009,0.3177
6.8664e-009,0.3316
6.9049e-009,0.3716
6.9435e-009,0.4572
6.9821e-009,0.5886
7.0206e-009,0.7487
7.0592e-009,0.8857
7.0978e-009,0.9829
7.1364e-009,1.0502
7.1749e-009,1.0980
7.2135e-009,1.1330
7.2521e-009,1.1589
7.2907e-009,1.2077
7.3293e-009,1.2352
7.3678e-009,1.2393
7.4064e-009,1.2140
7.4450e-009,1.1311
7.4835e-009,0.9836
7.5221e-009,0.8096
7.5607e-009,0.6351
7.5993e-009,0.4909
7.6379e-009,0.3912
7.6764e-009,0.3325
7.7150e-009,0.3050
7.7536e-009,0.2953
7.7922e-009,0.2876
7.8307e-009,0.2771
7.8693e-009,0.2698
7.9079e-009,0.2666
7.9464e-009,0.2689
7.9850e-009,0.2798
8.0236e-009,0.2974
8.0622e-009,0.3163
8.1008e-009,0.3327
8.1393e-009,0.3437
8.1779e-009,0.3465
8.2165e-009,0.3423
8.2550e-009,0.3348
8.2936e-009,0.3266
8.3322e-009,0.3199
8.3708e-009,0.3163
8.4093e-009,0.3149
8.4479e-009,0.3147
8.4865e-009,0.3155
8.5251e-009,0.3165
8.5637e-009,0.3170
8.6022e-009,0.3171
8.6408e-009,0.3166
8.6794e-009,0.3154
8.7179e-009,0.3141
8.7565e-009,0.3132
8.7951e-009,0.3129
8.8337e-009,0.3132
8.8722e-009,0.3138
8.9108e-009,0.3143
8.9494e-009,0.3145
8.9880e-009,0.3146
9.0266e-009,0.3147
9.0651e-009,0.3147
9.1037e-009,0.3146
9.1423e-009,0.3145
9.1808e-009,0.3143
9.2194e-009,0.3142
9.2580e-009,0.3142
9.2966e-009,0.3143
9.3352e-009,0.3144
9.3737e-009,0.3145
9.4123e-009,0.3145
9.4509e-009,0.3145
9.4895e-009,0.3144
9.5280e-009,0.3144
9.5666e-009,0.3144
9.6052e-009,0.3144
9.6437e-009,0.3144
9.6823e-009,0.3144
9.7209e-009,0.3144
9.7595e-009,0.3144
9.7981e-009,0.3144
9.8366e-009,0.3144
9.8752e-009,0.3145
9.9138e-009,0.3144
9.9524e-009,0.3144
9.9909e-009,0.3144
1.00295e-008,0.3144
1.00681e-008,0.3144
1.01066e-008,0.3173
1.01452e-008,0.3294
1.01838e-008,0.3657
1.02224e-008,0.4460
1.02610e-008,0.5732
1.02995e-008,0.7318
1.03381e-008,0.8734
1.03767e-008,0.9745
1.04152e-008,1.0444
1.04538e-008,1.0939
1.04924e-008,1.1300
1.05310e-008,1.1566
1.05695e-008,1.1758
1.06081e-008,1.1892
1.06467e-008,1.1991
1.06853e-008,1.2064
1.07239e-008,1.2088
1.07624e-008,1.2031
1.08010e-008,1.1885
1.08396e-008,1.1713
1.08781e-008,1.1608
1.09167e-008,1.1590
1.09553e-008,1.1622
1.09939e-008,1.1671
1.10324e-008,1.1722
1.10710e-008,1.1764
1.11096e-008,1.1791
1.11482e-008,1.1812
1.11868e-008,1.1831
1.12253e-008,1.1843
1.12639e-008,1.1840
1.13025e-008,1.1824
1.13410e-008,1.1812
1.13796e-008,1.1816
1.14182e-008,1.1831
1.14568e-008,1.1844
1.14953e-008,1.1851
1.15339e-008,1.1853
1.15725e-008,1.1850
1.16111e-008,1.1846
1.16497e-008,1.1844
1.16882e-008,1.1845
1.17268e-008,1.1846
1.17654e-008,1.1845
1.18039e-008,1.1841
1.18425e-008,1.1838
1.18811e-008,1.1841
1.19197e-008,1.1844
1.19583e-008,1.1846
1.19968e-008,1.1846
1.20354e-008,1.1845
1.20740e-008,1.1844
1.21126e-008,1.1842
1.21511e-008,1.1842
1.21897e-008,1.1844
1.22283e-008,1.1844
1.22668e-008,1.1844
1.23054e-008,1.1843
1.23440e-008,1.1842
1.23826e-008,1.1843
1.24212e-008,1.1844
1.24597e-008,1.1888
1.24983e-008,1.1931
1.25369e-008,1.1838
1.25755e-008,1.1374
1.26140e-008,1.0292
1.26526e-008,0.8794
1.26912e-008,0.7294
1.27297e-008,0.5903
1.27683e-008,0.4763
1.28069e-008,0.3933
1.28455e-008,0.3411
1.28841e-008,0.3130
1.29226e-008,0.2853
1.29612e-008,0.2839
1.29998e-008,0.3102
1.30383e-008,0.3748
1.30769e-008,0.4855
1.31155e-008,0.6431
1.31541e-008,0.8065
1.31926e-008,0.9428
1.32312e-008,1.0450
1.32698e-008,1.1165
1.33084e-008,1.1624
1.33470e-008,1.1875
1.33855e-008,1.2237
1.34241e-008,1.2470
1.34627e-008,1.2496
1.35012e-008,1.2236
1.35398e-008,1.1420
1.35784e-008,0.9978
1.36170e-008,0.8278
1.36555e-008,0.6553
1.36941e-008,0.5073
1.37327e-008,0.4004
1.37713e-008,0.3356
1.38099e-008,0.3041
1.38484e-008,0.2923
1.38870e-008,0.2851
1.39256e-008,0.2763
1.39641e-008,0.2699
1.40027e-008,0.2664
1.40413e-008,0.2678
1.40799e-008,0.2785
1.41185e-008,0.2966
1.41570e-008,0.3155
1.41956e-008,0.3316
1.42342e-008,0.3426
1.42728e-008,0.3460
1.43113e-008,0.3429
1.43499e-008,0.3421
1.43885e-008,0.3589
1.44270e-008,0.4129
1.44656e-008,0.5174
1.45042e-008,0.6627
1.45428e-008,0.8179
1.45814e-008,0.9358
1.46199e-008,1.0197
1.46585e-008,1.0780
1.46971e-008,1.1192
1.47357e-008,1.1491
1.47742e-008,1.1766
1.48128e-008,1.2245
1.48514e-008,1.2389
1.48899e-008,1.2312
1.49285e-008,1.1822
1.49671e-008,1.0666
1.50057e-008,0.9022
1.50443e-008,0.7255
1.50828e-008,0.5625
1.51214e-008,0.4392
1.51600e-008,0.3596
1.51985e-008,0.3164
1.52371e-008,0.2991
1.52757e-008,0.2919
1.53143e-008,0.2821
1.53528e-008,0.2728
1.53914e-008,0.2677
1.54300e-008,0.2667
1.54686e-008,0.2730
1.55071e-008,0.2878
1.55457e-008,0.3066
1.55843e-008,0.3246
1.56229e-008,0.3387
1.56615e-008,0.3459
1.57000e-008,0.3451
1.57386e-008,0.3390
1.57772e-008,0.3308
1.58158e-008,0.3230
1.58543e-008,0.3178
1.58929e-008,0.3155
1.59315e-008,0.3147
1.59701e-008,0.3150
1.60086e-008,0.3161
1.60472e-008,0.3168
1.60858e-008,0.3171
1.61243e-008,0.3169
1.61629e-008,0.3161
