.HEADER
..NAMES
Time,V U1.AE21
.DATA
0.0e+000,1.1841
3.86e-011,1.1841
7.72e-011,1.1841
1.157e-010,1.1841
1.543e-010,1.1841
1.929e-010,1.1841
2.314e-010,1.1841
2.700e-010,1.1892
3.086e-010,1.1929
3.472e-010,1.1809
3.857e-010,1.1284
4.243e-010,1.0143
4.629e-010,0.8636
5.015e-010,0.7148
5.401e-010,0.5775
5.786e-010,0.4657
6.172e-010,0.3851
6.558e-010,0.3361
6.944e-010,0.3101
7.329e-010,0.2968
7.715e-010,0.2884
8.101e-010,0.2809
8.486e-010,0.2730
8.872e-010,0.2680
9.258e-010,0.2731
9.644e-010,0.2896
1.0029e-009,0.3094
1.0415e-009,0.3258
1.0801e-009,0.3372
1.1187e-009,0.3429
1.1572e-009,0.3422
1.1958e-009,0.3383
1.2344e-009,0.3437
1.2730e-009,0.3748
1.3115e-009,0.4511
1.3501e-009,0.5738
1.3887e-009,0.7285
1.4273e-009,0.8693
1.4658e-009,0.9735
1.5044e-009,1.0469
1.5430e-009,1.0978
1.5816e-009,1.1332
1.6202e-009,1.1579
1.6587e-009,1.2026
1.6973e-009,1.2322
1.7359e-009,1.2386
1.7745e-009,1.2177
1.8130e-009,1.1431
1.8516e-009,1.0027
1.8902e-009,0.8303
1.9288e-009,0.6553
1.9673e-009,0.5068
2.0059e-009,0.4008
2.0445e-009,0.3370
2.0830e-009,0.3060
2.1216e-009,0.2946
2.1602e-009,0.2877
2.1988e-009,0.2776
2.2374e-009,0.2701
2.2759e-009,0.2663
2.3145e-009,0.2676
2.3531e-009,0.2769
2.3916e-009,0.2936
2.4302e-009,0.3127
2.4688e-009,0.3297
2.5074e-009,0.3416
2.5459e-009,0.3458
2.5845e-009,0.3429
2.6231e-009,0.3418
2.6617e-009,0.3572
2.7003e-009,0.4083
2.7388e-009,0.5097
2.7774e-009,0.6529
2.8160e-009,0.8088
2.8545e-009,0.9285
2.8931e-009,1.0147
2.9317e-009,1.0755
2.9703e-009,1.1184
3.0089e-009,1.1483
3.0474e-009,1.1686
3.0860e-009,1.2221
3.1246e-009,1.2382
3.1631e-009,1.2322
3.2017e-009,1.1865
3.2403e-009,1.0761
3.2789e-009,0.9139
3.3175e-009,0.7376
3.3560e-009,0.5724
3.3946e-009,0.4456
3.4332e-009,0.3627
3.4717e-009,0.3177
3.5103e-009,0.2987
3.5489e-009,0.2916
3.5875e-009,0.2828
3.6260e-009,0.2733
3.6646e-009,0.2677
3.7032e-009,0.2661
3.7418e-009,0.2716
3.7803e-009,0.2854
3.8189e-009,0.3039
3.8575e-009,0.3221
3.8961e-009,0.3368
3.9346e-009,0.3450
3.9732e-009,0.3449
4.0118e-009,0.3413
4.0504e-009,0.3469
4.0890e-009,0.3781
4.1275e-009,0.4556
4.1661e-009,0.5810
4.2047e-009,0.7378
4.2433e-009,0.8765
4.2818e-009,0.9779
4.3204e-009,1.0495
4.3590e-009,1.1001
4.3975e-009,1.1355
4.4361e-009,1.1601
4.4747e-009,1.1769
4.5133e-009,1.1887
4.5519e-009,1.1983
4.5904e-009,1.2055
4.6290e-009,1.2082
4.6676e-009,1.2029
4.7062e-009,1.1887
4.7447e-009,1.1717
4.7833e-009,1.1617
4.8219e-009,1.1601
4.8604e-009,1.1631
4.8990e-009,1.1675
4.9376e-009,1.1721
4.9762e-009,1.1761
5.0147e-009,1.1790
5.0533e-009,1.1814
5.0919e-009,1.1835
5.1305e-009,1.1846
5.1691e-009,1.1843
5.2076e-009,1.1826
5.2462e-009,1.1813
5.2848e-009,1.1817
5.3234e-009,1.1833
5.3619e-009,1.1846
5.4005e-009,1.1868
5.4391e-009,1.1918
5.4776e-009,1.1929
5.5162e-009,1.1732
5.5548e-009,1.1051
5.5934e-009,0.9772
5.6320e-009,0.8254
5.6705e-009,0.6780
5.7091e-009,0.5459
5.7477e-009,0.4412
5.7863e-009,0.3696
5.8248e-009,0.3280
5.8634e-009,0.3065
5.9020e-009,0.2951
5.9405e-009,0.2870
5.9791e-009,0.2792
6.0177e-009,0.2713
6.0563e-009,0.2683
6.0948e-009,0.2769
6.1334e-009,0.2952
6.1720e-009,0.3144
6.2106e-009,0.3295
6.2492e-009,0.3395
6.2877e-009,0.3437
6.3263e-009,0.3415
6.3649e-009,0.3387
6.4035e-009,0.3489
6.4420e-009,0.3902
6.4806e-009,0.4794
6.5192e-009,0.6122
6.5577e-009,0.7694
6.5963e-009,0.9003
6.6349e-009,0.9959
6.6735e-009,1.0623
6.7121e-009,1.1085
6.7506e-009,1.1407
6.7892e-009,1.1635
6.8278e-009,1.1793
6.8664e-009,1.1907
6.9049e-009,1.2001
6.9435e-009,1.2070
6.9821e-009,1.2082
7.0206e-009,1.2004
7.0592e-009,1.1845
7.0978e-009,1.1688
7.1364e-009,1.1610
7.1749e-009,1.1605
7.2135e-009,1.1638
7.2521e-009,1.1682
7.2907e-009,1.1781
7.3293e-009,1.1878
7.3678e-009,1.1861
7.4064e-009,1.1544
7.4450e-009,1.0649
7.4835e-009,0.9230
7.5221e-009,0.7709
7.5607e-009,0.6247
7.5993e-009,0.5003
7.6379e-009,0.4083
7.6764e-009,0.3500
7.7150e-009,0.3182
7.7536e-009,0.3021
7.7922e-009,0.2925
7.8307e-009,0.2843
7.8693e-009,0.2759
7.9079e-009,0.2692
7.9464e-009,0.2702
7.9850e-009,0.2830
8.0236e-009,0.3022
8.0622e-009,0.3200
8.1008e-009,0.3335
8.1393e-009,0.3419
8.1779e-009,0.3439
8.2165e-009,0.3404
8.2550e-009,0.3402
8.2936e-009,0.3594
8.3322e-009,0.4171
8.3708e-009,0.5236
8.4093e-009,0.6692
8.4479e-009,0.8222
8.4865e-009,0.9394
8.5251e-009,1.0231
8.5637e-009,1.0812
8.6022e-009,1.1217
8.6408e-009,1.1502
8.6794e-009,1.1701
8.7179e-009,1.1839
8.7565e-009,1.1944
8.7951e-009,1.2031
8.8337e-009,1.2083
8.8722e-009,1.2065
8.9108e-009,1.1954
8.9494e-009,1.1782
8.9880e-009,1.1648
9.0266e-009,1.1601
9.0651e-009,1.1615
9.1037e-009,1.1654
9.1423e-009,1.1700
9.1808e-009,1.1822
9.2194e-009,1.1893
9.2580e-009,1.1795
9.2966e-009,1.1291
9.3352e-009,1.0170
9.3737e-009,0.8668
9.4123e-009,0.7159
9.4509e-009,0.5756
9.4895e-009,0.4626
9.5280e-009,0.3832
9.5666e-009,0.3360
9.6052e-009,0.3110
9.6437e-009,0.2982
9.6823e-009,0.2895
9.7209e-009,0.2813
9.7595e-009,0.2731
9.7981e-009,0.2683
9.8366e-009,0.2737
9.8752e-009,0.2899
9.9138e-009,0.3092
9.9524e-009,0.3255
9.9909e-009,0.3372
1.00295e-008,0.3434
1.00681e-008,0.3430
1.01066e-008,0.3390
1.01452e-008,0.3442
1.01838e-008,0.3749
1.02224e-008,0.4509
1.02610e-008,0.5735
1.02995e-008,0.7283
1.03381e-008,0.8695
1.03767e-008,0.9738
1.04152e-008,1.0471
1.04538e-008,1.0979
1.04924e-008,1.1335
1.05310e-008,1.1583
1.05695e-008,1.1758
1.06081e-008,1.1880
