.HEADER
..NAMES
Time,V U1.AE19
.DATA
0.0e+000,0.3157
3.86e-011,0.3157
7.72e-011,0.3157
1.157e-010,0.3157
1.543e-010,0.3157
1.929e-010,0.3157
2.314e-010,0.3157
2.700e-010,0.3209
3.086e-010,0.3388
3.472e-010,0.3870
3.857e-010,0.4823
4.243e-010,0.6197
4.629e-010,0.7759
5.015e-010,0.8976
5.401e-010,0.9787
5.786e-010,1.0311
6.172e-010,1.0690
6.558e-010,1.1018
6.944e-010,1.1312
7.329e-010,1.1878
7.715e-010,1.2029
8.101e-010,1.1859
8.486e-010,1.1242
8.872e-010,0.9893
9.258e-010,0.8091
9.644e-010,0.6541
1.0029e-009,0.5302
1.0415e-009,0.4445
1.0801e-009,0.3910
1.1187e-009,0.3571
1.1572e-009,0.3304
1.1958e-009,0.2999
1.2344e-009,0.2994
1.2730e-009,0.3363
1.3115e-009,0.4287
1.3501e-009,0.5856
1.3887e-009,0.7843
1.4273e-009,0.9515
1.4658e-009,1.0570
1.5044e-009,1.1083
1.5430e-009,1.1273
1.5816e-009,1.1361
1.6202e-009,1.1505
1.6587e-009,1.1903
1.6973e-009,1.2127
1.7359e-009,1.2043
1.7745e-009,1.1581
1.8130e-009,1.0443
1.8516e-009,0.8652
1.8902e-009,0.6950
1.9288e-009,0.5569
1.9673e-009,0.4597
2.0059e-009,0.4011
2.0445e-009,0.3669
2.0830e-009,0.3400
2.1216e-009,0.3213
2.1602e-009,0.3105
2.1988e-009,0.3071
2.2374e-009,0.3147
2.2759e-009,0.3333
2.3145e-009,0.3563
2.3531e-009,0.3758
2.3916e-009,0.3872
2.4302e-009,0.3857
2.4688e-009,0.3742
2.5074e-009,0.3591
2.5459e-009,0.3447
2.5845e-009,0.3322
2.6231e-009,0.3248
2.6617e-009,0.3227
2.7003e-009,0.3224
2.7388e-009,0.3217
2.7774e-009,0.3210
2.8160e-009,0.3197
2.8545e-009,0.3170
2.8931e-009,0.3143
2.9317e-009,0.3132
2.9703e-009,0.3134
3.0089e-009,0.3140
3.0474e-009,0.3151
3.0860e-009,0.3218
3.1246e-009,0.3413
3.1631e-009,0.3917
3.2017e-009,0.4892
3.2403e-009,0.6278
3.2789e-009,0.7829
3.3175e-009,0.9021
3.3560e-009,0.9814
3.3946e-009,1.0331
3.4332e-009,1.0710
3.4717e-009,1.1038
3.5103e-009,1.1326
3.5489e-009,1.1906
3.5875e-009,1.2030
3.6260e-009,1.1838
3.6646e-009,1.1188
3.7032e-009,0.9796
3.7418e-009,0.8001
3.7803e-009,0.6471
3.8189e-009,0.5248
3.8575e-009,0.4410
3.8961e-009,0.3888
3.9346e-009,0.3553
3.9732e-009,0.3289
4.0118e-009,0.3132
4.0504e-009,0.3057
4.0890e-009,0.3080
4.1275e-009,0.3207
4.1661e-009,0.3423
4.2047e-009,0.3643
4.2433e-009,0.3811
4.2818e-009,0.3874
4.3204e-009,0.3815
4.3590e-009,0.3681
4.3975e-009,0.3535
4.4361e-009,0.3400
4.4747e-009,0.3305
4.5133e-009,0.3357
4.5519e-009,0.3680
4.5904e-009,0.4436
4.6290e-009,0.5653
4.6676e-009,0.7190
4.7062e-009,0.8569
4.7447e-009,0.9495
4.7833e-009,1.0087
4.8219e-009,1.0508
4.8604e-009,1.0853
4.8990e-009,1.1182
4.9376e-009,1.1435
4.9762e-009,1.1547
5.0147e-009,1.1529
5.0533e-009,1.1433
5.0919e-009,1.1298
5.1305e-009,1.1181
5.1691e-009,1.1141
5.2076e-009,1.1191
5.2462e-009,1.1309
5.2848e-009,1.1445
5.3234e-009,1.1563
5.3619e-009,1.1646
5.4005e-009,1.1728
5.4391e-009,1.1823
5.4776e-009,1.1844
5.5162e-009,1.1651
5.5548e-009,1.0976
5.5934e-009,0.9699
5.6320e-009,0.8205
5.6705e-009,0.6801
5.7091e-009,0.5590
5.7477e-009,0.4676
5.7863e-009,0.4046
5.8248e-009,0.3623
5.8634e-009,0.3372
5.9020e-009,0.3237
5.9405e-009,0.3183
5.9791e-009,0.3205
6.0177e-009,0.3315
6.0563e-009,0.3493
6.0948e-009,0.3675
6.1334e-009,0.3794
6.1720e-009,0.3819
6.2106e-009,0.3760
6.2492e-009,0.3647
6.2877e-009,0.3511
6.3263e-009,0.3381
6.3649e-009,0.3324
6.4035e-009,0.3447
6.4420e-009,0.3894
6.4806e-009,0.4823
6.5192e-009,0.6184
6.5577e-009,0.7746
6.5963e-009,0.8956
6.6349e-009,0.9751
6.6735e-009,1.0264
6.7121e-009,1.0644
6.7506e-009,1.0976
6.7892e-009,1.1287
6.8278e-009,1.1487
6.8664e-009,1.1549
6.9049e-009,1.1498
6.9435e-009,1.1385
6.9821e-009,1.1249
7.0206e-009,1.1157
7.0592e-009,1.1149
7.0978e-009,1.1227
7.1364e-009,1.1358
7.1749e-009,1.1491
7.2135e-009,1.1595
7.2521e-009,1.1668
7.2907e-009,1.1767
7.3293e-009,1.1845
7.3678e-009,1.1808
7.4064e-009,1.1475
7.4450e-009,1.0567
