.HEADER
..NAMES
Time,V U1.AA6
.DATA
0.0e+000,1.1836
3.86e-011,1.1836
7.72e-011,1.1836
1.157e-010,1.1836
1.543e-010,1.1836
1.929e-010,1.1836
2.314e-010,1.1836
2.700e-010,1.1887
3.086e-010,1.1923
3.472e-010,1.1803
3.857e-010,1.1276
4.243e-010,1.0128
4.629e-010,0.8637
5.015e-010,0.7216
5.401e-010,0.5980
5.786e-010,0.5024
6.172e-010,0.4281
6.558e-010,0.3751
6.944e-010,0.3427
7.329e-010,0.3067
7.715e-010,0.3027
8.101e-010,0.3348
8.486e-010,0.4149
8.872e-010,0.5446
9.258e-010,0.7044
9.644e-010,0.8484
1.0029e-009,0.9586
1.0415e-009,1.0367
1.0801e-009,1.0936
1.1187e-009,1.1396
1.1572e-009,1.1697
1.1958e-009,1.1841
1.2344e-009,1.1898
1.2730e-009,1.1896
1.3115e-009,1.1864
1.3501e-009,1.1838
1.3887e-009,1.1790
1.4273e-009,1.1695
1.4658e-009,1.1584
1.5044e-009,1.1505
1.5430e-009,1.1483
1.5816e-009,1.1525
1.6202e-009,1.1605
1.6587e-009,1.1727
1.6973e-009,1.1843
1.7359e-009,1.1850
1.7745e-009,1.1561
1.8130e-009,1.0689
1.8516e-009,0.9295
1.8902e-009,0.7837
1.9288e-009,0.6512
1.9673e-009,0.5438
2.0059e-009,0.4603
2.0445e-009,0.3958
2.0830e-009,0.3551
2.1216e-009,0.3304
2.1602e-009,0.3124
2.1988e-009,0.3014
2.2374e-009,0.2968
2.2759e-009,0.2950
2.3145e-009,0.2980
2.3531e-009,0.3078
2.3916e-009,0.3223
2.4302e-009,0.3375
2.4688e-009,0.3489
2.5074e-009,0.3530
2.5459e-009,0.3501
2.5845e-009,0.3438
2.6231e-009,0.3411
2.6617e-009,0.3559
2.7003e-009,0.4083
2.7388e-009,0.5115
2.7774e-009,0.6538
2.8160e-009,0.8031
2.8545e-009,0.9090
2.8931e-009,0.9781
2.9317e-009,1.0277
2.9703e-009,1.0724
3.0089e-009,1.1146
3.0474e-009,1.1455
3.0860e-009,1.2062
3.1246e-009,1.2219
3.1631e-009,1.2088
3.2017e-009,1.1483
3.2403e-009,1.0227
3.2789e-009,0.8683
3.3175e-009,0.7116
3.3560e-009,0.5698
3.3946e-009,0.4672
3.4332e-009,0.3938
3.4717e-009,0.3474
3.5103e-009,0.3261
3.5489e-009,0.2974
3.5875e-009,0.2964
3.6260e-009,0.3293
3.6646e-009,0.4092
3.7032e-009,0.5381
3.7418e-009,0.7002
3.7803e-009,0.8489
3.8189e-009,0.9621
3.8575e-009,1.0407
3.8961e-009,1.0981
3.9346e-009,1.1427
3.9732e-009,1.1710
4.0118e-009,1.2177
4.0504e-009,1.2355
4.0890e-009,1.2276
4.1275e-009,1.1852
4.1661e-009,1.0785
4.2047e-009,0.9275
4.2433e-009,0.7682
4.2818e-009,0.6164
4.3204e-009,0.4986
4.3590e-009,0.4152
4.3975e-009,0.3574
4.4361e-009,0.3285
4.4747e-009,0.3025
4.5133e-009,0.2925
4.5519e-009,0.3137
4.5904e-009,0.3779
4.6290e-009,0.4929
4.6676e-009,0.6484
4.7062e-009,0.8058
4.7447e-009,0.9296
4.7833e-009,1.0183
4.8219e-009,1.0809
4.8604e-009,1.1302
4.8990e-009,1.1642
4.9376e-009,1.1824
4.9762e-009,1.1902
5.0147e-009,1.1911
5.0533e-009,1.1883
5.0919e-009,1.1851
5.1305e-009,1.1807
5.1691e-009,1.1727
5.2076e-009,1.1623
5.2462e-009,1.1531
5.2848e-009,1.1489
5.3234e-009,1.1511
5.3619e-009,1.1581
5.4005e-009,1.1688
5.4391e-009,1.1817
5.4776e-009,1.1868
5.5162e-009,1.1686
5.5548e-009,1.0992
5.5934e-009,0.9697
5.6320e-009,0.8216
5.6705e-009,0.6845
5.7091e-009,0.5697
5.7477e-009,0.4811
5.7863e-009,0.4114
5.8248e-009,0.3641
5.8634e-009,0.3364
5.9020e-009,0.3169
5.9405e-009,0.3039
5.9791e-009,0.2979
6.0177e-009,0.2954
6.0563e-009,0.2968
6.0948e-009,0.3049
6.1334e-009,0.3184
6.1720e-009,0.3338
6.2106e-009,0.3467
6.2492e-009,0.3529
6.2877e-009,0.3516
6.3263e-009,0.3456
6.3649e-009,0.3373
6.4035e-009,0.3284
6.4420e-009,0.3219
6.4806e-009,0.3191
6.5192e-009,0.3182
6.5577e-009,0.3179
6.5963e-009,0.3175
6.6349e-009,0.3165
6.6735e-009,0.3157
6.7121e-009,0.3156
6.7506e-009,0.3151
6.7892e-009,0.3142
6.8278e-009,0.3172
6.8664e-009,0.3307
6.9049e-009,0.3701
6.9435e-009,0.4548
6.9821e-009,0.5836
7.0206e-009,0.7383
7.0592e-009,0.8659
7.0978e-009,0.9501
7.1364e-009,1.0065
7.1749e-009,1.0517
7.2135e-009,1.0963
7.2521e-009,1.1338
7.2907e-009,1.1908
7.3293e-009,1.2198
7.3678e-009,1.2195
7.4064e-009,1.1837
7.4450e-009,1.0830
7.4835e-009,0.9356
7.5221e-009,0.7782
7.5607e-009,0.6259
7.5993e-009,0.5063
7.6379e-009,0.4224
7.6764e-009,0.3634
7.7150e-009,0.3331
7.7536e-009,0.3183
7.7922e-009,0.3040
7.8307e-009,0.2935
7.8693e-009,0.2886
7.9079e-009,0.2868
7.9464e-009,0.2920
7.9850e-009,0.3062
8.0236e-009,0.3235
8.0622e-009,0.3391
8.1008e-009,0.3506
8.1393e-009,0.3544
8.1779e-009,0.3508
8.2165e-009,0.3446
8.2550e-009,0.3430
8.2936e-009,0.3600
8.3322e-009,0.4173
8.3708e-009,0.5251
8.4093e-009,0.6695
8.4479e-009,0.8155
8.4865e-009,0.9181
8.5251e-009,0.9849
