.HEADER
..NAMES
Time,V U1.AD9
.DATA
0.0e+000,1.1832
3.86e-011,1.1832
7.72e-011,1.1832
1.157e-010,1.1832
1.543e-010,1.1832
1.929e-010,1.1832
2.314e-010,1.1832
2.700e-010,1.1882
3.086e-010,1.1918
3.472e-010,1.1798
3.857e-010,1.1277
4.243e-010,1.0151
4.629e-010,0.8674
5.015e-010,0.7220
5.401e-010,0.5871
5.786e-010,0.4757
6.172e-010,0.3941
6.558e-010,0.3434
6.944e-010,0.3156
7.329e-010,0.2870
7.715e-010,0.2874
8.101e-010,0.3169
8.486e-010,0.3893
8.872e-010,0.5154
9.258e-010,0.6911
9.644e-010,0.8569
1.0029e-009,0.9831
1.0415e-009,1.0713
1.0801e-009,1.1299
1.1187e-009,1.1642
1.1572e-009,1.1815
1.1958e-009,1.1912
1.2344e-009,1.1985
1.2730e-009,1.2013
1.3115e-009,1.1994
1.3501e-009,1.1934
1.3887e-009,1.1818
1.4273e-009,1.1662
1.4658e-009,1.1546
1.5044e-009,1.1516
1.5430e-009,1.1548
1.5816e-009,1.1601
1.6202e-009,1.1656
1.6587e-009,1.1757
1.6973e-009,1.1865
1.7359e-009,1.1869
1.7745e-009,1.1587
1.8130e-009,1.0748
1.8516e-009,0.9368
1.8902e-009,0.7868
1.9288e-009,0.6446
1.9673e-009,0.5224
2.0059e-009,0.4281
2.0445e-009,0.3645
2.0830e-009,0.3276
2.1216e-009,0.3075
2.1602e-009,0.2953
2.1988e-009,0.2862
2.2374e-009,0.2795
2.2759e-009,0.2792
2.3145e-009,0.2905
2.3531e-009,0.3097
2.3916e-009,0.3281
2.4302e-009,0.3410
2.4688e-009,0.3479
2.5074e-009,0.3486
2.5459e-009,0.3439
2.5845e-009,0.3365
2.6231e-009,0.3344
2.6617e-009,0.3512
2.7003e-009,0.4043
2.7388e-009,0.5063
2.7774e-009,0.6499
2.8160e-009,0.8058
2.8545e-009,0.9237
2.8931e-009,1.0067
2.9317e-009,1.0654
2.9703e-009,1.1084
3.0089e-009,1.1393
3.0474e-009,1.1615
3.0860e-009,1.1777
3.1246e-009,1.1889
3.1631e-009,1.1947
3.2017e-009,1.1937
3.2403e-009,1.1846
3.2789e-009,1.1691
3.3175e-009,1.1552
3.3560e-009,1.1505
3.3946e-009,1.1536
3.4332e-009,1.1595
3.4717e-009,1.1652
3.5103e-009,1.1704
3.5489e-009,1.1747
3.5875e-009,1.1780
3.6260e-009,1.1801
3.6646e-009,1.1811
3.7032e-009,1.1808
3.7418e-009,1.1797
3.7803e-009,1.1792
3.8189e-009,1.1809
3.8575e-009,1.1830
3.8961e-009,1.1841
3.9346e-009,1.1842
3.9732e-009,1.1839
4.0118e-009,1.1873
4.0504e-009,1.1920
4.0890e-009,1.1859
4.1275e-009,1.1475
4.1661e-009,1.0503
4.2047e-009,0.9068
4.2433e-009,0.7598
4.2818e-009,0.6210
4.3204e-009,0.5029
4.3590e-009,0.4133
4.3975e-009,0.3544
4.4361e-009,0.3215
4.4747e-009,0.3041
4.5133e-009,0.2933
4.5519e-009,0.2850
4.5904e-009,0.2791
4.6290e-009,0.2809
4.6676e-009,0.2944
4.7062e-009,0.3142
4.7447e-009,0.3315
4.7833e-009,0.3428
4.8219e-009,0.3482
4.8604e-009,0.3479
4.8990e-009,0.3425
4.9376e-009,0.3354
4.9762e-009,0.3361
5.0147e-009,0.3588
5.0533e-009,0.4219
5.0919e-009,0.5335
5.1305e-009,0.6839
5.1691e-009,0.8339
5.2076e-009,0.9439
5.2462e-009,1.0206
5.2848e-009,1.0755
5.3234e-009,1.1156
5.3619e-009,1.1445
5.4005e-009,1.1798
5.4391e-009,1.2227
5.4776e-009,1.2341
5.5162e-009,1.2180
5.5548e-009,1.1512
5.5934e-009,1.0141
5.6320e-009,0.8393
5.6705e-009,0.6704
5.7091e-009,0.5292
5.7477e-009,0.4256
5.7863e-009,0.3578
5.8248e-009,0.3212
5.8634e-009,0.3005
5.9020e-009,0.2774
5.9405e-009,0.2833
5.9791e-009,0.3235
6.0177e-009,0.4101
6.0563e-009,0.5497
6.0948e-009,0.7274
6.1334e-009,0.8857
6.1720e-009,1.0073
6.2106e-009,1.0918
6.2492e-009,1.1447
6.2877e-009,1.1728
6.3263e-009,1.1860
6.3649e-009,1.1938
6.4035e-009,1.1989
6.4420e-009,1.2010
6.4806e-009,1.1990
6.5192e-009,1.1916
6.5577e-009,1.1781
6.5963e-009,1.1630
6.6349e-009,1.1541
6.6735e-009,1.1529
6.7121e-009,1.1563
6.7506e-009,1.1612
6.7892e-009,1.1668
6.8278e-009,1.1787
6.8664e-009,1.1881
6.9049e-009,1.1836
6.9435e-009,1.1437
6.9821e-009,1.0433
7.0206e-009,0.8975
7.0592e-009,0.7490
7.0978e-009,0.6107
7.1364e-009,0.4954
7.1749e-009,0.4092
7.2135e-009,0.3528
7.2521e-009,0.3213
7.2907e-009,0.3042
7.3293e-009,0.2930
7.3678e-009,0.2845
7.4064e-009,0.2788
7.4450e-009,0.2812
7.4835e-009,0.2952
7.5221e-009,0.3150
7.5607e-009,0.3322
7.5993e-009,0.3436
7.6379e-009,0.3488
7.6764e-009,0.3480
7.7150e-009,0.3422
7.7536e-009,0.3341
7.7922e-009,0.3266
7.8307e-009,0.3212
7.8693e-009,0.3177
7.9079e-009,0.3165
7.9464e-009,0.3175
7.9850e-009,0.3189
8.0236e-009,0.3190
8.0622e-009,0.3174
8.1008e-009,0.3159
8.1393e-009,0.3149
8.1779e-009,0.3140
8.2165e-009,0.3148
8.2550e-009,0.3222
8.2936e-009,0.3475
8.3322e-009,0.4093
8.3708e-009,0.5182
8.4093e-009,0.6649
8.4479e-009,0.8163
8.4865e-009,0.9293
8.5251e-009,1.0099
8.5637e-009,1.0683
8.6022e-009,1.1114
8.6408e-009,1.1427
8.6794e-009,1.1651
8.7179e-009,1.1806
8.7565e-009,1.1908
8.7951e-009,1.1957
8.8337e-009,1.1936
8.8722e-009,1.1832
8.9108e-009,1.1670
8.9494e-009,1.1541
8.9880e-009,1.1508
9.0266e-009,1.1546
9.0651e-009,1.1605
9.1037e-009,1.1661
9.1423e-009,1.1711
9.1808e-009,1.1829
9.2194e-009,1.1895
9.2580e-009,1.1792
9.2966e-009,1.1278
9.3352e-009,1.0144
9.3737e-009,0.8646
9.4123e-009,0.7180
9.4509e-009,0.5846
9.4895e-009,0.4758
9.5280e-009,0.3956
9.5666e-009,0.3449
9.6052e-009,0.3169
9.6437e-009,0.2877
9.6823e-009,0.2874
9.7209e-009,0.3167
9.7595e-009,0.3891
9.7981e-009,0.5150
9.8366e-009,0.6903
9.8752e-009,0.8565
9.9138e-009,0.9835
9.9524e-009,1.0722
9.9909e-009,1.1307
1.00295e-008,1.1645
1.00681e-008,1.1816
1.01066e-008,1.1914
1.01452e-008,1.1987
1.01838e-008,1.2017
1.02224e-008,1.1998
1.02610e-008,1.1938
1.02995e-008,1.1822
1.03381e-008,1.1666
1.03767e-008,1.1551
1.04152e-008,1.1520
1.04538e-008,1.1551
1.04924e-008,1.1603
1.05310e-008,1.1658
1.05695e-008,1.1760
1.06081e-008,1.1868
1.06467e-008,1.1873
1.06853e-008,1.1593
1.07239e-008,1.0757
1.07624e-008,0.9380
1.08010e-008,0.7879
1.08396e-008,0.6457
1.08781e-008,0.5234
1.09167e-008,0.4289
1.09553e-008,0.3651
1.09939e-008,0.3280
1.10324e-008,0.3079
1.10710e-008,0.2956
1.11096e-008,0.2865
1.11482e-008,0.2798
1.11868e-008,0.2794
1.12253e-008,0.2906
1.12639e-008,0.3099
1.13025e-008,0.3282
1.13410e-008,0.3412
1.13796e-008,0.3481
1.14182e-008,0.3489
1.14568e-008,0.3442
1.14953e-008,0.3364
1.15339e-008,0.3284
1.15725e-008,0.3224
1.16111e-008,0.3185
1.16497e-008,0.3166
1.16882e-008,0.3171
1.17268e-008,0.3187
1.17654e-008,0.3192
1.18039e-008,0.3178
1.18425e-008,0.3163
1.18811e-008,0.3152
1.19197e-008,0.3143
1.19583e-008,0.3137
1.19968e-008,0.3191
1.20354e-008,0.3382
1.20740e-008,0.3883
1.21126e-008,0.4851
1.21511e-008,0.6233
1.21897e-008,0.7796
1.22283e-008,0.9030
1.22668e-008,0.9912
1.23054e-008,1.0545
1.23440e-008,1.1013
1.23826e-008,1.1352
1.24212e-008,1.1598
1.24597e-008,1.2149
1.24983e-008,1.2339
1.25369e-008,1.2290
1.25755e-008,1.1846
1.26140e-008,1.0726
1.26526e-008,0.9043
1.26912e-008,0.7309
1.27297e-008,0.5775
1.27683e-008,0.4603
1.28069e-008,0.3795
1.28455e-008,0.3323
1.28841e-008,0.3097
1.29226e-008,0.2824
1.29612e-008,0.2775
1.29998e-008,0.3036
1.30383e-008,0.3724
1.30769e-008,0.4919
1.31155e-008,0.6610
1.31541e-008,0.8309
1.31926e-008,0.9670
1.32312e-008,1.0648
1.32698e-008,1.1286
1.33084e-008,1.1649
1.33470e-008,1.1824
1.33855e-008,1.2169
1.34241e-008,1.2398
1.34627e-008,1.2397
1.35012e-008,1.2096
1.35398e-008,1.1224
1.35784e-008,0.9709
1.36170e-008,0.7972
1.36555e-008,0.6318
1.36941e-008,0.4965
1.37327e-008,0.3994
1.37713e-008,0.3399
1.38099e-008,0.3109
1.38484e-008,0.2873
1.38870e-008,0.2755
1.39256e-008,0.2918
1.39641e-008,0.3457
1.40027e-008,0.4484
1.40413e-008,0.6045
1.40799e-008,0.7809
1.41185e-008,0.9273
1.41570e-008,1.0363
1.41956e-008,1.1106
1.42342e-008,1.1556
1.42728e-008,1.1785
1.43113e-008,1.2026
1.43499e-008,1.2363
1.43885e-008,1.2426
1.44270e-008,1.2239
1.44656e-008,1.1575
1.45042e-008,1.0238
1.45428e-008,0.8519
1.45814e-008,0.6814
1.46199e-008,0.5349
1.46585e-008,0.4260
1.46971e-008,0.3552
1.47357e-008,0.3176
1.47742e-008,0.2975
1.48128e-008,0.2760
1.48514e-008,0.2831
1.48899e-008,0.3235
1.49285e-008,0.4101
1.49671e-008,0.5498
1.50057e-008,0.7275
1.50443e-008,0.8850
1.50828e-008,1.0059
1.51214e-008,1.0906
1.51600e-008,1.1443
1.51985e-008,1.1731
1.52371e-008,1.1866
1.52757e-008,1.1944
1.53143e-008,1.1995
1.53528e-008,1.2013
1.53914e-008,1.1991
1.54300e-008,1.1918
1.54686e-008,1.1783
1.55071e-008,1.1630
1.55457e-008,1.1541
1.55843e-008,1.1531
1.56229e-008,1.1566
1.56615e-008,1.1615
1.57000e-008,1.1669
1.57386e-008,1.1725
1.57772e-008,1.1771
1.58158e-008,1.1799
1.58543e-008,1.1813
1.58929e-008,1.1816
1.59315e-008,1.1808
1.59701e-008,1.1799
1.60086e-008,1.1807
1.60472e-008,1.1824
1.60858e-008,1.1837
1.61243e-008,1.1842
1.61629e-008,1.1842
1.62015e-008,1.1841
1.62401e-008,1.1840
1.62786e-008,1.1838
1.63172e-008,1.1836
1.63558e-008,1.1834
1.63944e-008,1.1833
1.64329e-008,1.1832
1.64715e-008,1.1833
1.65101e-008,1.1836
1.65487e-008,1.1838
1.65873e-008,1.1837
1.66258e-008,1.1835
1.66644e-008,1.1835
1.67030e-008,1.1835
1.67416e-008,1.1835
1.67801e-008,1.1835
1.68187e-008,1.1835
1.68573e-008,1.1835
1.68959e-008,1.1835
1.69344e-008,1.1835
1.69730e-008,1.1836
1.70116e-008,1.1836
1.70501e-008,1.1835
1.70887e-008,1.1835
1.71273e-008,1.1854
1.71659e-008,1.1903
1.72044e-008,1.1909
1.72430e-008,1.1700
1.72816e-008,1.0998
1.73202e-008,0.9715
1.73588e-008,0.8228
1.73973e-008,0.6792
1.74359e-008,0.5505
1.74745e-008,0.4477
1.75131e-008,0.3759
1.75516e-008,0.3332
1.75902e-008,0.3071
1.76288e-008,0.2846
1.76674e-008,0.2933
1.77059e-008,0.3344
1.77445e-008,0.4223
1.77831e-008,0.5660
1.78216e-008,0.7465
1.78602e-008,0.9005
1.78988e-008,1.0143
1.79374e-008,1.0926
1.79759e-008,1.1432
1.80145e-008,1.1712
1.80531e-008,1.1850
1.80917e-008,1.1941
1.81302e-008,1.2002
1.81688e-008,1.2014
1.82074e-008,1.1982
1.82460e-008,1.1907
1.82846e-008,1.1774
1.83231e-008,1.1620
1.83617e-008,1.1530
1.84003e-008,1.1523
1.84389e-008,1.1566
1.84774e-008,1.1620
1.85160e-008,1.1675
1.85546e-008,1.1730
1.85932e-008,1.1774
1.86317e-008,1.1799
1.86703e-008,1.1810
1.87089e-008,1.1813
1.87474e-008,1.1807
1.87860e-008,1.1798
1.88246e-008,1.1805
1.88632e-008,1.1822
1.89017e-008,1.1837
1.89403e-008,1.1842
1.89789e-008,1.1841
1.90175e-008,1.1872
1.90560e-008,1.1922
1.90946e-008,1.1871
1.91332e-008,1.1514
1.91718e-008,1.0580
1.92104e-008,0.9161
1.92489e-008,0.7687
1.92875e-008,0.6289
1.93261e-008,0.5092
1.93647e-008,0.4179
1.94032e-008,0.3573
1.94418e-008,0.3230
1.94804e-008,0.3050
1.95190e-008,0.2939
1.95575e-008,0.2855
1.95961e-008,0.2794
1.96347e-008,0.2805
1.96732e-008,0.2934
1.97118e-008,0.3131
1.97504e-008,0.3306
1.97890e-008,0.3423
1.98275e-008,0.3482
1.98661e-008,0.3482
1.99047e-008,0.3430
1.99433e-008,0.3351
1.99819e-008,0.3275
2.00204e-008,0.3218
2.00590e-008,0.3180
2.00976e-008,0.3165
2.01362e-008,0.3173
2.01747e-008,0.3188
2.02133e-008,0.3190
2.02519e-008,0.3175
2.02905e-008,0.3160
2.03290e-008,0.3150
2.03676e-008,0.3141
2.04062e-008,0.3136
2.04447e-008,0.3136
2.04833e-008,0.3140
2.05219e-008,0.3144
2.05605e-008,0.3148
2.05990e-008,0.3152
2.06376e-008,0.3155
2.06762e-008,0.3153
2.07148e-008,0.3149
2.07533e-008,0.3147
2.07919e-008,0.3148
2.08305e-008,0.3148
2.08691e-008,0.3148
2.09077e-008,0.3149
2.09462e-008,0.3150
2.09848e-008,0.3150
2.10234e-008,0.3150
2.10620e-008,0.3150
2.11005e-008,0.3150
2.11391e-008,0.3150
2.11777e-008,0.3149
2.12163e-008,0.3149
2.12548e-008,0.3150
2.12934e-008,0.3150
2.13320e-008,0.3150
2.13705e-008,0.3192
2.14091e-008,0.3347
2.14477e-008,0.3779
2.14863e-008,0.4667
2.15248e-008,0.5986
2.15634e-008,0.7551
2.16020e-008,0.8849
2.16406e-008,0.9786
2.16791e-008,1.0456
2.17177e-008,1.0950
2.17563e-008,1.1308
2.17949e-008,1.1568
2.18335e-008,1.1749
2.18720e-008,1.1871
2.19106e-008,1.1944
2.19492e-008,1.1955
2.19878e-008,1.1887
2.20263e-008,1.1742
2.20649e-008,1.1588
2.21035e-008,1.1514
2.21420e-008,1.1528
2.21806e-008,1.1582
2.22192e-008,1.1639
2.22578e-008,1.1692
2.22963e-008,1.1737
2.23349e-008,1.1773
2.23735e-008,1.1797
2.24121e-008,1.1811
2.24506e-008,1.1813
2.24892e-008,1.1803
2.25278e-008,1.1795
2.25664e-008,1.1806
2.26050e-008,1.1828
2.26435e-008,1.1842
2.26821e-008,1.1845
2.27207e-008,1.1843
2.27593e-008,1.1840
2.27978e-008,1.1839
2.28364e-008,1.1838
2.28750e-008,1.1837
2.29136e-008,1.1836
2.29521e-008,1.1834
2.29907e-008,1.1832
2.30293e-008,1.1835
2.30678e-008,1.1838
2.31064e-008,1.1839
2.31450e-008,1.1838
2.31836e-008,1.1836
2.32221e-008,1.1835
2.32607e-008,1.1836
2.32993e-008,1.1836
2.33379e-008,1.1836
2.33764e-008,1.1836
2.34150e-008,1.1836
2.34536e-008,1.1836
2.34922e-008,1.1836
2.35308e-008,1.1837
2.35693e-008,1.1837
2.36079e-008,1.1836
2.36465e-008,1.1836
2.36851e-008,1.1837
2.37236e-008,1.1892
2.37622e-008,1.1920
2.38008e-008,1.1776
2.38394e-008,1.1202
2.38779e-008,1.0025
2.39165e-008,0.8543
2.39551e-008,0.7094
2.39936e-008,0.5762
2.40322e-008,0.4673
2.40708e-008,0.3887
2.41094e-008,0.3402
2.41479e-008,0.3143
2.41865e-008,0.2862
2.42251e-008,0.2892
2.42637e-008,0.3222
2.43023e-008,0.3991
2.43408e-008,0.5307
2.43794e-008,0.7086
2.44180e-008,0.8710
2.44566e-008,0.9935
2.44951e-008,1.0784
2.45337e-008,1.1344
2.45723e-008,1.1667
2.46109e-008,1.1829
2.46494e-008,1.1925
2.46880e-008,1.1993
2.47266e-008,1.2017
2.47651e-008,1.1993
2.48037e-008,1.1928
2.48423e-008,1.1807
2.48809e-008,1.1651
2.49194e-008,1.1542
2.49580e-008,1.1520
2.49966e-008,1.1556
2.50352e-008,1.1609
2.50737e-008,1.1664
2.51123e-008,1.1719
2.51509e-008,1.1767
2.51895e-008,1.1796
2.52281e-008,1.1809
2.52666e-008,1.1814
2.53052e-008,1.1809
2.53438e-008,1.1800
2.53824e-008,1.1803
2.54209e-008,1.1819
2.54595e-008,1.1835
2.54981e-008,1.1842
2.55367e-008,1.1842
2.55752e-008,1.1840
2.56138e-008,1.1839
2.56524e-008,1.1837
2.56909e-008,1.1835
2.57295e-008,1.1834
2.57681e-008,1.1833
2.58067e-008,1.1831
2.58452e-008,1.1832
2.58838e-008,1.1835
2.59224e-008,1.1837
2.59610e-008,1.1837
2.59995e-008,1.1835
2.60381e-008,1.1853
2.60767e-008,1.1902
2.61153e-008,1.1909
2.61539e-008,1.1701
2.61924e-008,1.1002
2.62310e-008,0.9722
2.62696e-008,0.8234
2.63082e-008,0.6798
2.63467e-008,0.5510
2.63853e-008,0.4482
2.64239e-008,0.3762
2.64625e-008,0.3333
2.65010e-008,0.3105
2.65396e-008,0.2976
2.65782e-008,0.2885
2.66167e-008,0.2812
2.66553e-008,0.2788
2.66939e-008,0.2873
2.67325e-008,0.3057
2.67710e-008,0.3247
2.68096e-008,0.3386
2.68482e-008,0.3467
2.68868e-008,0.3488
2.69254e-008,0.3455
2.69639e-008,0.3382
2.70025e-008,0.3302
2.70411e-008,0.3237
2.70797e-008,0.3192
2.71182e-008,0.3168
2.71568e-008,0.3168
2.71954e-008,0.3183
2.72340e-008,0.3192
2.72725e-008,0.3181
2.73111e-008,0.3165
2.73497e-008,0.3154
2.73882e-008,0.3145
2.74268e-008,0.3138
2.74654e-008,0.3173
2.75040e-008,0.3320
2.75425e-008,0.3734
2.75811e-008,0.4600
2.76197e-008,0.5903
2.76583e-008,0.7470
2.76968e-008,0.8793
2.77354e-008,0.9744
2.77740e-008,1.0422
2.78126e-008,1.0923
2.78512e-008,1.1288
2.78897e-008,1.1553
2.79283e-008,1.2044
2.79669e-008,1.2311
2.80055e-008,1.2323
2.80440e-008,1.1992
2.80826e-008,1.1034
2.81212e-008,0.9431
2.81598e-008,0.7678
2.81983e-008,0.6081
2.82369e-008,0.4826
2.82755e-008,0.3942
2.83140e-008,0.3398
2.83526e-008,0.3130
2.83912e-008,0.2873
2.84298e-008,0.2765
2.84683e-008,0.2949
2.85069e-008,0.3532
2.85455e-008,0.4609
2.85841e-008,0.6212
2.86226e-008,0.7964
2.86612e-008,0.9404
2.86998e-008,1.0464
2.87384e-008,1.1172
2.87770e-008,1.1587
2.88155e-008,1.1795
2.88541e-008,1.2077
2.88927e-008,1.2373
2.89313e-008,1.2417
2.89698e-008,1.2200
2.90084e-008,1.1474
2.90470e-008,1.0079
2.90855e-008,0.8350
2.91241e-008,0.6660
2.91627e-008,0.5228
2.92013e-008,0.4175
2.92398e-008,0.3499
2.92784e-008,0.3154
2.93170e-008,0.2999
2.93556e-008,0.2886
2.93941e-008,0.2798
2.94327e-008,0.2753
2.94713e-008,0.2752
2.95099e-008,0.2836
2.95485e-008,0.3009
2.95870e-008,0.3213
2.96256e-008,0.3385
2.96642e-008,0.3490
2.97028e-008,0.3516
2.97413e-008,0.3476
2.97799e-008,0.3395
2.98185e-008,0.3302
2.98570e-008,0.3229
2.98956e-008,0.3189
2.99342e-008,0.3171
2.99728e-008,0.3169
3.00113e-008,0.3180
3.00499e-008,0.3191
3.00885e-008,0.3186
3.01271e-008,0.3173
3.01657e-008,0.3158
3.02042e-008,0.3145
3.02428e-008,0.3137
3.02814e-008,0.3176
3.03199e-008,0.3332
3.03585e-008,0.3768
3.03971e-008,0.4661
3.04357e-008,0.5983
3.04743e-008,0.7551
3.05128e-008,0.8852
3.05514e-008,0.9788
3.05900e-008,1.0456
3.06285e-008,1.0947
3.06671e-008,1.1304
3.07057e-008,1.1565
3.07443e-008,1.2082
3.07829e-008,1.2322
3.08214e-008,1.2319
3.08600e-008,1.1963
3.08986e-008,1.0967
3.09372e-008,0.9341
3.09757e-008,0.7593
3.10143e-008,0.6010
3.10529e-008,0.4774
3.10914e-008,0.3908
3.11300e-008,0.3380
3.11686e-008,0.3123
3.12072e-008,0.2982
3.12458e-008,0.2854
3.12843e-008,0.2776
3.13229e-008,0.2745
3.13615e-008,0.2770
3.14000e-008,0.2887
3.14386e-008,0.3085
3.14772e-008,0.3291
3.15158e-008,0.3444
3.15544e-008,0.3516
3.15929e-008,0.3508
3.16315e-008,0.3447
3.16701e-008,0.3365
3.17087e-008,0.3356
3.17472e-008,0.3576
3.17858e-008,0.4210
3.18244e-008,0.5326
3.18629e-008,0.6820
3.19015e-008,0.8320
3.19401e-008,0.9432
3.19787e-008,1.0211
3.20173e-008,1.0761
3.20558e-008,1.1157
3.20944e-008,1.1444
3.21330e-008,1.1797
3.21715e-008,1.2225
3.22101e-008,1.2343
3.22487e-008,1.2191
3.22873e-008,1.1534
3.23259e-008,1.0167
3.23644e-008,0.8419
3.24030e-008,0.6731
3.24416e-008,0.5316
3.24801e-008,0.4272
3.25187e-008,0.3587
3.25573e-008,0.3218
3.25959e-008,0.3046
3.26344e-008,0.2914
3.26730e-008,0.2808
3.27116e-008,0.2756
3.27502e-008,0.2749
3.27888e-008,0.2819
3.28273e-008,0.2985
3.28659e-008,0.3197
3.29045e-008,0.3380
3.29430e-008,0.3492
3.29816e-008,0.3520
3.30202e-008,0.3482
3.30588e-008,0.3402
3.30974e-008,0.3308
3.31359e-008,0.3232
3.31745e-008,0.3192
3.32131e-008,0.3174
3.32516e-008,0.3170
3.32902e-008,0.3180
3.33288e-008,0.3192
3.33674e-008,0.3190
3.34060e-008,0.3176
3.34445e-008,0.3160
