.HEADER
..NAMES
Time,V U1.AB5
.DATA
0.0e+000,0.3150
3.86e-011,0.3150
7.72e-011,0.3150
1.157e-010,0.3150
1.543e-010,0.3150
1.929e-010,0.3150
2.314e-010,0.3150
2.700e-010,0.3202
3.086e-010,0.3382
3.472e-010,0.3867
3.857e-010,0.4825
4.243e-010,0.6205
4.629e-010,0.7767
5.015e-010,0.8962
5.401e-010,0.9742
5.786e-010,1.0258
6.172e-010,1.0669
6.558e-010,1.1073
6.944e-010,1.1415
7.329e-010,1.2020
7.715e-010,1.2247
8.101e-010,1.2184
8.486e-010,1.1685
8.872e-010,1.0448
9.258e-010,0.8789
9.644e-010,0.7143
1.0029e-009,0.5651
1.0415e-009,0.4574
1.0801e-009,0.3919
1.1187e-009,0.3480
1.1572e-009,0.3238
1.1958e-009,0.2964
1.2344e-009,0.2897
1.2730e-009,0.3107
1.3115e-009,0.3817
1.3501e-009,0.5120
1.3887e-009,0.6832
1.4273e-009,0.8490
1.4658e-009,0.9787
1.5044e-009,1.0643
1.5430e-009,1.1143
1.5816e-009,1.1514
1.6202e-009,1.1770
1.6587e-009,1.2150
1.6973e-009,1.2384
1.7359e-009,1.2377
1.7745e-009,1.2021
1.8130e-009,1.1028
1.8516e-009,0.9455
1.8902e-009,0.7763
1.9288e-009,0.6146
1.9673e-009,0.4880
2.0059e-009,0.4075
2.0445e-009,0.3549
2.0830e-009,0.3254
2.1216e-009,0.3036
2.1602e-009,0.2885
2.1988e-009,0.2996
2.2374e-009,0.3538
2.2759e-009,0.4649
2.3145e-009,0.6263
2.3531e-009,0.7998
2.3916e-009,0.9414
2.4302e-009,1.0405
2.4688e-009,1.1004
2.5074e-009,1.1403
2.5459e-009,1.1706
2.5845e-009,1.1866
2.6231e-009,1.1937
2.6617e-009,1.1972
2.7003e-009,1.1934
2.7388e-009,1.1839
2.7774e-009,1.1736
2.8160e-009,1.1618
2.8545e-009,1.1484
2.8931e-009,1.1396
2.9317e-009,1.1380
2.9703e-009,1.1425
3.0089e-009,1.1514
3.0474e-009,1.1617
3.0860e-009,1.1776
3.1246e-009,1.1853
3.1631e-009,1.1744
3.2017e-009,1.1194
3.2403e-009,0.9997
3.2789e-009,0.8485
3.3175e-009,0.7057
3.3560e-009,0.5816
3.3946e-009,0.4876
3.4332e-009,0.4185
3.4717e-009,0.3698
3.5103e-009,0.3405
3.5489e-009,0.3061
3.5875e-009,0.3031
3.6260e-009,0.3349
3.6646e-009,0.4191
3.7032e-009,0.5596
3.7418e-009,0.7321
3.7803e-009,0.8854
3.8189e-009,1.0003
3.8575e-009,1.0747
3.8961e-009,1.1201
3.9346e-009,1.1553
3.9732e-009,1.1790
4.0118e-009,1.1904
4.0504e-009,1.1958
4.0890e-009,1.1962
4.1275e-009,1.1887
4.1661e-009,1.1780
4.2047e-009,1.1668
