.HEADER
..NAMES
Time,V U1.AE4
.DATA
0.0e+000,1.1838
3.86e-011,1.1838
7.72e-011,1.1838
1.157e-010,1.1838
1.543e-010,1.1838
1.929e-010,1.1838
2.314e-010,1.1838
2.700e-010,1.1889
3.086e-010,1.1926
3.472e-010,1.1806
3.857e-010,1.1281
4.243e-010,1.0143
4.629e-010,0.8643
5.015e-010,0.7161
5.401e-010,0.5791
5.786e-010,0.4667
6.172e-010,0.3851
6.558e-010,0.3356
6.944e-010,0.3090
7.329e-010,0.2946
7.715e-010,0.2857
8.101e-010,0.2794
8.486e-010,0.2747
8.872e-010,0.2725
9.258e-010,0.2744
9.644e-010,0.2842
1.0029e-009,0.3032
1.0415e-009,0.3241
1.0801e-009,0.3396
1.1187e-009,0.3480
1.1572e-009,0.3503
1.1958e-009,0.3473
1.2344e-009,0.3399
1.2730e-009,0.3310
1.3115e-009,0.3238
1.3501e-009,0.3193
1.3887e-009,0.3167
1.4273e-009,0.3154
1.4658e-009,0.3149
1.5044e-009,0.3149
1.5430e-009,0.3161
1.5816e-009,0.3171
1.6202e-009,0.3165
1.6587e-009,0.3172
1.6973e-009,0.3258
1.7359e-009,0.3560
1.7745e-009,0.4272
1.8130e-009,0.5456
1.8516e-009,0.6998
1.8902e-009,0.8475
1.9288e-009,0.9559
1.9673e-009,1.0325
2.0059e-009,1.0870
2.0445e-009,1.1263
2.0830e-009,1.1542
2.1216e-009,1.1933
2.1602e-009,1.2309
2.1988e-009,1.2398
2.2374e-009,1.2224
2.2759e-009,1.1560
2.3145e-009,1.0268
2.3531e-009,0.8631
2.3916e-009,0.6920
2.4302e-009,0.5325
2.4688e-009,0.4096
2.5074e-009,0.3344
2.5459e-009,0.2989
2.5845e-009,0.2778
2.6231e-009,0.2650
2.6617e-009,0.2809
2.7003e-009,0.3244
2.7388e-009,0.4101
2.7774e-009,0.5446
2.8160e-009,0.7081
2.8545e-009,0.8532
2.8931e-009,0.9751
2.9317e-009,1.0711
2.9703e-009,1.1396
3.0089e-009,1.1831
3.0474e-009,1.2082
3.0860e-009,1.2197
3.1246e-009,1.2207
3.1631e-009,1.2192
3.2017e-009,1.2178
3.2403e-009,1.2129
3.2789e-009,1.2039
3.3175e-009,1.1916
3.3560e-009,1.1763
3.3946e-009,1.1623
3.4332e-009,1.1558
3.4717e-009,1.1564
3.5103e-009,1.1602
3.5489e-009,1.1645
3.5875e-009,1.1694
3.6260e-009,1.1742
3.6646e-009,1.1774
3.7032e-009,1.1796
3.7418e-009,1.1815
3.7803e-009,1.1826
3.8189e-009,1.1829
