.HEADER
..NAMES
Time,V U1.AD20&AE20
.DATA
0.0e+000,0.3150
3.86e-011,0.3150
7.72e-011,0.3150
1.157e-010,0.3150
1.543e-010,0.3150
1.929e-010,0.3150
2.314e-010,0.3150
2.700e-010,0.3150
3.086e-010,0.3150
3.472e-010,0.3150
3.857e-010,0.3150
4.243e-010,0.3150
4.629e-010,0.3150
5.015e-010,0.3195
5.401e-010,0.3359
5.786e-010,0.3814
6.172e-010,0.4742
6.558e-010,0.6118
6.944e-010,0.7739
7.329e-010,0.9062
7.715e-010,0.9980
8.101e-010,1.0559
8.486e-010,1.0903
8.872e-010,1.1087
9.258e-010,1.1205
9.644e-010,1.1670
1.0029e-009,1.1832
1.0415e-009,1.1699
1.0801e-009,1.1152
1.1187e-009,0.9917
1.1572e-009,0.8111
1.1958e-009,0.6346
1.2344e-009,0.4966
1.2730e-009,0.4021
1.3115e-009,0.3470
1.3501e-009,0.3256
1.3887e-009,0.3255
1.4273e-009,0.3171
1.4658e-009,0.3279
1.5044e-009,0.3718
1.5430e-009,0.4665
1.5816e-009,0.6162
1.6202e-009,0.8031
1.6587e-009,0.9710
1.6973e-009,1.0779
1.7359e-009,1.1336
1.7745e-009,1.1550
1.8130e-009,1.1573
1.8516e-009,1.1518
1.8902e-009,1.1737
1.9288e-009,1.1925
1.9673e-009,1.1834
2.0059e-009,1.1415
2.0445e-009,1.0376
2.0830e-009,0.8691
2.1216e-009,0.6829
2.1602e-009,0.5309
2.1988e-009,0.4238
2.2374e-009,0.3589
2.2759e-009,0.3310
2.3145e-009,0.3272
2.3531e-009,0.3224
2.3916e-009,0.3232
2.4302e-009,0.3551
2.4688e-009,0.4312
2.5074e-009,0.5640
2.5459e-009,0.7413
2.5845e-009,0.9251
2.6231e-009,1.0507
2.6617e-009,1.1208
2.7003e-009,1.1511
2.7388e-009,1.1584
2.7774e-009,1.1539
2.8160e-009,1.1567
2.8545e-009,1.1901
2.8931e-009,1.1889
2.9317e-009,1.1598
2.9703e-009,1.0781
3.0089e-009,0.9275
3.0474e-009,0.7390
3.0860e-009,0.5744
3.1246e-009,0.4527
3.1631e-009,0.3748
3.2017e-009,0.3366
3.2403e-009,0.3265
3.2789e-009,0.3298
3.3175e-009,0.3203
3.3560e-009,0.3415
3.3946e-009,0.4012
3.4332e-009,0.5162
3.4717e-009,0.6813
3.5103e-009,0.8716
3.5489e-009,1.0175
3.5875e-009,1.1040
3.6260e-009,1.1443
3.6646e-009,1.1575
3.7032e-009,1.1557
3.7418e-009,1.1501
3.7803e-009,1.1853
3.8189e-009,1.1918
3.8575e-009,1.1732
3.8961e-009,1.1119
3.9346e-009,0.9818
3.9732e-009,0.7979
4.0118e-009,0.6224
4.0504e-009,0.4863
4.0890e-009,0.3949
4.1275e-009,0.3448
4.1661e-009,0.3276
4.2047e-009,0.3284
