.HEADER
..NAMES
Time,V U1.AC24
.DATA
0.0e+000,1.1839
3.86e-011,1.1839
7.72e-011,1.1839
1.157e-010,1.1839
1.543e-010,1.1839
1.929e-010,1.1839
2.314e-010,1.1839
2.700e-010,1.1890
3.086e-010,1.1926
3.472e-010,1.1807
3.857e-010,1.1284
4.243e-010,1.0152
4.629e-010,0.8664
5.015e-010,0.7197
5.401e-010,0.5843
5.786e-010,0.4733
6.172e-010,0.3926
6.558e-010,0.3427
6.944e-010,0.3151
7.329e-010,0.2858
7.715e-010,0.2855
8.101e-010,0.3150
8.486e-010,0.3857
8.872e-010,0.5006
9.258e-010,0.6504
9.644e-010,0.7890
1.0029e-009,0.9053
1.0415e-009,1.0067
1.0801e-009,1.0898
1.1187e-009,1.1488
1.1572e-009,1.1869
1.1958e-009,1.2398
1.2344e-009,1.2621
1.2730e-009,1.2585
1.3115e-009,1.2261
1.3501e-009,1.1424
1.3887e-009,1.0035
1.4273e-009,0.8448
1.4658e-009,0.6817
1.5044e-009,0.5317
1.5430e-009,0.4117
1.5816e-009,0.3363
1.6202e-009,0.3005
1.6587e-009,0.2741
1.6973e-009,0.2672
1.7359e-009,0.2892
1.7745e-009,0.3466
1.8130e-009,0.4440
1.8516e-009,0.5839
1.8902e-009,0.7334
1.9288e-009,0.8596
1.9673e-009,0.9668
2.0059e-009,1.0572
2.0445e-009,1.1263
2.0830e-009,1.1731
2.1216e-009,1.2027
2.1602e-009,1.2191
2.1988e-009,1.2249
2.2374e-009,1.2247
2.2759e-009,1.2232
2.3145e-009,1.2207
2.3531e-009,1.2149
2.3916e-009,1.2046
2.4302e-009,1.1905
2.4688e-009,1.1743
2.5074e-009,1.1622
2.5459e-009,1.1588
2.5845e-009,1.1639
2.6231e-009,1.1742
2.6617e-009,1.1793
2.7003e-009,1.1644
2.7388e-009,1.1022
2.7774e-009,0.9791
2.8160e-009,0.8302
2.8545e-009,0.6863
2.8931e-009,0.5573
2.9317e-009,0.4532
2.9703e-009,0.3792
3.0089e-009,0.3338
3.0474e-009,0.3088
3.0860e-009,0.2947
3.1246e-009,0.2861
3.1631e-009,0.2803
3.2017e-009,0.2750
3.2403e-009,0.2710
3.2789e-009,0.2700
3.3175e-009,0.2738
3.3560e-009,0.2862
3.3946e-009,0.3063
3.4332e-009,0.3258
3.4717e-009,0.3394
3.5103e-009,0.3464
3.5489e-009,0.3510
3.5875e-009,0.3642
3.6260e-009,0.4030
3.6646e-009,0.4871
3.7032e-009,0.6143
3.7418e-009,0.7668
3.7803e-009,0.8926
3.8189e-009,0.9828
3.8575e-009,1.0474
3.8961e-009,1.0954
3.9346e-009,1.1319
3.9732e-009,1.1599
4.0118e-009,1.1799
4.0504e-009,1.1926
4.0890e-009,1.2008
4.1275e-009,1.2063
4.1661e-009,1.2093
4.2047e-009,1.2088
4.2433e-009,1.2032
4.2818e-009,1.1922
4.3204e-009,1.1768
4.3590e-009,1.1621
4.3975e-009,1.1557
4.4361e-009,1.1575
4.4747e-009,1.1675
4.5133e-009,1.1788
4.5519e-009,1.1799
4.5904e-009,1.1518
4.6290e-009,1.0659
4.6676e-009,0.9273
4.7062e-009,0.7791
4.7447e-009,0.6384
4.7833e-009,0.5168
4.8219e-009,0.4225
4.8604e-009,0.3596
4.8990e-009,0.3229
4.9376e-009,0.3028
4.9762e-009,0.2914
5.0147e-009,0.2844
5.0533e-009,0.2789
5.0919e-009,0.2737
5.1305e-009,0.2706
5.1691e-009,0.2709
5.2076e-009,0.2771
5.2462e-009,0.2929
5.2848e-009,0.3139
5.3234e-009,0.3317
5.3619e-009,0.3429
5.4005e-009,0.3477
5.4391e-009,0.3469
5.4776e-009,0.3411
5.5162e-009,0.3326
5.5548e-009,0.3249
5.5934e-009,0.3199
5.6320e-009,0.3171
5.6705e-009,0.3154
5.7091e-009,0.3142
5.7477e-009,0.3138
5.7863e-009,0.3140
5.8248e-009,0.3151
5.8634e-009,0.3164
5.9020e-009,0.3164
5.9405e-009,0.3152
5.9791e-009,0.3139
6.0177e-009,0.3131
6.0563e-009,0.3124
6.0948e-009,0.3120
6.1334e-009,0.3121
6.1720e-009,0.3127
6.2106e-009,0.3134
6.2492e-009,0.3136
6.2877e-009,0.3136
6.3263e-009,0.3137
6.3649e-009,0.3137
6.4035e-009,0.3137
6.4420e-009,0.3138
6.4806e-009,0.3137
6.5192e-009,0.3134
6.5577e-009,0.3133
6.5963e-009,0.3134
6.6349e-009,0.3135
6.6735e-009,0.3135
6.7121e-009,0.3136
6.7506e-009,0.3137
6.7892e-009,0.3138
6.8278e-009,0.3172
6.8664e-009,0.3308
6.9049e-009,0.3703
6.9435e-009,0.4547
6.9821e-009,0.5838
7.0206e-009,0.7409
7.0592e-009,0.8756
7.0978e-009,0.9725
7.1364e-009,1.0411
7.1749e-009,1.0910
7.2135e-009,1.1277
7.2521e-009,1.1549
7.2907e-009,1.2055
7.3293e-009,1.2340
7.3678e-009,1.2384
7.4064e-009,1.2132
7.4450e-009,1.1343
7.4835e-009,0.9993
7.5221e-009,0.8438
7.5607e-009,0.6825
7.5993e-009,0.5316
7.6379e-009,0.4106
7.6764e-009,0.3350
7.7150e-009,0.2994
7.7536e-009,0.2757
7.7922e-009,0.2683
7.8307e-009,0.2902
7.8693e-009,0.3467
7.9079e-009,0.4415
7.9464e-009,0.5794
7.9850e-009,0.7300
8.0236e-009,0.8568
8.0622e-009,0.9644
8.1008e-009,1.0553
8.1393e-009,1.1250
8.1779e-009,1.1720
8.2165e-009,1.2194
8.2550e-009,1.2584
8.2936e-009,1.2658
8.3322e-009,1.2467
8.3708e-009,1.1845
8.4093e-009,1.0634
8.4479e-009,0.9081
8.4865e-009,0.7440
8.5251e-009,0.5864
8.5637e-009,0.4538
8.6022e-009,0.3612
8.6408e-009,0.3118
8.6794e-009,0.2905
8.7179e-009,0.2801
8.7565e-009,0.2742
8.7951e-009,0.2710
8.8337e-009,0.2654
8.8722e-009,0.2615
8.9108e-009,0.2626
8.9494e-009,0.2688
8.9880e-009,0.2822
9.0266e-009,0.3021
9.0651e-009,0.3221
9.1037e-009,0.3373
9.1423e-009,0.3460
9.1808e-009,0.3485
9.2194e-009,0.3456
9.2580e-009,0.3384
9.2966e-009,0.3295
9.3352e-009,0.3224
9.3737e-009,0.3185
9.4123e-009,0.3161
9.4509e-009,0.3144
9.4895e-009,0.3141
9.5280e-009,0.3145
9.5666e-009,0.3153
9.6052e-009,0.3163
9.6437e-009,0.3168
9.6823e-009,0.3161
9.7209e-009,0.3149
9.7595e-009,0.3139
9.7981e-009,0.3131
9.8366e-009,0.3126
9.8752e-009,0.3123
9.9138e-009,0.3126
9.9524e-009,0.3134
9.9909e-009,0.3138
1.00295e-008,0.3139
1.00681e-008,0.3140
1.01066e-008,0.3169
1.01452e-008,0.3290
1.01838e-008,0.3647
1.02224e-008,0.4439
1.02610e-008,0.5686
1.02995e-008,0.7240
1.03381e-008,0.8632
1.03767e-008,0.9638
1.04152e-008,1.0350
1.04538e-008,1.0865
1.04924e-008,1.1245
1.05310e-008,1.1526
1.05695e-008,1.1734
1.06081e-008,1.1881
1.06467e-008,1.1986
1.06853e-008,1.2059
1.07239e-008,1.2103
1.07624e-008,1.2114
1.08010e-008,1.2077
1.08396e-008,1.1979
1.08781e-008,1.1823
1.09167e-008,1.1657
1.09553e-008,1.1567
1.09939e-008,1.1568
1.10324e-008,1.1651
1.10710e-008,1.1770
1.11096e-008,1.1815
1.11482e-008,1.1622
1.11868e-008,1.0905
1.12253e-008,0.9606
1.12639e-008,0.8117
1.13025e-008,0.6687
1.13410e-008,0.5417
1.13796e-008,0.4412
1.14182e-008,0.3714
1.14568e-008,0.3298
1.14953e-008,0.3066
1.15339e-008,0.2939
1.15725e-008,0.2863
1.16111e-008,0.2807
1.16497e-008,0.2753
1.16882e-008,0.2716
1.17268e-008,0.2711
1.17654e-008,0.2756
1.18039e-008,0.2893
1.18425e-008,0.3100
1.18811e-008,0.3288
1.19197e-008,0.3415
1.19583e-008,0.3476
1.19968e-008,0.3480
1.20354e-008,0.3432
1.20740e-008,0.3349
1.21126e-008,0.3268
1.21511e-008,0.3212
1.21897e-008,0.3181
1.22283e-008,0.3162
1.22668e-008,0.3148
1.23054e-008,0.3143
1.23440e-008,0.3143
1.23826e-008,0.3153
1.24212e-008,0.3166
1.24597e-008,0.3212
1.24983e-008,0.3360
1.25369e-008,0.3781
1.25755e-008,0.4664
1.26140e-008,0.5982
1.26526e-008,0.7548
1.26912e-008,0.8850
1.27297e-008,0.9793
1.27683e-008,1.0465
1.28069e-008,1.0954
1.28455e-008,1.1311
1.28841e-008,1.1576
1.29226e-008,1.2103
1.29612e-008,1.2357
1.29998e-008,1.2378
1.30383e-008,1.2083
1.30769e-008,1.1227
1.31155e-008,0.9835
1.31541e-008,0.8271
1.31926e-008,0.6660
1.32312e-008,0.5174
1.32698e-008,0.4010
1.33084e-008,0.3302
1.33470e-008,0.2977
1.33855e-008,0.2846
1.34241e-008,0.2777
1.34627e-008,0.2749
1.35012e-008,0.2712
1.35398e-008,0.2646
1.35784e-008,0.2625
1.36170e-008,0.2659
1.36555e-008,0.2751
1.36941e-008,0.2915
1.37327e-008,0.3122
1.37713e-008,0.3301
1.38099e-008,0.3418
1.38484e-008,0.3474
1.38870e-008,0.3478
1.39256e-008,0.3432
1.39641e-008,0.3349
1.40027e-008,0.3262
1.40413e-008,0.3207
1.40799e-008,0.3177
1.41185e-008,0.3153
1.41570e-008,0.3141
1.41956e-008,0.3144
1.42342e-008,0.3151
1.42728e-008,0.3160
1.43113e-008,0.3178
1.43499e-008,0.3248
1.43885e-008,0.3475
1.44270e-008,0.4053
1.44656e-008,0.5110
1.45042e-008,0.6554
1.45428e-008,0.8081
1.45814e-008,0.9235
1.46199e-008,1.0065
1.46585e-008,1.0664
1.46971e-008,1.1100
1.47357e-008,1.1420
1.47742e-008,1.1727
1.48128e-008,1.2237
1.48514e-008,1.2394
1.48899e-008,1.2320
1.49285e-008,1.1843
1.49671e-008,1.0763
1.50057e-008,0.9270
1.50443e-008,0.7680
1.50828e-008,0.6092
1.51214e-008,0.4700
1.51600e-008,0.3696
1.51985e-008,0.3147
1.52371e-008,0.2917
1.52757e-008,0.2683
1.53143e-008,0.2749
1.53528e-008,0.3122
1.53914e-008,0.3862
1.54300e-008,0.5014
1.54686e-008,0.6529
1.55071e-008,0.7928
1.55457e-008,0.9099
1.55843e-008,1.0096
1.56229e-008,1.0913
1.56615e-008,1.1500
1.57000e-008,1.1882
1.57386e-008,1.2440
1.57772e-008,1.2652
1.58158e-008,1.2608
1.58543e-008,1.2248
1.58929e-008,1.1347
1.59315e-008,0.9923
1.59701e-008,0.8321
1.60086e-008,0.6681
1.60472e-008,0.5203
1.60858e-008,0.4051
1.61243e-008,0.3335
1.61629e-008,0.2996
