.HEADER
..NAMES
Time,V U1.Y19
.DATA
0.0e+000,1.1826
3.86e-011,1.1826
7.72e-011,1.1826
1.157e-010,1.1826
1.543e-010,1.1826
1.929e-010,1.1826
2.314e-010,1.1826
2.700e-010,1.1877
3.086e-010,1.1912
3.472e-010,1.1792
3.857e-010,1.1270
4.243e-010,1.0146
4.629e-010,0.8678
5.015e-010,0.7240
5.401e-010,0.5914
5.786e-010,0.4820
6.172e-010,0.3998
6.558e-010,0.3467
6.944e-010,0.3169
7.329e-010,0.2869
7.715e-010,0.2886
8.101e-010,0.3249
8.486e-010,0.4141
8.872e-010,0.5648
9.258e-010,0.7535
9.644e-010,0.9123
1.0029e-009,1.0215
1.0415e-009,1.0913
1.0801e-009,1.1346
1.1187e-009,1.1606
1.1572e-009,1.1769
1.1958e-009,1.1875
1.2344e-009,1.1903
1.2730e-009,1.1857
1.3115e-009,1.1756
1.3501e-009,1.1598
1.3887e-009,1.1413
1.4273e-009,1.1320
1.4658e-009,1.1351
1.5044e-009,1.1444
1.5430e-009,1.1540
1.5816e-009,1.1624
1.6202e-009,1.1690
1.6587e-009,1.1778
1.6973e-009,1.1859
1.7359e-009,1.1844
1.7745e-009,1.1552
1.8130e-009,1.0698
1.8516e-009,0.9329
1.8902e-009,0.7890
1.9288e-009,0.6527
1.9673e-009,0.5325
2.0059e-009,0.4364
2.0445e-009,0.3689
2.0830e-009,0.3288
2.1216e-009,0.3064
2.1602e-009,0.2943
2.1988e-009,0.2895
2.2374e-009,0.2926
2.2759e-009,0.3068
2.3145e-009,0.3285
2.3531e-009,0.3469
2.3916e-009,0.3568
2.4302e-009,0.3597
2.4688e-009,0.3569
2.5074e-009,0.3495
2.5459e-009,0.3399
2.5845e-009,0.3315
2.6231e-009,0.3310
2.6617e-009,0.3505
2.7003e-009,0.4069
2.7388e-009,0.5123
2.7774e-009,0.6549
2.8160e-009,0.8044
2.8545e-009,0.9157
2.8931e-009,0.9958
2.9317e-009,1.0552
2.9703e-009,1.1014
3.0089e-009,1.1370
3.0474e-009,1.1613
3.0860e-009,1.2149
3.1246e-009,1.2247
3.1631e-009,1.2046
3.2017e-009,1.1349
3.2403e-009,0.9941
3.2789e-009,0.8218
3.3175e-009,0.6688
3.3560e-009,0.5427
3.3946e-009,0.4457
3.4332e-009,0.3748
3.4717e-009,0.3311
3.5103e-009,0.3047
3.5489e-009,0.2729
3.5875e-009,0.2777
3.6260e-009,0.3187
3.6646e-009,0.4118
3.7032e-009,0.5675
3.7418e-009,0.7629
3.7803e-009,0.9245
3.8189e-009,1.0319
3.8575e-009,1.0973
3.8961e-009,1.1369
3.9346e-009,1.1608
3.9732e-009,1.1761
4.0118e-009,1.1870
4.0504e-009,1.1908
4.0890e-009,1.1863
4.1275e-009,1.1758
4.1661e-009,1.1599
4.2047e-009,1.1413
4.2433e-009,1.1317
4.2818e-009,1.1346
4.3204e-009,1.1443
4.3590e-009,1.1545
4.3975e-009,1.1631
4.4361e-009,1.1698
4.4747e-009,1.1741
4.5133e-009,1.1761
4.5519e-009,1.1769
4.5904e-009,1.1775
4.6290e-009,1.1776
4.6676e-009,1.1785
4.7062e-009,1.1811
4.7447e-009,1.1836
4.7833e-009,1.1843
4.8219e-009,1.1838
4.8604e-009,1.1833
4.8990e-009,1.1828
4.9376e-009,1.1825
4.9762e-009,1.1825
5.0147e-009,1.1826
5.0533e-009,1.1827
5.0919e-009,1.1827
5.1305e-009,1.1831
5.1691e-009,1.1833
5.2076e-009,1.1830
5.2462e-009,1.1827
5.2848e-009,1.1826
5.3234e-009,1.1827
5.3619e-009,1.1828
5.4005e-009,1.1845
5.4391e-009,1.1895
5.4776e-009,1.1906
